a4c89f871be0730ee1480cedb024b51c540b434bad309d85482271ac8ae56b48,589a501c0e0716d297f9fb49b984ecb368eda66a1c2838736df93fc19b006e5d,edb1d4b5db226f75003b8d513d53f5fc670463681c983d47cfaa826eb668af27,8262ba311d3c8fdf02d5197eb4834dcafb6fbd8fc35916e902ffb2fe4e8a182c,6efa5b4c5b5deaa825dd5c55240e3c8b7d156a3a9404374f7e56a1508f2dab46,9efb529ba6e25334aa5367c19356d6663f0cdba84bb06e2d1b5d4be84fff2572,541ee131a1d16b8e916bd8d90c3632f7fa599a97838459ac3fd178c7f48643e0,a4249210d6fec2ea73bdf701130f57be649020b34913abfdabf45f125691b588,1ff6719c098c23347a8937b7fdd85eaafa13bc3d5ddf6dc9f95fa757fc0a9f4e,57dfac86e7ca7aaca32e7a0161d90d783aa3762ab5f266282382f2b8e375066a,ace29fff7824523d8a2ef2ab407ecae1a7de0a5eb907cfcccf368848ce22920e
"","","20122","","","91","","0","","","1201220018"
"travel_topdrama_r_2000_idle_smile","","20122","","","3","","101011","1","0.2","1201220019"
"","","20122","","","112","","","","","1201220020"
"","","20122","","","91","","0","","","1201220021"
"104411","travel_topdrama_r_2000_idle_doya","20131","1","-68","1","42","1","101","0.8","1201310001"
"100711","travel_topdrama_r_2000_idle_anger","20131","0","-68","1","-42","1","102","0.8","1201310002"
"0","mana","20131","0","-75","5","0","0","110","1","1201310003"
"","","20131","","","91","","0","","","1201310004"
"0","","20131","","","93","","10","","","1201310005"
"","","20131","","","101","","1201310005","","","1201310006"
"none","","20131","","","3","","0","0","0","1201310007"
"","","20131","","","91","","0","","","1201310008"
"103","","20132","","","13","","104411","","","1201320001"
"104","","20132","","","13","","100711","","","1201320002"
"travel_topdrama_r_2000_talk_doya_in","","20132","","1","3","travel_topdrama_r_2000_talk_doya_loop","104411","0","0.2","1201320003"
"vo_travel_talk_20013_00","","20132","","","21","0","vo_travel_talk","0","","1201320004"
"そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","0","20132","0","1","11","1","104411","10","0","1201320005"
"","","20132","","","91","","0","","","1201320006"
"travel_topdrama_r_2000_idle_doya","","20132","","","3","","104411","1","0.2","1201320007"
"travel_topdrama_r_2000_talk_anger","","20132","","1","3","","100711","1","0.2","1201320008"
"vo_travel_talk_20013_01","","20132","","","21","0","vo_travel_talk","0","","1201320009"
"え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","0","20132","0","1","11","1","100711","10","0","1201320010"
"","","20132","","","91","","0","","","1201320011"
"travel_topdrama_r_2000_idle_anger","","20132","","","3","","100711","1","0.2","1201320012"
"travel_topdrama_r_2000_talk_doya_in_surprise","","20132","","1","3","travel_topdrama_r_2000_talk_doya_loop_surprise","104411","0","0.2","1201320013"
"vo_travel_talk_20013_02","","20132","","","21","0","vo_travel_talk","0","","1201320014"
"これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","0","20132","0","1","11","1","104411","10","0","1201320015"
"","","20132","","","91","","0","","","1201320016"
"travel_topdrama_r_2000_idle_doya_surprise","","20132","","","3","","104411","1","0.2","1201320017"
"","","20132","","","112","","","","","1201320018"
"","","20132","","","91","","0","","","1201320019"
"102511","travel_topdrama_r_2000_idle_sad","20141","1","-68","1","42","1","102","0.8","1201410001"
"102811","travel_topdrama_r_2000_idle_normal","20141","0","-68","1","-42","1","101","0.8","1201410002"
"0","mana","20141","0","-75","5","0","0","110","1","1201410003"
"","","20141","","","91","","0","","","1201410004"
"0","","20141","","","93","","10","","","1201410005"
"","","20141","","","101","","1201410005","","","1201410006"
"none","","20141","","","3","","0","0","0","1201410007"
"","","20141","","","91","","0","","","1201410008"
"103","","20142","","","13","","102511","","","1201420001"
"104","","20142","","","13","","102811","","","1201420002"
"travel_topdrama_r_2000_talk_sad_in","","20142","","1","3","travel_topdrama_r_2000_talk_sad_loop","102511","0","0.2","1201420003"
"vo_travel_talk_20014_00","","20142","","","21","0","vo_travel_talk","0","","1201420004"
"前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","0","20142","0","1","11","1","102511","10","0","1201420005"
"","","20142","","","91","","0","","","1201420006"
"travel_topdrama_r_2014_falldown","","20142","","1","3","travel_topdrama_r_2000_idle_sad_cry","102511","0","0.2","1201420007"
"travel_topdrama_r_2000_talk_surprise2_in","","20142","","1","3","travel_topdrama_r_2000_talk_surprise2_loop","102811","0","0.2","1201420008"
"vo_travel_talk_20014_01","","20142","","","21","0","vo_travel_talk","0","","1201420009"
"危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","0","20142","0","1","11","1","102811","10","0","1201420010"
"","","20142","","","91","","0","","","1201420011"
"travel_topdrama_r_2000_idle_arm_crossed","","20142","","","3","","102811","1","0.2","1201420012"
"travel_topdrama_r_2000_talk_sad_loop_cry","","20142","","","3","","102511","1","0.2","1201420013"
"vo_travel_talk_20014_02","","20142","","","21","0","vo_travel_talk","0","","1201420014"
"ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","0","20142","0","1","11","1","102511","10","0","1201420015"
"","","20142","","","91","","0","","","1201420016"
"travel_topdrama_r_2000_idle_sad_cry","","20142","","","3","","102511","1","0.2","1201420017"
"d","","20142","","","112","","","","","1201420018"
"","","20142","","","91","","0","","","1201420019"
"103211","travel_topdrama_r_2000_idle_arm_crossed","20151","1","-68","1","42","1","101","0.8","1201510001"
"103411","travel_topdrama_r_2000_idle_normal","20151","0","-68","1","-42","1","102","0.8","1201510002"
"0","mana","20151","0","-75","5","0","0","110","1","1201510003"
"","","20151","","","91","","0","","","1201510004"
"0","","20151","","","93","","10","","","1201510005"
"","","20151","","","101","","1201510005","","","1201510006"
"none","","20151","","","3","","0","0","0","1201510007"
"","","20151","","","91","","0","","","1201510008"
"103","","20152","","","13","","103211","","","1201520001"
"104","","20152","","","13","","103411","","","1201520002"
"travel_topdrama_r_2000_talk_arm_crossed_in","","20152","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop","103211","0","0.2","1201520003"
"vo_travel_talk_20015_00","","20152","","","21","0","vo_travel_talk","0","","1201520004"
"歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","0","20152","0","1","11","1","103211","10","0","1201520005"
"","","20152","","","91","","0","","","1201520006"
"travel_topdrama_r_2000_idle_arm_crossed","","20152","","","3","","103211","1","0.2","1201520007"
"travel_topdrama_r_2000_talk_sad_in_surprise2","","20152","","1","3","travel_topdrama_r_2000_talk_sad_loop_surprise2","103411","0","0.2","1201520008"
"vo_travel_talk_20015_01","","20152","","","21","0","vo_travel_talk","0","","1201520009"
"ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","0","20152","0","1","11","1","103411","10","0","1201520010"
"","","20152","","","91","","0","","","1201520011"
"travel_topdrama_r_2000_idle_normal","","20152","","","3","","103411","1","0.2","1201520012"
"travel_topdrama_r_2000_talk_doya_in_surprise","","20152","","1","3","travel_topdrama_r_2000_talk_doya_loop_surprise","103211","0","0.2","1201520013"
"vo_travel_talk_20015_02","","20152","","","21","0","vo_travel_talk","0","","1201520014"
"はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","0","20152","0","1","11","1","103211","10","0","1201520015"
"","","20152","","","91","","0","","","1201520016"
"travel_topdrama_r_2000_idle_doya_surprise","","20152","","","3","","103211","1","0.2","1201520017"
"","","20152","","","112","","","","","1201520018"
"","","20152","","","91","","0","","","1201520019"
"101611","travel_topdrama_r_2000_idle_kyapi","20161","1","-68","1","42","1","101","0.8","1201610001"
"101811","travel_topdrama_r_2000_idle_wish_joy","20161","0","-68","1","-42","1","102","0.8","1201610002"
"0","mana","20161","0","-75","5","0","0","110","1","1201610003"
"","","20161","","","91","","0","","","1201610004"
"0","","20161","","","93","","10","","","1201610005"
"","","20161","","","101","","1201610005","","","1201610006"
"none","","20161","","","3","","0","0","0","1201610007"
"","","20161","","","91","","0","","","1201610008"
"103","","20162","","","13","","101611","","","1201620001"
"104","","20162","","","13","","101811","","","1201620002"
"travel_topdrama_r_2000_talk_kyapi_in","","20162","","1","3","travel_topdrama_r_2000_talk_kyapi_loop","101611","0","0.2","1201620003"
"vo_travel_talk_20016_00","","20162","","","21","0","vo_travel_talk","0","","1201620004"
"ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","0","20162","0","1","11","1","101611","10","0","1201620005"
"","","20162","","","91","","0","","","1201620006"
"travel_topdrama_r_2000_idle_kyapi","","20162","","","3","","101611","1","0.2","1201620007"
"travel_topdrama_r_2000_talk_wish_loop_joy","","20162","","","3","","101811","1","0.2","1201620008"
"vo_travel_talk_20016_01","","20162","","","21","0","vo_travel_talk","0","","1201620009"
"先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","0","20162","0","1","11","1","101811","10","0","1201620010"
"","","20162","","","91","","0","","","1201620011"
"travel_topdrama_r_2000_idle_wish_joy","","20162","","","3","","101811","1","0.2","1201620012"
"travel_topdrama_r_2000_talk_doya_in_faceAnger","","20162","","1","3","travel_topdrama_r_2000_talk_doya_loop_faceAnger","101611","0","0.2","1201620013"
"vo_travel_talk_20016_02","","20162","","","21","0","vo_travel_talk","0","","1201620014"
"えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","0","20162","0","1","11","1","101611","10","0","1201620015"
"","","20162","","","91","","0","","","1201620016"
"travel_topdrama_r_2000_idle_doya_faceAnger","","20162","","","3","","101611","1","0.2","1201620017"
"","","20162","","","112","","","","","1201620018"
"","","20162","","","91","","0","","","1201620019"
"106511","travel_topdrama_r_2000_idle_doya","20171","1","-68","1","42","1","101","0.8","1201710001"
"106611","travel_topdrama_r_2000_idle_normal","20171","0","-68","1","-42","1","102","0.8","1201710002"
"0","mana","20171","0","-75","5","0","0","110","1","1201710003"
"","","20171","","","91","","0","","","1201710004"
"0","","20171","","","93","","10","","","1201710005"
"","","20171","","","101","","1201710005","","","1201710006"
"none","","20171","","","3","","0","0","0","1201710007"
"","","20171","","","91","","0","","","1201710008"
"103","","20172","","","13","","106511","","","1201720001"
"104","","20172","","","13","","106611","","","1201720002"
"travel_topdrama_r_2000_talk_doya_in","","20172","","1","3","travel_topdrama_r_2000_talk_doya_loop","106511","0","0.2","1201720003"
"vo_travel_talk_20017_00","","20172","","","21","0","vo_travel_talk","0","","1201720004"
"こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","0","20172","0","1","11","1","106511","10","0","1201720005"
"","","20172","","","91","","0","","","1201720006"
"travel_topdrama_r_2000_idle_doya","","20172","","","3","","106511","1","0.2","1201720007"
"travel_topdrama_r_2000_talk_arm_crossed_in_sad","","20172","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","106611","0","0.2","1201720008"
"vo_travel_talk_20017_01","","20172","","","21","0","vo_travel_talk","0","","1201720009"
"あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","0","20172","0","1","11","1","106611","10","0","1201720010"
"","","20172","","","91","","0","","","1201720011"
"travel_topdrama_r_2000_idle_arm_crossed_sad","","20172","","","3","","106611","1","0.2","1201720012"
"travel_topdrama_r_2000_talk_doya_in_surprise","","20172","","1","3","travel_topdrama_r_2000_talk_doya_loop_surprise","106511","0","0.2","1201720013"
"vo_travel_talk_20017_02","","20172","","","21","0","vo_travel_talk","0","","1201720014"
"おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","0","20172","0","1","11","1","106511","10","0","1201720015"
"","","20172","","","91","","0","","","1201720016"
"travel_topdrama_r_2000_idle_doya_surprise","","20172","","","3","","106511","1","0.2","1201720017"
"","","20172","","","112","","","","","1201720018"
"","","20172","","","91","","0","","","1201720019"
"118011","travel_topdrama_r_2000_idle_sad","20181","1","-68","1","0","1","101","0.8","1201810001"
"0","mana","20181","0","-75","5","0","0","110","1","1201810002"
"","","20181","","","91","","0","","","1201810003"
"0","","20181","","","93","","10","","","1201810004"
"","","20181","","","101","","1201810004","","","1201810005"
"none","","20181","","","3","","0","0","0","1201810006"
"","","20181","","","91","","0","","","1201810007"
"103","","20182","","","13","","118011","","","1201820001"
"travel_topdrama_r_2000_talk_sad_in","","20182","","1","3","travel_topdrama_r_2000_talk_sad_loop","118011","0","0.2","1201820002"
"vo_travel_talk_20018_00","","20182","","","21","0","vo_travel_talk","0","","1201820003"
"ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","0","20182","0","1","11","1","118011","10","0","1201820004"
"","","20182","","","91","","0","","","1201820005"
"travel_topdrama_r_2000_talk_doya_in","","20182","","1","3","travel_topdrama_r_2000_talk_doya_loop","118011","0","0.2","1201820006"
"vo_travel_talk_20018_01","","20182","","","21","0","vo_travel_talk","0","","1201820007"
"陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","0","20182","0","1","11","1","118011","10","0","1201820008"
"","","20182","","","91","","0","","","1201820009"
"travel_topdrama_r_2000_talk_thinking","","20182","","","3","","118011","1","0.2","1201820010"
"vo_travel_talk_20018_02","","20182","","","21","0","vo_travel_talk","0","","1201820011"
"……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","0","20182","0","1","11","1","118011","10","0","1201820012"
"","","20182","","","91","","0","","","1201820013"
"travel_topdrama_r_2000_eieio_in","","20182","","1","3","travel_topdrama_r_2000_eieio_loop","118011","0","0.2","1201820014"
"","","20182","","","91","","0","","","1201820015"
"","","20182","","","112","","","","","1201820016"
"","","20182","","","91","","0","","","1201820017"
"106111","travel_topdrama_r_2000_idle_smile","20191","1","-68","1","42","1","101","0.8","1201910001"
"107011","travel_topdrama_r_2000_idle_doya_sad","20191","0","-68","1","-42","1","102","0.8","1201910002"
