350c2736ffd8ff2be936dd9a83336a11b966f198ff44a08272bdd5e65a999602,ea052cb414c4010a9c1b454c5e40201f50adad384f47c8365f7cadc02f5a8d87,f6e42491ffd45fddb15491b5e8f6f6f99b782f35c736bfe874f105fb977246b0,3503863126a6fbed898c6b87e96011e5d4a55272f6c916ab7af8b7809e7fa8d7,2c2a6744a5b2421f0b0f2369320b6ce4d9ef0a65d68695fea7d24ba141eea90c,c6f304f9098abc4b223d35127cd7b5f155d8622ec2877cc90877cbca628d997f,ba5e5398feeb3a81175b35dc924d94d297de8a331fc1bb309ef892791096b8fb,f0c94135a20f189b98990741fce85056e0049410f45ae3b20da12445a838b6f0,634db7cced186011310f63e87a5f09e5a5e60b3c23cc1a9c34fccb64b0d228a5,1e8a477c1dc52c04e7549c0be34a8af1b55c07989d14e9b41f3d3821d6ef7b69,754234af306326a46f376b4e05cad0e62b1b1fa2d5f4a4c3e24f5e5abd836053
"20122","","","","","91","0","","","1201220018",""
"20122","","1","","travel_topdrama_r_2000_idle_smile","3","101011","","0.2","1201220019",""
"20122","","","","","112","","","","1201220020",""
"20122","","","","","91","0","","","1201220021",""
"20131","42","101","1","104411","1","1","travel_topdrama_r_2000_idle_doya","0.8","1201310001","-68"
"20131","-42","102","0","100711","1","1","travel_topdrama_r_2000_idle_anger","0.8","1201310002","-68"
"20131","0","110","0","0","5","0","mana","1","1201310003","-75"
"20131","","","","","91","0","","","1201310004",""
"20131","","","","0","93","10","","","1201310005",""
"20131","","","","","101","1201310005","","","1201310006",""
"20131","","0","","none","3","0","","0","1201310007",""
"20131","","","","","91","0","","","1201310008",""
"20132","","","","103","13","104411","","","1201320001",""
"20132","","","","104","13","100711","","","1201320002",""
"20132","travel_topdrama_r_2000_talk_doya_loop","0","","travel_topdrama_r_2000_talk_doya_in","3","104411","","0.2","1201320003","1"
"20132","0","0","","vo_travel_talk_20013_00","21","vo_travel_talk","","","1201320004",""
"20132","1","10","0","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","11","104411","0","0","1201320005","1"
"20132","","","","","91","0","","","1201320006",""
"20132","","1","","travel_topdrama_r_2000_idle_doya","3","104411","","0.2","1201320007",""
"20132","","1","","travel_topdrama_r_2000_talk_anger","3","100711","","0.2","1201320008","1"
"20132","0","0","","vo_travel_talk_20013_01","21","vo_travel_talk","","","1201320009",""
"20132","1","10","0","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","11","100711","0","0","1201320010","1"
"20132","","","","","91","0","","","1201320011",""
"20132","","1","","travel_topdrama_r_2000_idle_anger","3","100711","","0.2","1201320012",""
"20132","travel_topdrama_r_2000_talk_doya_loop_surprise","0","","travel_topdrama_r_2000_talk_doya_in_surprise","3","104411","","0.2","1201320013","1"
"20132","0","0","","vo_travel_talk_20013_02","21","vo_travel_talk","","","1201320014",""
"20132","1","10","0","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","11","104411","0","0","1201320015","1"
"20132","","","","","91","0","","","1201320016",""
"20132","","1","","travel_topdrama_r_2000_idle_doya_surprise","3","104411","","0.2","1201320017",""
"20132","","","","","112","","","","1201320018",""
"20132","","","","","91","0","","","1201320019",""
"20141","42","102","1","102511","1","1","travel_topdrama_r_2000_idle_sad","0.8","1201410001","-68"
"20141","-42","101","0","102811","1","1","travel_topdrama_r_2000_idle_normal","0.8","1201410002","-68"
"20141","0","110","0","0","5","0","mana","1","1201410003","-75"
"20141","","","","","91","0","","","1201410004",""
"20141","","","","0","93","10","","","1201410005",""
"20141","","","","","101","1201410005","","","1201410006",""
"20141","","0","","none","3","0","","0","1201410007",""
"20141","","","","","91","0","","","1201410008",""
"20142","","","","103","13","102511","","","1201420001",""
"20142","","","","104","13","102811","","","1201420002",""
"20142","travel_topdrama_r_2000_talk_sad_loop","0","","travel_topdrama_r_2000_talk_sad_in","3","102511","","0.2","1201420003","1"
"20142","0","0","","vo_travel_talk_20014_00","21","vo_travel_talk","","","1201420004",""
"20142","1","10","0","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","11","102511","0","0","1201420005","1"
"20142","","","","","91","0","","","1201420006",""
"20142","travel_topdrama_r_2000_idle_sad_cry","0","","travel_topdrama_r_2014_falldown","3","102511","","0.2","1201420007","1"
"20142","travel_topdrama_r_2000_talk_surprise2_loop","0","","travel_topdrama_r_2000_talk_surprise2_in","3","102811","","0.2","1201420008","1"
"20142","0","0","","vo_travel_talk_20014_01","21","vo_travel_talk","","","1201420009",""
"20142","1","10","0","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","11","102811","0","0","1201420010","1"
"20142","","","","","91","0","","","1201420011",""
"20142","","1","","travel_topdrama_r_2000_idle_arm_crossed","3","102811","","0.2","1201420012",""
"20142","","1","","travel_topdrama_r_2000_talk_sad_loop_cry","3","102511","","0.2","1201420013",""
"20142","0","0","","vo_travel_talk_20014_02","21","vo_travel_talk","","","1201420014",""
"20142","1","10","0","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","11","102511","0","0","1201420015","1"
"20142","","","","","91","0","","","1201420016",""
"20142","","1","","travel_topdrama_r_2000_idle_sad_cry","3","102511","","0.2","1201420017",""
"20142","","","","d","112","","","","1201420018",""
"20142","","","","","91","0","","","1201420019",""
"20151","42","101","1","103211","1","1","travel_topdrama_r_2000_idle_arm_crossed","0.8","1201510001","-68"
"20151","-42","102","0","103411","1","1","travel_topdrama_r_2000_idle_normal","0.8","1201510002","-68"
"20151","0","110","0","0","5","0","mana","1","1201510003","-75"
"20151","","","","","91","0","","","1201510004",""
"20151","","","","0","93","10","","","1201510005",""
"20151","","","","","101","1201510005","","","1201510006",""
"20151","","0","","none","3","0","","0","1201510007",""
"20151","","","","","91","0","","","1201510008",""
"20152","","","","103","13","103211","","","1201520001",""
"20152","","","","104","13","103411","","","1201520002",""
"20152","travel_topdrama_r_2000_talk_arm_crossed_loop","0","","travel_topdrama_r_2000_talk_arm_crossed_in","3","103211","","0.2","1201520003","1"
"20152","0","0","","vo_travel_talk_20015_00","21","vo_travel_talk","","","1201520004",""
"20152","1","10","0","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","11","103211","0","0","1201520005","1"
"20152","","","","","91","0","","","1201520006",""
"20152","","1","","travel_topdrama_r_2000_idle_arm_crossed","3","103211","","0.2","1201520007",""
"20152","travel_topdrama_r_2000_talk_sad_loop_surprise2","0","","travel_topdrama_r_2000_talk_sad_in_surprise2","3","103411","","0.2","1201520008","1"
"20152","0","0","","vo_travel_talk_20015_01","21","vo_travel_talk","","","1201520009",""
"20152","1","10","0","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","11","103411","0","0","1201520010","1"
"20152","","","","","91","0","","","1201520011",""
"20152","","1","","travel_topdrama_r_2000_idle_normal","3","103411","","0.2","1201520012",""
"20152","travel_topdrama_r_2000_talk_doya_loop_surprise","0","","travel_topdrama_r_2000_talk_doya_in_surprise","3","103211","","0.2","1201520013","1"
"20152","0","0","","vo_travel_talk_20015_02","21","vo_travel_talk","","","1201520014",""
"20152","1","10","0","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","11","103211","0","0","1201520015","1"
"20152","","","","","91","0","","","1201520016",""
"20152","","1","","travel_topdrama_r_2000_idle_doya_surprise","3","103211","","0.2","1201520017",""
"20152","","","","","112","","","","1201520018",""
"20152","","","","","91","0","","","1201520019",""
"20161","42","101","1","101611","1","1","travel_topdrama_r_2000_idle_kyapi","0.8","1201610001","-68"
"20161","-42","102","0","101811","1","1","travel_topdrama_r_2000_idle_wish_joy","0.8","1201610002","-68"
"20161","0","110","0","0","5","0","mana","1","1201610003","-75"
"20161","","","","","91","0","","","1201610004",""
"20161","","","","0","93","10","","","1201610005",""
"20161","","","","","101","1201610005","","","1201610006",""
"20161","","0","","none","3","0","","0","1201610007",""
"20161","","","","","91","0","","","1201610008",""
"20162","","","","103","13","101611","","","1201620001",""
"20162","","","","104","13","101811","","","1201620002",""
"20162","travel_topdrama_r_2000_talk_kyapi_loop","0","","travel_topdrama_r_2000_talk_kyapi_in","3","101611","","0.2","1201620003","1"
"20162","0","0","","vo_travel_talk_20016_00","21","vo_travel_talk","","","1201620004",""
"20162","1","10","0","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","11","101611","0","0","1201620005","1"
"20162","","","","","91","0","","","1201620006",""
"20162","","1","","travel_topdrama_r_2000_idle_kyapi","3","101611","","0.2","1201620007",""
"20162","","1","","travel_topdrama_r_2000_talk_wish_loop_joy","3","101811","","0.2","1201620008",""
"20162","0","0","","vo_travel_talk_20016_01","21","vo_travel_talk","","","1201620009",""
"20162","1","10","0","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","11","101811","0","0","1201620010","1"
"20162","","","","","91","0","","","1201620011",""
"20162","","1","","travel_topdrama_r_2000_idle_wish_joy","3","101811","","0.2","1201620012",""
"20162","travel_topdrama_r_2000_talk_doya_loop_faceAnger","0","","travel_topdrama_r_2000_talk_doya_in_faceAnger","3","101611","","0.2","1201620013","1"
"20162","0","0","","vo_travel_talk_20016_02","21","vo_travel_talk","","","1201620014",""
"20162","1","10","0","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","11","101611","0","0","1201620015","1"
"20162","","","","","91","0","","","1201620016",""
"20162","","1","","travel_topdrama_r_2000_idle_doya_faceAnger","3","101611","","0.2","1201620017",""
"20162","","","","","112","","","","1201620018",""
"20162","","","","","91","0","","","1201620019",""
"20171","42","101","1","106511","1","1","travel_topdrama_r_2000_idle_doya","0.8","1201710001","-68"
"20171","-42","102","0","106611","1","1","travel_topdrama_r_2000_idle_normal","0.8","1201710002","-68"
"20171","0","110","0","0","5","0","mana","1","1201710003","-75"
"20171","","","","","91","0","","","1201710004",""
"20171","","","","0","93","10","","","1201710005",""
"20171","","","","","101","1201710005","","","1201710006",""
"20171","","0","","none","3","0","","0","1201710007",""
"20171","","","","","91","0","","","1201710008",""
"20172","","","","103","13","106511","","","1201720001",""
"20172","","","","104","13","106611","","","1201720002",""
"20172","travel_topdrama_r_2000_talk_doya_loop","0","","travel_topdrama_r_2000_talk_doya_in","3","106511","","0.2","1201720003","1"
"20172","0","0","","vo_travel_talk_20017_00","21","vo_travel_talk","","","1201720004",""
"20172","1","10","0","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","11","106511","0","0","1201720005","1"
"20172","","","","","91","0","","","1201720006",""
"20172","","1","","travel_topdrama_r_2000_idle_doya","3","106511","","0.2","1201720007",""
"20172","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","0","","travel_topdrama_r_2000_talk_arm_crossed_in_sad","3","106611","","0.2","1201720008","1"
"20172","0","0","","vo_travel_talk_20017_01","21","vo_travel_talk","","","1201720009",""
"20172","1","10","0","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","11","106611","0","0","1201720010","1"
"20172","","","","","91","0","","","1201720011",""
"20172","","1","","travel_topdrama_r_2000_idle_arm_crossed_sad","3","106611","","0.2","1201720012",""
"20172","travel_topdrama_r_2000_talk_doya_loop_surprise","0","","travel_topdrama_r_2000_talk_doya_in_surprise","3","106511","","0.2","1201720013","1"
"20172","0","0","","vo_travel_talk_20017_02","21","vo_travel_talk","","","1201720014",""
"20172","1","10","0","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","11","106511","0","0","1201720015","1"
"20172","","","","","91","0","","","1201720016",""
"20172","","1","","travel_topdrama_r_2000_idle_doya_surprise","3","106511","","0.2","1201720017",""
"20172","","","","","112","","","","1201720018",""
"20172","","","","","91","0","","","1201720019",""
"20181","0","101","1","118011","1","1","travel_topdrama_r_2000_idle_sad","0.8","1201810001","-68"
"20181","0","110","0","0","5","0","mana","1","1201810002","-75"
"20181","","","","","91","0","","","1201810003",""
"20181","","","","0","93","10","","","1201810004",""
"20181","","","","","101","1201810004","","","1201810005",""
"20181","","0","","none","3","0","","0","1201810006",""
"20181","","","","","91","0","","","1201810007",""
"20182","","","","103","13","118011","","","1201820001",""
"20182","travel_topdrama_r_2000_talk_sad_loop","0","","travel_topdrama_r_2000_talk_sad_in","3","118011","","0.2","1201820002","1"
"20182","0","0","","vo_travel_talk_20018_00","21","vo_travel_talk","","","1201820003",""
"20182","1","10","0","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","11","118011","0","0","1201820004","1"
"20182","","","","","91","0","","","1201820005",""
"20182","travel_topdrama_r_2000_talk_doya_loop","0","","travel_topdrama_r_2000_talk_doya_in","3","118011","","0.2","1201820006","1"
"20182","0","0","","vo_travel_talk_20018_01","21","vo_travel_talk","","","1201820007",""
"20182","1","10","0","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","11","118011","0","0","1201820008","1"
"20182","","","","","91","0","","","1201820009",""
"20182","","1","","travel_topdrama_r_2000_talk_thinking","3","118011","","0.2","1201820010",""
"20182","0","0","","vo_travel_talk_20018_02","21","vo_travel_talk","","","1201820011",""
"20182","1","10","0","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","11","118011","0","0","1201820012","1"
"20182","","","","","91","0","","","1201820013",""
"20182","travel_topdrama_r_2000_eieio_loop","0","","travel_topdrama_r_2000_eieio_in","3","118011","","0.2","1201820014","1"
"20182","","","","","91","0","","","1201820015",""
"20182","","","","","112","","","","1201820016",""
"20182","","","","","91","0","","","1201820017",""
"20191","42","101","1","106111","1","1","travel_topdrama_r_2000_idle_smile","0.8","1201910001","-68"
"20191","-42","102","0","107011","1","1","travel_topdrama_r_2000_idle_doya_sad","0.8","1201910002","-68"
