ee8bf8322b5f8d4da5dd691d1daf4c860e800b08321041d7b48884846deaa99d,0f5558338b9b95c4b038c3ba0f06e90b58d718ee9a24692c21e7d1da9270e0f1,e9a18f7d45fe792a44e1e1c8f6e88986b1c6770a67f5ea075741a2e041782f54,e59e0803e69923d5e2a6775e3008710fd9f0f305be3c70acc29fdb95a46d402a,ae21887dfdfb7b2b45ce338663b626546738df80473bef6a5b45e65142197b99,bde50896f43ecf88fb83031bf3f7361947c5bf2795643db8852e67177dfc7351,5828834fd89bfd22f13b943113a732373df2dc6b9f32e94d7ae08844a9f845bc,bbe83ca60a5a7f5be8e5196f787a76467908fe064cd2d3160ff4e333bccbf87f,f3c251bb771239b370a37f6717d6bd823630046ba03fcfa0b4e74449f6d86719,56ccd95f8880ab6c2c7884ec99dc81b63aaa6fc2c93b37d381d897d927aec56a,f5cd5685bf82a3ad3d194f6b2d60497891c7e8f3494c1093a3f47eb69cded870
"91","0","","","","","","","20122","1201220018",""
"3","101011","","0.2","","travel_topdrama_r_2000_idle_smile","1","","20122","1201220019",""
"112","","","","","","","","20122","1201220020",""
"91","0","","","","","","","20122","1201220021",""
"1","1","1","0.8","42","104411","101","-68","20131","1201310001","travel_topdrama_r_2000_idle_doya"
"1","1","0","0.8","-42","100711","102","-68","20131","1201310002","travel_topdrama_r_2000_idle_anger"
"5","0","0","1","0","0","110","-75","20131","1201310003","mana"
"91","0","","","","","","","20131","1201310004",""
"93","10","","","","0","","","20131","1201310005",""
"101","1201310005","","","","","","","20131","1201310006",""
"3","0","","0","","none","0","","20131","1201310007",""
"91","0","","","","","","","20131","1201310008",""
"13","104411","","","","103","","","20132","1201320001",""
"13","100711","","","","104","","","20132","1201320002",""
"3","104411","","0.2","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","0","1","20132","1201320003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20013_00","0","","20132","1201320004",""
"11","104411","0","0","1","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","10","1","20132","1201320005","0"
"91","0","","","","","","","20132","1201320006",""
"3","104411","","0.2","","travel_topdrama_r_2000_idle_doya","1","","20132","1201320007",""
"3","100711","","0.2","","travel_topdrama_r_2000_talk_anger","1","1","20132","1201320008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20013_01","0","","20132","1201320009",""
"11","100711","0","0","1","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","10","1","20132","1201320010","0"
"91","0","","","","","","","20132","1201320011",""
"3","100711","","0.2","","travel_topdrama_r_2000_idle_anger","1","","20132","1201320012",""
"3","104411","","0.2","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","0","1","20132","1201320013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20013_02","0","","20132","1201320014",""
"11","104411","0","0","1","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","10","1","20132","1201320015","0"
"91","0","","","","","","","20132","1201320016",""
"3","104411","","0.2","","travel_topdrama_r_2000_idle_doya_surprise","1","","20132","1201320017",""
"112","","","","","","","","20132","1201320018",""
"91","0","","","","","","","20132","1201320019",""
"1","1","1","0.8","42","102511","102","-68","20141","1201410001","travel_topdrama_r_2000_idle_sad"
"1","1","0","0.8","-42","102811","101","-68","20141","1201410002","travel_topdrama_r_2000_idle_normal"
"5","0","0","1","0","0","110","-75","20141","1201410003","mana"
"91","0","","","","","","","20141","1201410004",""
"93","10","","","","0","","","20141","1201410005",""
"101","1201410005","","","","","","","20141","1201410006",""
"3","0","","0","","none","0","","20141","1201410007",""
"91","0","","","","","","","20141","1201410008",""
"13","102511","","","","103","","","20142","1201420001",""
"13","102811","","","","104","","","20142","1201420002",""
"3","102511","","0.2","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","0","1","20142","1201420003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20014_00","0","","20142","1201420004",""
"11","102511","0","0","1","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","10","1","20142","1201420005","0"
"91","0","","","","","","","20142","1201420006",""
"3","102511","","0.2","travel_topdrama_r_2000_idle_sad_cry","travel_topdrama_r_2014_falldown","0","1","20142","1201420007",""
"3","102811","","0.2","travel_topdrama_r_2000_talk_surprise2_loop","travel_topdrama_r_2000_talk_surprise2_in","0","1","20142","1201420008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20014_01","0","","20142","1201420009",""
"11","102811","0","0","1","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","10","1","20142","1201420010","0"
"91","0","","","","","","","20142","1201420011",""
"3","102811","","0.2","","travel_topdrama_r_2000_idle_arm_crossed","1","","20142","1201420012",""
"3","102511","","0.2","","travel_topdrama_r_2000_talk_sad_loop_cry","1","","20142","1201420013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20014_02","0","","20142","1201420014",""
"11","102511","0","0","1","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","10","1","20142","1201420015","0"
"91","0","","","","","","","20142","1201420016",""
"3","102511","","0.2","","travel_topdrama_r_2000_idle_sad_cry","1","","20142","1201420017",""
"112","","","","","d","","","20142","1201420018",""
"91","0","","","","","","","20142","1201420019",""
"1","1","1","0.8","42","103211","101","-68","20151","1201510001","travel_topdrama_r_2000_idle_arm_crossed"
"1","1","0","0.8","-42","103411","102","-68","20151","1201510002","travel_topdrama_r_2000_idle_normal"
"5","0","0","1","0","0","110","-75","20151","1201510003","mana"
"91","0","","","","","","","20151","1201510004",""
"93","10","","","","0","","","20151","1201510005",""
"101","1201510005","","","","","","","20151","1201510006",""
"3","0","","0","","none","0","","20151","1201510007",""
"91","0","","","","","","","20151","1201510008",""
"13","103211","","","","103","","","20152","1201520001",""
"13","103411","","","","104","","","20152","1201520002",""
"3","103211","","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop","travel_topdrama_r_2000_talk_arm_crossed_in","0","1","20152","1201520003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20015_00","0","","20152","1201520004",""
"11","103211","0","0","1","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","10","1","20152","1201520005","0"
"91","0","","","","","","","20152","1201520006",""
"3","103211","","0.2","","travel_topdrama_r_2000_idle_arm_crossed","1","","20152","1201520007",""
"3","103411","","0.2","travel_topdrama_r_2000_talk_sad_loop_surprise2","travel_topdrama_r_2000_talk_sad_in_surprise2","0","1","20152","1201520008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20015_01","0","","20152","1201520009",""
"11","103411","0","0","1","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","10","1","20152","1201520010","0"
"91","0","","","","","","","20152","1201520011",""
"3","103411","","0.2","","travel_topdrama_r_2000_idle_normal","1","","20152","1201520012",""
"3","103211","","0.2","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","0","1","20152","1201520013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20015_02","0","","20152","1201520014",""
"11","103211","0","0","1","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","10","1","20152","1201520015","0"
"91","0","","","","","","","20152","1201520016",""
"3","103211","","0.2","","travel_topdrama_r_2000_idle_doya_surprise","1","","20152","1201520017",""
"112","","","","","","","","20152","1201520018",""
"91","0","","","","","","","20152","1201520019",""
"1","1","1","0.8","42","101611","101","-68","20161","1201610001","travel_topdrama_r_2000_idle_kyapi"
"1","1","0","0.8","-42","101811","102","-68","20161","1201610002","travel_topdrama_r_2000_idle_wish_joy"
"5","0","0","1","0","0","110","-75","20161","1201610003","mana"
"91","0","","","","","","","20161","1201610004",""
"93","10","","","","0","","","20161","1201610005",""
"101","1201610005","","","","","","","20161","1201610006",""
"3","0","","0","","none","0","","20161","1201610007",""
"91","0","","","","","","","20161","1201610008",""
"13","101611","","","","103","","","20162","1201620001",""
"13","101811","","","","104","","","20162","1201620002",""
"3","101611","","0.2","travel_topdrama_r_2000_talk_kyapi_loop","travel_topdrama_r_2000_talk_kyapi_in","0","1","20162","1201620003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20016_00","0","","20162","1201620004",""
"11","101611","0","0","1","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","10","1","20162","1201620005","0"
"91","0","","","","","","","20162","1201620006",""
"3","101611","","0.2","","travel_topdrama_r_2000_idle_kyapi","1","","20162","1201620007",""
"3","101811","","0.2","","travel_topdrama_r_2000_talk_wish_loop_joy","1","","20162","1201620008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20016_01","0","","20162","1201620009",""
"11","101811","0","0","1","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","10","1","20162","1201620010","0"
"91","0","","","","","","","20162","1201620011",""
"3","101811","","0.2","","travel_topdrama_r_2000_idle_wish_joy","1","","20162","1201620012",""
"3","101611","","0.2","travel_topdrama_r_2000_talk_doya_loop_faceAnger","travel_topdrama_r_2000_talk_doya_in_faceAnger","0","1","20162","1201620013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20016_02","0","","20162","1201620014",""
"11","101611","0","0","1","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","10","1","20162","1201620015","0"
"91","0","","","","","","","20162","1201620016",""
"3","101611","","0.2","","travel_topdrama_r_2000_idle_doya_faceAnger","1","","20162","1201620017",""
"112","","","","","","","","20162","1201620018",""
"91","0","","","","","","","20162","1201620019",""
"1","1","1","0.8","42","106511","101","-68","20171","1201710001","travel_topdrama_r_2000_idle_doya"
"1","1","0","0.8","-42","106611","102","-68","20171","1201710002","travel_topdrama_r_2000_idle_normal"
"5","0","0","1","0","0","110","-75","20171","1201710003","mana"
"91","0","","","","","","","20171","1201710004",""
"93","10","","","","0","","","20171","1201710005",""
"101","1201710005","","","","","","","20171","1201710006",""
"3","0","","0","","none","0","","20171","1201710007",""
"91","0","","","","","","","20171","1201710008",""
"13","106511","","","","103","","","20172","1201720001",""
"13","106611","","","","104","","","20172","1201720002",""
"3","106511","","0.2","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","0","1","20172","1201720003",""
"21","vo_travel_talk","","","0","vo_travel_talk_20017_00","0","","20172","1201720004",""
"11","106511","0","0","1","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","10","1","20172","1201720005","0"
"91","0","","","","","","","20172","1201720006",""
"3","106511","","0.2","","travel_topdrama_r_2000_idle_doya","1","","20172","1201720007",""
"3","106611","","0.2","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","travel_topdrama_r_2000_talk_arm_crossed_in_sad","0","1","20172","1201720008",""
"21","vo_travel_talk","","","0","vo_travel_talk_20017_01","0","","20172","1201720009",""
"11","106611","0","0","1","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","10","1","20172","1201720010","0"
"91","0","","","","","","","20172","1201720011",""
"3","106611","","0.2","","travel_topdrama_r_2000_idle_arm_crossed_sad","1","","20172","1201720012",""
"3","106511","","0.2","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","0","1","20172","1201720013",""
"21","vo_travel_talk","","","0","vo_travel_talk_20017_02","0","","20172","1201720014",""
"11","106511","0","0","1","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","10","1","20172","1201720015","0"
"91","0","","","","","","","20172","1201720016",""
"3","106511","","0.2","","travel_topdrama_r_2000_idle_doya_surprise","1","","20172","1201720017",""
"112","","","","","","","","20172","1201720018",""
"91","0","","","","","","","20172","1201720019",""
"1","1","1","0.8","0","118011","101","-68","20181","1201810001","travel_topdrama_r_2000_idle_sad"
"5","0","0","1","0","0","110","-75","20181","1201810002","mana"
"91","0","","","","","","","20181","1201810003",""
"93","10","","","","0","","","20181","1201810004",""
"101","1201810004","","","","","","","20181","1201810005",""
"3","0","","0","","none","0","","20181","1201810006",""
"91","0","","","","","","","20181","1201810007",""
"13","118011","","","","103","","","20182","1201820001",""
"3","118011","","0.2","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","0","1","20182","1201820002",""
"21","vo_travel_talk","","","0","vo_travel_talk_20018_00","0","","20182","1201820003",""
"11","118011","0","0","1","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","10","1","20182","1201820004","0"
"91","0","","","","","","","20182","1201820005",""
"3","118011","","0.2","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","0","1","20182","1201820006",""
"21","vo_travel_talk","","","0","vo_travel_talk_20018_01","0","","20182","1201820007",""
"11","118011","0","0","1","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","10","1","20182","1201820008","0"
"91","0","","","","","","","20182","1201820009",""
"3","118011","","0.2","","travel_topdrama_r_2000_talk_thinking","1","","20182","1201820010",""
"21","vo_travel_talk","","","0","vo_travel_talk_20018_02","0","","20182","1201820011",""
"11","118011","0","0","1","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","10","1","20182","1201820012","0"
"91","0","","","","","","","20182","1201820013",""
"3","118011","","0.2","travel_topdrama_r_2000_eieio_loop","travel_topdrama_r_2000_eieio_in","0","1","20182","1201820014",""
"91","0","","","","","","","20182","1201820015",""
"112","","","","","","","","20182","1201820016",""
"91","0","","","","","","","20182","1201820017",""
"1","1","1","0.8","42","106111","101","-68","20191","1201910001","travel_topdrama_r_2000_idle_smile"
"1","1","0","0.8","-42","107011","102","-68","20191","1201910002","travel_topdrama_r_2000_idle_doya_sad"
