f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"","","20122","0","","","91","1201220018","","",""
"","","20122","101011","travel_topdrama_r_2000_idle_smile","","3","1201220019","1","","0.2"
"","","20122","","","","112","1201220020","","",""
"","","20122","0","","","91","1201220021","","",""
"1","travel_topdrama_r_2000_idle_doya","20131","1","104411","-68","1","1201310001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_anger","20131","1","100711","-68","1","1201310002","102","-42","0.8"
"0","mana","20131","0","0","-75","5","1201310003","110","0","1"
"","","20131","0","","","91","1201310004","","",""
"","","20131","10","0","","93","1201310005","","",""
"","","20131","1201310005","","","101","1201310006","","",""
"","","20131","0","none","","3","1201310007","0","","0"
"","","20131","0","","","91","1201310008","","",""
"","","20132","104411","103","","13","1201320001","","",""
"","","20132","100711","104","","13","1201320002","","",""
"","","20132","104411","travel_topdrama_r_2000_talk_doya_in","1","3","1201320003","0","travel_topdrama_r_2000_talk_doya_loop","0.2"
"","","20132","vo_travel_talk","vo_travel_talk_20013_00","","21","1201320004","0","0",""
"0","0","20132","104411","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","1","11","1201320005","10","1","0"
"","","20132","0","","","91","1201320006","","",""
"","","20132","104411","travel_topdrama_r_2000_idle_doya","","3","1201320007","1","","0.2"
"","","20132","100711","travel_topdrama_r_2000_talk_anger","1","3","1201320008","1","","0.2"
"","","20132","vo_travel_talk","vo_travel_talk_20013_01","","21","1201320009","0","0",""
"0","0","20132","100711","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","1","11","1201320010","10","1","0"
"","","20132","0","","","91","1201320011","","",""
"","","20132","100711","travel_topdrama_r_2000_idle_anger","","3","1201320012","1","","0.2"
"","","20132","104411","travel_topdrama_r_2000_talk_doya_in_surprise","1","3","1201320013","0","travel_topdrama_r_2000_talk_doya_loop_surprise","0.2"
"","","20132","vo_travel_talk","vo_travel_talk_20013_02","","21","1201320014","0","0",""
"0","0","20132","104411","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","1","11","1201320015","10","1","0"
"","","20132","0","","","91","1201320016","","",""
"","","20132","104411","travel_topdrama_r_2000_idle_doya_surprise","","3","1201320017","1","","0.2"
"","","20132","","","","112","1201320018","","",""
"","","20132","0","","","91","1201320019","","",""
"1","travel_topdrama_r_2000_idle_sad","20141","1","102511","-68","1","1201410001","102","42","0.8"
"0","travel_topdrama_r_2000_idle_normal","20141","1","102811","-68","1","1201410002","101","-42","0.8"
"0","mana","20141","0","0","-75","5","1201410003","110","0","1"
"","","20141","0","","","91","1201410004","","",""
"","","20141","10","0","","93","1201410005","","",""
"","","20141","1201410005","","","101","1201410006","","",""
"","","20141","0","none","","3","1201410007","0","","0"
"","","20141","0","","","91","1201410008","","",""
"","","20142","102511","103","","13","1201420001","","",""
"","","20142","102811","104","","13","1201420002","","",""
"","","20142","102511","travel_topdrama_r_2000_talk_sad_in","1","3","1201420003","0","travel_topdrama_r_2000_talk_sad_loop","0.2"
"","","20142","vo_travel_talk","vo_travel_talk_20014_00","","21","1201420004","0","0",""
"0","0","20142","102511","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","1","11","1201420005","10","1","0"
"","","20142","0","","","91","1201420006","","",""
"","","20142","102511","travel_topdrama_r_2014_falldown","1","3","1201420007","0","travel_topdrama_r_2000_idle_sad_cry","0.2"
"","","20142","102811","travel_topdrama_r_2000_talk_surprise2_in","1","3","1201420008","0","travel_topdrama_r_2000_talk_surprise2_loop","0.2"
"","","20142","vo_travel_talk","vo_travel_talk_20014_01","","21","1201420009","0","0",""
"0","0","20142","102811","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","1","11","1201420010","10","1","0"
"","","20142","0","","","91","1201420011","","",""
"","","20142","102811","travel_topdrama_r_2000_idle_arm_crossed","","3","1201420012","1","","0.2"
"","","20142","102511","travel_topdrama_r_2000_talk_sad_loop_cry","","3","1201420013","1","","0.2"
"","","20142","vo_travel_talk","vo_travel_talk_20014_02","","21","1201420014","0","0",""
"0","0","20142","102511","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","1","11","1201420015","10","1","0"
"","","20142","0","","","91","1201420016","","",""
"","","20142","102511","travel_topdrama_r_2000_idle_sad_cry","","3","1201420017","1","","0.2"
"","","20142","","d","","112","1201420018","","",""
"","","20142","0","","","91","1201420019","","",""
"1","travel_topdrama_r_2000_idle_arm_crossed","20151","1","103211","-68","1","1201510001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_normal","20151","1","103411","-68","1","1201510002","102","-42","0.8"
"0","mana","20151","0","0","-75","5","1201510003","110","0","1"
"","","20151","0","","","91","1201510004","","",""
"","","20151","10","0","","93","1201510005","","",""
"","","20151","1201510005","","","101","1201510006","","",""
"","","20151","0","none","","3","1201510007","0","","0"
"","","20151","0","","","91","1201510008","","",""
"","","20152","103211","103","","13","1201520001","","",""
"","","20152","103411","104","","13","1201520002","","",""
"","","20152","103211","travel_topdrama_r_2000_talk_arm_crossed_in","1","3","1201520003","0","travel_topdrama_r_2000_talk_arm_crossed_loop","0.2"
"","","20152","vo_travel_talk","vo_travel_talk_20015_00","","21","1201520004","0","0",""
"0","0","20152","103211","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","1","11","1201520005","10","1","0"
"","","20152","0","","","91","1201520006","","",""
"","","20152","103211","travel_topdrama_r_2000_idle_arm_crossed","","3","1201520007","1","","0.2"
"","","20152","103411","travel_topdrama_r_2000_talk_sad_in_surprise2","1","3","1201520008","0","travel_topdrama_r_2000_talk_sad_loop_surprise2","0.2"
"","","20152","vo_travel_talk","vo_travel_talk_20015_01","","21","1201520009","0","0",""
"0","0","20152","103411","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","1","11","1201520010","10","1","0"
"","","20152","0","","","91","1201520011","","",""
"","","20152","103411","travel_topdrama_r_2000_idle_normal","","3","1201520012","1","","0.2"
"","","20152","103211","travel_topdrama_r_2000_talk_doya_in_surprise","1","3","1201520013","0","travel_topdrama_r_2000_talk_doya_loop_surprise","0.2"
"","","20152","vo_travel_talk","vo_travel_talk_20015_02","","21","1201520014","0","0",""
"0","0","20152","103211","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","1","11","1201520015","10","1","0"
"","","20152","0","","","91","1201520016","","",""
"","","20152","103211","travel_topdrama_r_2000_idle_doya_surprise","","3","1201520017","1","","0.2"
"","","20152","","","","112","1201520018","","",""
"","","20152","0","","","91","1201520019","","",""
"1","travel_topdrama_r_2000_idle_kyapi","20161","1","101611","-68","1","1201610001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_wish_joy","20161","1","101811","-68","1","1201610002","102","-42","0.8"
"0","mana","20161","0","0","-75","5","1201610003","110","0","1"
"","","20161","0","","","91","1201610004","","",""
"","","20161","10","0","","93","1201610005","","",""
"","","20161","1201610005","","","101","1201610006","","",""
"","","20161","0","none","","3","1201610007","0","","0"
"","","20161","0","","","91","1201610008","","",""
"","","20162","101611","103","","13","1201620001","","",""
"","","20162","101811","104","","13","1201620002","","",""
"","","20162","101611","travel_topdrama_r_2000_talk_kyapi_in","1","3","1201620003","0","travel_topdrama_r_2000_talk_kyapi_loop","0.2"
"","","20162","vo_travel_talk","vo_travel_talk_20016_00","","21","1201620004","0","0",""
"0","0","20162","101611","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","1","11","1201620005","10","1","0"
"","","20162","0","","","91","1201620006","","",""
"","","20162","101611","travel_topdrama_r_2000_idle_kyapi","","3","1201620007","1","","0.2"
"","","20162","101811","travel_topdrama_r_2000_talk_wish_loop_joy","","3","1201620008","1","","0.2"
"","","20162","vo_travel_talk","vo_travel_talk_20016_01","","21","1201620009","0","0",""
"0","0","20162","101811","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","1","11","1201620010","10","1","0"
"","","20162","0","","","91","1201620011","","",""
"","","20162","101811","travel_topdrama_r_2000_idle_wish_joy","","3","1201620012","1","","0.2"
"","","20162","101611","travel_topdrama_r_2000_talk_doya_in_faceAnger","1","3","1201620013","0","travel_topdrama_r_2000_talk_doya_loop_faceAnger","0.2"
"","","20162","vo_travel_talk","vo_travel_talk_20016_02","","21","1201620014","0","0",""
"0","0","20162","101611","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","1","11","1201620015","10","1","0"
"","","20162","0","","","91","1201620016","","",""
"","","20162","101611","travel_topdrama_r_2000_idle_doya_faceAnger","","3","1201620017","1","","0.2"
"","","20162","","","","112","1201620018","","",""
"","","20162","0","","","91","1201620019","","",""
"1","travel_topdrama_r_2000_idle_doya","20171","1","106511","-68","1","1201710001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_normal","20171","1","106611","-68","1","1201710002","102","-42","0.8"
"0","mana","20171","0","0","-75","5","1201710003","110","0","1"
"","","20171","0","","","91","1201710004","","",""
"","","20171","10","0","","93","1201710005","","",""
"","","20171","1201710005","","","101","1201710006","","",""
"","","20171","0","none","","3","1201710007","0","","0"
"","","20171","0","","","91","1201710008","","",""
"","","20172","106511","103","","13","1201720001","","",""
"","","20172","106611","104","","13","1201720002","","",""
"","","20172","106511","travel_topdrama_r_2000_talk_doya_in","1","3","1201720003","0","travel_topdrama_r_2000_talk_doya_loop","0.2"
"","","20172","vo_travel_talk","vo_travel_talk_20017_00","","21","1201720004","0","0",""
"0","0","20172","106511","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","1","11","1201720005","10","1","0"
"","","20172","0","","","91","1201720006","","",""
"","","20172","106511","travel_topdrama_r_2000_idle_doya","","3","1201720007","1","","0.2"
"","","20172","106611","travel_topdrama_r_2000_talk_arm_crossed_in_sad","1","3","1201720008","0","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","0.2"
"","","20172","vo_travel_talk","vo_travel_talk_20017_01","","21","1201720009","0","0",""
"0","0","20172","106611","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","1","11","1201720010","10","1","0"
"","","20172","0","","","91","1201720011","","",""
"","","20172","106611","travel_topdrama_r_2000_idle_arm_crossed_sad","","3","1201720012","1","","0.2"
"","","20172","106511","travel_topdrama_r_2000_talk_doya_in_surprise","1","3","1201720013","0","travel_topdrama_r_2000_talk_doya_loop_surprise","0.2"
"","","20172","vo_travel_talk","vo_travel_talk_20017_02","","21","1201720014","0","0",""
"0","0","20172","106511","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","1","11","1201720015","10","1","0"
"","","20172","0","","","91","1201720016","","",""
"","","20172","106511","travel_topdrama_r_2000_idle_doya_surprise","","3","1201720017","1","","0.2"
"","","20172","","","","112","1201720018","","",""
"","","20172","0","","","91","1201720019","","",""
"1","travel_topdrama_r_2000_idle_sad","20181","1","118011","-68","1","1201810001","101","0","0.8"
"0","mana","20181","0","0","-75","5","1201810002","110","0","1"
"","","20181","0","","","91","1201810003","","",""
"","","20181","10","0","","93","1201810004","","",""
"","","20181","1201810004","","","101","1201810005","","",""
"","","20181","0","none","","3","1201810006","0","","0"
"","","20181","0","","","91","1201810007","","",""
"","","20182","118011","103","","13","1201820001","","",""
"","","20182","118011","travel_topdrama_r_2000_talk_sad_in","1","3","1201820002","0","travel_topdrama_r_2000_talk_sad_loop","0.2"
"","","20182","vo_travel_talk","vo_travel_talk_20018_00","","21","1201820003","0","0",""
"0","0","20182","118011","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","1","11","1201820004","10","1","0"
"","","20182","0","","","91","1201820005","","",""
"","","20182","118011","travel_topdrama_r_2000_talk_doya_in","1","3","1201820006","0","travel_topdrama_r_2000_talk_doya_loop","0.2"
"","","20182","vo_travel_talk","vo_travel_talk_20018_01","","21","1201820007","0","0",""
"0","0","20182","118011","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","1","11","1201820008","10","1","0"
"","","20182","0","","","91","1201820009","","",""
"","","20182","118011","travel_topdrama_r_2000_talk_thinking","","3","1201820010","1","","0.2"
"","","20182","vo_travel_talk","vo_travel_talk_20018_02","","21","1201820011","0","0",""
"0","0","20182","118011","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","1","11","1201820012","10","1","0"
"","","20182","0","","","91","1201820013","","",""
"","","20182","118011","travel_topdrama_r_2000_eieio_in","1","3","1201820014","0","travel_topdrama_r_2000_eieio_loop","0.2"
"","","20182","0","","","91","1201820015","","",""
"","","20182","","","","112","1201820016","","",""
"","","20182","0","","","91","1201820017","","",""
"1","travel_topdrama_r_2000_idle_smile","20191","1","106111","-68","1","1201910001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_doya_sad","20191","1","107011","-68","1","1201910002","102","-42","0.8"
