268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997,682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce
"0","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","20122","0","11","1","1","101011","0","10","1201220017"
"","","20122","","91","","","0","","","1201220018"
"","travel_topdrama_r_2000_idle_smile","20122","0.2","3","","","101011","","1","1201220019"
"","","20122","","112","","","","","","1201220020"
"","","20122","","91","","","0","","","1201220021"
"1","104411","20131","0.8","1","42","-68","1","travel_topdrama_r_2000_idle_doya","101","1201310001"
"0","100711","20131","0.8","1","-42","-68","1","travel_topdrama_r_2000_idle_anger","102","1201310002"
"0","0","20131","1","5","0","-75","0","mana","110","1201310003"
"","","20131","","91","","","0","","","1201310004"
"","0","20131","","93","","","10","","","1201310005"
"","","20131","","101","","","1201310005","","","1201310006"
"","none","20131","0","3","","","0","","0","1201310007"
"","","20131","","91","","","0","","","1201310008"
"","103","20132","","13","","","104411","","","1201320001"
"","104","20132","","13","","","100711","","","1201320002"
"","travel_topdrama_r_2000_talk_doya_in","20132","0.2","3","travel_topdrama_r_2000_talk_doya_loop","1","104411","","0","1201320003"
"","vo_travel_talk_20013_00","20132","","21","0","","vo_travel_talk","","0","1201320004"
"0","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","20132","0","11","1","1","104411","0","10","1201320005"
"","","20132","","91","","","0","","","1201320006"
"","travel_topdrama_r_2000_idle_doya","20132","0.2","3","","","104411","","1","1201320007"
"","travel_topdrama_r_2000_talk_anger","20132","0.2","3","","1","100711","","1","1201320008"
"","vo_travel_talk_20013_01","20132","","21","0","","vo_travel_talk","","0","1201320009"
"0","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","20132","0","11","1","1","100711","0","10","1201320010"
"","","20132","","91","","","0","","","1201320011"
"","travel_topdrama_r_2000_idle_anger","20132","0.2","3","","","100711","","1","1201320012"
"","travel_topdrama_r_2000_talk_doya_in_surprise","20132","0.2","3","travel_topdrama_r_2000_talk_doya_loop_surprise","1","104411","","0","1201320013"
"","vo_travel_talk_20013_02","20132","","21","0","","vo_travel_talk","","0","1201320014"
"0","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","20132","0","11","1","1","104411","0","10","1201320015"
"","","20132","","91","","","0","","","1201320016"
"","travel_topdrama_r_2000_idle_doya_surprise","20132","0.2","3","","","104411","","1","1201320017"
"","","20132","","112","","","","","","1201320018"
"","","20132","","91","","","0","","","1201320019"
"1","102511","20141","0.8","1","42","-68","1","travel_topdrama_r_2000_idle_sad","102","1201410001"
"0","102811","20141","0.8","1","-42","-68","1","travel_topdrama_r_2000_idle_normal","101","1201410002"
"0","0","20141","1","5","0","-75","0","mana","110","1201410003"
"","","20141","","91","","","0","","","1201410004"
"","0","20141","","93","","","10","","","1201410005"
"","","20141","","101","","","1201410005","","","1201410006"
"","none","20141","0","3","","","0","","0","1201410007"
"","","20141","","91","","","0","","","1201410008"
"","103","20142","","13","","","102511","","","1201420001"
"","104","20142","","13","","","102811","","","1201420002"
"","travel_topdrama_r_2000_talk_sad_in","20142","0.2","3","travel_topdrama_r_2000_talk_sad_loop","1","102511","","0","1201420003"
"","vo_travel_talk_20014_00","20142","","21","0","","vo_travel_talk","","0","1201420004"
"0","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","20142","0","11","1","1","102511","0","10","1201420005"
"","","20142","","91","","","0","","","1201420006"
"","travel_topdrama_r_2014_falldown","20142","0.2","3","travel_topdrama_r_2000_idle_sad_cry","1","102511","","0","1201420007"
"","travel_topdrama_r_2000_talk_surprise2_in","20142","0.2","3","travel_topdrama_r_2000_talk_surprise2_loop","1","102811","","0","1201420008"
"","vo_travel_talk_20014_01","20142","","21","0","","vo_travel_talk","","0","1201420009"
"0","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","20142","0","11","1","1","102811","0","10","1201420010"
"","","20142","","91","","","0","","","1201420011"
"","travel_topdrama_r_2000_idle_arm_crossed","20142","0.2","3","","","102811","","1","1201420012"
"","travel_topdrama_r_2000_talk_sad_loop_cry","20142","0.2","3","","","102511","","1","1201420013"
"","vo_travel_talk_20014_02","20142","","21","0","","vo_travel_talk","","0","1201420014"
"0","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","20142","0","11","1","1","102511","0","10","1201420015"
"","","20142","","91","","","0","","","1201420016"
"","travel_topdrama_r_2000_idle_sad_cry","20142","0.2","3","","","102511","","1","1201420017"
"","d","20142","","112","","","","","","1201420018"
"","","20142","","91","","","0","","","1201420019"
"1","103211","20151","0.8","1","42","-68","1","travel_topdrama_r_2000_idle_arm_crossed","101","1201510001"
"0","103411","20151","0.8","1","-42","-68","1","travel_topdrama_r_2000_idle_normal","102","1201510002"
"0","0","20151","1","5","0","-75","0","mana","110","1201510003"
"","","20151","","91","","","0","","","1201510004"
"","0","20151","","93","","","10","","","1201510005"
"","","20151","","101","","","1201510005","","","1201510006"
"","none","20151","0","3","","","0","","0","1201510007"
"","","20151","","91","","","0","","","1201510008"
"","103","20152","","13","","","103211","","","1201520001"
"","104","20152","","13","","","103411","","","1201520002"
"","travel_topdrama_r_2000_talk_arm_crossed_in","20152","0.2","3","travel_topdrama_r_2000_talk_arm_crossed_loop","1","103211","","0","1201520003"
"","vo_travel_talk_20015_00","20152","","21","0","","vo_travel_talk","","0","1201520004"
"0","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","20152","0","11","1","1","103211","0","10","1201520005"
"","","20152","","91","","","0","","","1201520006"
"","travel_topdrama_r_2000_idle_arm_crossed","20152","0.2","3","","","103211","","1","1201520007"
"","travel_topdrama_r_2000_talk_sad_in_surprise2","20152","0.2","3","travel_topdrama_r_2000_talk_sad_loop_surprise2","1","103411","","0","1201520008"
"","vo_travel_talk_20015_01","20152","","21","0","","vo_travel_talk","","0","1201520009"
"0","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","20152","0","11","1","1","103411","0","10","1201520010"
"","","20152","","91","","","0","","","1201520011"
"","travel_topdrama_r_2000_idle_normal","20152","0.2","3","","","103411","","1","1201520012"
"","travel_topdrama_r_2000_talk_doya_in_surprise","20152","0.2","3","travel_topdrama_r_2000_talk_doya_loop_surprise","1","103211","","0","1201520013"
"","vo_travel_talk_20015_02","20152","","21","0","","vo_travel_talk","","0","1201520014"
"0","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","20152","0","11","1","1","103211","0","10","1201520015"
"","","20152","","91","","","0","","","1201520016"
"","travel_topdrama_r_2000_idle_doya_surprise","20152","0.2","3","","","103211","","1","1201520017"
"","","20152","","112","","","","","","1201520018"
"","","20152","","91","","","0","","","1201520019"
"1","101611","20161","0.8","1","42","-68","1","travel_topdrama_r_2000_idle_kyapi","101","1201610001"
"0","101811","20161","0.8","1","-42","-68","1","travel_topdrama_r_2000_idle_wish_joy","102","1201610002"
"0","0","20161","1","5","0","-75","0","mana","110","1201610003"
"","","20161","","91","","","0","","","1201610004"
"","0","20161","","93","","","10","","","1201610005"
"","","20161","","101","","","1201610005","","","1201610006"
"","none","20161","0","3","","","0","","0","1201610007"
"","","20161","","91","","","0","","","1201610008"
"","103","20162","","13","","","101611","","","1201620001"
"","104","20162","","13","","","101811","","","1201620002"
"","travel_topdrama_r_2000_talk_kyapi_in","20162","0.2","3","travel_topdrama_r_2000_talk_kyapi_loop","1","101611","","0","1201620003"
"","vo_travel_talk_20016_00","20162","","21","0","","vo_travel_talk","","0","1201620004"
"0","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","20162","0","11","1","1","101611","0","10","1201620005"
"","","20162","","91","","","0","","","1201620006"
"","travel_topdrama_r_2000_idle_kyapi","20162","0.2","3","","","101611","","1","1201620007"
"","travel_topdrama_r_2000_talk_wish_loop_joy","20162","0.2","3","","","101811","","1","1201620008"
"","vo_travel_talk_20016_01","20162","","21","0","","vo_travel_talk","","0","1201620009"
"0","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","20162","0","11","1","1","101811","0","10","1201620010"
"","","20162","","91","","","0","","","1201620011"
"","travel_topdrama_r_2000_idle_wish_joy","20162","0.2","3","","","101811","","1","1201620012"
"","travel_topdrama_r_2000_talk_doya_in_faceAnger","20162","0.2","3","travel_topdrama_r_2000_talk_doya_loop_faceAnger","1","101611","","0","1201620013"
"","vo_travel_talk_20016_02","20162","","21","0","","vo_travel_talk","","0","1201620014"
"0","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","20162","0","11","1","1","101611","0","10","1201620015"
"","","20162","","91","","","0","","","1201620016"
"","travel_topdrama_r_2000_idle_doya_faceAnger","20162","0.2","3","","","101611","","1","1201620017"
"","","20162","","112","","","","","","1201620018"
"","","20162","","91","","","0","","","1201620019"
"1","106511","20171","0.8","1","42","-68","1","travel_topdrama_r_2000_idle_doya","101","1201710001"
"0","106611","20171","0.8","1","-42","-68","1","travel_topdrama_r_2000_idle_normal","102","1201710002"
"0","0","20171","1","5","0","-75","0","mana","110","1201710003"
"","","20171","","91","","","0","","","1201710004"
"","0","20171","","93","","","10","","","1201710005"
"","","20171","","101","","","1201710005","","","1201710006"
"","none","20171","0","3","","","0","","0","1201710007"
"","","20171","","91","","","0","","","1201710008"
"","103","20172","","13","","","106511","","","1201720001"
"","104","20172","","13","","","106611","","","1201720002"
"","travel_topdrama_r_2000_talk_doya_in","20172","0.2","3","travel_topdrama_r_2000_talk_doya_loop","1","106511","","0","1201720003"
"","vo_travel_talk_20017_00","20172","","21","0","","vo_travel_talk","","0","1201720004"
"0","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","20172","0","11","1","1","106511","0","10","1201720005"
"","","20172","","91","","","0","","","1201720006"
"","travel_topdrama_r_2000_idle_doya","20172","0.2","3","","","106511","","1","1201720007"
"","travel_topdrama_r_2000_talk_arm_crossed_in_sad","20172","0.2","3","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","1","106611","","0","1201720008"
"","vo_travel_talk_20017_01","20172","","21","0","","vo_travel_talk","","0","1201720009"
"0","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","20172","0","11","1","1","106611","0","10","1201720010"
"","","20172","","91","","","0","","","1201720011"
"","travel_topdrama_r_2000_idle_arm_crossed_sad","20172","0.2","3","","","106611","","1","1201720012"
"","travel_topdrama_r_2000_talk_doya_in_surprise","20172","0.2","3","travel_topdrama_r_2000_talk_doya_loop_surprise","1","106511","","0","1201720013"
"","vo_travel_talk_20017_02","20172","","21","0","","vo_travel_talk","","0","1201720014"
"0","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","20172","0","11","1","1","106511","0","10","1201720015"
"","","20172","","91","","","0","","","1201720016"
"","travel_topdrama_r_2000_idle_doya_surprise","20172","0.2","3","","","106511","","1","1201720017"
"","","20172","","112","","","","","","1201720018"
"","","20172","","91","","","0","","","1201720019"
"1","118011","20181","0.8","1","0","-68","1","travel_topdrama_r_2000_idle_sad","101","1201810001"
"0","0","20181","1","5","0","-75","0","mana","110","1201810002"
"","","20181","","91","","","0","","","1201810003"
"","0","20181","","93","","","10","","","1201810004"
"","","20181","","101","","","1201810004","","","1201810005"
"","none","20181","0","3","","","0","","0","1201810006"
"","","20181","","91","","","0","","","1201810007"
"","103","20182","","13","","","118011","","","1201820001"
"","travel_topdrama_r_2000_talk_sad_in","20182","0.2","3","travel_topdrama_r_2000_talk_sad_loop","1","118011","","0","1201820002"
"","vo_travel_talk_20018_00","20182","","21","0","","vo_travel_talk","","0","1201820003"
"0","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","20182","0","11","1","1","118011","0","10","1201820004"
"","","20182","","91","","","0","","","1201820005"
"","travel_topdrama_r_2000_talk_doya_in","20182","0.2","3","travel_topdrama_r_2000_talk_doya_loop","1","118011","","0","1201820006"
"","vo_travel_talk_20018_01","20182","","21","0","","vo_travel_talk","","0","1201820007"
"0","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","20182","0","11","1","1","118011","0","10","1201820008"
"","","20182","","91","","","0","","","1201820009"
"","travel_topdrama_r_2000_talk_thinking","20182","0.2","3","","","118011","","1","1201820010"
"","vo_travel_talk_20018_02","20182","","21","0","","vo_travel_talk","","0","1201820011"
"0","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","20182","0","11","1","1","118011","0","10","1201820012"
"","","20182","","91","","","0","","","1201820013"
"","travel_topdrama_r_2000_eieio_in","20182","0.2","3","travel_topdrama_r_2000_eieio_loop","1","118011","","0","1201820014"
"","","20182","","91","","","0","","","1201820015"
"","","20182","","112","","","","","","1201820016"
"","","20182","","91","","","0","","","1201820017"
"1","106111","20191","0.8","1","42","-68","1","travel_topdrama_r_2000_idle_smile","101","1201910001"
"0","107011","20191","0.8","1","-42","-68","1","travel_topdrama_r_2000_idle_doya_sad","102","1201910002"
