1278a7e031dac2e8881d1622397247d81c384e0bf6b79b47fcbc00be3d559e21,948c73ed2855a7bb43fec245734ea2d840f676ae4fe6538fd693dbdcb5bf5966,61f1fa5436419bc3c450366ad1b1c7df29c6760d4475e5e819c39ec52c26d255,28ab1b82c485b42ef32466e7234cba7b0ed69c6ae71e455c9444a11c382b8d1d,d75cabcc234383a5b1957792c4e434581e1bfb528ed297cc8f46d0cbddfd3cca
"150000","94002","12","71014023","10014045"
"200000","94002","12","71014024","10014046"
"50","91002","8","71014025","10014047"
"1","31012","2","71014026","10014048"
"1","31012","2","71014027","10014049"
"1","31012","2","71014028","10014050"
"1","31012","2","71014029","10014051"
"1","31012","2","71014030","10014052"
"4","31012","2","71014031","10014053"
"5","60142","2","61015001","10015001"
"5","60142","2","61015002","10015002"
"30","91002","8","71015001","10015003"
"1","22002","2","71015001","10015004"
"30","91002","8","71015002","10015005"
"1","22002","2","71015002","10015006"
"30","91002","8","71015003","10015007"
"1","22002","2","71015003","10015008"
"30","91002","8","71015004","10015009"
"1","22002","2","71015004","10015010"
"30","91002","8","71015005","10015011"
"1","22002","2","71015005","10015012"
"30","91002","8","71015006","10015013"
"1","22002","2","71015006","10015014"
"30","91002","8","71015007","10015015"
"1","22002","2","71015007","10015016"
"30","91002","8","71015008","10015017"
"1","22002","2","71015008","10015018"
"30","91002","8","71015009","10015019"
"1","22002","2","71015009","10015020"
"30","91002","8","71015010","10015021"
"1","22002","2","71015010","10015022"
"30","91002","8","71015011","10015023"
"1","22002","2","71015011","10015024"
"30","91002","8","71015012","10015025"
"1","22002","2","71015012","10015026"
"30","91002","8","71015013","10015027"
"1","22002","2","71015013","10015028"
"30","91002","8","71015014","10015029"
"1","22002","2","71015014","10015030"
"30","91002","8","71015015","10015031"
"1","22002","2","71015015","10015032"
"60","91002","8","71015016","10015033"
"2","22002","2","71015016","10015034"
"60","91002","8","71015017","10015035"
"2","22002","2","71015017","10015036"
"60","91002","8","71015018","10015037"
"2","22002","2","71015018","10015038"
"60","91002","8","71015019","10015039"
"2","22002","2","71015019","10015040"
"60","91002","8","71015020","10015041"
"2","22002","2","71015020","10015042"
"50000","94002","12","71015021","10015043"
"100000","94002","12","71015022","10015044"
"150000","94002","12","71015023","10015045"
"200000","94002","12","71015024","10015046"
"50","91002","8","71015025","10015047"
"1","31053","2","71015026","10015048"
"1","31053","2","71015027","10015049"
"2","31053","2","71015028","10015050"
"2","31053","2","71015029","10015051"
"4","31053","2","71015030","10015052"
"10","31053","2","71015031","10015053"
"2","31053","2","81015001","10015054"
"30","91002","8","81015001","10015055"
"100","60142","2","81015002","10015056"
"30000","94002","12","81015002","10015057"
"100","60142","2","81015003","10015058"
"30000","94002","12","81015003","10015059"
"2","31053","2","81015004","10015060"
"30","91002","8","81015004","10015061"
"100","60142","2","81015005","10015062"
"30000","94002","12","81015005","10015063"
"100","60142","2","81015006","10015064"
"30000","94002","12","81015006","10015065"
"2","31053","2","81015007","10015066"
"30","91002","8","81015007","10015067"
"5","60152","2","61016001","10016001"
"5","60152","2","61016002","10016002"
"30","91002","8","71016001","10016003"
"1","22002","2","71016001","10016004"
"30","91002","8","71016002","10016005"
"1","22002","2","71016002","10016006"
"30","91002","8","71016003","10016007"
"1","22002","2","71016003","10016008"
"30","91002","8","71016004","10016009"
"1","22002","2","71016004","10016010"
"30","91002","8","71016005","10016011"
"1","22002","2","71016005","10016012"
"30","91002","8","71016006","10016013"
"1","22002","2","71016006","10016014"
"30","91002","8","71016007","10016015"
"1","22002","2","71016007","10016016"
"30","91002","8","71016008","10016017"
"1","22002","2","71016008","10016018"
"30","91002","8","71016009","10016019"
"1","22002","2","71016009","10016020"
"30","91002","8","71016010","10016021"
"1","22002","2","71016010","10016022"
"30","91002","8","71016011","10016023"
"1","22002","2","71016011","10016024"
"30","91002","8","71016012","10016025"
"1","22002","2","71016012","10016026"
"30","91002","8","71016013","10016027"
"1","22002","2","71016013","10016028"
"30","91002","8","71016014","10016029"
"1","22002","2","71016014","10016030"
"30","91002","8","71016015","10016031"
"1","22002","2","71016015","10016032"
"60","91002","8","71016016","10016033"
"2","22002","2","71016016","10016034"
"60","91002","8","71016017","10016035"
"2","22002","2","71016017","10016036"
"60","91002","8","71016018","10016037"
"2","22002","2","71016018","10016038"
"60","91002","8","71016019","10016039"
"2","22002","2","71016019","10016040"
"60","91002","8","71016020","10016041"
"2","22002","2","71016020","10016042"
"50000","94002","12","71016021","10016043"
"100000","94002","12","71016022","10016044"
"150000","94002","12","71016023","10016045"
"200000","94002","12","71016024","10016046"
"50","91002","8","71016025","10016047"
"1","31020","2","71016026","10016048"
"1","31020","2","71016027","10016049"
"1","31020","2","71016028","10016050"
"1","31020","2","71016029","10016051"
"1","31020","2","71016030","10016052"
"4","31020","2","71016031","10016053"
"5","60162","2","61017001","10017001"
"5","60162","2","61017002","10017002"
"30","91002","8","71017001","10017003"
"1","22002","2","71017001","10017004"
"30","91002","8","71017002","10017005"
"1","22002","2","71017002","10017006"
"30","91002","8","71017003","10017007"
"1","22002","2","71017003","10017008"
"30","91002","8","71017004","10017009"
"1","22002","2","71017004","10017010"
"30","91002","8","71017005","10017011"
"1","22002","2","71017005","10017012"
"30","91002","8","71017006","10017013"
"1","22002","2","71017006","10017014"
"30","91002","8","71017007","10017015"
"1","22002","2","71017007","10017016"
"30","91002","8","71017008","10017017"
"1","22002","2","71017008","10017018"
"30","91002","8","71017009","10017019"
"1","22002","2","71017009","10017020"
"30","91002","8","71017010","10017021"
"1","22002","2","71017010","10017022"
"30","91002","8","71017011","10017023"
"1","22002","2","71017011","10017024"
"30","91002","8","71017012","10017025"
"1","22002","2","71017012","10017026"
"30","91002","8","71017013","10017027"
"1","22002","2","71017013","10017028"
"30","91002","8","71017014","10017029"
"1","22002","2","71017014","10017030"
"30","91002","8","71017015","10017031"
"1","22002","2","71017015","10017032"
"60","91002","8","71017016","10017033"
"2","22002","2","71017016","10017034"
"60","91002","8","71017017","10017035"
"2","22002","2","71017017","10017036"
"60","91002","8","71017018","10017037"
"2","22002","2","71017018","10017038"
"60","91002","8","71017019","10017039"
"2","22002","2","71017019","10017040"
"60","91002","8","71017020","10017041"
"2","22002","2","71017020","10017042"
"50000","94002","12","71017021","10017043"
"100000","94002","12","71017022","10017044"
"150000","94002","12","71017023","10017045"
"200000","94002","12","71017024","10017046"
"50","91002","8","71017025","10017047"
"1","31098","2","71017026","10017048"
"1","31098","2","71017027","10017049"
"2","31098","2","71017028","10017050"
"2","31098","2","71017029","10017051"
"4","31098","2","71017030","10017052"
"1","109801","1","71017031","10017053"
"10","31098","2","71017032","10017054"
"2","31098","2","81017001","10017055"
"30","91002","8","81017001","10017056"
"100","60162","2","81017002","10017057"
"30000","94002","12","81017002","10017058"
"100","60162","2","81017003","10017059"
"30000","94002","12","81017003","10017060"
"2","31098","2","81017004","10017061"
"30","91002","8","81017004","10017062"
"100","60162","2","81017005","10017063"
"30000","94002","12","81017005","10017064"
"100","60162","2","81017006","10017065"
"30000","94002","12","81017006","10017066"
"2","31098","2","81017007","10017067"
"30","91002","8","81017007","10017068"
"100","91002","8","81017008","10017069"
"5","60172","2","61018001","10018001"
"5","60172","2","61018002","10018002"
"30","91002","8","71018001","10018003"
"1","22002","2","71018001","10018004"
"30","91002","8","71018002","10018005"
"1","22002","2","71018002","10018006"
"30","91002","8","71018003","10018007"
"1","22002","2","71018003","10018008"
"30","91002","8","71018004","10018009"
"1","22002","2","71018004","10018010"
"30","91002","8","71018005","10018011"
"1","22002","2","71018005","10018012"
"30","91002","8","71018006","10018013"
"1","22002","2","71018006","10018014"
"30","91002","8","71018007","10018015"
"1","22002","2","71018007","10018016"
"30","91002","8","71018008","10018017"
"1","22002","2","71018008","10018018"
"30","91002","8","71018009","10018019"
"1","22002","2","71018009","10018020"
"30","91002","8","71018010","10018021"
"1","22002","2","71018010","10018022"
"30","91002","8","71018011","10018023"
"1","22002","2","71018011","10018024"
"30","91002","8","71018012","10018025"
"1","22002","2","71018012","10018026"
"30","91002","8","71018013","10018027"
"1","22002","2","71018013","10018028"
"30","91002","8","71018014","10018029"
"1","22002","2","71018014","10018030"
"30","91002","8","71018015","10018031"
"1","22002","2","71018015","10018032"
"60","91002","8","71018016","10018033"
"2","22002","2","71018016","10018034"
"60","91002","8","71018017","10018035"
"2","22002","2","71018017","10018036"
"60","91002","8","71018018","10018037"
"2","22002","2","71018018","10018038"
"60","91002","8","71018019","10018039"
"2","22002","2","71018019","10018040"
"60","91002","8","71018020","10018041"
"2","22002","2","71018020","10018042"
"50000","94002","12","71018021","10018043"
"100000","94002","12","71018022","10018044"
"150000","94002","12","71018023","10018045"
"200000","94002","12","71018024","10018046"
"50","91002","8","71018025","10018047"
"1","31010","2","71018026","10018048"
"1","31010","2","71018027","10018049"
"1","31010","2","71018028","10018050"
"1","31010","2","71018029","10018051"
"1","31010","2","71018030","10018052"
"4","31010","2","71018031","10018053"
"5","60182","2","61019001","10019001"
"5","60182","2","61019002","10019002"
"30","91002","8","71019001","10019003"
"1","22002","2","71019001","10019004"
"30","91002","8","71019002","10019005"
"1","22002","2","71019002","10019006"
"30","91002","8","71019003","10019007"
"1","22002","2","71019003","10019008"
"30","91002","8","71019004","10019009"
"1","22002","2","71019004","10019010"
"30","91002","8","71019005","10019011"
"1","22002","2","71019005","10019012"
"30","91002","8","71019006","10019013"
"1","22002","2","71019006","10019014"
"30","91002","8","71019007","10019015"
"1","22002","2","71019007","10019016"
"30","91002","8","71019008","10019017"
"1","22002","2","71019008","10019018"
"30","91002","8","71019009","10019019"
"1","22002","2","71019009","10019020"
"30","91002","8","71019010","10019021"
"1","22002","2","71019010","10019022"
"30","91002","8","71019011","10019023"
"1","22002","2","71019011","10019024"
"30","91002","8","71019012","10019025"
"1","22002","2","71019012","10019026"
"30","91002","8","71019013","10019027"
"1","22002","2","71019013","10019028"
"30","91002","8","71019014","10019029"
"1","22002","2","71019014","10019030"
"30","91002","8","71019015","10019031"
"1","22002","2","71019015","10019032"
"60","91002","8","71019016","10019033"
"2","22002","2","71019016","10019034"
"60","91002","8","71019017","10019035"
"2","22002","2","71019017","10019036"
"60","91002","8","71019018","10019037"
"2","22002","2","71019018","10019038"
"60","91002","8","71019019","10019039"
"2","22002","2","71019019","10019040"
"60","91002","8","71019020","10019041"
"2","22002","2","71019020","10019042"
"50000","94002","12","71019021","10019043"
"100000","94002","12","71019022","10019044"
"150000","94002","12","71019023","10019045"
"200000","94002","12","71019024","10019046"
"50","91002","8","71019025","10019047"
"1","31101","2","71019026","10019048"
"1","31101","2","71019027","10019049"
"2","31101","2","71019028","10019050"
"2","31101","2","71019029","10019051"
"4","31101","2","71019030","10019052"
"1","110101","1","71019031","10019053"
"10","31101","2","71019032","10019054"
"2","31101","2","81019001","10019055"
"30","91002","8","81019001","10019056"
"100","60182","2","81019002","10019057"
"30000","94002","12","81019002","10019058"
"100","60182","2","81019003","10019059"
"30000","94002","12","81019003","10019060"
"2","31101","2","81019004","10019061"
"30","91002","8","81019004","10019062"
"100","60182","2","81019005","10019063"
"30000","94002","12","81019005","10019064"
"100","60182","2","81019006","10019065"
"30000","94002","12","81019006","10019066"
"2","31101","2","81019007","10019067"
"30","91002","8","81019007","10019068"
"100","91002","8","81019008","10019069"
"5","60192","2","61020001","10020001"
"5","60192","2","61020002","10020002"
"30","91002","8","71020001","10020003"
"1","22002","2","71020001","10020004"
"30","91002","8","71020002","10020005"
"1","22002","2","71020002","10020006"
"30","91002","8","71020003","10020007"
"1","22002","2","71020003","10020008"
"30","91002","8","71020004","10020009"
"1","22002","2","71020004","10020010"
"30","91002","8","71020005","10020011"
"1","22002","2","71020005","10020012"
"30","91002","8","71020006","10020013"
"1","22002","2","71020006","10020014"
"30","91002","8","71020007","10020015"
"1","22002","2","71020007","10020016"
"30","91002","8","71020008","10020017"
"1","22002","2","71020008","10020018"
"30","91002","8","71020009","10020019"
"1","22002","2","71020009","10020020"
"30","91002","8","71020010","10020021"
"1","22002","2","71020010","10020022"
"30","91002","8","71020011","10020023"
"1","22002","2","71020011","10020024"
"30","91002","8","71020012","10020025"
"1","22002","2","71020012","10020026"
"30","91002","8","71020013","10020027"
"1","22002","2","71020013","10020028"
"30","91002","8","71020014","10020029"
"1","22002","2","71020014","10020030"
"30","91002","8","71020015","10020031"
"1","22002","2","71020015","10020032"
"60","91002","8","71020016","10020033"
"2","22002","2","71020016","10020034"
