4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"205809","11017","2058","8100"
"205810","11019","2058","9000"
"205811","11019","2058","9900"
"205812","11010","2058","10800"
"205813","11010","2058","11700"
"205901","11010","2059","800"
"205902","11011","2059","1600"
"205903","11003","2059","2500"
"205904","11019","2059","3400"
"205905","11007","2059","4400"
"205906","11017","2059","5250"
"205907","11017","2059","6150"
"205908","11010","2059","7050"
"205909","10009","2059","8200"
"205910","11003","2059","8900"
"205911","11007","2059","9700"
"205912","11015","2059","10700"
"205913","11019","2059","11600"
"206001","11007","2060","750"
"206002","11011","2060","1650"
"206003","11003","2060","2550"
"206004","11015","2060","3500"
"206005","10009","2060","4600"
"206006","11010","2060","5200"
"206007","11003","2060","6200"
"206008","11019","2060","7100"
"206009","11017","2060","7950"
"206010","11019","2060","8800"
"206011","11007","2060","9750"
"206012","11017","2060","10600"
"206013","11010","2060","11550"
"300101","1004","3001","800"
"300102","1017","3001","1600"
"300103","1012","3001","2900"
"300104","1003","3001","3200"
"300105","1001","3001","4000"
"300106","1002","3001","4800"
"300107","1009","3001","5600"
"300108","1009","3001","6400"
"300109","1009","3001","7200"
"300110","17","3001","8500"
"300111","17","3001","9300"
"300112","17","3001","10100"
"300201","1004","3002","1000"
"300202","1002","3002","1750"
"300203","1017","3002","2500"
"300204","17","3002","3850"
"300205","17","3002","4700"
"300206","1001","3002","5000"
"300207","1009","3002","5750"
"300208","1009","3002","6600"
"300209","1012","3002","7850"
"300210","1009","3002","8150"
"300211","1003","3002","8950"
"300212","17","3002","10300"
"300301","1002","3003","950"
"300302","1003","3003","1800"
"300303","1017","3003","2550"
"300304","1001","3003","3400"
"300305","1012","3003","4650"
"300306","17","3003","5400"
"300307","1004","3003","5800"
"300308","17","3003","7000"
"300309","1009","3003","7300"
"300310","17","3003","8600"
"300311","1009","3003","8900"
"300312","1009","3003","9750"
"300401","19","3004","650"
"300402","1015","3004","1600"
"300403","19","3004","2250"
"300404","17","3004","3700"
"300405","17","3004","4500"
"300406","1003","3004","4800"
"300407","1002","3004","5600"
"300408","18","3004","6900"
"300409","18","3004","7700"
"300410","1017","3004","8000"
"300411","1004","3004","8800"
"300412","1017","3004","9600"
"300501","1002","3005","700"
"300502","17","3005","2000"
"300503","17","3005","2750"
"300504","18","3005","3500"
"300505","19","3005","3750"
"300506","1004","3005","4650"
"300507","1003","3005","5450"
"300508","19","3005","6100"
"300509","1015","3005","7100"
"300510","1017","3005","7850"
"300511","18","3005","9150"
"300512","1017","3005","9450"
"300601","1017","3006","650"
"300602","18","3006","1950"
"300603","19","3006","2050"
"300604","1004","3006","3050"
"300605","17","3006","4300"
"300606","1002","3006","4700"
"300607","1003","3006","5500"
"300608","1017","3006","6300"
"300609","18","3006","7550"
"300610","19","3006","7750"
"300611","1015","3006","8600"
"300612","17","3006","10000"
"300701","1020","3007","800"
"300702","1014","3007","1600"
"300703","1020","3007","2400"
"300704","1014","3007","3200"
"300705","1019","3007","4000"
"300706","1003","3007","4800"
"300707","1002","3007","5600"
"300708","1006","3007","6400"
"300709","1006","3007","7200"
"300710","1014","3007","8000"
"300711","1004","3007","8800"
"300712","1014","3007","9600"
"300801","1020","3008","950"
"300802","1002","3008","1800"
"300803","1014","3008","2500"
"300804","1004","3008","3400"
"300805","1003","3008","4100"
"300806","1014","3008","5000"
"300807","1020","3008","5700"
"300808","1006","3008","6500"
"300809","1019","3008","7350"
"300810","1014","3008","8150"
"300811","1006","3008","8900"
"300812","1014","3008","9800"
"300901","1020","3009","1000"
"300902","1014","3009","1750"
"300903","1006","3009","2550"
"300904","1014","3009","3350"
"300905","1004","3009","4200"
"300906","1003","3009","4950"
"300907","1002","3009","5800"
"300908","1014","3009","6550"
"300909","1020","3009","7400"
"300910","1019","3009","8100"
"300911","1014","3009","8950"
"300912","1006","3009","9750"
"301001","1009","3010","800"
"301002","13","3010","1600"
"301003","1009","3010","2400"
"301004","1003","3010","3200"
"301005","1007","3010","4000"
"301006","1003","3010","4800"
"301007","16","3010","5700"
"301008","17","3010","6900"
"301009","16","3010","7300"
"301010","12","3010","8750"
"301011","3","3010","9350"
"301012","12","3010","10350"
"301101","1009","3011","600"
"301102","1007","3011","1500"
"301103","13","3011","2300"
"301104","1009","3011","3100"
"301105","16","3011","3950"
"301106","1003","3011","4700"
"301107","12","3011","6250"
"301108","16","3011","6400"
"301109","12","3011","7750"
"301110","3","3011","8450"
"301111","17","3011","9200"
"301112","1003","3011","9500"
"301201","17","3012","1150"
"301202","1007","3012","1450"
"301203","3","3012","2800"
"301204","12","3012","3800"
"301205","1009","3012","3800"
"301206","13","3012","4600"
"301207","16","3012","5550"
"301208","1003","3012","6250"
"301209","16","3012","7150"
"301210","1003","3012","7800"
"301211","12","3012","9350"
"301212","1009","3012","9400"
"301301","1004","3013","800"
"301302","1008","3013","1600"
"301303","1011","3013","2400"
"301304","17","3013","3700"
"301305","3","3013","4550"
"301306","12","3013","5550"
"301307","1017","3013","5600"
"301308","1015","3013","6400"
"301309","1009","3013","7200"
"301310","2","3013","8200"
"301311","16","3013","8900"
"301312","11","3013","9800"
"301401","1017","3014","900"
"301402","1011","3014","1800"
"301403","1004","3014","2550"
"301404","16","3014","3500"
"301405","11","3014","4400"
"301406","1009","3014","5000"
"301407","17","3014","6200"
"301408","1008","3014","6600"
"301409","3","3014","7850"
"301410","2","3014","8350"
"301411","12","3014","9700"
"301412","1015","3014","9750"
"301501","1015","3015","1000"
"301502","16","3015","1800"
"301503","1008","3015","2500"
"301504","11","3015","3500"
"301505","1004","3015","4100"
"301506","12","3015","5650"
"301507","1011","3015","5800"
"301508","17","3015","7050"
"301509","1009","3015","7400"
"301510","2","3015","8300"
"301511","1017","3015","8900"
"301512","3","3015","10350"
"301601","1006","3016","800"
"301602","6","3016","1600"
"301603","1006","3016","2400"
"301604","2","3016","3400"
"301605","2","3016","4200"
"301606","2","3016","5000"
"301607","4","3016","6075"
"301608","4","3016","6875"
"301609","4","3016","7675"
"301610","1008","3016","8000"
"301611","1014","3016","8800"
"301612","1008","3016","9600"
"301701","1008","3017","700"
"301702","4","3017","1875"
"301703","1008","3017","2250"
"301704","1006","3017","3050"
"301705","1006","3017","3850"
"301706","6","3017","4600"
"301707","4","3017","5925"
"301708","4","3017","6775"
"301709","2","3017","7300"
"301710","2","3017","8050"
"301711","2","3017","8900"
"301712","1014","3017","9500"
"301801","4","3018","1075"
"301802","1008","3018","1500"
"301803","1014","3018","2200"
"301804","1008","3018","3000"
"301805","1006","3018","3900"
"301806","2","3018","4850"
"301807","6","3018","5400"
"301808","1006","3018","6200"
"301809","2","3018","7250"
"301810","2","3018","8100"
"301811","4","3018","9125"
"301812","4","3018","9925"
"301901","1016","3019","800"
"301902","11","3019","1800"
"301903","1016","3019","2400"
"301904","9","3019","3500"
"301905","18","3019","4500"
"301906","9","3019","5100"
"301907","13","3019","5600"
"301908","1011","3019","6400"
"301909","13","3019","7200"
"301910","1007","3019","8000"
"301911","1013","3019","8950"
"301912","1004","3019","9600"
"302001","1011","3020","950"
"302002","13","3020","1700"
"302003","1004","3020","2500"
"302004","1016","3020","3400"
"302005","1016","3020","4100"
"302006","18","3020","5400"
"302007","1013","3020","5850"
"302008","11","3020","6800"
"302009","9","3020","7650"
"302010","13","3020","8100"
"302011","9","3020","9250"
"302012","1007","3020","9700"
"302101","13","3021","1000"
"302102","1016","3021","1750"
"302103","9","3021","2900"
"302104","13","3021","3350"
"302105","1007","3021","4200"
"302106","11","3021","5150"
"302107","18","3021","6300"
"302108","1016","3021","6550"
"302109","9","3021","7600"
"302110","1013","3021","8350"
"302111","1004","3021","9000"
"302112","1011","3021","9750"
"302201","10","3022","875"
"302202","1003","3022","1600"
"302203","10","3022","2475"
"302204","1009","3022","3200"
"302205","1009","3022","4000"
"302206","1009","3022","4800"
"302207","16","3022","5700"
"302208","12","3022","7150"
"302209","16","3022","7300"
"302210","1003","3022","8000"
"302211","1010","3022","8800"
"302212","1009","3022","9600"
"302301","1003","3023","650"
"302302","1009","3023","1500"
"302303","12","3023","3000"
"302304","16","3023","3150"
"302305","10","3023","3875"
"302306","1009","3023","4600"
"302307","1009","3023","5400"
"302308","1003","3023","6200"
"302309","16","3023","7100"
"302310","1010","3023","7900"
"302311","1009","3023","8600"
"302312","10","3023","9575"
"302401","1003","3024","700"
"302402","12","3024","2200"
"302403","16","3024","2300"
"302404","16","3024","3200"
"302405","10","3024","3925"
"302406","10","3024","4775"
"302407","1009","3024","5450"
"302408","1003","3024","6250"
"302409","1010","3024","7050"
"302410","1009","3024","7850"
"302411","1009","3024","8650"
"302412","1009","3024","9400"
"302501","1002","3025","800"
"302502","1010","3025","1600"
"302503","1002","3025","2400"
"302504","12","3025","3950"
"302505","12","3025","4750"
"302506","1009","3025","4800"
"302507","1009","3025","5600"
"302508","1012","3025","6900"
"302509","1012","3025","7700"
"302510","1012","3025","8500"
"302511","1011","3025","8800"
"302512","1011","3025","9600"
"302601","1012","3026","1450"
"302602","1012","3026","2200"
"302603","1011","3026","2500"
"302604","12","3026","4100"
"302605","1010","3026","4150"
"302606","1009","3026","5000"
"302607","12","3026","6500"
"302608","1009","3026","6550"
"302609","1002","3026","7300"
"302610","1012","3026","8700"
"302611","1002","3026","8950"
"302612","1011","3026","9750"
"302701","1012","3027","1400"
"302702","1009","3027","1800"
"302703","1002","3027","2550"
"302704","1011","3027","3300"
"302705","1012","3027","4600"
"302706","1010","3027","4950"
"302707","12","3027","6550"
"302708","1012","3027","7100"
"302709","1009","3027","7400"
"302710","1011","3027","8150"
"302711","12","3027","9650"
"302712","1002","3027","9700"
"302801","15","3028","950"
"302802","18","3028","2100"
"302803","1004","3028","2400"
"302804","1013","3028","3350"
"302805","1006","3028","4000"
"302806","1007","3028","4800"
"302807","1003","3028","5600"
"302808","1002","3028","6400"
"302809","1008","3028","7200"
"302810","1019","3028","8000"
"302811","1007","3028","8800"
"302812","1019","3028","9600"
"302901","1002","3029","700"
"302902","1007","3029","1500"
"302903","1006","3029","2300"
"302904","1019","3029","3100"
"302905","1003","3029","3850"
"302906","1007","3029","4650"
"302907","1013","3029","5650"
"302908","1019","3029","6250"
"302909","1004","3029","7000"
"302910","15","3029","8000"
"302911","18","3029","9200"
"302912","1008","3029","9450"
"303001","1019","3030","650"
"303002","1003","3030","1450"
"303003","1013","3030","2350"
"303004","1008","3030","3050"
"303005","1006","3030","3900"
"303006","1004","3030","4700"
"303007","1002","3030","5400"
"303008","1019","3030","6300"
"303009","18","3030","7600"
"303010","15","3030","8050"
"303011","1007","3030","8600"
"303012","1007","3030","9400"
"303101","1009","3031","800"
"303102","1011","3031","1600"
"303103","1009","3031","2400"
"303104","1016","3031","3200"
"303105","1006","3031","4000"
"303106","1017","3031","4800"
"303107","19","3031","5450"
"303108","16","3031","6500"
"303109","19","3031","7050"
"303110","2","3031","8200"
"303111","2","3031","9000"
"303112","11","3031","9800"
"303113","11","3031","10600"
"303201","1009","3032","1000"
"303202","19","3032","1650"
"303203","1017","3032","2600"
"303204","16","3032","3450"
"303205","1009","3032","4200"
"303206","1006","3032","4950"
"303207","11","3032","5950"
"303208","1011","3032","6500"
"303209","1016","3032","7400"
"303210","11","3032","8350"
"303211","2","3032","9200"
"303212","19","3032","9600"
"303213","2","3032","10700"
"303301","1011","3033","950"
"303302","11","3033","1900"
"303303","19","3033","2350"
"303304","1009","3033","3300"
"303305","19","3033","3950"
"303306","2","3033","5100"
"303307","1016","3033","5700"
"303308","1009","3033","6550"
"303309","11","3033","7500"
"303310","16","3033","8300"
"303311","1006","3033","8900"
"303312","1017","3033","9800"
"303313","2","3033","10800"
"303401","16","3034","900"
"303402","16","3034","1700"
"303403","16","3034","2500"
"303404","10","3034","3275"
"303405","9","3034","4300"
"303406","10","3034","4875"
"303407","1014","3034","5600"
"303408","1007","3034","6400"
"303409","1015","3034","7200"
"303410","6","3034","8000"
"303411","6","3034","8800"
"303412","11","3034","9800"
"303413","11","3034","10600"
"303501","10","3035","675"
"303502","6","3035","1400"
"303503","1014","3035","2300"
"303504","16","3035","3100"
"303505","16","3035","3950"
"303506","1015","3035","4600"
"303507","11","3035","5600"
"303508","1007","3035","6250"
"303509","10","3035","7075"
"303510","9","3035","8100"
"303511","6","3035","8600"
"303512","16","3035","9500"
"303513","11","3035","10400"
"303601","10","3036","725"
"303602","16","3036","1600"
"303603","9","3036","2550"
"303604","16","3036","3150"
"303605","1007","3036","3900"
"303606","6","3036","4700"
"303607","1014","3036","5500"
"303608","6","3036","6300"
"303609","11","3036","7250"
"303610","11","3036","8100"
"303611","16","3036","8750"
"303612","1015","3036","9500"
"303613","10","3036","10325"
"303701","1012","3037","1300"
"303702","1012","3037","2100"
"303703","1012","3037","2900"
"303704","1011","3037","3200"
"303705","1011","3037","4000"
"303706","1011","3037","4800"
"303707","18","3037","6100"
"303708","3","3037","6950"
"303709","18","3037","7700"
"303710","1006","3037","8000"
"303711","1007","3037","8800"
"303712","1004","3037","9600"
"303713","1003","3037","10400"
"303801","3","3038","1450"
"303802","1012","3038","2300"
"303803","1011","3038","2500"
"303804","1004","3038","3400"
"303805","1007","3038","4150"
"303806","1006","3038","4900"
"303807","18","3038","6200"
"303808","18","3038","7000"
"303809","1012","3038","7800"
"303810","1012","3038","8600"
"303811","1003","3038","8900"
"303812","1011","3038","9800"
