ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130
"vo_wac_220224_001","vo_wac_220224","1012","","","","21","0","0","1012011",""
"……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！","100711","1012","1","0","0","11","1","10","1012012","0.5"
"","0","1012","","","","91","","","1012013",""
"vo_wac_220224_002","vo_wac_220224","1012","","","","21","0","0","1012014",""
"さっさと本物のプリンを\nよこせなの～！！","100711","1012","1","0","0","11","1","10","1012015","0.5"
"","0","1012","","","","91","","","1012016",""
"0","0","1012","","","","22","","","1012017",""
"wac_idle_smile","100711","1013","","0.2","","3","","1","1013001",""
"wac_no_items","111","1013","","0.2","","3","","1","1013002",""
"200","100711","1013","","","","2","0","-340","1013003",""
"200","111","1013","","","","2","0","-340","1013004",""
"0","1","1013","","","","32","","","1013005",""
"1","2","1013","","","","32","","","1013006",""
"0","11","1013","","","","32","","","1013007",""
"","0","1013","","","","91","","","1013008",""
"105311","1","1111","-212.75","2","0","1","-108","202","1111001","wac_default_11"
"111","1","1111","-212.75","2","0","5","-108","201","1111002","wac_default_11"
"1","1","1111","1","1","","31","0","0","1111003",""
"2","2","1111","1","0","","31","0","0","1111004",""
"11","11","1111","1","0","","31","0","0","1111005",""
"wac_paint_11","105311","1111","","0.2","","3","","0","1111006",""
"wac_paint_11","111","1111","","0.2","","3","","0","1111007",""
"0","0.3","1111","","","","93","","","1111008",""
"1","11","1111","","","","32","","","1111009","wac_default_11"
"se_10035700_roller","se_10035700","1111","0","0.2","","23","","0","1111010",""
"","1","1111","","","","131","","","1111011",""
"wac_talk_doya_in","105311","1112","1","0.2","","3","wac_talk_doya_loop","0","1112001",""
"wac_no_items","111","1112","","0.2","","3","","1","1112002",""
"200","105311","1112","","","","2","0","-340","1112003",""
"200","111","1112","","","","2","0","-340","1112004",""
"0","1","1112","","","","32","","","1112005",""
"1","2","1112","","","","32","","","1112006",""
"0","11","1112","","","","32","","","1112007",""
"vo_wac_220225_000","vo_wac_220225","1112","","","","21","0","0","1112008",""
"よし、なかなかいい仕上がりだ！\n絵を描くのも悪くないな！\n時々子どものイタズラだと\n思われるのは心外だが……","105311","1112","1","0","0","11","1","10","1112009","0.5"
"","0","1112","","","","91","","","1112010",""
"vo_wac_220225_001","vo_wac_220225","1112","","","","21","0","0","1112011",""
"遠く離れたこの地に\n私の絵……足跡が残るのだ。\nこれは祖国に報告すべき\n偉大なる快挙ではないだろうか！","105311","1112","1","0","0","11","1","10","1112012","0.5"
"","0","1112","","","","91","","","1112013",""
"0","0","1112","","","","22","","","1112014",""
"wac_idle_doya","105311","1113","","0.2","","3","","1","1113001",""
"wac_no_items","111","1113","","0.2","","3","","1","1113002",""
"200","105311","1113","","","","2","0","-340","1113003",""
"200","111","1113","","","","2","0","-340","1113004",""
"0","1","1113","","","","32","","","1113005",""
"1","2","1113","","","","32","","","1113006",""
"0","11","1113","","","","32","","","1113007",""
"","0","1113","","","","91","","","1113008",""
"100811","1","1211","-175","2","0","1","-108","202","1211001","wac_default_01"
"111","1","1211","-175","2","0","5","-108","201","1211002","wac_default_02"
"4","4","1211","1","1","","31","0","0","1211003",""
"2","2","1211","1","0","","31","0","0","1211004",""
"12","12","1211","1","0","","31","0","0","1211005",""
"wac_paint_01","100811","1211","","0.2","","3","","0","1211006",""
"wac_paint_02","111","1211","","0.2","","3","","0","1211007",""
"1","12","1211","","","","32","","","1211008","wac_default_11"
"se_10035700_brush","se_10035700","1211","0","0.2","","23","","0","1211009",""
"","1","1211","","","","131","","","1211010",""
"wac_talk_wish_in","100811","1212","1","0.2","","3","wac_talk_wish_loop","0","1212001",""
"wac_no_items","111","1212","","0.2","","3","","1","1212002",""
"200","100811","1212","","","","2","0","-340","1212003",""
"200","111","1212","","","","2","0","-340","1212004",""
"0","4","1212","","","","32","","","1212005",""
"1","2","1212","","","","32","","","1212006",""
"0","12","1212","","","","32","","","1212007",""
"vo_wac_220226_000","vo_wac_220226","1212","","","","21","0","0","1212008",""
"ああ……美しい……\n美しい以外にこれを\n表現する言葉が見当たらないよ。","100811","1212","1","0","0","11","1","10","1212009","0.5"
"","0","1212","","","","91","","","1212010",""
"vo_wac_220226_001","vo_wac_220226","1212","","","","21","0","0","1212011",""
"未完の美なんて言葉もあるけど、\nそんなのボクには関係ないね。\n完全にして完璧な美。\nそれがボク！　ああ……美しい……","100811","1212","1","0","0","11","1","10","1212012","0.5"
"","0","1212","","","","91","","","1212013",""
"0","0","1212","","","","22","","","1212014",""
"wac_idle_wish","100811","1213","","0.2","","3","","1","1213001",""
"wac_no_items","111","1213","","0.2","","3","","1","1213002",""
"200","100811","1213","","","","2","0","-340","1213003",""
"200","111","1213","","","","2","0","-340","1213004",""
"0","4","1213","","","","32","","","1213005",""
"1","2","1213","","","","32","","","1213006",""
"0","12","1213","","","","32","","","1213007",""
"","0","1213","","","","91","","","1213008",""
"104511","1","1311","-175","2","0","1","-108","202","1311001","wac_default_01"
"111","1","1311","-175","2","0","5","-108","201","1311002","wac_default_02"
"4","4","1311","1","1","","31","0","0","1311003",""
"2","2","1311","1","0","","31","0","0","1311004",""
"12","12","1311","1","0","","31","0","0","1311005",""
"wac_paint_01","104511","1311","","0.2","","3","","0","1311006",""
"wac_paint_02","111","1311","","0.2","","3","","0","1311007",""
"1","12","1311","","","","32","","","1311008","wac_default_11"
"se_10035700_brush","se_10035700","1311","0","0.2","","23","","0","1311009",""
"","1","1311","","","","131","","","1311010",""
"wac_talk_smile_in","104511","1312","1","0.2","","3","wac_talk_smile_loop","0","1312001",""
"wac_no_items","111","1312","","0.2","","3","","1","1312002",""
"200","104511","1312","","","","2","0","-340","1312003",""
"200","111","1312","","","","2","0","-340","1312004",""
"0","4","1312","","","","32","","","1312005",""
"1","2","1312","","","","32","","","1312006",""
"0","12","1312","","","","32","","","1312007",""
"vo_wac_220227_000","vo_wac_220227","1312","","","","21","0","0","1312008",""
"ぐふふ……\nクウカのいろいろなものを\n込めて描いた絵が、\n見られてしまうのですね……","104511","1312","1","0","0","11","1","10","1312009","0.5"
"","0","1312","","","","91","","","1312010",""
"vo_wac_220227_001","vo_wac_220227","1312","","","","21","0","0","1312011",""
"繊細な筆づかい……\n荒々しいタッチ……\nクウカの手から生み出された絵が……！\nじゅるり～♪","104511","1312","1","0","0","11","1","10","1312012","0.5"
"","0","1312","","","","91","","","1312013",""
"0","0","1312","","","","22","","","1312014",""
"wac_idle_smile","104511","1313","","0.2","","3","","1","1313001",""
"wac_no_items","111","1313","","0.2","","3","","1","1313002",""
"200","104511","1313","","","","2","0","-340","1313003",""
"200","111","1313","","","","2","0","-340","1313004",""
"0","4","1313","","","","32","","","1313005",""
"1","2","1313","","","","32","","","1313006",""
"0","12","1313","","","","32","","","1313007",""
"","0","1313","","","","91","","","1313008",""
"103011","1","1411","-175","2","0","1","-108","202","1411001","wac_default_11"
"111","1","1411","-175","2","0","5","-108","201","1411002","wac_default_12"
"4","4","1411","1","1","","31","0","0","1411003",""
"2","2","1411","1","0","","31","0","0","1411004",""
"12","12","1411","1","0","","31","0","0","1411005",""
"wac_paint_11","103011","1411","","0.2","","3","","0","1411006",""
"wac_paint_12","111","1411","","0.2","","3","","0","1411007",""
"0","0.3","1411","","","","93","","","1411008",""
"1","12","1411","","","","32","","","1411009","wac_default_11"
"se_10035700_roller","se_10035700","1411","0","0.2","","23","","0","1411010",""
"","1","1411","","","","131","","","1411011",""
"wac_talk_kyapi_in","103011","1412","1","0.2","","3","wac_talk_kyapi_loop","0","1412001",""
"wac_no_items","111","1412","","0.2","","3","","1","1412002",""
"200","103011","1412","","","","2","0","-340","1412003",""
"200","111","1412","","","","2","0","-340","1412004",""
"0","4","1412","","","","32","","","1412005",""
"1","2","1412","","","","32","","","1412006",""
"0","12","1412","","","","32","","","1412007",""
"vo_wac_220228_000","vo_wac_220228","1412","","","","21","0","0","1412008",""
"シュバババッ！！\nやったデース！\nフフフ……コウボウフデヲエラバズな\nできデス！","103011","1412","1","0","0","11","1","10","1412009","0.5"
"","0","1412","","","","91","","","1412010",""
"vo_wac_220228_001","vo_wac_220228","1412","","","","21","0","0","1412011",""
"なんのこれしき、チューシンとして\nトーゼンデス！\nランドソルにショーグンの威光を\n知らしめまショウ！","103011","1412","1","0","0","11","1","10","1412012","0.5"
"","0","1412","","","","91","","","1412013",""
"0","0","1412","","","","22","","","1412014",""
"wac_idle_kyapi","103011","1413","","0.2","","3","","1","1413001",""
"wac_no_items","111","1413","","0.2","","3","","1","1413002",""
"200","103011","1413","","","","2","0","-340","1413003",""
"200","111","1413","","","","2","0","-340","1413004",""
"0","4","1413","","","","32","","","1413005",""
"1","2","1413","","","","32","","","1413006",""
"0","12","1413","","","","32","","","1413007",""
"","0","1413","","","","91","","","1413008",""
"102911","1","1511","-212.75","2","0","1","-108","202","1511001","wac_default_11"
"111","1","1511","-212.75","2","0","5","-108","201","1511002","wac_default_11"
"1","1","1511","1","1","","31","0","0","1511003",""
"2","2","1511","1","0","","31","0","0","1511004",""
"11","11","1511","1","0","","31","0","0","1511005",""
"wac_paint_11","102911","1511","0","0.2","","3","","0","1511006",""
"wac_paint_11","111","1511","0","0.2","","3","","0","1511007",""
"0","0.3","1511","","","","93","","","1511008",""
"1","11","1511","","","","32","","","1511009",""
"se_10035700_roller","se_10035700","1511","","","","23","","0","1511010",""
"","1","1511","","","","131","","","1511011",""
"wac_talk_smile_in","102911","1512","1","0.2","","3","wac_talk_smile_loop","0","1512001",""
"wac_no_items","111","1512","","0.2","","3","","1","1512002",""
"200","102911","1512","","","","2","0","-340","1512003",""
"200","111","1512","","","","2","0","-340","1512004",""
"0","1","1512","","","","32","","","1512005",""
"1","2","1512","","","","32","","","1512006",""
"0","11","1512","","","","32","","","1512007",""
"vo_wac_220301_000","vo_wac_220301","1512","","","","21","0","0","1512008",""
"あっ、しまった～！\nつい自分のサインを書いちゃった♪","102911","1512","1","0","0","11","1","10","1512009","0.5"
"","0","1512","","","","91","","","1512010",""
"vo_wac_220301_001","vo_wac_220301","1512","","","","21","0","0","1512011",""
"自分を見せるんじゃなくて\n自分の描いたものを見せる。\nこれも表現の形だよね！\nアイドル活動に生かせそう♪","102911","1512","1","0","0","11","1","10","1512012","0.5"
"","0","1512","","","","91","","","1512013",""
"0","0","1512","","","","22","","","1512014",""
"wac_idle_smile","102911","1513","","0.2","","3","","1","1513001",""
"wac_no_items","111","1513","","0.2","","3","","1","1513002",""
"200","102911","1513","","","","2","0","-340","1513003",""
"200","111","1513","","","","2","0","-340","1513004",""
"0","1","1513","","","","32","","","1513005",""
"1","2","1513","","","","32","","","1513006",""
"0","11","1513","","","","32","","","1513007",""
"","0","1513","","","","91","","","1513008",""
"104211","1","1611","-212.75","2","0","1","-108","202","1611001","wac_default_01"
"111","1","1611","-212.75","2","0","5","-108","201","1611002","wac_default_02"
"1","1","1611","1","1","","31","0","0","1611003",""
"2","2","1611","1","0","","31","0","0","1611004",""
"11","11","1611","1","0","","31","0","0","1611005",""
"wac_paint_01","104211","1611","0","0.2","","3","","0","1611006",""
"wac_paint_02","111","1611","0","0.2","","3","","0","1611007",""
"0","0","1611","","","","93","","","1611008",""
"1","11","1611","","","","32","","","1611009",""
"se_10035700_brush","se_10035700","1611","","","","23","","0","1611010",""
"","1","1611","","","","131","","","1611011",""
"wac_talk_wish_in","104211","1612","1","0.2","","3","wac_talk_wish_loop","0","1612001",""
"wac_no_items","111","1612","","0.2","","3","","1","1612002",""
"200","104211","1612","","","","2","0","-340","1612003",""
"200","111","1612","","","","2","0","-340","1612004",""
"0","1","1612","","","","32","","","1612005",""
"1","2","1612","","","","32","","","1612006",""
"0","11","1612","","","","32","","","1612007",""
"vo_wac_220302_000","vo_wac_220302","1612","","","","21","0","0","1612008",""
"あ……つい、癖でサインを\n描いてしまいました……\n……これ、ノゾミもやってそうですね。","104211","1612","1","0","0","11","1","10","1612009","0.5"
"","0","1612","","","","91","","","1612010",""
"vo_wac_220302_001","vo_wac_220302","1612","","","","21","0","0","1612011",""
"ふふ。色々な絵が重なり合って\nまるで音色みたいに響き合っている。\n……完成が楽しみですね。","104211","1612","1","0","0","11","1","10","1612012","0.5"
"","0","1612","","","","91","","","1612013",""
"0","0","1612","","","","22","","","1612014",""
"wac_idle_wish","104211","1613","","0.2","","3","","1","1613001",""
"wac_no_items","111","1613","","0.2","","3","","1","1613002",""
"200","104211","1613","","","","2","0","-340","1613003",""
"200","111","1613","","","","2","0","-340","1613004",""
"0","1","1613","","","","32","","","1613005",""
"1","2","1613","","","","32","","","1613006",""
"0","11","1613","","","","32","","","1613007",""
"","0","1613","","","","91","","","1613008",""
