9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390
"2","","","","","1007402","93","","1007402133","","0"
"100211","0.2","1","","","1007402","3","","1007402134","","mhp_talk_worry"
"vo_mhp_1007402","","0","","","1007402","21","0","1007402135","","vo_mhp_4110"
"100211","0","5","0","0","1007402","11","1","1007402136","0.5","あ、ありがとうございます……\nでも、病気と何の関係が……"
"0","","","","","1007402","91","","1007402137","",""
"100211","0.2","1","","","1007402","3","","1007402138","","mhp_idle_sad"
"117531","0.2","1","","","1007402","3","","1007402139","","mhp_talk_normal"
"vo_mhp_1007402","","0","","","1007402","21","0","1007402140","","vo_mhp_4111"
"117531","0","6","0","0","1007402","11","1","1007402141","0.5","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。"
"0","","","","","1007402","91","","1007402142","",""
"0","","","","","1007402","22","","1007402143","","0"
"117531","0.2","0","0.2","1","1007402","3","mhp_sit_idle","1007402144","","mhp_sit_in"
"1","","","","","1007402","93","","1007402145","","0"
"1007402160","","","","","1007402","101","","1007402146","",""
"117531","0.2","1","","","1007402","3","","1007402147","","mhp_sit_idle"
"100211","0.2","1","","","1007402","3","","1007402148","","mhp_sit_talk_worry"
"vo_mhp_1007402","","0","","","1007402","21","0","1007402149","","vo_mhp_4112"
"100211","0","5","0","0","1007402","11","1","1007402150","0.5","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……"
"0","","","","","1007402","91","","1007402151","",""
"100211","0.2","1","","","1007402","3","","1007402152","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007402","3","","1007402153","","mhp_sit_talk_thinking"
"vo_mhp_1007402","","0","","","1007402","21","0","1007402154","","vo_mhp_4113"
"117531","0","6","0","0","1007402","11","1","1007402155","0.5","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。"
"0","","","","","1007402","91","","1007402156","",""
"0","","","","","1007402","22","","1007402157","","0"
"117531","0.2","1","","","1007402","3","","1007402158","","mhp_sit_idle"
"100211","0.2","0","","","1007402","3","","1007402159","","mhp_sit_out"
"0","","","","","1007402","91","","1007402160","",""
"100211","0.2","0","","","1007402","3","","1007402161","","mhp_yui_pekori"
"0","","","","","1007402","91","","1007402162","",""
"100211","0.2","1","","","1007402","3","","1007402163","","mhp_yui_walk_sad"
"100211","","","","","1007402","4","","1007402164","","1"
"100211","","-220","","0","1007402","2","5","1007402165","","-1000"
"4","","","","","1007402","93","","1007402166","","0"
"117631","0.2","1","","","1007402","3","","1007402167","","mhp_sit_talk_worry"
"vo_mhp_1007402","","0","","","1007402","21","0","1007402168","","vo_mhp_4114"
"117631","0","6","0","0","1007402","11","1","1007402169","0.5","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。"
"0","","","","","1007402","91","","1007402170","",""
"117631","0.2","1","","","1007402","3","","1007402171","","mhp_sit_idle"
"117531","0.2","1","","","1007402","3","","1007402172","","mhp_sit_talk_joy1"
"vo_mhp_1007402","","0","","","1007402","21","0","1007402173","","vo_mhp_4115"
"117531","","6","0","0","1007402","11","1","1007402174","0.5","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。"
"0","","","","","1007402","91","","1007402175","",""
"117531","0.2","1","","","1007402","3","","1007402176","","mhp_sit_talk_thinking"
"vo_mhp_1007402","","0","","","1007402","21","0","1007402177","","vo_mhp_4116"
"117531","","5","0","0","1007402","11","1","1007402178","0.5","人の恋路って、本当に面白いわね♪"
"0","","","","","1007402","91","","1007402179","",""
"0","","","","","1007402","22","","1007402180","","0.5"
"0","","","","","1007402","91","","1007402181","",""
"1","1.7","100","0","-240","1007403","1","-1000","1007403001","mhp_idle_normal","100211"
"1","1.7","100","1","-220","1007403","1","185","1007403002","mhp_sit_idle","117531"
"1","1.7","100","1","-200","1007403","1","365","1007403003","mhp_sit_idle","117631"
"1","1","-240","","0.85","1007403","31","-154","1007403004","","1"
"13","0","0","","1","1007403","31","0","1007403005","","113"
"15","0","0","","1","1007403","31","0","1007403006","","115"
"30","0","0","","1","1007403","31","0","1007403007","","130"
"1","1.7","110","0","-220","1007403","5","-200","1007403008","NoItem","11"
"1","1.7","105","0","-220","1007403","5","-200","1007403009","NoItem","12"
"1","1.7","110","1","-220","1007403","5","185","1007403010","NoItem","21"
"1","1.7","105","1","-220","1007403","5","185","1007403011","NoItem","22"
"11","0","1","0","0","1007403","6","1","1007403012","","1"
"12","0","1","0","0","1007403","6","1","1007403013","","1"
"21","0","1","0","0","1007403","6","1","1007403014","","1"
"22","0","1","0","0","1007403","6","1","1007403015","","1"
"1","1.7","110","0","-220","1007403","5","-1000","1007403016","NoItem","31"
"0","","","","","1007403","91","","1007403017","",""
"117531","0.2","1","","","1007403","3","","1007403018","","mhp_sit_talk_normal"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403019","","vo_mhp_4201"
"117531","0","8","0","0","1007403","11","0","1007403020","0.5","ユイちゃん、どうぞー"
"0","","","","","1007403","91","","1007403021","",""
"117531","0.2","1","","","1007403","3","","1007403022","","mhp_sit_idle"
"100211","0.2","1","","0","1007403","3","","1007403023","","mhp_yui_walk_sad3"
"100211","","-220","","0","1007403","2","4","1007403024","","-200"
"31","0.2","1","","","1007403","3","","1007403025","","NoItem"
"31","","-220","","0","1007403","2","4","1007403026","","-200"
"0","","","","","1007403","91","","1007403027","",""
"100211","0.2","0","0.2","1","1007403","3","mhp_yui_sit_idle_sad3","1007403028","","mhp_yui_sit_in_sad2"
"1","","","","","1007403","93","","1007403029","","0"
"100211","0.2","1","","","1007403","3","","1007403030","","mhp_yui_sit_talk_sad2"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403031","","vo_mhp_4202"
"100211","0","5","0","0","1007403","11","1","1007403032","0.5","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……"
"0","","","","","1007403","91","","1007403033","",""
"100211","0.2","1","","","1007403","3","","1007403034","","mhp_yui_sit_idle_sad4"
"117531","0.2","1","","","1007403","3","","1007403035","","mhp_sit_talk_normal"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403036","","vo_mhp_4203"
"117531","0","6","0","0","1007403","11","1","1007403037","0.5","ねえユイちゃん、症状が出るのって\nどんな時かしら？"
"0","","","","","1007403","91","","1007403038","",""
"117531","0.2","1","","","1007403","3","","1007403039","","mhp_sit_idle"
"100211","0.2","1","","","1007403","3","","1007403040","","mhp_yui_sit_talk_sad2"
"31","0","1","","","1007403","3","","1007403041","","mhp_yui_sit_talk_sad2"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403042","","vo_mhp_4204"
"100211","0","4","0","0","1007403","11","1","1007403043","1.5","え、ええとそれは……\nあ、あああ！"
"4","","","","","1007403","93","","1007403044","","1"
"100211","0.2","1","","","1007403","3","","1007403045","","mhp_yui_hot"
"31","0.2","1","","","1007403","3","","1007403046","","mhp_yui_hot"
"1007403043","","","","","1007403","91","","1007403047","",""
"1","","","","","1007403","93","","1007403048","","0"
"117531","0.2","1","","","1007403","3","","1007403049","","mhp_sit_talk_normal"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403050","","vo_mhp_4205"
"117531","0","5","0","0","1007403","11","1","1007403051","0.5","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？"
"0","","","","","1007403","91","","1007403052","",""
"117531","0.2","1","","","1007403","3","","1007403053","","mhp_sit_idle"
"100211","0.2","1","","","1007403","3","","1007403054","","mhp_yui_sit_talk_wish2"
"31","0.2","1","","","1007403","3","","1007403055","","NoItem"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403056","","vo_mhp_4206"
"100211","0","6","0","0","1007403","11","1","1007403057","0.5","そ、それじゃあこれって……"
"0","","","","","1007403","91","","1007403058","",""
"100211","0.2","1","","","1007403","3","","1007403059","","mhp_yui_sit_idle_sad4"
"117531","0.2","1","","","1007403","3","","1007403060","","mhp_sit_talk_wish"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403061","","vo_mhp_4207"
"117531","0","6","0","0","1007403","11","1","1007403062","0.5","多くの人が悩む難病、恋の病よ！"
"0","","","","","1007403","91","","1007403063","",""
"117531","0.2","1","","","1007403","3","","1007403064","","mhp_sit_idle"
"100211","0.2","1","","","1007403","3","","1007403065","","mhp_yui_sit_talk_surprise2"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403066","","vo_mhp_4208"
"100211","0","6","0","0","1007403","11","1","1007403067","0.5","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！"
"0","","","","","1007403","91","","1007403068","",""
"100211","0.2","1","","","1007403","3","","1007403069","","mhp_yui_sit_idle_verysad"
"117531","0.2","1","","","1007403","3","","1007403070","","mhp_sit_talk_joy1"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403071","","vo_mhp_4209"
"117531","0","6","0","0","1007403","11","1","1007403072","0.5","気にしなくていいわ\n恋に悩むのは若さの特権よ♪"
"0","","","","","1007403","91","","1007403073","",""
"117531","0.2","1","","","1007403","3","","1007403074","","mhp_sit_idle_joy1"
"100211","0.2","1","","","1007403","3","","1007403075","","mhp_yui_sit_talk_wish2"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403076","","vo_mhp_4210"
"100211","0","5","0","0","1007403","11","1","1007403077","0.5","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？"
"0","","","","","1007403","91","","1007403078","",""
"100211","0.2","1","","","1007403","3","","1007403079","","mhp_yui_sit_idle_sad3"
"117531","0.2","1","","","1007403","3","","1007403080","","mhp_sit_talk_surprise2"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403081","","vo_mhp_4211"
"117531","0","8","0","0","1007403","11","1","1007403082","0.5","……え？"
"0","","","","","1007403","91","","1007403083","",""
"117531","0.2","1","","","1007403","3","","1007403084","","mhp_sit_talk_surprise2"
"100211","0.2","1","","","1007403","3","","1007403085","","mhp_yui_sit_talk_worry2"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403086","","vo_mhp_4212"
"100211","0","6","0","0","1007403","11","1","1007403087","0.5","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？"
"0","","","","","1007403","91","","1007403088","",""
"100211","0.2","1","","","1007403","3","","1007403089","","mhp_yui_sit_idle_sad3"
"117531","0.2","1","","","1007403","3","","1007403090","","mhp_sit_talk_bitter"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403091","","vo_mhp_4213"
"117531","0","6","0","0","1007403","11","1","1007403092","0.5","そ、それほどでも……ない、わよ？"
"0","","","","","1007403","91","","1007403093","",""
"117531","0.2","1","","","1007403","3","","1007403094","","mhp_sit_idle_bitter"
"100211","0.2","1","","","1007403","3","","1007403095","","mhp_yui_sit_talk_kirakira"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403096","","vo_mhp_4214"
"100211","0","6","0","0","1007403","11","1","1007403097","0.5","どうかわたしに、\n恋の診察をお願いします！"
"0","","","","","1007403","91","","1007403098","",""
"100211","0.2","1","","","1007403","3","","1007403099","","mhp_yui_sit_idle_kirakira"
"117531","0.2","1","","","1007403","3","","1007403100","","mhp_mitsuki_sit_shake"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403101","","vo_mhp_4215"
"117531","0","7","0","0","1007403","11","1","1007403102","0.5","え、えええ……！"
"0","","","","","1007403","91","","1007403103","",""
"117531","0.2","1","","","1007403","3","","1007403104","","mhp_sit_idle_sad3"
"113","","","","1","1007403","32","","1007403105","","1"
"113","","-100","","1","1007403","33","0","1007403106","","193"
"115","","-100","","1","1007403","33","0","1007403107","","193"
"0.8","","","","","1007403","93","","1007403108","","0"
"vo_mhp_1007403","","0","","","1007403","21","0","1007403109","","vo_mhp_4216"
"117531","","","","","1007403","13","","1007403110","","10001"
"117531","0","5","0","0","1007403","11","1","1007403111","0.5","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）"
"0","","","","","1007403","91","","1007403112","",""
"0","","","","","1007403","22","","1007403113","","0.5"
"0.2","","","","","1007403","93","","1007403114","","0"
"115","","","","1","1007403","32","","1007403115","","1"
"1","","","","","1007403","93","","1007403116","","0"
"130","","","","","1007403","32","","1007403117","","1"
"4","","","","","1007403","93","","1007403118","","0"
"130","","","","","1007403","32","","1007403119","","0"
"1","1.7","100","0","-240","1007404","1","-1000","1007404001","mhp_idle_normal","111011"
"1","1.7","100","1","-220","1007404","1","185","1007404002","mhp_sit_idle","117531"
"1","1.7","100","1","-200","1007404","1","365","1007404003","mhp_sit_idle","117631"
"1","1","-240","","0.85","1007404","31","-154","1007404004","","1"
"1","1.7","110","0","-220","1007404","5","-200","1007404005","NoItem","11"
"1","1.7","105","0","-220","1007404","5","-200","1007404006","NoItem","12"
"1","1.7","110","1","-220","1007404","5","185","1007404007","NoItem","21"
"1","1.7","105","1","-220","1007404","5","185","1007404008","NoItem","22"
"11","0","1","0","0","1007404","6","1","1007404009","","1"
"12","0","1","0","0","1007404","6","1","1007404010","","1"
"21","0","1","0","0","1007404","6","1","1007404011","","1"
"22","0","1","0","0","1007404","6","1","1007404012","","1"
"0","","","","","1007404","91","","1007404013","",""
"117531","0.2","1","","","1007404","3","","1007404014","","mhp_sit_talk_normal"
"vo_mhp_1007404","","0","","","1007404","21","0","1007404015","","vo_mhp_1001"
"117531","0","8","0","0","1007404","11","0","1007404016","0.5","次の方どうぞー"
"0","","","","","1007404","91","","1007404017","",""
"117531","0.2","1","","","1007404","3","","1007404018","","mhp_sit_idle"
"111011","0.2","1","","","1007404","3","","1007404019","","mhp_walk"
"111011","","-220","","0","1007404","2","4","1007404020","","-200"
"0","","","","","1007404","91","","1007404021","",""
"111011","0.2","0","0.2","1","1007404","3","mhp_sit_idle_2","1007404022","","mhp_sit_in_2"
"1","","","","","1007404","93","","1007404023","","0"
"111011","0.2","1","","","1007404","3","","1007404024","","mhp_sit_talk_normal"
"vo_mhp_1007404","","0","","","1007404","21","0","1007404025","","vo_mhp_1002"
"111011","0","4","0","0","1007404","11","1","1007404026","0.5","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。"
"0","","","","","1007404","91","","1007404027","","0"
"111011","0.2","1","","","1007404","3","","1007404028","","mhp_sit_idle_2"
"117531","0.2","1","","","1007404","3","","1007404029","","mhp_sit_talk_surprise2"
"vo_mhp_1007404","","0","","","1007404","21","0","1007404030","","vo_mhp_1003"
"117531","0","6","0","0","1007404","11","1","1007404031","0.5","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……"
"2","","","","","1007404","93","","1007404032","","1"
"117531","0.2","1","","","1007404","3","","1007404033","","mhp_sit_talk_worry"
"1007404031","","","","","1007404","91","","1007404034","","0"
"117531","0.2","1","","","1007404","3","","1007404035","","mhp_sit_idle_sad"
"111011","0.2","1","","","1007404","3","","1007404036","","mhp_sit_talk_normal"
"vo_mhp_1007404","","0","","","1007404","21","0","1007404037","","vo_mhp_1004"
"111011","0","5","0","0","1007404","11","1","1007404038","0.5","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。"
