69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73
"","0.2","1","","20122","3","101011","","travel_topdrama_r_2000_idle_smile","1201220019",""
"","","","","20122","112","","","","1201220020",""
"","","","","20122","91","0","","","1201220021",""
"1","0.8","101","-68","20131","1","1","42","104411","1201310001","travel_topdrama_r_2000_idle_doya"
"0","0.8","102","-68","20131","1","1","-42","100711","1201310002","travel_topdrama_r_2000_idle_anger"
"0","1","110","-75","20131","5","0","0","0","1201310003","mana"
"","","","","20131","91","0","","","1201310004",""
"","","","","20131","93","10","","0","1201310005",""
"","","","","20131","101","1201310005","","","1201310006",""
"","0","0","","20131","3","0","","none","1201310007",""
"","","","","20131","91","0","","","1201310008",""
"","","","","20132","13","104411","","103","1201320001",""
"","","","","20132","13","100711","","104","1201320002",""
"","0.2","0","1","20132","3","104411","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","1201320003",""
"","","0","","20132","21","vo_travel_talk","0","vo_travel_talk_20013_00","1201320004",""
"0","0","10","1","20132","11","104411","1","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","1201320005","0"
"","","","","20132","91","0","","","1201320006",""
"","0.2","1","","20132","3","104411","","travel_topdrama_r_2000_idle_doya","1201320007",""
"","0.2","1","1","20132","3","100711","","travel_topdrama_r_2000_talk_anger","1201320008",""
"","","0","","20132","21","vo_travel_talk","0","vo_travel_talk_20013_01","1201320009",""
"0","0","10","1","20132","11","100711","1","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","1201320010","0"
"","","","","20132","91","0","","","1201320011",""
"","0.2","1","","20132","3","100711","","travel_topdrama_r_2000_idle_anger","1201320012",""
"","0.2","0","1","20132","3","104411","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","1201320013",""
"","","0","","20132","21","vo_travel_talk","0","vo_travel_talk_20013_02","1201320014",""
"0","0","10","1","20132","11","104411","1","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","1201320015","0"
"","","","","20132","91","0","","","1201320016",""
"","0.2","1","","20132","3","104411","","travel_topdrama_r_2000_idle_doya_surprise","1201320017",""
"","","","","20132","112","","","","1201320018",""
"","","","","20132","91","0","","","1201320019",""
"1","0.8","102","-68","20141","1","1","42","102511","1201410001","travel_topdrama_r_2000_idle_sad"
"0","0.8","101","-68","20141","1","1","-42","102811","1201410002","travel_topdrama_r_2000_idle_normal"
"0","1","110","-75","20141","5","0","0","0","1201410003","mana"
"","","","","20141","91","0","","","1201410004",""
"","","","","20141","93","10","","0","1201410005",""
"","","","","20141","101","1201410005","","","1201410006",""
"","0","0","","20141","3","0","","none","1201410007",""
"","","","","20141","91","0","","","1201410008",""
"","","","","20142","13","102511","","103","1201420001",""
"","","","","20142","13","102811","","104","1201420002",""
"","0.2","0","1","20142","3","102511","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","1201420003",""
"","","0","","20142","21","vo_travel_talk","0","vo_travel_talk_20014_00","1201420004",""
"0","0","10","1","20142","11","102511","1","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","1201420005","0"
"","","","","20142","91","0","","","1201420006",""
"","0.2","0","1","20142","3","102511","travel_topdrama_r_2000_idle_sad_cry","travel_topdrama_r_2014_falldown","1201420007",""
"","0.2","0","1","20142","3","102811","travel_topdrama_r_2000_talk_surprise2_loop","travel_topdrama_r_2000_talk_surprise2_in","1201420008",""
"","","0","","20142","21","vo_travel_talk","0","vo_travel_talk_20014_01","1201420009",""
"0","0","10","1","20142","11","102811","1","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","1201420010","0"
"","","","","20142","91","0","","","1201420011",""
"","0.2","1","","20142","3","102811","","travel_topdrama_r_2000_idle_arm_crossed","1201420012",""
"","0.2","1","","20142","3","102511","","travel_topdrama_r_2000_talk_sad_loop_cry","1201420013",""
"","","0","","20142","21","vo_travel_talk","0","vo_travel_talk_20014_02","1201420014",""
"0","0","10","1","20142","11","102511","1","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","1201420015","0"
"","","","","20142","91","0","","","1201420016",""
"","0.2","1","","20142","3","102511","","travel_topdrama_r_2000_idle_sad_cry","1201420017",""
"","","","","20142","112","","","d","1201420018",""
"","","","","20142","91","0","","","1201420019",""
"1","0.8","101","-68","20151","1","1","42","103211","1201510001","travel_topdrama_r_2000_idle_arm_crossed"
"0","0.8","102","-68","20151","1","1","-42","103411","1201510002","travel_topdrama_r_2000_idle_normal"
"0","1","110","-75","20151","5","0","0","0","1201510003","mana"
"","","","","20151","91","0","","","1201510004",""
"","","","","20151","93","10","","0","1201510005",""
"","","","","20151","101","1201510005","","","1201510006",""
"","0","0","","20151","3","0","","none","1201510007",""
"","","","","20151","91","0","","","1201510008",""
"","","","","20152","13","103211","","103","1201520001",""
"","","","","20152","13","103411","","104","1201520002",""
"","0.2","0","1","20152","3","103211","travel_topdrama_r_2000_talk_arm_crossed_loop","travel_topdrama_r_2000_talk_arm_crossed_in","1201520003",""
"","","0","","20152","21","vo_travel_talk","0","vo_travel_talk_20015_00","1201520004",""
"0","0","10","1","20152","11","103211","1","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","1201520005","0"
"","","","","20152","91","0","","","1201520006",""
"","0.2","1","","20152","3","103211","","travel_topdrama_r_2000_idle_arm_crossed","1201520007",""
"","0.2","0","1","20152","3","103411","travel_topdrama_r_2000_talk_sad_loop_surprise2","travel_topdrama_r_2000_talk_sad_in_surprise2","1201520008",""
"","","0","","20152","21","vo_travel_talk","0","vo_travel_talk_20015_01","1201520009",""
"0","0","10","1","20152","11","103411","1","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","1201520010","0"
"","","","","20152","91","0","","","1201520011",""
"","0.2","1","","20152","3","103411","","travel_topdrama_r_2000_idle_normal","1201520012",""
"","0.2","0","1","20152","3","103211","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","1201520013",""
"","","0","","20152","21","vo_travel_talk","0","vo_travel_talk_20015_02","1201520014",""
"0","0","10","1","20152","11","103211","1","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","1201520015","0"
"","","","","20152","91","0","","","1201520016",""
"","0.2","1","","20152","3","103211","","travel_topdrama_r_2000_idle_doya_surprise","1201520017",""
"","","","","20152","112","","","","1201520018",""
"","","","","20152","91","0","","","1201520019",""
"1","0.8","101","-68","20161","1","1","42","101611","1201610001","travel_topdrama_r_2000_idle_kyapi"
"0","0.8","102","-68","20161","1","1","-42","101811","1201610002","travel_topdrama_r_2000_idle_wish_joy"
"0","1","110","-75","20161","5","0","0","0","1201610003","mana"
"","","","","20161","91","0","","","1201610004",""
"","","","","20161","93","10","","0","1201610005",""
"","","","","20161","101","1201610005","","","1201610006",""
"","0","0","","20161","3","0","","none","1201610007",""
"","","","","20161","91","0","","","1201610008",""
"","","","","20162","13","101611","","103","1201620001",""
"","","","","20162","13","101811","","104","1201620002",""
"","0.2","0","1","20162","3","101611","travel_topdrama_r_2000_talk_kyapi_loop","travel_topdrama_r_2000_talk_kyapi_in","1201620003",""
"","","0","","20162","21","vo_travel_talk","0","vo_travel_talk_20016_00","1201620004",""
"0","0","10","1","20162","11","101611","1","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","1201620005","0"
"","","","","20162","91","0","","","1201620006",""
"","0.2","1","","20162","3","101611","","travel_topdrama_r_2000_idle_kyapi","1201620007",""
"","0.2","1","","20162","3","101811","","travel_topdrama_r_2000_talk_wish_loop_joy","1201620008",""
"","","0","","20162","21","vo_travel_talk","0","vo_travel_talk_20016_01","1201620009",""
"0","0","10","1","20162","11","101811","1","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","1201620010","0"
"","","","","20162","91","0","","","1201620011",""
"","0.2","1","","20162","3","101811","","travel_topdrama_r_2000_idle_wish_joy","1201620012",""
"","0.2","0","1","20162","3","101611","travel_topdrama_r_2000_talk_doya_loop_faceAnger","travel_topdrama_r_2000_talk_doya_in_faceAnger","1201620013",""
"","","0","","20162","21","vo_travel_talk","0","vo_travel_talk_20016_02","1201620014",""
"0","0","10","1","20162","11","101611","1","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","1201620015","0"
"","","","","20162","91","0","","","1201620016",""
"","0.2","1","","20162","3","101611","","travel_topdrama_r_2000_idle_doya_faceAnger","1201620017",""
"","","","","20162","112","","","","1201620018",""
"","","","","20162","91","0","","","1201620019",""
"1","0.8","101","-68","20171","1","1","42","106511","1201710001","travel_topdrama_r_2000_idle_doya"
"0","0.8","102","-68","20171","1","1","-42","106611","1201710002","travel_topdrama_r_2000_idle_normal"
"0","1","110","-75","20171","5","0","0","0","1201710003","mana"
"","","","","20171","91","0","","","1201710004",""
"","","","","20171","93","10","","0","1201710005",""
"","","","","20171","101","1201710005","","","1201710006",""
"","0","0","","20171","3","0","","none","1201710007",""
"","","","","20171","91","0","","","1201710008",""
"","","","","20172","13","106511","","103","1201720001",""
"","","","","20172","13","106611","","104","1201720002",""
"","0.2","0","1","20172","3","106511","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","1201720003",""
"","","0","","20172","21","vo_travel_talk","0","vo_travel_talk_20017_00","1201720004",""
"0","0","10","1","20172","11","106511","1","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","1201720005","0"
"","","","","20172","91","0","","","1201720006",""
"","0.2","1","","20172","3","106511","","travel_topdrama_r_2000_idle_doya","1201720007",""
"","0.2","0","1","20172","3","106611","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","travel_topdrama_r_2000_talk_arm_crossed_in_sad","1201720008",""
"","","0","","20172","21","vo_travel_talk","0","vo_travel_talk_20017_01","1201720009",""
"0","0","10","1","20172","11","106611","1","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","1201720010","0"
"","","","","20172","91","0","","","1201720011",""
"","0.2","1","","20172","3","106611","","travel_topdrama_r_2000_idle_arm_crossed_sad","1201720012",""
"","0.2","0","1","20172","3","106511","travel_topdrama_r_2000_talk_doya_loop_surprise","travel_topdrama_r_2000_talk_doya_in_surprise","1201720013",""
"","","0","","20172","21","vo_travel_talk","0","vo_travel_talk_20017_02","1201720014",""
"0","0","10","1","20172","11","106511","1","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","1201720015","0"
"","","","","20172","91","0","","","1201720016",""
"","0.2","1","","20172","3","106511","","travel_topdrama_r_2000_idle_doya_surprise","1201720017",""
"","","","","20172","112","","","","1201720018",""
"","","","","20172","91","0","","","1201720019",""
"1","0.8","101","-68","20181","1","1","0","118011","1201810001","travel_topdrama_r_2000_idle_sad"
"0","1","110","-75","20181","5","0","0","0","1201810002","mana"
"","","","","20181","91","0","","","1201810003",""
"","","","","20181","93","10","","0","1201810004",""
"","","","","20181","101","1201810004","","","1201810005",""
"","0","0","","20181","3","0","","none","1201810006",""
"","","","","20181","91","0","","","1201810007",""
"","","","","20182","13","118011","","103","1201820001",""
"","0.2","0","1","20182","3","118011","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","1201820002",""
"","","0","","20182","21","vo_travel_talk","0","vo_travel_talk_20018_00","1201820003",""
"0","0","10","1","20182","11","118011","1","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","1201820004","0"
"","","","","20182","91","0","","","1201820005",""
"","0.2","0","1","20182","3","118011","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","1201820006",""
"","","0","","20182","21","vo_travel_talk","0","vo_travel_talk_20018_01","1201820007",""
"0","0","10","1","20182","11","118011","1","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","1201820008","0"
"","","","","20182","91","0","","","1201820009",""
"","0.2","1","","20182","3","118011","","travel_topdrama_r_2000_talk_thinking","1201820010",""
"","","0","","20182","21","vo_travel_talk","0","vo_travel_talk_20018_02","1201820011",""
"0","0","10","1","20182","11","118011","1","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","1201820012","0"
"","","","","20182","91","0","","","1201820013",""
"","0.2","0","1","20182","3","118011","travel_topdrama_r_2000_eieio_loop","travel_topdrama_r_2000_eieio_in","1201820014",""
"","","","","20182","91","0","","","1201820015",""
"","","","","20182","112","","","","1201820016",""
"","","","","20182","91","0","","","1201820017",""
"1","0.8","101","-68","20191","1","1","42","106111","1201910001","travel_topdrama_r_2000_idle_smile"
"0","0.8","102","-68","20191","1","1","-42","107011","1201910002","travel_topdrama_r_2000_idle_doya_sad"
