780e895ab7398a6b938230a1b7b9cf7b720fb54fc55deb3e13ea18950346db2d,b7dba8cf9dafde290a49ed256f601e40085c88169d2c16c5290dbbee48fa0542,77535098f7f5ca57638363e3377b88ce8e1ba9e965152a7ef67a53ab4559d070,d1df96456c40d5656c0825e0b26f269ff252c65b596e358c090561132d225593,3a00fa6f0adc4347678d565a8f08f1811c2ec9efe2cd7193a1bc2589abc7afc0,77ea31eca7342edfc87d341ee6c0ac2bc12dec951cb7345f45533a404486347c,00967612f7531fdff5cbd20a5d834195cf7c3cf1c640cf41109fbafbf9b91bdc,6b6f177a437d423e38e75c00d1200af825fd323635a9f784234c740c3d02722a,20526186bdb0439b829bb759c5cad59ccea3a8c6509c268bcc4645fa41aa1ec4,dcee350fe2fcfe4f0c7b16a45e84b4e67bf5187177390af669c76eda07ef4549,fbead0bfddaadbf40940b6944d154fc460f59f253d3bdfdfe96a6dd1d919a8fe
"701","","","6214","32","1","","","","6214030",""
"905","0","","6214","33","0","0.01","","","6214031",""
"106731","0","","6214","3","wac_birthday_blowout_01","wac_birthday_wish_05","0.2","1","6214032","0.2"
"106731","-330","","6214","2","-200","0.01","","","6214033",""
"106611","1","","6214","3","wac_birthday_idle_doya","","","","6214034","0.2"
"106611","-320","","6214","2","180","0.01","","","6214035",""
"106511","1","","6214","3","wac_birthday_idle_normal","","","","6214036","0.2"
"106511","-340","","6214","2","320","0.01","","","6214037",""
"0","","","6214","93","","","","","6214038",""
"800","","","6214","32","1","","","","6214039",""
"0.7","","","6214","93","","","","","6214040",""
"702","","","6214","32","1","","","","6214041",""
"0.5","","","6214","93","","","","","6214042",""
"se_common","0","","6214","23","se_sys_login_birthday_blow_candle","","","","6214043",""
"701","","","6214","32","0","","","","6214044",""
"0.4","","","6214","93","","","","","6214045",""
"se_common","0","","6214","23","se_sys_login_birthday_cracker","","","","6214046",""
"700","","","6214","32","1","","","","6214047",""
"se_common","0","","6214","23","se_sys_login_birthday_calendar_applause","","","","6214048",""
"106611","0","","6214","3","wac_birthday_clap","wac_birthday_idle_doya","0.2","1","6214049","0.2"
"0.1","","","6214","93","","","","","6214050",""
"106511","0","","6214","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","6214051","0.2"
"2","","","6214","93","","","","","6214052",""
"1","","","6214","131","","","","","6214053",""
"vo_wac_06214","0","","6214","21","vo_wac_06214_000","0","","","6214054",""
"106731","10","0.5","6214","11","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","1","0","1","6214055","0"
"0","","","6214","91","","","","","6214056",""
"106731","1","","6214","3","wac_birthday_idle_wish","","","","6214057","0.2"
"106611","1","","6214","3","wac_birthday_talk_anger","","","","6214058","0.2"
"vo_wac_06214","0","","6214","21","vo_wac_06214_001","0","","","6214059",""
"106611","10","0.5","6214","11","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","1","0","1","6214060","0"
"0","","","6214","91","","","","","6214061",""
"106611","1","","6214","3","wac_birthday_idle_normal","","","","6214062","0.2"
"106731","1","","6214","3","wac_birthday_talk_wish","","","","6214063","0.2"
"vo_wac_06214","0","","6214","21","vo_wac_06214_002","0","","","6214064",""
"106731","10","0.5","6214","11","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","1","0","1","6214065","0"
"0","","","6214","91","","","","","6214066",""
"106731","1","","6214","3","wac_birthday_talk_smile","","","","6214067","0.2"
"vo_wac_06214","0","","6214","21","vo_wac_06214_003","0","","","6214068",""
"106731","10","0.5","6214","11","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","1","0","1","6214069","0"
"0","","","6214","91","","","","","6214070",""
"0","","","6214","22","","","","","6214071",""
"bgm_M321","","","8014","25","bgm_M321_2C","","","","8014001",""
"1","250","wac_birthday_idle_normal","8014","1","104411","-1000","0","-70","8014002","2"
"1","256","wac_birthday_shinobu_idle_wish","8014","1","103111","170","1","-260","8014003","2"
"1","259","wac_birthday_idle_smile","8014","1","100711","270","1","-310","8014004","2"
"1","257","wac_birthday_idle_normal","8014","1","102211","400","1","-270","8014005","2"
"1","258","wac_birthday_idle_smile","8014","1","100611","500","1","-310","8014006","2"
"104411","","","8014","13","300","","","","8014007",""
"103111","","","8014","13","300","","","","8014008",""
"600","0","","8014","31","600","0","","1","8014009","1"
"602","0","","8014","31","602","0","","1","8014010","0"
"603","0","","8014","31","603","0","","1","8014011","0"
"604","30","","8014","31","604","60","","1","8014012","1"
"610","0","","8014","31","610","0","","1","8014013","1"
"700","0","","8014","31","700","0","","1","8014014","0"
"701","0","","8014","31","701","0","","1","8014015","0"
"702","0","","8014","31","702","0","","1","8014016","0"
"800","0","","8014","31","800","0","","1","8014017","0"
"906","30","","8014","31","906","60","","1","8014018","1"
"1","","","8014","93","","","","","8014019",""
"100711","0","","8014","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","8014020","0.2"
"103111","0","","8014","3","wac_birthday_shinobu_reaction_04","wac_birthday_shinobu_reaction_01","0.2","1","8014021","0.2"
"0.1","","","8014","93","","","","","8014022",""
"102211","0","","8014","3","wac_birthday_reaction_01","wac_birthday_reaction_04","0.2","1","8014023","0.2"
"100611","0","","8014","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","8014024","0.2"
"0.3","","","8014","93","","","","","8014025",""
"104411","1","","8014","3","wac_birthday_run_01","","","","8014026","0.2"
"104411","-70","","8014","2","0","3","","","8014027",""
"2.5","","","8014","93","","","","","8014028",""
"602","","","8014","32","1","","","","8014029",""
"0.6","","","8014","93","","","","","8014030",""
"600","","","8014","32","0","","","","8014031",""
"610","","","8014","32","0","","","","8014032",""
"604","","","8014","32","0","","","","8014033",""
"701","","","8014","32","1","","","","8014034",""
"906","0","","8014","33","0","0.01","","","8014035",""
"104411","0","","8014","3","wac_birthday_blowout_01","wac_birthday_wish_02","0.2","1","8014036","0.2"
"104411","-330","","8014","2","-200","0.01","","","8014037",""
"103111","1","","8014","3","wac_birthday_shinobu_idle_wish","","","","8014038","0.2"
"103111","-320","","8014","2","150","0.01","","","8014039",""
"100711","1","","8014","3","wac_birthday_idle_smile","","","","8014040","0.2"
"100711","-360","","8014","2","265","0.01","","","8014041",""
"102211","1","","8014","3","wac_birthday_idle_normal","","","","8014042","0.2"
"102211","-320","","8014","2","400","0.01","","","8014043",""
"100611","1","","8014","3","wac_birthday_idle_smile","","","","8014044","0.2"
"100611","-340","","8014","2","500","0.01","","","8014045",""
"0","","","8014","93","","","","","8014046",""
"800","","","8014","32","1","","","","8014047",""
"0.7","","","8014","93","","","","","8014048",""
"702","","","8014","32","1","","","","8014049",""
"0.5","","","8014","93","","","","","8014050",""
"se_common","0","","8014","23","se_sys_login_birthday_blow_candle","","","","8014051",""
"701","","","8014","32","0","","","","8014052",""
"0.4","","","8014","93","","","","","8014053",""
"se_common","0","","8014","23","se_sys_login_birthday_cracker","","","","8014054",""
"700","","","8014","32","1","","","","8014055",""
"se_common","0","","8014","23","se_sys_login_birthday_calendar_applause","","","","8014056",""
"103111","0","","8014","3","wac_birthday_shinobu_clap_to_wish","wac_birthday_shinobu_idle_wish","0.2","1","8014057","0.2"
"102211","0","","8014","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","8014058","0.2"
"0.1","","","8014","93","","","","","8014059",""
"100711","0","","8014","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","8014060","0.2"
"0.1","","","8014","93","","","","","8014061",""
"100611","0","","8014","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","8014062","0.2"
"2","","","8014","93","","","","","8014063",""
"1","","","8014","131","","","","","8014064",""
"vo_wac_08014","0","","8014","21","vo_wac_08014_000","0","","","8014065",""
"104411","10","0.5","8014","11","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","1","0","1","8014066","0"
"0","","","8014","91","","","","","8014067",""
"104411","1","","8014","3","wac_birthday_idle_normal","","","","8014068","0.2"
"103111","1","","8014","3","wac_birthday_shinobu_talk_wish","","","","8014069","0.2"
"vo_wac_08014","0","","8014","21","vo_wac_08014_002","0","","","8014070",""
"103111","10","0.5","8014","11","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","1","0","1","8014071","0"
"0","","","8014","91","","","","","8014072",""
"103111","1","","8014","3","wac_birthday_shinobu_idle_wish","","","","8014073","0.2"
"104411","1","","8014","3","wac_birthday_talk_doya","","","","8014074","0.2"
"vo_wac_08014","0","","8014","21","vo_wac_08014_003","0","","","8014075",""
"104411","10","0.5","8014","11","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","1","0","1","8014076","0"
"0","","","8014","91","","","","","8014077",""
"104411","1","","8014","3","wac_birthday_talk_smile","","","","8014078","0.2"
"vo_wac_08014","0","","8014","21","vo_wac_08014_004","0","","","8014079",""
"104411","10","0.5","8014","11","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","1","0","1","8014080","0"
"0","","","8014","91","","","","","8014081",""
"0","","","8014","22","","","","","8014082",""
"bgm_M321","","","8514","25","bgm_M321_2C","","","","8514001",""
"1","250","wac_birthday_idle_normal","8514","1","102311","-1000","0","-70","8514002","2"
"1","256","wac_birthday_idle_wish","8514","1","102111","200","1","-270","8514003","2"
"1","258","wac_birthday_idle_normal","8514","1","102811","310","1","-310","8514004","2"
"1","257","wac_birthday_idle_smile","8514","1","102511","445","1","-290","8514005","2"
"102311","","","8514","13","300","","","","8514006",""
"102111","","","8514","13","300","","","","8514007",""
"600","0","","8514","31","600","0","","1","8514008","1"
"602","0","","8514","31","602","0","","1","8514009","0"
"603","0","","8514","31","603","0","","1","8514010","0"
"604","30","","8514","31","604","60","","1","8514011","1"
"610","0","","8514","31","610","0","","1","8514012","1"
"700","0","","8514","31","700","0","","1","8514013","0"
"701","0","","8514","31","701","0","","1","8514014","0"
"702","0","","8514","31","702","0","","1","8514015","0"
"800","0","","8514","31","800","0","","1","8514016","0"
"907","30","","8514","31","907","60","","1","8514017","1"
"1","","","8514","93","","","","","8514018",""
"102111","0","","8514","3","wac_birthday_reaction_01","wac_birthday_reaction_03","0.2","1","8514019","0.2"
"0.1","","","8514","93","","","","","8514020",""
"102811","0","","8514","3","wac_birthday_reaction_01","wac_birthday_reaction_04","0.2","1","8514021","0.2"
"102511","0","","8514","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","8514022","0.2"
"0.3","","","8514","93","","","","","8514023",""
"102311","1","","8514","3","wac_birthday_run_01","","","","8514024","0.2"
"102311","-70","","8514","2","0","3","","","8514025",""
"2.5","","","8514","93","","","","","8514026",""
"602","","","8514","32","1","","","","8514027",""
"0.6","","","8514","93","","","","","8514028",""
"600","","","8514","32","0","","","","8514029",""
"610","","","8514","32","0","","","","8514030",""
"604","","","8514","32","0","","","","8514031",""
"701","","","8514","32","1","","","","8514032",""
"907","0","","8514","33","0","0.01","","","8514033",""
"102311","0","","8514","3","wac_birthday_blowout_01","wac_birthday_wish_02","0.2","1","8514034","0.2"
"102311","-330","","8514","2","-200","0.01","","","8514035",""
"102111","1","","8514","3","wac_birthday_idle_wish","","","","8514036","0.2"
"102111","-320","","8514","2","180","0.01","","","8514037",""
"102811","1","","8514","3","wac_birthday_idle_normal","","","","8514038","0.2"
"102811","-360","","8514","2","290","0.01","","","8514039",""
"102511","1","","8514","3","wac_birthday_idle_smile","","","","8514040","0.2"
"102511","-340","","8514","2","425","0.01","","","8514041",""
"0","","","8514","93","","","","","8514042",""
"800","","","8514","32","1","","","","8514043",""
"0.7","","","8514","93","","","","","8514044",""
"702","","","8514","32","1","","","","8514045",""
"0.5","","","8514","93","","","","","8514046",""
"se_common","0","","8514","23","se_sys_login_birthday_blow_candle","","","","8514047",""
"701","","","8514","32","0","","","","8514048",""
"0.4","","","8514","93","","","","","8514049",""
"se_common","0","","8514","23","se_sys_login_birthday_cracker","","","","8514050",""
"700","","","8514","32","1","","","","8514051",""
"se_common","0","","8514","23","se_sys_login_birthday_calendar_applause","","","","8514052",""
"102111","0","","8514","3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","0.2","1","8514053","0.2"
"0.1","","","8514","93","","","","","8514054",""
"102811","0","","8514","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","8514055","0.2"
"0.1","","","8514","93","","","","","8514056",""
"102511","0","","8514","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","8514057","0.2"
"2","","","8514","93","","","","","8514058",""
"1","","","8514","131","","","","","8514059",""
"vo_wac_08514","0","","8514","21","vo_wac_08514_000","0","","","8514060",""
"102311","10","0.5","8514","11","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","1","0","1","8514061","0"
"0","","","8514","91","","","","","8514062",""
"102311","1","","8514","3","wac_birthday_idle_smile","","","","8514063","0.2"
"102111","1","","8514","3","wac_birthday_talk_smile","","","","8514064","0.2"
"vo_wac_08514","0","","8514","21","vo_wac_08514_001","0","","","8514065",""
"102111","10","0.5","8514","11","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","1","0","1","8514066","0"
"0","","","8514","91","","","","","8514067",""
"102111","1","","8514","3","wac_birthday_idle_smile","","","","8514068","0.2"
"102311","1","","8514","3","wac_birthday_talk_wish","","","","8514069","0.2"
"vo_wac_08514","0","","8514","21","vo_wac_08514_002","0","","","8514070",""
"102311","10","0.5","8514","11","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","1","0","1","8514071","0"
"0","","","8514","91","","","","","8514072",""
"102311","1","","8514","3","wac_birthday_talk_smile","","","","8514073","0.2"
"vo_wac_08514","0","","8514","21","vo_wac_08514_003","0","","","8514074",""
"102311","10","0.5","8514","11","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","1","0","1","8514075","0"
"0","","","8514","91","","","","","8514076",""
"0","","","8514","22","","","","","8514077",""
"bgm_M321","","","8614","25","bgm_M321_2C","","","","8614001",""
"1","250","wac_birthday_idle_normal","8614","1","105911","-1000","0","-70","8614002","2"
