d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476
"99","2","0","3","毎秒ＴＰを10回復する","1","0","10","0","0","2160","10","1","2","","0","3","0","0","101001106","48"
"1","2","8.5","3","味方単体のＨＰを{0}回復","1","0","0","1.2","0","2160","1","2","0","ＨＰ回復量+{0}","0","5","0","8.5","101001201","4"
"1","2","1","3","味方単体の物理防御力を{0}アップ","1","1","0","12","0","2160","1","20","1","物理防御力アップ+{0}","0","5","0","1","101001202","10"
"1","2","0.08","2","毎秒ＨＰを{0}回復する","1","0","8.5","0","0","2160","0.5","2","1","回復量+{0}","0","5","0","0.5","101001203","48"
"0","0","2","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","物理防御力アップ+{0}","0","0","0","2","101050101","90"
"0","0","2","0","自分の物理防御力を{0}アップ","1","0","0","1","0","0","1","3","0","物理防御力アップ+{0}","0","0","0","2","101051101","90"
"0","0","0","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","","0","0","0","225","101051102","90"
"99","1","1.62","1","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","1150","20.4","1","0","物理ダメージ+{0}","0","3","0","20.4","101100101","1"
"1","2","0","1","自分の物理クリティカルを{0}アップ","1","1","0","99","0","0","1","60","1","","0","7","0","45","101100201","10"
"1","2","15","1","自分の物理攻撃力を{0}アップ","1","1","0","12","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","15","101100202","10"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","20","1","0","物理ダメージ+{0}","0","3","0","20","101100301","1"
"99","1","2.16","1","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","1300","28","1","0","物理ダメージ+{0}","1.75","3","0","28","101101101","1"
"1","2","0","1","自分の物理クリティカルを{0}アップ","1","1","0","99","0","0","1","60","1","","0","7","0","75","101101201","10"
"1","2","20","1","自分の物理攻撃力を{0}アップ","1","1","0","12","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","20","101101202","10"
"1","2","12","1","自分の行動速度アップ","1","0","0","0","0","0","1.8","2","0","","0","7","0","0","101101203","8"
"99","1","2.8","1","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","1300","35","1","0","物理ダメージ+{0}","0","3","0","35","101101301","1"
"1","2","0","1","自分の物理攻撃クリティカル時のダメージを{0}％アップ","1","1","0","18","0","0","1","110","1","","0","7","0","15","101101302","10"
"1","2","90","1","自分の物理攻撃力を{0}アップ","1","1","0","18","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","90","101101303","10"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","650","1","0","","0","7","0","0","101101304","16"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","101150101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","101151101","90"
"99","1","0.54","3","物理攻撃をする敵に{0}の追加魔法ダメージ","1","0","0","0","0","2160","6.75","2","0","追加魔法ダメージ+{0}","0","20","0","6.75","101200101","1"
"99","1","0.81","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","9","2","0","全体魔法ダメージ+{0}","0","3","0","9","101200102","1"
"1","1","1.6","3","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","20","2","0","魔法ダメージ+{0}","0","14","0","20","101200201","1"
"1","1","0.8","3","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","10","2","0","魔法ダメージ+{0}","0","14","0","10","101200301","1"
"1","1","1.5","3","敵単体を一定時間行動不能にする","1","0","0","0","0","2160","0","7","0","スタンの確定成功Ｌｖ+1","0","14","0","0","101200302","8"
"99","1","2.4","2","物理攻撃をする敵に{0}の追加魔法ダメージ","1","0","0","0","0","2160","9","2","0","追加魔法ダメージ+{0}","0","20","0","9","101201101","1"
"99","1","0.54","2","物理攻撃をする敵の魔法防御力を{0}ダウン","1","0","0","18","0","2160","1","41","1","魔法防御力ダウン+{0}","0","20","0","0.54","101201102","10"
"99","1","6","2","物理攻撃をする敵を一定時間行動不能にする","1","0","0","0","0","2160","0","7","0","スタンの確定成功Ｌｖ+1","0","20","0","0","101201103","8"
"99","1","0.81","2","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","9","2","0","全体魔法ダメージ+{0}","0","3","0","9","101201104","1"
"1","1","1.8","3","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","22","2","0","魔法ダメージ+{0}","0","14","0","22","101201201","1"
"1","1","0.2","3","敵単体の魔法防御力を{0}ダウン","1","1","0","12","0","2160","1","41","1","魔法防御力ダウン+{0}","0","14","0","0.2","101201202","10"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","101250101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","101251101","90"
"1","1","5.6","2","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","60","2","0","魔法ダメージ+{0}","0","6","0","60","101300101","1"
"1","1","0","1","","1","0","0","0","0","2160","0","1","0","","0","3","0","0","101300201","7"
"99","1","0.48","2","範囲内の敵の魔法防御力を{0}ダウン","1","0","0","12","0","200","1","41","0","魔法防御力ダウン+{0}","0","3","0","0.48","101300202","10"
"1","1","1.6","2","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","20","2","0","魔法ダメージ+{0}","0","6","0","20","101300301","1"
"1","1","1.5","2","敵単体を一定時間行動不能にする","1","0","0","0","0","2160","0","7","0","スタンの確定成功Ｌｖ+1","0","6","0","0","101300302","8"
"1","1","11.2","2","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","140","2","0","魔法ダメージ+{0}","0","6","0","140","101301101","1"
"1","1","0.5","2","敵単体の魔法防御力を{0}ダウン","1","0","0","18","0","2160","1","41","0","魔法防御力ダウン+{0}","0","6","0","0.5","101301102","10"
"1","1","0","1","","1","0","0","0","0","2160","0","1","0","","0","3","0","0","101301201","7"
"99","1","0.8","2","範囲内の敵の魔法防御力を{0}ダウン","1","0","0","12","0","200","1","41","0","魔法防御力ダウン+{0}","0","3","0","0.8","101301202","10"
"1","1","4.8","2","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","60","2","0","魔法ダメージ+{0}","0","6","0","60","101301301","1"
"1","1","4.5","2","敵単体を一定時間行動不能にする","1","0","0","0","0","2160","0","7","0","スタンの確定成功Ｌｖ+1","0","6","0","0","101301302","8"
"1","1","0","2","敵単体のＨＰ回復量を90％ダウン","1","0","0","0","0","2160","0.9","1","1","","0","6","0","18","101301303","59"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","101350101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","101351101","90"
"1","1","0","1","","1","0","0","0","2","2160","0","3","0","","0","3","0","0","101400101","7"
"1","1","16","1","フィールド内の敵の魔法防御力{0}ダウン","1","0","300","0","2","2160","2.4","41","1","魔法防御力ダウン+{0}","0","3","3","2.4","101400102","38"
"1","1","16","1","フィールド内の敵のＴＰ上昇{0}ダウン","1","0","300","0","2","2160","10","81","1","","0","3","0","0","101400103","38"
"1","1","0","1","","1","0","0","0","2","2160","0","1","0","","0","3","0","0","101400104","7"
"99","1","16","2","範囲内の敵の行動速度を一定時間低下させる","1","0","0","0","0","300","0.9","1","0","行動速度低下の確定成功Ｌｖ+1","0","1","0","0","101400105","8"
"99","1","0.27","1","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","800","3.4","2","0","魔法ダメージ+{0}","0","3","0","3.4","101400201","1"
"99","1","2.5","1","範囲内の敵を一定時間行動不能にする","1","0","0","0","0","800","0","5","0","束縛の確定成功Ｌｖ+1","0","3","0","0","101400202","8"
"1","1","0.6","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","-1","8","2","0","魔法ダメージ+{0}","0","3","0","8","101400301","1"
"1","1","1","1","敵単体を混乱させる","1","0","0","0","0","-1","7.5","1","0","混乱の確定成功Ｌｖ+1","0","3","0","0","101400302","11"
"1","1","0","1","","1","0","0","0","2","2160","0","3","0","","0","3","0","0","101401101","7"
"1","1","18","1","フィールド内の敵の魔法防御力{0}ダウン","1","0","410","0","2","2160","2.4","41","1","魔法防御力ダウン+{0}","0","3","3","2.4","101401102","38"
"1","1","18","1","フィールド内の敵のＴＰ上昇{0}ダウン","1","0","410","0","2","2160","10","81","1","","0","3","0","0","101401103","38"
"99","1","0","3","","1","0","0","0","0","2160","0","0","0","","0","3","0","0","101401104","92"
"1","1","0","1","","1","0","0","0","2","2160","0","1","0","","0","3","0","0","101401105","7"
"99","1","18","2","範囲内の敵の行動速度を一定時間低下させる","1","0","0","0","0","300","0.7","1","0","行動速度低下の確定成功Ｌｖ+1","0","1","0","0","101401106","8"
"99","1","0","2","","1","0","0","0","0","300","5","101401108","0","","0","1","0","0","101401107","57"
"99","1","0.5","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","6.25","2","0","魔法ダメージ+{0}","0","3","0","6.25","101401108","1"
"99","1","0.72","1","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","800","9","2","0","魔法ダメージ+{0}","0","3","0","9","101401201","1"
"99","1","0","1","","1","0","0","0","0","800","4","101401203","3","","0","3","0","0.2","101401202","26"
"99","1","2.5","1","範囲内の敵を一定時間行動不能にする","1","0","0","0","0","800","0","5","0","束縛の確定成功Ｌｖ+1","0","3","0","0","101401203","8"
"0","0","2","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","魔法防御力アップ+{0}","0","0","0","2","101450101","90"
"0","0","2","0","自分の魔法防御力を{0}アップ","1","0","0","1","0","0","1","5","0","魔法防御力アップ+{0}","0","0","0","32","101451101","90"
"99","2","4.5","3","味方全体のＨＰを{0}回復","1","0","0","0.3375","0","2160","1","2","0","ＨＰ回復量+{0}","0","3","0","4.5","101500101","4"
"99","2","0.45","3","味方全体の魔法防御力を{0}アップ","1","0","0","18","0","2160","1","40","1","魔法防御力アップ+{0}","0","3","0","0.45","101500102","10"
"99","2","5.5","2","範囲内の味方の魔法攻撃力を{0}アップ","1","0","0","12","0","300","1","30","0","魔法攻撃力アップ+{0}","0","3","0","5.5","101500201","10"
"1","2","0.12","2","毎秒ＨＰを{0}回復する","1","0","7","0","0","2160","1","2","1","回復量+{0}","0","10","0","1","101500301","48"
"99","2","4.5","3","味方全体のＨＰを{0}回復","1","0","0","0.3375","0","2160","1","2","0","ＨＰ回復量+{0}","0","3","0","4.5","101501101","4"
"99","2","0.45","3","味方全体の魔法防御力を{0}アップ","1","0","0","18","0","2160","1","40","1","魔法防御力アップ+{0}","0","3","0","0.45","101501102","10"
"99","2","25","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","25","101501103","10"
"99","2","0","3","味方全体の魔法クリティカルを{0}アップ","1","0","0","18","0","2160","1","70","1","","0","3","0","50","101501104","10"
"99","2","0","3","味方全体の魔法攻撃クリティカル時のダメージを25％アップ","1","0","0","18","0","2160","1","120","1","","0","3","0","25","101501105","10"
"99","2","0.04","3","毎秒ＨＰを{0}回復する","1","0","18","0","0","2160","0.8","2","1","回復量+{0}","0","3","0","0.8","101501106","48"
"99","2","18","2","範囲内の味方の魔法攻撃力を{0}アップ","1","0","0","12","0","300","1","30","0","魔法攻撃力アップ+{0}","0","3","0","18","101501201","10"
"99","2","0","2","範囲内の味方の魔法クリティカルを{0}アップ","1","1","0","12","0","300","1","70","1","魔法クリティカルアップ+{0}","0","3","0","40","101501202","10"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","101550101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","101551101","90"
"1","1","4","1","敵単体に{0}の物理ダメージ","1","0","1","0","0","-1","45","1","0","物理ダメージ+{0}","0","3","0","45","101600101","1"
"1","1","0.9","1","敵単体に{0}の物理ダメージ","1","0","1","0","0","-1","12","1","0","物理ダメージ+{0}","0","3","0","12","101600201","1"
"1","2","15","3","自分の物理攻撃力を{0}アップ","1","1","0","12","0","0","1","10","1","物理攻撃力+{0}","0","7","0","15","101600301","10"
"1","2","0","3","自分の物理攻撃クリティカル時のダメージを25％アップ","1","1","0","18","0","-1","2","110","1","物理クリティカルアップ+{0}","0","7","0","25","101601101","10"
"1","1","9","1","敵単体に{0}の物理ダメージ","1","0","1","0","0","-1","112","1","0","物理ダメージ+{0}","0","3","0","112","101601102","1"
"1","1","0.9","1","敵単体に{0}の物理ダメージ","1","0","1","0","0","-1","12","1","0","物理ダメージ+{0}","1.5","3","0","12","101601201","1"
"1","1","0.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","12","1","0","物理ダメージ+{0}","1.5","3","0","12","101601202","1"
"1","1","0.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","12","1","0","物理ダメージ+{0}","1.5","3","0","12","101601203","1"
"1","2","75","3","自分の物理攻撃力を{0}アップ","1","1","0","180","0","0","1","10","1","物理攻撃力アップ+{0}","0","7","0","75","101601301","10"
"1","2","0","3","自分の物理攻撃クリティカル時のダメージを{0}％アップ","1","1","0","180","0","0","1","110","1","","0","7","0","15","101601302","10"
"1","2","0","3","自分のＴＰを{0}回復","1","0","0","0","0","0","150","1","0","","0","7","0","0","101601303","16"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","101650101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","101651101","90"
"1","1","4.8","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","60","1","0","物理ダメージ+{0}","0","3","0","60","101700101","1"
"1","1","1.6","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","20","1","0","物理ダメージ+{0}","0","3","0","20","101700201","1"
"1","2","10","3","攻撃する度にダメージ{0}増加","1","0","0","5","0","2160","1","0","0","追加ダメージ+{0}","0","7","0","10","101700301","102"
"1","1","14.4","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","180","1","0","物理ダメージ+{0}","0","3","0","180","101701101","1"
"1","2","15","3","自分の物理攻撃力を{0}アップ","1","0","0","180","0","0","1","10","1","物理攻撃力+{0}","0","7","0","15","101701102","10"
"1","1","2.3","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","30","1","0","物理ダメージ+{0}","0","3","0","30","101701201","1"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","101750101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","101751101","90"
"99","1","0.405","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","4.5","2","0","全体魔法ダメージ+{0}","0","3","0","4.5","101800101","1"
"99","1","100","3","敵全体を誘惑する","1","0","0","0","0","2160","4","0","0","誘惑の確定成功Ｌｖ+1","0","3","0","0","101800102","11"
"1","1","0","1","","1","0","0","0","1","4000","0","1","0","","0","3","0","0","101800201","7"
"99","1","0.72","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","100","9","2","0","魔法ダメージ+{0}","0","1","0","9","101800202","1"
"1","1","0","3","敵単体のＴＰを{0}失わせる","1","0","0","0","0","-1","50","2","0","ＴＰダメージ+{0}","0","2","0","1","101800301","16"
"1","2","0","1","自分のＴＰを{0}回復","1","0","0","0","0","0","50","1","0","ＴＰ回復量+{0}","0","7","0","1","101800302","16"
"99","1","0.81","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","10","2","0","全体魔法ダメージ+{0}","0","3","0","10","101801101","1"
"99","1","0","3","敵全体のＴＰを{0}失わせる","1","0","0","0","0","2160","20","2","0","ＴＰダメージ+{0}","0","3","0","0.4","101801102","16"
"99","1","0","3","敵全体のＴＰ上昇を{0}ダウン","1","1","0","18","0","2160","1","81","1","","0","3","0","15","101801103","10"
"99","1","100","3","敵全体を誘惑する","1","0","0","0","0","2160","5","0","0","誘惑の確定成功Ｌｖ+1","0","3","0","0","101801104","11"
