8ec33b1beb602686b8105c36e2b6a74b554c214166d183e706c7d2e455951ec4,de214712657351cc4d49e261457dfb22eddebdb2c38063be390c0cec32d2fecc,84273b421d0b16737fa9c2d3c38721cb01e5f71410baaf15a584a676715bf0fe,6134d99cac65b183987328159bbfd437b718d2f8eeb2d329050acb45ed38ea54,2fddd367c00b7f4cf8f86dd178ee0103b593b0613b5b5bcfb80273592a644efc,5b1a2769e31574b098ec50c07ea3a295f6afc8dc88df36e683569846278876e0,b1831264f55b102d746f630193add3143d4dea24b0fbe2b14973e512039ce5aa,d9c74660b99d75287fd08ca057f1ba12d804d2cd6bc2ec94777a8909f7dfde03,6b093ef6e76969dcf334d9831130ae3e6a58c43545c9b487225c9aca8a8a2a6b,c1427d24ed9baf4dd592e1f52b828de285f5c92b5033dc20281f563a68e8026c,1aab82a8af9e876b7a4f86e936eda7994a9cd7d25e000d6c023d4e8ada213a36
"","93","","","","","0.5","1009803","","","1009803030"
"","12","","","10","0","100411","1009803","0.5","0","1009803031"
"","3","1","lsv_idle_normal","lsv_smile2","0","100411","1009803","0","0.2","1009803032"
"","12","","","10","0","103611","1009803","0.5","0","1009803033"
"","3","1","lsv_idle_normal","lsv_smile2","0","103611","1009803","0","0.2","1009803034"
"","12","","","10","0","102011","1009803","0.5","0","1009803035"
"","3","1","lsv_idle_normal","lsv_smile2","0","102011","1009803","0","0.2","1009803036"
"","93","","","","","2","1009803","","","1009803037"
"","4","","","0","","103611","1009803","","","1009803038"
"","3","","","lsv_walk","0.2","103611","1009803","1","","1009803039"
"","2","0","0.5","200","","103611","1009803","-235","","1009803040"
"","93","","","","","0.5","1009803","","","1009803041"
"","3","","","lsv_idle_normal","0.2","103611","1009803","1","","1009803042"
"","93","","","","","0","1009803","","","1009803043"
"","4","","","1","","103611","1009803","","","1009803044"
"","93","","","","","0.6","1009803","","","1009803045"
"","3","","","lsv_talk_memory_dere2","0.2","102011","1009803","1","","1009803046"
"","21","","0","vo_lsv_0321","","vo_lsv","1009803","0","","1009803047"
"0","11","1","1","クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪","0","102011","1009803","10","0","1009803048"
"","91","","","","","0","1009803","","","1009803049"
"","3","","","lsv_idle_memory","0.2","102011","1009803","1","","1009803050"
"","3","","","lsv_talk_normal","0.2","100411","1009803","1","","1009803051"
"","21","","0","vo_lsv_0322","","vo_lsv","1009803","0","","1009803052"
"0","11","1","1","普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？","0","100411","1009803","10","0","1009803053"
"","91","","","","","0","1009803","","","1009803054"
"","3","","","lsv_idle_normal_joyR","0.2","100411","1009803","1","","1009803055"
"","3","","","lsv_idle_normal","0.2","102011","1009803","1","","1009803056"
"","3","","","lsv_talk_sad","0.2","103611","1009803","1","","1009803057"
"","21","","0","vo_lsv_0323","","vo_lsv","1009803","0","","1009803058"
"0","11","1","1","深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。","0","103611","1009803","10","0","1009803059"
"","91","","","","","0","1009803","","","1009803060"
"","3","","","lsv_idle_sad","0.2","103611","1009803","1","","1009803061"
"","3","","","lsv_talk_cool_normal2_loop","0.2","100411","1009803","1","","1009803062"
"","21","","0","vo_lsv_0324","","vo_lsv","1009803","0","","1009803063"
"0","11","1","1","まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！","0","100411","1009803","10","0","1009803064"
"","91","","","","","0","1009803","","","1009803065"
"","3","","","lsv_idle_cool","0.2","100411","1009803","1","","1009803066"
"","3","","","lsv_talk_joy3_dere","0.2","103611","1009803","1","","1009803067"
"","21","","0","vo_lsv_0325","","vo_lsv","1009803","0","","1009803068"
"0","11","1","1","…うん、そうだね。\nまたみんなで行ってみよっ。","0","103611","1009803","10","0","1009803069"
"","91","","","","","0","1009803","","","1009803070"
"","3","","","lsv_idle_normal","0.2","103611","1009803","1","","1009803071"
"","3","","","lsv_look_talk_normal","0.2","102011","1009803","1","","1009803072"
"","21","","0","vo_lsv_0326","","vo_lsv","1009803","0","","1009803073"
"0","11","1","1","あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？","0","102011","1009803","10","0","1009803074"
"","91","","","","","0","1009803","","","1009803075"
"","3","1","lsv_look_idle_normal","lsv_choice","0","100411","1009803","0","0.2","1009803076"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009803","0","0.2","1009803077"
"","3","1","lsv_look_idle_normal","lsv_choice","0","102011","1009803","0","0.2","1009803078"
"","93","","","0","","0.1","1009803","","","1009803079"
"","2","2","0.33","-420","","100411","1009803","-220","0.2","1009803080"
"","2","2","0.33","452","","103611","1009803","-235","0.2","1009803081"
"","2","2","0.33","-545","","102011","1009803","-250","0.2","1009803082"
"","22","","","0","0.2","0","1009803","1","","1009803083"
"","103","","","1009803087","","漫画。","1009803","0","","1009803084"
"","103","","","1009803111","","絵本。","1009803","0","","1009803085"
"","103","","","1009803135","","小説。","1009803","0","","1009803086"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009803","0","0.2","1009803087"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009803","0","0.2","1009803088"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009803","0","0.2","1009803089"
"","93","","","0","","0.1","1009803","","","1009803090"
"","2","2","0.33","-100","","100411","1009803","-220","0.2","1009803091"
"","2","2","0.33","200","","103611","1009803","-235","0.2","1009803092"
"","2","2","0.33","-270","","102011","1009803","-250","0.2","1009803093"
"","93","","","0","","0.7","1009803","","","1009803094"
"","3","1","lsv_surprise3_kira_loop","lsv_surprise3_kira","0","100411","1009803","0","0.2","1009803095"
"","21","","0","vo_lsv_0327","","vo_lsv","1009803","0","","1009803096"
"0","11","1","1","えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！","0","100411","1009803","10","0","1009803097"
"","91","","","","","0","1009803","","","1009803098"
"","3","","","lsv_idle_joy_dere","0.2","100411","1009803","1","","1009803099"
"","3","1","lsv_talk_guts2_joy2_loop","lsv_talk_guts2_joy2","0","102011","1009803","0","0.2","1009803100"
"","21","","0","vo_lsv_0328","","vo_lsv","1009803","0","","1009803101"
"0","11","1","1","ミミも読みた～い！","0","102011","1009803","10","0","1009803102"
"","91","","","","","0","1009803","","","1009803103"
"","3","","","lsv_idle_guts2_joy2","0.2","102011","1009803","1","","1009803104"
"","3","","","lsv_talk_joy3_shy","0.2","103611","1009803","1","","1009803105"
"","21","","0","vo_lsv_0329","","vo_lsv","1009803","0","","1009803106"
"0","11","1","1","もう、みんなして…\n……あの、私もいいですか？","0","103611","1009803","10","0","1009803107"
"","91","","","","","0","1009803","","","1009803108"
"","3","","","lsv_idle_joy_shy","0.2","103611","1009803","1","","1009803109"
"","101","","","","","1009803161","1009803","","","1009803110"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009803","0","0.2","1009803111"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009803","0","0.2","1009803112"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009803","0","0.2","1009803113"
"","93","","","0","","0.1","1009803","","","1009803114"
"","2","2","0.33","-100","","100411","1009803","-220","0.2","1009803115"
"","2","2","0.33","200","","103611","1009803","-235","0.2","1009803116"
"","2","2","0.33","-270","","102011","1009803","-250","0.2","1009803117"
"","93","","","0","","0.7","1009803","","","1009803118"
"","3","","","lsv_talk_joy3_blink","0.2","102011","1009803","1","","1009803119"
"","21","","0","vo_lsv_0330","","vo_lsv","1009803","0","","1009803120"
"0","11","1","1","わぁっ、絵本？\nミミも読んだことある\nお話かな～？","0","102011","1009803","10","0","1009803121"
"","91","","","","","0","1009803","","","1009803122"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009803","1","","1009803123"
"","3","1","lsv_talk_doya_loop","lsv_talk_doya","0","103611","1009803","0","0.2","1009803124"
"","21","","0","vo_lsv_0331","","vo_lsv","1009803","0","","1009803125"
"0","11","1","1","絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。","0","103611","1009803","10","0","1009803126"
"","91","","","","","0","1009803","","","1009803127"
"","3","","","lsv_idle_doya","0.2","103611","1009803","1","","1009803128"
"","3","1","lsv_talk_guts2_loop","lsv_talk_guts2","0","100411","1009803","0","0.2","1009803129"
"","21","","0","vo_lsv_0332","","vo_lsv","1009803","0","","1009803130"
"0","11","1","1","せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！","0","100411","1009803","10","0","1009803131"
"","91","","","","","0","1009803","","","1009803132"
"","3","","","lsv_idle_normal","0.2","100411","1009803","1","","1009803133"
"","101","","","","","1009803161","1009803","","","1009803134"
"","3","1","lsv_idle_normal_worry","lsv_choice","0","100411","1009803","0","0.2","1009803135"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009803","0","0.2","1009803136"
"","3","1","lsv_idle_normal_joyR","lsv_choice","0","102011","1009803","0","0.2","1009803137"
"","93","","","0","","0.1","1009803","","","1009803138"
"","2","2","0.33","-100","","100411","1009803","-220","0.2","1009803139"
"","2","2","0.33","200","","103611","1009803","-235","0.2","1009803140"
"","2","2","0.33","-270","","102011","1009803","-250","0.2","1009803141"
"","93","","","0","","0.7","1009803","","","1009803142"
"","3","1","lsv_talk_doya_loop","lsv_talk_doya","0","103611","1009803","0","0.2","1009803143"
"","21","","0","vo_lsv_0333","","vo_lsv","1009803","0","","1009803144"
"0","11","1","1","せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。","0","103611","1009803","10","0","1009803145"
"","91","","","","","0","1009803","","","1009803146"
"","3","","","lsv_idle_surprise","0.2","103611","1009803","1","","1009803147"
"","3","","","lsv_idle_surprise","0.2","102011","1009803","1","","1009803148"
"","3","","","lsv_talk_tsun_guru","0.2","100411","1009803","1","","1009803149"
"","21","","0","vo_lsv_0334","","vo_lsv","1009803","0","","1009803150"
"0","11","1","1","小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。","0","100411","1009803","10","0","1009803151"
"","91","","","","","0","1009803","","","1009803152"
"","3","1","lsv_gaku_loop","lsv_gaku","0.2","100411","1009803","0","0.2","1009803153"
"","3","","","lsv_idle_bitter_sad","0.2","103611","1009803","1","","1009803154"
"","3","","","lsv_talk_surprise2","0.2","102011","1009803","1","","1009803155"
"","21","","0","vo_lsv_0335","","vo_lsv","1009803","0","","1009803156"
"0","11","1","1","ミ、ミソギちゃ～ん！\nしっかりして～！","0","102011","1009803","10","0","1009803157"
"","91","","","","","0","1009803","","","1009803158"
"","3","","","lsv_idle_sad","0.2","102011","1009803","1","","1009803159"
"","101","","","","","1009803161","1009803","","","1009803160"
"","91","","","","","0","1009803","","","1009803161"
"","102","","","","","","1009803","","","1009803162"
"","22","","","0.2","","0","1009803","","","1009803163"
"","93","","","","","0.2","1009803","","","1009803164"
"0","12","0","0","1","0","103611","1009803","1","0","1009803165"
"","3","","","lsv_talk_tsun_shy","0.2","103611","1009803","1","","1009803166"
"","93","","","0","","3","1009803","","","1009803167"
"","3","","","lsv_idle_normal_bitter","0.2","103611","1009803","1","","1009803168"
"0","12","0","0","4","0","100411","1009803","1","0","1009803169"
"","3","1","lsv_surprise3_surprise_loop","lsv_surprise3_surprise","0","100411","1009803","0","0.2","1009803170"
"","93","","","0","","3","1009803","","","1009803171"
"","3","","","lsv_idle_sad_normal","0.2","100411","1009803","1","","1009803172"
"0","12","0","0","10","0","102011","1009803","1","0","1009803173"
"","3","","","lsv_talk_joy3_blink","0.2","102011","1009803","1","","1009803174"
"","93","","","0","","3","1009803","","","1009803175"
"","3","","","lsv_idle_joy","0.2","102011","1009803","1","","1009803176"
"","101","","","","","1009803165","1009803","","","1009803177"
"","6","0","1","1","1","333","1009803","1","0","1009803178"
"","4","","","1","","100411","1009803","","","1009803179"
"","3","","","lsv_run","0.2","100411","1009803","1","","1009803180"
"","2","0","0.8","-750","","100411","1009803","-220","","1009803181"
"","4","","","0","","103611","1009803","","","1009803182"
"","3","","","lsv_run","0.2","103611","1009803","1","","1009803183"
"","2","0","0.8","750","","103611","1009803","-235","","1009803184"
"","4","","","1","","102011","1009803","","","1009803185"
"","3","","","lsv_run","0.2","102011","1009803","1","","1009803186"
"","2","0","0.8","-850","","102011","1009803","-250","","1009803187"
"","93","","","","","0.6","1009803","","","1009803188"
"","6","0","1","1","0.2","100411","1009803","1","0","1009803189"
"","6","0","1","1","0.2","103611","1009803","1","0","1009803190"
"","6","0","1","1","0.2","102011","1009803","1","0","1009803191"
"","91","","","","","0","1009803","","","1009803192"
"lsv_idle_normal","1","-495","-200","102011","1.95","1","1009804","102","0","1009804001"
"lsv_idle_normal","1","-480","100","103611","1.95","1","1009804","100","1","1009804002"
"lsv_idle_normal","1","-510","270","100411","1.95","1","1009804","101","1","1009804003"
"lsv_white_loop","5","0","0","333","1","1","1009804","0","0","1009804004"
"","6","0","1","1","0","333","1009804","1","0","1009804005"
"","6","0","1","1","0","102011","1009804","1","0","1009804006"
"","6","0","1","1","0","103611","1009804","1","0","1009804007"
"","6","0","1","1","0","100411","1009804","1","0","1009804008"
"","93","","","0","","1","1009804","","","1009804009"
"","6","0.4","1","1","0.8","333","1009804","1","0","1009804010"
"","3","1","lsv_idle_normal","lsv_jump2","0.2","102011","1009804","0","0.2","1009804011"
"","3","1","lsv_idle_normal","lsv_jump2","0.2","103611","1009804","0","0.2","1009804012"
"","3","1","lsv_idle_normal","lsv_jump2","0.2","100411","1009804","0","0.2","1009804013"
"","93","","","","","0.3","1009804","","","1009804014"
"","2","0","0.75","-200","","102011","1009804","-235","","1009804015"
"","2","0","0.75","100","","103611","1009804","-220","","1009804016"
"","2","0","0.75","270","","100411","1009804","-250","","1009804017"
"","6","1","1","1","0.4","102011","1009804","1","0","1009804018"
"","6","1","1","1","0.4","103611","1009804","1","0","1009804019"
"","6","1","1","1","0.4","100411","1009804","1","0","1009804020"
"","12","","0","6","0","102011","1009804","0.2","0","1009804021"
"","12","","0","6","0","103611","1009804","0.2","0","1009804022"
"","12","","0","6","0","100411","1009804","0.2","0","1009804023"
"","93","","","0","","1.2","1009804","","","1009804024"
"","3","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","0","100411","1009804","0","0.2","1009804025"
"","21","","0","vo_lsv_0421","","vo_lsv","1009804","0","","1009804026"
"0","11","1","1","今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。","0","100411","1009804","10","0","1009804027"
"","91","","","","","0","1009804","","","1009804028"
"","3","","","lsv_idle_cool","0.2","100411","1009804","1","","1009804029"
"","3","","","lsv_talk_wish_joy","0.2","102011","1009804","1","","1009804030"
"","21","","0","vo_lsv_0422","","vo_lsv","1009804","0","","1009804031"
"0","11","1","1","ミソギちゃんの貯金箱、\nかっこよかったもんね～♪","0","102011","1009804","10","0","1009804032"
"","91","","","","","0","1009804","","","1009804033"
"","3","","","lsv_idle_wish_joy","0.2","102011","1009804","1","","1009804034"
"","3","","","lsv_talk_thinking","0.2","103611","1009804","1","","1009804035"
"","21","","0","vo_lsv_0423","","vo_lsv","1009804","0","","1009804036"
"0","11","1","1","私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…","0","103611","1009804","10","0","1009804037"
"","91","","","","","0","1009804","","","1009804038"
"","3","","","lsv_idle_normal","0.2","103611","1009804","1","","1009804039"
"","3","1","lsv_talk_arm_crossed_loop2","lsv_talk_arm_crossed2","0","100411","1009804","0","0.2","1009804040"
