a36ee370f986f1bcd271d6faee9f2e87188c5066c9c6880c02ba460ecbdedd2b,f2c580a25a51b4ed47b0a40dac1427aa4ca9364611f5ef7cb89e56f7e669ec7d,767132435c7026bdb61d4a252ea9bf9cde98f68b81f1a024dc1165a2ae0de570,e925d4dea7656de6b8fd6c14caf43d09255423b1d5a33fca44d1cadbff2028af,1ade4480a5fdcb9473fb4facd658466cd60cfb511774f16799f80ed963465611,a8474f81bf18b1ed710b4c5a67ff46107bf37fbf83d77110b8c32b2385acb56f,0f3f420eaa5a9e361ca9db6e2f1e9b5bbbc482525c16530cfbd30d0557a553dd,0c453073002f63b158bb60a1e5f06ccdd8963da32b2a9018b5ccbb9fa6e07874,1fd8183cd71ff93d37811ad31149bff51a72e378d1d949e217ebfd1098e1b251,fa4571809ab718e1180f4b994d91b7736a3476af4096d6548f32cc01b3089d02,170c4d6b888c1905ae1c7ada9c81e15ccfa71d69dfe5900d37af2abe57a8b27a
"7","-850","869","31","-125","18690006","1","","1","1",""
"1","-1100","869","31","-250","18690007","1","","1","2",""
"110511","-125","869","2","10","18690008","","","","1750",""
"110011","-250","869","2","10","18690009","","","","1500",""
"1","-125","869","2","10","18690010","","","","1750",""
"2","-250","869","2","10","18690011","","","","1500",""
"1","-125","869","33","10","18690012","","","","1750",""
"2","-250","869","33","10","18690013","","","","1500",""
"se_10053800","","870","23","","18700001","","","","se_fpc_water_random",""
"1","22","870","1","-1100","18700002","1.75","cmn_float","-180","110111","1"
"1","12","870","1","-1350","18700003","1.75","cmn_float","-125","117111","0"
"1","22","870","1","-1600","18700004","1.75","cmn_float","-180","127011","0"
"6","-1070","870","31","-180","18700005","1","","1","2",""
"6","-1350","870","31","-125","18700006","1","","1","3",""
"6","-1600","870","31","-180","18700007","1","","1","4",""
"110111","-180","870","2","13.5","18700008","","","","1500",""
"117111","-125","870","2","13.5","18700009","","","","1250",""
"127011","-180","870","2","13.5","18700010","","","","1000",""
"2","-180","870","33","13.5","18700011","","","","1530",""
"3","-125","870","33","13.5","18700012","","","","1250",""
"4","-180","870","33","13.5","18700013","","","","1000",""
"2.7","","870","93","","18700014","","","","",""
"vo_fpc","","870","21","0","18700015","","","","vo_fpc_87001",""
"se_10053800","","871","23","","18710001","","","","se_fpc_water_random",""
"1","12","871","1","-850","18710002","1.75","cmn_swm_breastStroke","-125","122511","0"
"1","32","871","1","-1100","18710003","1.75","cmn_swm_breastStroke","-250","117411","0"
"2","-850","871","31","-125","18710004","1","","1","1",""
"2","-1100","871","31","-250","18710005","1","","1","2",""
"122511","-125","871","2","10","18710006","","","","1750",""
"117411","-250","871","2","10","18710007","","","","1500",""
"1","-125","871","33","10","18710008","","","","1750",""
"2","-250","871","33","10","18710009","","","","1500",""
"se_10053800","","872","23","","18720001","","","","se_fpc_water_random",""
"1","23","872","1","-850","18720002","1.75","cmn_boat_relax_l","-180","110311","0"
"1","23","872","1","-1200","18720003","1.75","cmn_boat_relax","-180","126711","0"
"2","22","872","5","-850","18720004","1.75","cmn_boat_idle_blue","-180","1","0"
"2","22","872","5","-1200","18720005","1.75","cmn_boat_idle_l","-180","2","0"
"116","-850","872","31","-180","18720006","1","","1","1",""
"116","-1200","872","31","-180","18720007","1","","1","2",""
"110311","-180","872","2","13.5","18720008","","","","1750",""
"126711","-180","872","2","13.5","18720009","","","","1400",""
"1","-180","872","2","13.5","18720010","","","","1750",""
"2","-180","872","2","13.5","18720011","","","","1400",""
"1","-180","872","33","13.5","18720012","","","","1750",""
"2","-180","872","33","13.5","18720013","","","","1400",""
"2.7","","872","93","","18720014","","","","",""
"vo_fpc","","872","21","0","18720015","","","","vo_fpc_87201",""
"se_10053800","","873","23","","18730001","","","","se_fpc_water_random",""
"1","12","873","1","-850","18730002","1.75","cmn_swm_breastStroke","-125","110411","0"
"1","32","873","1","-1100","18730003","1.75","cmn_swm_breastStroke","-250","115711","0"
"2","-850","873","31","-125","18730004","1","","1","1",""
"2","-1100","873","31","-250","18730005","1","","1","2",""
"110411","-125","873","2","10","18730006","","","","1750",""
"115711","-250","873","2","10","18730007","","","","1500",""
"1","-125","873","33","10","18730008","","","","1750",""
"2","-250","873","33","10","18730009","","","","1500",""
"se_10053800","","874","23","","18740001","","","","se_fpc_water_random",""
"1","22","874","1","-1100","18740002","1.75","cmn_float","-180","110411","1"
"1","12","874","1","-1350","18740003","1.75","cmn_float","-125","122611","0"
"6","-1070","874","31","-180","18740004","1","","1","2",""
"6","-1350","874","31","-125","18740005","1","","1","3",""
"110411","-180","874","2","13.5","18740006","","","","1500",""
"122611","-125","874","2","13.5","18740007","","","","1250",""
"2","-180","874","33","13.5","18740008","","","","1530",""
"3","-125","874","33","13.5","18740009","","","","1250",""
"2.6","","874","93","","18740010","","","","",""
"vo_fpc","","874","21","0","18740011","","","","vo_fpc_87401",""
"se_10053800","","875","23","","18750001","","","","se_fpc_water_random",""
"1","12","875","1","-850","18750002","1.75","cmn_swm_diving","-125","108011","0"
"1","22","875","1","-1100","18750003","1.75","cmn_swm_diving","-180","129411","0"
"9","-850","875","31","-125","18750004","1","","1","1",""
"9","-1100","875","31","-180","18750005","1","","1","2",""
"108011","-125","875","2","13.5","18750006","","","","1750",""
"129411","-180","875","2","13.5","18750007","","","","1500",""
"1","-125","875","33","13.5","18750008","","","","1750",""
"2","-180","875","33","13.5","18750009","","","","1500",""
"se_10053800","","876","23","","18760001","","","","se_fpc_water_random",""
"1","22","876","1","-1100","18760002","1.75","cmn_float","-180","117111","1"
"1","12","876","1","-1350","18760003","1.75","cmn_float","-125","129311","0"
"6","-1070","876","31","-180","18760004","1","","1","2",""
"6","-1350","876","31","-125","18760005","1","","1","3",""
"117111","-180","876","2","13.5","18760006","","","","1500",""
"129311","-125","876","2","13.5","18760007","","","","1250",""
"2","-180","876","33","13.5","18760008","","","","1530",""
"3","-125","876","33","13.5","18760009","","","","1250",""
"2.8","","876","93","","18760010","","","","",""
"vo_fpc","","876","21","0","18760011","","","","vo_fpc_87601",""
"se_10053800","","877","23","","18770001","","","","se_fpc_water_random",""
"1","12","877","1","-850","18770002","1.75","cmn_crawl","-125","117211","0"
"1","32","877","1","-1100","18770003","1.75","cmn_crawl","-250","117311","0"
"1","12","877","1","-1350","18770004","1.75","cmn_crawl","-125","117411","0"
"1","32","877","1","-1600","18770005","1.75","cmn_swm_diving","-250","129511","0"
"7","-850","877","31","-125","18770006","1","","1","1",""
"1","-1100","877","31","-250","18770007","1","","1","2",""
"7","-1350","877","31","-125","18770008","1","","1","3",""
"9","-1600","877","31","-250","18770009","1","","1","4",""
"117211","-125","877","2","10","18770010","","","","1750",""
"117311","-250","877","2","10","18770011","","","","1500",""
"117411","-125","877","2","10","18770012","","","","1250",""
"129511","-250","877","2","10","18770013","","","","1000",""
"1","-125","877","33","10","18770014","","","","1750",""
"2","-250","877","33","10","18770015","","","","1500",""
"3","-125","877","33","10","18770016","","","","1250",""
"4","-250","877","33","10","18770017","","","","1000",""
"se_10053800","","878","23","","18780001","","","","se_fpc_water_random",""
"1","13","878","1","-850","18780002","1.75","cmn_swm_tread","-125","110611","0"
"1","33","878","1","-1100","18780003","1.75","cmn_swm_tread","-250","129511","0"
"1","12","878","5","-850","18780004","1.75","cmn_swm_tread_pink","-125","1","0"
"1","32","878","5","-1100","18780005","1.75","cmn_swm_tread_blue","-250","2","0"
"13","-850","878","31","-125","18780006","1","","1","1",""
"3","-1100","878","31","-250","18780007","1","","1","2",""
"110611","-125","878","2","13.5","18780008","","","","1750",""
"129511","-250","878","2","13.5","18780009","","","","1500",""
"1","-125","878","2","13.5","18780010","","","","1750",""
"2","-250","878","2","13.5","18780011","","","","1500",""
"1","-125","878","33","13.5","18780012","","","","1750",""
"2","-250","878","33","13.5","18780013","","","","1500",""
"se_10053800","","879","23","","18790001","","","","se_fpc_water_random",""
"1","22","879","1","-1100","18790002","1.75","cmn_float","-180","107611","1"
"1","12","879","1","-1350","18790003","1.75","cmn_float","-125","122611","0"
"6","-1070","879","31","-180","18790004","1","","1","2",""
"6","-1350","879","31","-125","18790005","1","","1","3",""
"107611","-180","879","2","13.5","18790006","","","","1500",""
"122611","-125","879","2","13.5","18790007","","","","1250",""
"2","-180","879","33","13.5","18790008","","","","1530",""
"3","-125","879","33","13.5","18790009","","","","1250",""
"2.6","","879","93","","18790010","","","","",""
"vo_fpc","","879","21","0","18790011","","","","vo_fpc_87901",""
"se_10053800","","880","23","","18800001","","","","se_fpc_water_random",""
"1","22","880","1","-1100","18800002","1.75","cmn_float","-180","110311","1"
"1","12","880","1","-1350","18800003","1.75","04_misogi_float_loop","-125","129311","1"
"6","-1070","880","31","-180","18800004","1","","1","2",""
"6","-1350","880","31","-125","18800005","1","","1","3",""
"110311","-180","880","2","13.5","18800006","","","","1500",""
"129311","-125","880","2","13.5","18800007","","","","1250",""
"2","-180","880","33","13.5","18800008","","","","1530",""
"3","-125","880","33","13.5","18800009","","","","1250",""
"2.5","","880","93","","18800010","","","","",""
"vo_fpc","","880","21","0","18800011","","","","vo_fpc_88001",""
"se_10053800","","881","23","","18810001","","","","se_fpc_water_random",""
"1","22","881","1","-1100","18810002","1.75","cmn_float","-180","113511","1"
"1","12","881","1","-1350","18810003","1.75","04_misogi_float_loop","-125","129311","1"
"6","-1070","881","31","-180","18810004","1","","1","2",""
"6","-1350","881","31","-125","18810005","1","","1","3",""
"113511","-180","881","2","13.5","18810006","","","","1500",""
"129311","-125","881","2","13.5","18810007","","","","1250",""
"2","-180","881","33","13.5","18810008","","","","1530",""
"3","-125","881","33","13.5","18810009","","","","1250",""
"2.4","","881","93","","18810010","","","","",""
"vo_fpc","","881","21","0","18810011","","","","vo_fpc_88101",""
"se_10053800","","882","23","","18820001","","","","se_fpc_water_random",""
"1","23","882","1","-850","18820002","1.75","cmn_boat_relax_l","-180","108011","0"
"1","23","882","1","-1200","18820003","1.75","cmn_boat_cat","-180","107911","0"
"2","22","882","5","-850","18820004","1.75","cmn_boat_idle_blue","-180","1","0"
"2","22","882","5","-1200","18820005","1.75","cmn_boat_idle_l","-180","2","0"
"116","-850","882","31","-180","18820006","1","","1","1",""
"116","-1200","882","31","-180","18820007","1","","1","2",""
"108011","-180","882","2","13.5","18820008","","","","1750",""
"107911","-180","882","2","13.5","18820009","","","","1400",""
"1","-180","882","2","13.5","18820010","","","","1750",""
"2","-180","882","2","13.5","18820011","","","","1400",""
"1","-180","882","33","13.5","18820012","","","","1750",""
"2","-180","882","33","13.5","18820013","","","","1400",""
"1","","882","93","","18820014","","","","",""
"vo_fpc","","882","21","0","18820015","","","","vo_fpc_88201",""
"se_10053800","","883","23","","18830001","","","","se_fpc_water_random",""
"1","12","883","1","-850","18830002","1.75","10_cmn_dogscratch","-125","110411","0"
"1","32","883","1","-1100","18830003","1.75","10_cmn_dogscratch","-250","110511","0"
"1","12","883","1","-1350","18830004","1.75","10_cmn_dogscratch","-125","115711","0"
"1","32","883","1","-1600","18830005","1.75","10_cmn_dogscratch","-250","122411","0"
"117","-850","883","31","-125","18830006","1","","1","1",""
"117","-1100","883","31","-250","18830007","1","","1","2",""
"117","-1350","883","31","-125","18830008","1","","1","3",""
"117","-1600","883","31","-250","18830009","1","","1","4",""
"110411","-125","883","2","10","18830010","","","","1750",""
"110511","-250","883","2","10","18830011","","","","1500",""
"115711","-125","883","2","10","18830012","","","","1250",""
"122411","-250","883","2","10","18830013","","","","1000",""
"1","-125","883","33","10","18830014","","","","1750",""
"2","-250","883","33","10","18830015","","","","1500",""
"3","-125","883","33","10","18830016","","","","1250",""
"4","-250","883","33","10","18830017","","","","1000",""
"se_10053800","","884","23","","18840001","","","","se_fpc_water_random",""
"1","22","884","1","-1100","18840002","1.75","cmn_float","-180","107511","1"
"1","12","884","1","-1350","18840003","1.75","cmn_float","-125","126611","0"
"6","-1070","884","31","-180","18840004","1","","1","2",""
"6","-1350","884","31","-125","18840005","1","","1","3",""
"107511","-180","884","2","13.5","18840006","","","","1500",""
"126611","-125","884","2","13.5","18840007","","","","1250",""
"2","-180","884","33","13.5","18840008","","","","1530",""
"3","-125","884","33","13.5","18840009","","","","1250",""
"2.2","","884","93","","18840010","","","","",""
"vo_fpc","","884","21","0","18840011","","","","vo_fpc_88401",""
"se_10053800","","885","23","","18850001","","","","se_fpc_water_random",""
"1","22","885","1","-1100","18850002","1.75","cmn_float","-180","107611","1"
"1","12","885","1","-1350","18850003","1.75","cmn_float","-125","107711","0"
"6","-1070","885","31","-180","18850004","1","","1","2",""
"6","-1350","885","31","-125","18850005","1","","1","3",""
"107611","-180","885","2","13.5","18850006","","","","1500",""
"107711","-125","885","2","13.5","18850007","","","","1250",""
"2","-180","885","33","13.5","18850008","","","","1530",""
"3","-125","885","33","13.5","18850009","","","","1250",""
"2.6","","885","93","","18850010","","","","",""
"vo_fpc","","885","21","0","18850011","","","","vo_fpc_88501",""
"se_10053800","","886","23","","18860001","","","","se_fpc_water_random",""
"1","23","886","1","-850","18860002","1.75","cmn_boat_relax_l","-180","113111","0"
"1","23","886","1","-1200","18860003","1.75","cmn_boat_relax","-180","122511","0"
"2","22","886","5","-850","18860004","1.75","cmn_boat_idle_blue","-180","1","0"
"2","22","886","5","-1200","18860005","1.75","cmn_boat_idle_l","-180","2","0"
"116","-850","886","31","-180","18860006","1","","1","1",""
"116","-1200","886","31","-180","18860007","1","","1","2",""
"113111","-180","886","2","13.5","18860008","","","","1750",""
"122511","-180","886","2","13.5","18860009","","","","1400",""
"1","-180","886","2","13.5","18860010","","","","1750",""
"2","-180","886","2","13.5","18860011","","","","1400",""
"1","-180","886","33","13.5","18860012","","","","1750",""
"2","-180","886","33","13.5","18860013","","","","1400",""
"2.6","","886","93","","18860014","","","","",""
"vo_fpc","","886","21","0","18860015","","","","vo_fpc_88601",""
"se_10053800","","887","23","","18870001","","","","se_fpc_water_random",""
"1","22","887","1","-1100","18870002","1.75","cmn_float","-180","107711","1"
"1","12","887","1","-1350","18870003","1.75","cmn_float","-125","122711","0"
"6","-1070","887","31","-180","18870004","1","","1","2",""
"6","-1350","887","31","-125","18870005","1","","1","3",""
"107711","-180","887","2","13.5","18870006","","","","1500",""
"122711","-125","887","2","13.5","18870007","","","","1250",""
"2","-180","887","33","13.5","18870008","","","","1530",""
"3","-125","887","33","13.5","18870009","","","","1250",""
"2.5","","887","93","","18870010","","","","",""
"vo_fpc","","887","21","0","18870011","","","","vo_fpc_88701",""
"se_10053800","","889","23","","18890001","","","","se_fpc_water_random",""
"1","12","889","1","750","18890002","1.49","09_misogi_run","-15","122811","1"
"122811","-15","889","2","5.65","18890003","","","","-750","0"
"0.5","","889","93","","18890004","","","","",""
"vo_fpc","","889","21","0","18890005","","","","vo_fpc_88901",""
"se_10053800","","890","23","","18900001","","","","se_fpc_water_random",""
"1","12","890","1","750","18900002","1.49","09_misogi_run","-15","107911","1"
"107911","-15","890","2","5.65","18900003","","","","-750","0"
"0.6","","890","93","","18900004","","","","",""
"vo_fpc","","890","21","0","18900005","","","","vo_fpc_89001",""
"se_10053800","","891","23","","18910001","","","","se_fpc_water_random",""
"1","22","891","1","1000","18910002","1.75","04_misogi_flutterKick_loop","-180","122411","1"
"12","1000","891","31","-180","18910003","1","","1","12",""
