d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"ラビリスタのメモリーピース交換チケット","1","2022/05/16","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28019","0","0"
"ジュンのメモリーピース交換チケット","1","2022/05/16","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28020","0","0"
"エリコのメモリーピース交換チケット","1","2022/05/16","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28021","0","0"
"プリンセスフェス限定メモリーピース交換チケット2023","1","2022/01/15 15:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28022","0","0"
"限定メモリーピース交換チケット2023","1","2022/01/15 15:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28023","0","0"
"メモリーピース交換チケット2023","1","2022/01/15 15:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28024","0","0"
"GWメモリーピース交換チケット2024","1","2024/04/30 12:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28025","0","0"
"GWピュアメモリーピース交換チケット2024","1","2024/04/30 12:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28026","0","0"
"6.5周年メモリーピース交換チケット","1","2024/08/15 15:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28027","0","0"
"6.5周年ピュアメモリーピース交換チケット","1","2024/08/15 15:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28028","0","0"
"2024 年末年始メモリーピース交換チケット","1","2024/12/31 12:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28029","0","0"
"2024 年末年始ピュアメモリーピース交換チケット","1","2024/12/31 12:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28030","0","0"
"7周年 メモリーピース交換チケット","1","2025/02/15 15:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28031","0","0"
"7周年 ピュアメモリーピース交換チケット","1","2025/02/15 15:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28032","0","0"
"GWメモリーピース交換チケット2025","1","2025/04/30 12:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28033","0","0"
"GWピュアメモリーピース交換チケット2025","1","2025/04/30 12:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28034","0","0"
"カムバックピュアメモリーピース交換チケット","1","2025/08/15 15:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28035","0","0"
"7.5th Anniv. メモリーピース交換チケット","1","2025/08/15 15:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28036","0","0"
"7.5th Anniv. ピュアメモリーピース交換チケット","1","2025/08/15 15:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28037","0","0"
"2026 新春記念メモリーピース交換チケット","1","2025/12/31 12:00:00","17","0","0","特定のキャラのメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28038","0","0"
"2026 新春記念ピュアメモリーピース交換チケット","1","2025/12/31 12:00:00","17","0","0","特定のキャラのピュアメモリーピースを交換できるチケット。","2030/08/01 14:59:59","999","28039","0","0"
"EX★5武器交換チケット","1","2024/10/15 15:00:00","17","0","0","特定のEX★5武器と交換できるチケット。","2030/08/01 14:59:59","999","28501","0","0"
"EX★5ラビリンスアクセサリー交換チケット","1","2025/11/14 15:00:00","17","0","0","特定のEX★5アクセサリーと交換できるチケット。","2030/08/01 14:59:59","999","28502","0","0"
"EX★5防具交換チケット","1","2025/08/15 15:00:00","17","0","0","特定のEX★5防具と交換できるチケット。","2030/08/01 14:59:59","999","28503","0","0"
"メモリーピース","2","2015/12/17 15:00:00","6","0","0","記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","1","31000","0","0"
"ヒヨリのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヒヨリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31001","5174112","31001"
"ユイのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31002","7201112","31002"
"レイのメモリーピース","1","2015/12/17 15:00:00","11","0","0","レイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31003","8301112","31003"
"ミソギのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ミソギの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31004","6124112","31004"
"マツリのメモリーピース","1","2015/12/17 15:00:00","11","0","0","マツリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31005","6032112","31005"
"アカリのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アカリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31006","10112","31006"
"ミヤコのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ミヤコの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31007","6170112","31007"
"ユキのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ユキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31008","7211112","31008"
"アンナのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アンナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31009","94312","31009"
"マホのメモリーピース","1","2015/12/17 15:00:00","11","0","0","マホの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31010","6054112","31010"
"リノのメモリーピース","1","2015/12/17 15:00:00","11","0","0","リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31011","8144112","31011"
"ハツネのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ハツネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31012","5032112","31012"
"ナナカのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ナナカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31013","4040112","31013"
"カスミのメモリーピース","1","2015/12/17 15:00:00","11","0","0","カスミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31014","1022112","31014"
"ミサトのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ミサトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31015","6120212","31015"
"スズナのメモリーピース","1","2015/12/17 15:00:00","11","0","0","スズナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31016","2222112","31016"
"カオリのメモリーピース","1","2015/12/17 15:00:00","11","0","0","カオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31017","1004112","31017"
"イオのメモリーピース","1","2015/12/17 15:00:00","11","0","0","イオの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31018","104112","31018"
"ミミのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ミミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31020","6161112","31020"
"クルミのメモリーピース","1","2015/12/17 15:00:00","11","0","0","クルミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31021","1282112","31021"
"ヨリのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ヨリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31022","7481112","31022"
"アヤネのメモリーピース","1","2015/12/17 15:00:00","11","0","0","アヤネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31023","70112","31023"
"スズメのメモリーピース","1","2015/12/17 15:00:00","11","0","0","スズメの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31025","2222212","31025"
"リンのメモリーピース","1","2015/12/17 15:00:00","11","0","0","リンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31026","8194112","31026"
"エリコのメモリーピース","1","2015/12/17 15:00:00","11","0","0","エリコの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31027","381112","31027"
"サレンのメモリーピース","1","2015/12/17 15:00:00","11","0","0","サレンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31028","2083112","31028"
"ノゾミのメモリーピース","1","2015/12/17 15:00:00","11","0","0","ノゾミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","2030/08/01 14:59:59","99999","31029","4424112","31029"
