19d613b12c88574229e3e52e86a74fd47b2465c6e12622245ed39a40d2001026,eeaff8240e9bb561c85840813acc014c35a12f0ef29024f993a959bb2dee8348,9b45c8302194d0c17f327d11585d2ed871c63d6a34800015d116bcfadd567ff2,a478f63532bd531f1adc0765392c0539d3a5b80fef77ff0e8748e3a2af7b2073,f7259a0e3651370c5a724a4ae4e94ef1ef941f8dda0a9e6facd5a4df50858f3e,5ba4309552ca049faf52878396d35bab2c743b70cf5ed9d4d51d24295438d1d8,0df7966450dc24e2869b4803d17c7743e7d71a75c9a51d7c391c30310ebce171,5839013aacc80c360c3a8b1ddc526f8a130cc69afb21ce0234c37ecafb155268,eb190f4c6da853f9c6130a374fdb1b6d4dc217c92b79d205e476ab6b49f49570,6325a6b6feaf133eeb08f668f43dc256b2ba43f482c29da879dc85ab7136ab6a,dc7c9287f1b1a79bfa7a61924d0fb45abc1e92cb3e27938993b2b6b3483d5bd8
"20122","","","","","","0","91","","1201220018",""
"20122","","","","1","travel_topdrama_r_2000_idle_smile","101011","3","","1201220019","0.2"
"20122","","","","","","","112","","1201220020",""
"20122","","","","","","0","91","","1201220021",""
"20131","travel_topdrama_r_2000_idle_doya","42","-68","101","104411","1","1","1","1201310001","0.8"
"20131","travel_topdrama_r_2000_idle_anger","-42","-68","102","100711","1","1","0","1201310002","0.8"
"20131","mana","0","-75","110","0","0","5","0","1201310003","1"
"20131","","","","","","0","91","","1201310004",""
"20131","","","","","0","10","93","","1201310005",""
"20131","","","","","","1201310005","101","","1201310006",""
"20131","","","","0","none","0","3","","1201310007","0"
"20131","","","","","","0","91","","1201310008",""
"20132","","","","","103","104411","13","","1201320001",""
"20132","","","","","104","100711","13","","1201320002",""
"20132","","travel_topdrama_r_2000_talk_doya_loop","1","0","travel_topdrama_r_2000_talk_doya_in","104411","3","","1201320003","0.2"
"20132","","0","","0","vo_travel_talk_20013_00","vo_travel_talk","21","","1201320004",""
"20132","0","1","1","10","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","104411","11","0","1201320005","0"
"20132","","","","","","0","91","","1201320006",""
"20132","","","","1","travel_topdrama_r_2000_idle_doya","104411","3","","1201320007","0.2"
"20132","","","1","1","travel_topdrama_r_2000_talk_anger","100711","3","","1201320008","0.2"
"20132","","0","","0","vo_travel_talk_20013_01","vo_travel_talk","21","","1201320009",""
"20132","0","1","1","10","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","100711","11","0","1201320010","0"
"20132","","","","","","0","91","","1201320011",""
"20132","","","","1","travel_topdrama_r_2000_idle_anger","100711","3","","1201320012","0.2"
"20132","","travel_topdrama_r_2000_talk_doya_loop_surprise","1","0","travel_topdrama_r_2000_talk_doya_in_surprise","104411","3","","1201320013","0.2"
"20132","","0","","0","vo_travel_talk_20013_02","vo_travel_talk","21","","1201320014",""
"20132","0","1","1","10","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","104411","11","0","1201320015","0"
"20132","","","","","","0","91","","1201320016",""
"20132","","","","1","travel_topdrama_r_2000_idle_doya_surprise","104411","3","","1201320017","0.2"
"20132","","","","","","","112","","1201320018",""
"20132","","","","","","0","91","","1201320019",""
"20141","travel_topdrama_r_2000_idle_sad","42","-68","102","102511","1","1","1","1201410001","0.8"
"20141","travel_topdrama_r_2000_idle_normal","-42","-68","101","102811","1","1","0","1201410002","0.8"
"20141","mana","0","-75","110","0","0","5","0","1201410003","1"
"20141","","","","","","0","91","","1201410004",""
"20141","","","","","0","10","93","","1201410005",""
"20141","","","","","","1201410005","101","","1201410006",""
"20141","","","","0","none","0","3","","1201410007","0"
"20141","","","","","","0","91","","1201410008",""
"20142","","","","","103","102511","13","","1201420001",""
"20142","","","","","104","102811","13","","1201420002",""
"20142","","travel_topdrama_r_2000_talk_sad_loop","1","0","travel_topdrama_r_2000_talk_sad_in","102511","3","","1201420003","0.2"
"20142","","0","","0","vo_travel_talk_20014_00","vo_travel_talk","21","","1201420004",""
"20142","0","1","1","10","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","102511","11","0","1201420005","0"
"20142","","","","","","0","91","","1201420006",""
"20142","","travel_topdrama_r_2000_idle_sad_cry","1","0","travel_topdrama_r_2014_falldown","102511","3","","1201420007","0.2"
"20142","","travel_topdrama_r_2000_talk_surprise2_loop","1","0","travel_topdrama_r_2000_talk_surprise2_in","102811","3","","1201420008","0.2"
"20142","","0","","0","vo_travel_talk_20014_01","vo_travel_talk","21","","1201420009",""
"20142","0","1","1","10","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","102811","11","0","1201420010","0"
"20142","","","","","","0","91","","1201420011",""
"20142","","","","1","travel_topdrama_r_2000_idle_arm_crossed","102811","3","","1201420012","0.2"
"20142","","","","1","travel_topdrama_r_2000_talk_sad_loop_cry","102511","3","","1201420013","0.2"
"20142","","0","","0","vo_travel_talk_20014_02","vo_travel_talk","21","","1201420014",""
"20142","0","1","1","10","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","102511","11","0","1201420015","0"
"20142","","","","","","0","91","","1201420016",""
"20142","","","","1","travel_topdrama_r_2000_idle_sad_cry","102511","3","","1201420017","0.2"
"20142","","","","","d","","112","","1201420018",""
"20142","","","","","","0","91","","1201420019",""
"20151","travel_topdrama_r_2000_idle_arm_crossed","42","-68","101","103211","1","1","1","1201510001","0.8"
"20151","travel_topdrama_r_2000_idle_normal","-42","-68","102","103411","1","1","0","1201510002","0.8"
"20151","mana","0","-75","110","0","0","5","0","1201510003","1"
"20151","","","","","","0","91","","1201510004",""
"20151","","","","","0","10","93","","1201510005",""
"20151","","","","","","1201510005","101","","1201510006",""
"20151","","","","0","none","0","3","","1201510007","0"
"20151","","","","","","0","91","","1201510008",""
"20152","","","","","103","103211","13","","1201520001",""
"20152","","","","","104","103411","13","","1201520002",""
"20152","","travel_topdrama_r_2000_talk_arm_crossed_loop","1","0","travel_topdrama_r_2000_talk_arm_crossed_in","103211","3","","1201520003","0.2"
"20152","","0","","0","vo_travel_talk_20015_00","vo_travel_talk","21","","1201520004",""
"20152","0","1","1","10","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","103211","11","0","1201520005","0"
"20152","","","","","","0","91","","1201520006",""
"20152","","","","1","travel_topdrama_r_2000_idle_arm_crossed","103211","3","","1201520007","0.2"
"20152","","travel_topdrama_r_2000_talk_sad_loop_surprise2","1","0","travel_topdrama_r_2000_talk_sad_in_surprise2","103411","3","","1201520008","0.2"
"20152","","0","","0","vo_travel_talk_20015_01","vo_travel_talk","21","","1201520009",""
"20152","0","1","1","10","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","103411","11","0","1201520010","0"
"20152","","","","","","0","91","","1201520011",""
"20152","","","","1","travel_topdrama_r_2000_idle_normal","103411","3","","1201520012","0.2"
"20152","","travel_topdrama_r_2000_talk_doya_loop_surprise","1","0","travel_topdrama_r_2000_talk_doya_in_surprise","103211","3","","1201520013","0.2"
"20152","","0","","0","vo_travel_talk_20015_02","vo_travel_talk","21","","1201520014",""
"20152","0","1","1","10","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","103211","11","0","1201520015","0"
"20152","","","","","","0","91","","1201520016",""
"20152","","","","1","travel_topdrama_r_2000_idle_doya_surprise","103211","3","","1201520017","0.2"
"20152","","","","","","","112","","1201520018",""
"20152","","","","","","0","91","","1201520019",""
"20161","travel_topdrama_r_2000_idle_kyapi","42","-68","101","101611","1","1","1","1201610001","0.8"
"20161","travel_topdrama_r_2000_idle_wish_joy","-42","-68","102","101811","1","1","0","1201610002","0.8"
"20161","mana","0","-75","110","0","0","5","0","1201610003","1"
"20161","","","","","","0","91","","1201610004",""
"20161","","","","","0","10","93","","1201610005",""
"20161","","","","","","1201610005","101","","1201610006",""
"20161","","","","0","none","0","3","","1201610007","0"
"20161","","","","","","0","91","","1201610008",""
"20162","","","","","103","101611","13","","1201620001",""
"20162","","","","","104","101811","13","","1201620002",""
"20162","","travel_topdrama_r_2000_talk_kyapi_loop","1","0","travel_topdrama_r_2000_talk_kyapi_in","101611","3","","1201620003","0.2"
"20162","","0","","0","vo_travel_talk_20016_00","vo_travel_talk","21","","1201620004",""
"20162","0","1","1","10","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","101611","11","0","1201620005","0"
"20162","","","","","","0","91","","1201620006",""
"20162","","","","1","travel_topdrama_r_2000_idle_kyapi","101611","3","","1201620007","0.2"
"20162","","","","1","travel_topdrama_r_2000_talk_wish_loop_joy","101811","3","","1201620008","0.2"
"20162","","0","","0","vo_travel_talk_20016_01","vo_travel_talk","21","","1201620009",""
"20162","0","1","1","10","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","101811","11","0","1201620010","0"
"20162","","","","","","0","91","","1201620011",""
"20162","","","","1","travel_topdrama_r_2000_idle_wish_joy","101811","3","","1201620012","0.2"
"20162","","travel_topdrama_r_2000_talk_doya_loop_faceAnger","1","0","travel_topdrama_r_2000_talk_doya_in_faceAnger","101611","3","","1201620013","0.2"
"20162","","0","","0","vo_travel_talk_20016_02","vo_travel_talk","21","","1201620014",""
"20162","0","1","1","10","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","101611","11","0","1201620015","0"
"20162","","","","","","0","91","","1201620016",""
"20162","","","","1","travel_topdrama_r_2000_idle_doya_faceAnger","101611","3","","1201620017","0.2"
"20162","","","","","","","112","","1201620018",""
"20162","","","","","","0","91","","1201620019",""
"20171","travel_topdrama_r_2000_idle_doya","42","-68","101","106511","1","1","1","1201710001","0.8"
"20171","travel_topdrama_r_2000_idle_normal","-42","-68","102","106611","1","1","0","1201710002","0.8"
"20171","mana","0","-75","110","0","0","5","0","1201710003","1"
"20171","","","","","","0","91","","1201710004",""
"20171","","","","","0","10","93","","1201710005",""
"20171","","","","","","1201710005","101","","1201710006",""
"20171","","","","0","none","0","3","","1201710007","0"
"20171","","","","","","0","91","","1201710008",""
"20172","","","","","103","106511","13","","1201720001",""
"20172","","","","","104","106611","13","","1201720002",""
"20172","","travel_topdrama_r_2000_talk_doya_loop","1","0","travel_topdrama_r_2000_talk_doya_in","106511","3","","1201720003","0.2"
"20172","","0","","0","vo_travel_talk_20017_00","vo_travel_talk","21","","1201720004",""
"20172","0","1","1","10","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","106511","11","0","1201720005","0"
"20172","","","","","","0","91","","1201720006",""
"20172","","","","1","travel_topdrama_r_2000_idle_doya","106511","3","","1201720007","0.2"
"20172","","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","1","0","travel_topdrama_r_2000_talk_arm_crossed_in_sad","106611","3","","1201720008","0.2"
"20172","","0","","0","vo_travel_talk_20017_01","vo_travel_talk","21","","1201720009",""
"20172","0","1","1","10","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","106611","11","0","1201720010","0"
"20172","","","","","","0","91","","1201720011",""
"20172","","","","1","travel_topdrama_r_2000_idle_arm_crossed_sad","106611","3","","1201720012","0.2"
"20172","","travel_topdrama_r_2000_talk_doya_loop_surprise","1","0","travel_topdrama_r_2000_talk_doya_in_surprise","106511","3","","1201720013","0.2"
"20172","","0","","0","vo_travel_talk_20017_02","vo_travel_talk","21","","1201720014",""
"20172","0","1","1","10","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","106511","11","0","1201720015","0"
"20172","","","","","","0","91","","1201720016",""
"20172","","","","1","travel_topdrama_r_2000_idle_doya_surprise","106511","3","","1201720017","0.2"
"20172","","","","","","","112","","1201720018",""
"20172","","","","","","0","91","","1201720019",""
"20181","travel_topdrama_r_2000_idle_sad","0","-68","101","118011","1","1","1","1201810001","0.8"
"20181","mana","0","-75","110","0","0","5","0","1201810002","1"
"20181","","","","","","0","91","","1201810003",""
"20181","","","","","0","10","93","","1201810004",""
"20181","","","","","","1201810004","101","","1201810005",""
"20181","","","","0","none","0","3","","1201810006","0"
"20181","","","","","","0","91","","1201810007",""
"20182","","","","","103","118011","13","","1201820001",""
"20182","","travel_topdrama_r_2000_talk_sad_loop","1","0","travel_topdrama_r_2000_talk_sad_in","118011","3","","1201820002","0.2"
"20182","","0","","0","vo_travel_talk_20018_00","vo_travel_talk","21","","1201820003",""
"20182","0","1","1","10","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","118011","11","0","1201820004","0"
"20182","","","","","","0","91","","1201820005",""
"20182","","travel_topdrama_r_2000_talk_doya_loop","1","0","travel_topdrama_r_2000_talk_doya_in","118011","3","","1201820006","0.2"
"20182","","0","","0","vo_travel_talk_20018_01","vo_travel_talk","21","","1201820007",""
"20182","0","1","1","10","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","118011","11","0","1201820008","0"
"20182","","","","","","0","91","","1201820009",""
"20182","","","","1","travel_topdrama_r_2000_talk_thinking","118011","3","","1201820010","0.2"
"20182","","0","","0","vo_travel_talk_20018_02","vo_travel_talk","21","","1201820011",""
"20182","0","1","1","10","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","118011","11","0","1201820012","0"
"20182","","","","","","0","91","","1201820013",""
"20182","","travel_topdrama_r_2000_eieio_loop","1","0","travel_topdrama_r_2000_eieio_in","118011","3","","1201820014","0.2"
"20182","","","","","","0","91","","1201820015",""
"20182","","","","","","","112","","1201820016",""
"20182","","","","","","0","91","","1201820017",""
"20191","travel_topdrama_r_2000_idle_smile","42","-68","101","106111","1","1","1","1201910001","0.8"
"20191","travel_topdrama_r_2000_idle_doya_sad","-42","-68","102","107011","1","1","0","1201910002","0.8"
