cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"10","0","1","11","1","0","101011","0","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","20122","1201220017"
"","","","91","","","0","","","20122","1201220018"
"1","","","3","","0.2","101011","","travel_topdrama_r_2000_idle_smile","20122","1201220019"
"","","","112","","","","","","20122","1201220020"
"","","","91","","","0","","","20122","1201220021"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya","104411","20131","1201310001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_anger","100711","20131","1201310002"
"110","0","0","5","-75","1","0","mana","0","20131","1201310003"
"","","","91","","","0","","","20131","1201310004"
"","","","93","","","10","","0","20131","1201310005"
"","","","101","","","1201310005","","","20131","1201310006"
"0","","","3","","0","0","","none","20131","1201310007"
"","","","91","","","0","","","20131","1201310008"
"","","","13","","","104411","","103","20132","1201320001"
"","","","13","","","100711","","104","20132","1201320002"
"0","","travel_topdrama_r_2000_talk_doya_loop","3","1","0.2","104411","","travel_topdrama_r_2000_talk_doya_in","20132","1201320003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20013_00","20132","1201320004"
"10","0","1","11","1","0","104411","0","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","20132","1201320005"
"","","","91","","","0","","","20132","1201320006"
"1","","","3","","0.2","104411","","travel_topdrama_r_2000_idle_doya","20132","1201320007"
"1","","","3","1","0.2","100711","","travel_topdrama_r_2000_talk_anger","20132","1201320008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20013_01","20132","1201320009"
"10","0","1","11","1","0","100711","0","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","20132","1201320010"
"","","","91","","","0","","","20132","1201320011"
"1","","","3","","0.2","100711","","travel_topdrama_r_2000_idle_anger","20132","1201320012"
"0","","travel_topdrama_r_2000_talk_doya_loop_surprise","3","1","0.2","104411","","travel_topdrama_r_2000_talk_doya_in_surprise","20132","1201320013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20013_02","20132","1201320014"
"10","0","1","11","1","0","104411","0","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","20132","1201320015"
"","","","91","","","0","","","20132","1201320016"
"1","","","3","","0.2","104411","","travel_topdrama_r_2000_idle_doya_surprise","20132","1201320017"
"","","","112","","","","","","20132","1201320018"
"","","","91","","","0","","","20132","1201320019"
"102","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad","102511","20141","1201410001"
"101","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_normal","102811","20141","1201410002"
"110","0","0","5","-75","1","0","mana","0","20141","1201410003"
"","","","91","","","0","","","20141","1201410004"
"","","","93","","","10","","0","20141","1201410005"
"","","","101","","","1201410005","","","20141","1201410006"
"0","","","3","","0","0","","none","20141","1201410007"
"","","","91","","","0","","","20141","1201410008"
"","","","13","","","102511","","103","20142","1201420001"
"","","","13","","","102811","","104","20142","1201420002"
"0","","travel_topdrama_r_2000_talk_sad_loop","3","1","0.2","102511","","travel_topdrama_r_2000_talk_sad_in","20142","1201420003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20014_00","20142","1201420004"
"10","0","1","11","1","0","102511","0","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","20142","1201420005"
"","","","91","","","0","","","20142","1201420006"
"0","","travel_topdrama_r_2000_idle_sad_cry","3","1","0.2","102511","","travel_topdrama_r_2014_falldown","20142","1201420007"
"0","","travel_topdrama_r_2000_talk_surprise2_loop","3","1","0.2","102811","","travel_topdrama_r_2000_talk_surprise2_in","20142","1201420008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20014_01","20142","1201420009"
"10","0","1","11","1","0","102811","0","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","20142","1201420010"
"","","","91","","","0","","","20142","1201420011"
"1","","","3","","0.2","102811","","travel_topdrama_r_2000_idle_arm_crossed","20142","1201420012"
"1","","","3","","0.2","102511","","travel_topdrama_r_2000_talk_sad_loop_cry","20142","1201420013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20014_02","20142","1201420014"
"10","0","1","11","1","0","102511","0","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","20142","1201420015"
"","","","91","","","0","","","20142","1201420016"
"1","","","3","","0.2","102511","","travel_topdrama_r_2000_idle_sad_cry","20142","1201420017"
"","","","112","","","","","d","20142","1201420018"
"","","","91","","","0","","","20142","1201420019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_arm_crossed","103211","20151","1201510001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_normal","103411","20151","1201510002"
"110","0","0","5","-75","1","0","mana","0","20151","1201510003"
"","","","91","","","0","","","20151","1201510004"
"","","","93","","","10","","0","20151","1201510005"
"","","","101","","","1201510005","","","20151","1201510006"
"0","","","3","","0","0","","none","20151","1201510007"
"","","","91","","","0","","","20151","1201510008"
"","","","13","","","103211","","103","20152","1201520001"
"","","","13","","","103411","","104","20152","1201520002"
"0","","travel_topdrama_r_2000_talk_arm_crossed_loop","3","1","0.2","103211","","travel_topdrama_r_2000_talk_arm_crossed_in","20152","1201520003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20015_00","20152","1201520004"
"10","0","1","11","1","0","103211","0","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","20152","1201520005"
"","","","91","","","0","","","20152","1201520006"
"1","","","3","","0.2","103211","","travel_topdrama_r_2000_idle_arm_crossed","20152","1201520007"
"0","","travel_topdrama_r_2000_talk_sad_loop_surprise2","3","1","0.2","103411","","travel_topdrama_r_2000_talk_sad_in_surprise2","20152","1201520008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20015_01","20152","1201520009"
"10","0","1","11","1","0","103411","0","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","20152","1201520010"
"","","","91","","","0","","","20152","1201520011"
"1","","","3","","0.2","103411","","travel_topdrama_r_2000_idle_normal","20152","1201520012"
"0","","travel_topdrama_r_2000_talk_doya_loop_surprise","3","1","0.2","103211","","travel_topdrama_r_2000_talk_doya_in_surprise","20152","1201520013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20015_02","20152","1201520014"
"10","0","1","11","1","0","103211","0","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","20152","1201520015"
"","","","91","","","0","","","20152","1201520016"
"1","","","3","","0.2","103211","","travel_topdrama_r_2000_idle_doya_surprise","20152","1201520017"
"","","","112","","","","","","20152","1201520018"
"","","","91","","","0","","","20152","1201520019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_kyapi","101611","20161","1201610001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_wish_joy","101811","20161","1201610002"
"110","0","0","5","-75","1","0","mana","0","20161","1201610003"
"","","","91","","","0","","","20161","1201610004"
"","","","93","","","10","","0","20161","1201610005"
"","","","101","","","1201610005","","","20161","1201610006"
"0","","","3","","0","0","","none","20161","1201610007"
"","","","91","","","0","","","20161","1201610008"
"","","","13","","","101611","","103","20162","1201620001"
"","","","13","","","101811","","104","20162","1201620002"
"0","","travel_topdrama_r_2000_talk_kyapi_loop","3","1","0.2","101611","","travel_topdrama_r_2000_talk_kyapi_in","20162","1201620003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20016_00","20162","1201620004"
"10","0","1","11","1","0","101611","0","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","20162","1201620005"
"","","","91","","","0","","","20162","1201620006"
"1","","","3","","0.2","101611","","travel_topdrama_r_2000_idle_kyapi","20162","1201620007"
"1","","","3","","0.2","101811","","travel_topdrama_r_2000_talk_wish_loop_joy","20162","1201620008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20016_01","20162","1201620009"
"10","0","1","11","1","0","101811","0","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","20162","1201620010"
"","","","91","","","0","","","20162","1201620011"
"1","","","3","","0.2","101811","","travel_topdrama_r_2000_idle_wish_joy","20162","1201620012"
"0","","travel_topdrama_r_2000_talk_doya_loop_faceAnger","3","1","0.2","101611","","travel_topdrama_r_2000_talk_doya_in_faceAnger","20162","1201620013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20016_02","20162","1201620014"
"10","0","1","11","1","0","101611","0","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","20162","1201620015"
"","","","91","","","0","","","20162","1201620016"
"1","","","3","","0.2","101611","","travel_topdrama_r_2000_idle_doya_faceAnger","20162","1201620017"
"","","","112","","","","","","20162","1201620018"
"","","","91","","","0","","","20162","1201620019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya","106511","20171","1201710001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_normal","106611","20171","1201710002"
"110","0","0","5","-75","1","0","mana","0","20171","1201710003"
"","","","91","","","0","","","20171","1201710004"
"","","","93","","","10","","0","20171","1201710005"
"","","","101","","","1201710005","","","20171","1201710006"
"0","","","3","","0","0","","none","20171","1201710007"
"","","","91","","","0","","","20171","1201710008"
"","","","13","","","106511","","103","20172","1201720001"
"","","","13","","","106611","","104","20172","1201720002"
"0","","travel_topdrama_r_2000_talk_doya_loop","3","1","0.2","106511","","travel_topdrama_r_2000_talk_doya_in","20172","1201720003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20017_00","20172","1201720004"
"10","0","1","11","1","0","106511","0","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","20172","1201720005"
"","","","91","","","0","","","20172","1201720006"
"1","","","3","","0.2","106511","","travel_topdrama_r_2000_idle_doya","20172","1201720007"
"0","","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","3","1","0.2","106611","","travel_topdrama_r_2000_talk_arm_crossed_in_sad","20172","1201720008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20017_01","20172","1201720009"
"10","0","1","11","1","0","106611","0","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","20172","1201720010"
"","","","91","","","0","","","20172","1201720011"
"1","","","3","","0.2","106611","","travel_topdrama_r_2000_idle_arm_crossed_sad","20172","1201720012"
"0","","travel_topdrama_r_2000_talk_doya_loop_surprise","3","1","0.2","106511","","travel_topdrama_r_2000_talk_doya_in_surprise","20172","1201720013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20017_02","20172","1201720014"
"10","0","1","11","1","0","106511","0","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","20172","1201720015"
"","","","91","","","0","","","20172","1201720016"
"1","","","3","","0.2","106511","","travel_topdrama_r_2000_idle_doya_surprise","20172","1201720017"
"","","","112","","","","","","20172","1201720018"
"","","","91","","","0","","","20172","1201720019"
"101","1","0","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad","118011","20181","1201810001"
"110","0","0","5","-75","1","0","mana","0","20181","1201810002"
"","","","91","","","0","","","20181","1201810003"
"","","","93","","","10","","0","20181","1201810004"
"","","","101","","","1201810004","","","20181","1201810005"
"0","","","3","","0","0","","none","20181","1201810006"
"","","","91","","","0","","","20181","1201810007"
"","","","13","","","118011","","103","20182","1201820001"
"0","","travel_topdrama_r_2000_talk_sad_loop","3","1","0.2","118011","","travel_topdrama_r_2000_talk_sad_in","20182","1201820002"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20018_00","20182","1201820003"
"10","0","1","11","1","0","118011","0","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","20182","1201820004"
"","","","91","","","0","","","20182","1201820005"
"0","","travel_topdrama_r_2000_talk_doya_loop","3","1","0.2","118011","","travel_topdrama_r_2000_talk_doya_in","20182","1201820006"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20018_01","20182","1201820007"
"10","0","1","11","1","0","118011","0","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","20182","1201820008"
"","","","91","","","0","","","20182","1201820009"
"1","","","3","","0.2","118011","","travel_topdrama_r_2000_talk_thinking","20182","1201820010"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20018_02","20182","1201820011"
"10","0","1","11","1","0","118011","0","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","20182","1201820012"
"","","","91","","","0","","","20182","1201820013"
"0","","travel_topdrama_r_2000_eieio_loop","3","1","0.2","118011","","travel_topdrama_r_2000_eieio_in","20182","1201820014"
"","","","91","","","0","","","20182","1201820015"
"","","","112","","","","","","20182","1201820016"
"","","","91","","","0","","","20182","1201820017"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_smile","106111","20191","1201910001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya_sad","107011","20191","1201910002"
