b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","travel_topdrama_r_2000_idle_smile","","","20122","101011","1","3","","1201220019","0.2"
"","","","","20122","","","112","","1201220020",""
"","","","","20122","0","","91","","1201220021",""
"-68","104411","travel_topdrama_r_2000_idle_doya","42","20131","1","101","1","1","1201310001","0.8"
"-68","100711","travel_topdrama_r_2000_idle_anger","-42","20131","1","102","1","0","1201310002","0.8"
"-75","0","mana","0","20131","0","110","5","0","1201310003","1"
"","","","","20131","0","","91","","1201310004",""
"","0","","","20131","10","","93","","1201310005",""
"","","","","20131","1201310005","","101","","1201310006",""
"","none","","","20131","0","0","3","","1201310007","0"
"","","","","20131","0","","91","","1201310008",""
"","103","","","20132","104411","","13","","1201320001",""
"","104","","","20132","100711","","13","","1201320002",""
"1","travel_topdrama_r_2000_talk_doya_in","","travel_topdrama_r_2000_talk_doya_loop","20132","104411","0","3","","1201320003","0.2"
"","vo_travel_talk_20013_00","","0","20132","vo_travel_talk","0","21","","1201320004",""
"1","そろそろ野営の準備を始めねばな。\n食料は現地調達するしかないが、\n獣を狩るか、野草を採るか……","0","1","20132","104411","10","11","0","1201320005","0"
"","","","","20132","0","","91","","1201320006",""
"","travel_topdrama_r_2000_idle_doya","","","20132","104411","1","3","","1201320007","0.2"
"1","travel_topdrama_r_2000_talk_anger","","","20132","100711","1","3","","1201320008","0.2"
"","vo_travel_talk_20013_01","","0","20132","vo_travel_talk","0","21","","1201320009",""
"1","え～！？　そんなの食べたくないの！\nミヤコは三食プリンがいいの～！\nプリンを現地調達するの～！","0","1","20132","100711","10","11","0","1201320010","0"
"","","","","20132","0","","91","","1201320011",""
"","travel_topdrama_r_2000_idle_anger","","","20132","100711","1","3","","1201320012","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_surprise","","travel_topdrama_r_2000_talk_doya_loop_surprise","20132","104411","0","3","","1201320013","0.2"
"","vo_travel_talk_20013_02","","0","20132","vo_travel_talk","0","21","","1201320014",""
"1","これ、ない物ねだりをするでない。\nそれに、ひと仕事終えてからのプリンは\n格別じゃぞ？　今は耐えるのじゃ。","0","1","20132","104411","10","11","0","1201320015","0"
"","","","","20132","0","","91","","1201320016",""
"","travel_topdrama_r_2000_idle_doya_surprise","","","20132","104411","1","3","","1201320017","0.2"
"","","","","20132","","","112","","1201320018",""
"","","","","20132","0","","91","","1201320019",""
"-68","102511","travel_topdrama_r_2000_idle_sad","42","20141","1","102","1","1","1201410001","0.8"
"-68","102811","travel_topdrama_r_2000_idle_normal","-42","20141","1","101","1","0","1201410002","0.8"
"-75","0","mana","0","20141","0","110","5","0","1201410003","1"
"","","","","20141","0","","91","","1201410004",""
"","0","","","20141","10","","93","","1201410005",""
"","","","","20141","1201410005","","101","","1201410006",""
"","none","","","20141","0","0","3","","1201410007","0"
"","","","","20141","0","","91","","1201410008",""
"","103","","","20142","102511","","13","","1201420001",""
"","104","","","20142","102811","","13","","1201420002",""
"1","travel_topdrama_r_2000_talk_sad_in","","travel_topdrama_r_2000_talk_sad_loop","20142","102511","0","3","","1201420003","0.2"
"","vo_travel_talk_20014_00","","0","20142","vo_travel_talk","0","21","","1201420004",""
"1","前方よし、後方よし、左右もよし……！\n今回の冒険で、私もドジばかりじゃない\nってところをお嬢様に……きゃあっ！？","0","1","20142","102511","10","11","0","1201420005","0"
"","","","","20142","0","","91","","1201420006",""
"1","travel_topdrama_r_2014_falldown","","travel_topdrama_r_2000_idle_sad_cry","20142","102511","0","3","","1201420007","0.2"
"1","travel_topdrama_r_2000_talk_surprise2_in","","travel_topdrama_r_2000_talk_surprise2_loop","20142","102811","0","3","","1201420008","0.2"
"","vo_travel_talk_20014_01","","0","20142","vo_travel_talk","0","21","","1201420009",""
"1","危ないっ！　……石につまづいたの？\nもう、しっかりしなさいよね？\nあなたのこと、頼りにしてるんだから。","0","1","20142","102811","10","11","0","1201420010","0"
"","","","","20142","0","","91","","1201420011",""
"","travel_topdrama_r_2000_idle_arm_crossed","","","20142","102811","1","3","","1201420012","0.2"
"","travel_topdrama_r_2000_talk_sad_loop_cry","","","20142","102511","1","3","","1201420013","0.2"
"","vo_travel_talk_20014_02","","0","20142","vo_travel_talk","0","21","","1201420014",""
"1","ううっ、ありがとうございます……！\nお嬢様の期待に応えるためにも、\n足元だけ見て歩くことにします！","0","1","20142","102511","10","11","0","1201420015","0"
"","","","","20142","0","","91","","1201420016",""
"","travel_topdrama_r_2000_idle_sad_cry","","","20142","102511","1","3","","1201420017","0.2"
"","d","","","20142","","","112","","1201420018",""
"","","","","20142","0","","91","","1201420019",""
"-68","103211","travel_topdrama_r_2000_idle_arm_crossed","42","20151","1","101","1","1","1201510001","0.8"
"-68","103411","travel_topdrama_r_2000_idle_normal","-42","20151","1","102","1","0","1201510002","0.8"
"-75","0","mana","0","20151","0","110","5","0","1201510003","1"
"","","","","20151","0","","91","","1201510004",""
"","0","","","20151","10","","93","","1201510005",""
"","","","","20151","1201510005","","101","","1201510006",""
"","none","","","20151","0","0","3","","1201510007","0"
"","","","","20151","0","","91","","1201510008",""
"","103","","","20152","103211","","13","","1201520001",""
"","104","","","20152","103411","","13","","1201520002",""
"1","travel_topdrama_r_2000_talk_arm_crossed_in","","travel_topdrama_r_2000_talk_arm_crossed_loop","20152","103211","0","3","","1201520003","0.2"
"","vo_travel_talk_20015_00","","0","20152","vo_travel_talk","0","21","","1201520004",""
"1","歩いて冒険も悪くありませんけれど、\n少々まどろっこしいですわね。\nそうですわ！　飛空艇を呼びつけて……","0","1","20152","103211","10","11","0","1201520005","0"
"","","","","20152","0","","91","","1201520006",""
"","travel_topdrama_r_2000_idle_arm_crossed","","","20152","103211","1","3","","1201520007","0.2"
"1","travel_topdrama_r_2000_talk_sad_in_surprise2","","travel_topdrama_r_2000_talk_sad_loop_surprise2","20152","103411","0","3","","1201520008","0.2"
"","vo_travel_talk_20015_01","","0","20152","vo_travel_talk","0","21","","1201520009",""
"1","ダメダメ、アキノさん、絶対ダメ！\n最近ただでさえ出費がかさんでるのに、\nこんな長距離飛ばしたら破産しちゃう！","0","1","20152","103411","10","11","0","1201520010","0"
"","","","","20152","0","","91","","1201520011",""
"","travel_topdrama_r_2000_idle_normal","","","20152","103411","1","3","","1201520012","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_surprise","","travel_topdrama_r_2000_talk_doya_loop_surprise","20152","103211","0","3","","1201520013","0.2"
"","vo_travel_talk_20015_02","","0","20152","vo_travel_talk","0","21","","1201520014",""
"1","はぁ、仕方ありませんわね。\nでは気分を切り替えて、ゆったりとした\n冒険を楽しむといたしましょう♪","0","1","20152","103211","10","11","0","1201520015","0"
"","","","","20152","0","","91","","1201520016",""
"","travel_topdrama_r_2000_idle_doya_surprise","","","20152","103211","1","3","","1201520017","0.2"
"","","","","20152","","","112","","1201520018",""
"","","","","20152","0","","91","","1201520019",""
"-68","101611","travel_topdrama_r_2000_idle_kyapi","42","20161","1","101","1","1","1201610001","0.8"
"-68","101811","travel_topdrama_r_2000_idle_wish_joy","-42","20161","1","102","1","0","1201610002","0.8"
"-75","0","mana","0","20161","0","110","5","0","1201610003","1"
"","","","","20161","0","","91","","1201610004",""
"","0","","","20161","10","","93","","1201610005",""
"","","","","20161","1201610005","","101","","1201610006",""
"","none","","","20161","0","0","3","","1201610007","0"
"","","","","20161","0","","91","","1201610008",""
"","103","","","20162","101611","","13","","1201620001",""
"","104","","","20162","101811","","13","","1201620002",""
"1","travel_topdrama_r_2000_talk_kyapi_in","","travel_topdrama_r_2000_talk_kyapi_loop","20162","101611","0","3","","1201620003","0.2"
"","vo_travel_talk_20016_00","","0","20162","vo_travel_talk","0","21","","1201620004",""
"1","ねねね！\nみんなで記念撮影しよ？\nあとで見返したら絶対エモいっしょ！","0","1","20162","101611","10","11","0","1201620005","0"
"","","","","20162","0","","91","","1201620006",""
"","travel_topdrama_r_2000_idle_kyapi","","","20162","101611","1","3","","1201620007","0.2"
"","travel_topdrama_r_2000_talk_wish_loop_joy","","","20162","101811","1","3","","1201620008","0.2"
"","vo_travel_talk_20016_01","","0","20162","vo_travel_talk","0","21","","1201620009",""
"1","先生も賛成よ～。この冒険は\n後でレポートにまとめてもらうから、\nそれにも載せてちょうだいね♪","0","1","20162","101811","10","11","0","1201620010","0"
"","","","","20162","0","","91","","1201620011",""
"","travel_topdrama_r_2000_idle_wish_joy","","","20162","101811","1","3","","1201620012","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_faceAnger","","travel_topdrama_r_2000_talk_doya_loop_faceAnger","20162","101611","0","3","","1201620013","0.2"
"","vo_travel_talk_20016_02","","0","20162","vo_travel_talk","0","21","","1201620014",""
"1","えっ、それ、マジで言ってる……？\n鬼やばいって～、旅行気分だったから\n全然メモってないし～！？","0","1","20162","101611","10","11","0","1201620015","0"
"","","","","20162","0","","91","","1201620016",""
"","travel_topdrama_r_2000_idle_doya_faceAnger","","","20162","101611","1","3","","1201620017","0.2"
"","","","","20162","","","112","","1201620018",""
"","","","","20162","0","","91","","1201620019",""
"-68","106511","travel_topdrama_r_2000_idle_doya","42","20171","1","101","1","1","1201710001","0.8"
"-68","106611","travel_topdrama_r_2000_idle_normal","-42","20171","1","102","1","0","1201710002","0.8"
"-75","0","mana","0","20171","0","110","5","0","1201710003","1"
"","","","","20171","0","","91","","1201710004",""
"","0","","","20171","10","","93","","1201710005",""
"","","","","20171","1201710005","","101","","1201710006",""
"","none","","","20171","0","0","3","","1201710007","0"
"","","","","20171","0","","91","","1201710008",""
"","103","","","20172","106511","","13","","1201720001",""
"","104","","","20172","106611","","13","","1201720002",""
"1","travel_topdrama_r_2000_talk_doya_in","","travel_topdrama_r_2000_talk_doya_loop","20172","106511","0","3","","1201720003","0.2"
"","vo_travel_talk_20017_00","","0","20172","vo_travel_talk","0","21","","1201720004",""
"1","こうして遠出するのもいいもんだ。\n道中で強い魔物とかが出てくれば、\n面白いケンカもできそうだしさ。","0","1","20172","106511","10","11","0","1201720005","0"
"","","","","20172","0","","91","","1201720006",""
"","travel_topdrama_r_2000_idle_doya","","","20172","106511","1","3","","1201720007","0.2"
"1","travel_topdrama_r_2000_talk_arm_crossed_in_sad","","travel_topdrama_r_2000_talk_arm_crossed_loop_sad","20172","106611","0","3","","1201720008","0.2"
"","vo_travel_talk_20017_01","","0","20172","vo_travel_talk","0","21","","1201720009",""
"1","あ、相変わらずのケンカバカですね……\nあたしはこんな面倒な仕事放り出して、\nさっさとランドソルに帰りてーですよ。","0","1","20172","106611","10","11","0","1201720010","0"
"","","","","20172","0","","91","","1201720011",""
"","travel_topdrama_r_2000_idle_arm_crossed_sad","","","20172","106611","1","3","","1201720012","0.2"
"1","travel_topdrama_r_2000_talk_doya_in_surprise","","travel_topdrama_r_2000_talk_doya_loop_surprise","20172","106511","0","3","","1201720013","0.2"
"","vo_travel_talk_20017_02","","0","20172","vo_travel_talk","0","21","","1201720014",""
"1","おいおい、つまんないこと言うなよ。\n確かに大変だけど、だからこそ\n面白がってみるのも大事だと思うぜ。","0","1","20172","106511","10","11","0","1201720015","0"
"","","","","20172","0","","91","","1201720016",""
"","travel_topdrama_r_2000_idle_doya_surprise","","","20172","106511","1","3","","1201720017","0.2"
"","","","","20172","","","112","","1201720018",""
"","","","","20172","0","","91","","1201720019",""
"-68","118011","travel_topdrama_r_2000_idle_sad","0","20181","1","101","1","1","1201810001","0.8"
"-75","0","mana","0","20181","0","110","5","0","1201810002","1"
"","","","","20181","0","","91","","1201810003",""
"","0","","","20181","10","","93","","1201810004",""
"","","","","20181","1201810004","","101","","1201810005",""
"","none","","","20181","0","0","3","","1201810006","0"
"","","","","20181","0","","91","","1201810007",""
"","103","","","20182","118011","","13","","1201820001",""
"1","travel_topdrama_r_2000_talk_sad_in","","travel_topdrama_r_2000_talk_sad_loop","20182","118011","0","3","","1201820002","0.2"
"","vo_travel_talk_20018_00","","0","20182","vo_travel_talk","0","21","","1201820003",""
"1","ぜぇ……ぜぇ……！\n本来、このような探索などは文官である\nわたくしの管轄外なのですけれど……！","0","1","20182","118011","10","11","0","1201820004","0"
"","","","","20182","0","","91","","1201820005",""
"1","travel_topdrama_r_2000_talk_doya_in","","travel_topdrama_r_2000_talk_doya_loop","20182","118011","0","3","","1201820006","0.2"
"","vo_travel_talk_20018_01","","0","20182","vo_travel_talk","0","21","","1201820007",""
"1","陛下直々のご命令とあれば、\nこのクレジッタ・キャッシュ！\nご満足いただける大秘宝を、\nなんとしても手に入れてみせますわ！","0","1","20182","118011","10","11","0","1201820008","0"
"","","","","20182","0","","91","","1201820009",""
"","travel_topdrama_r_2000_talk_thinking","","","20182","118011","1","3","","1201820010","0.2"
"","vo_travel_talk_20018_02","","0","20182","vo_travel_talk","0","21","","1201820011",""
"1","……それに、手ぶらで帰ったとなると\n秘書にまた小言を言われそうですし。\nあの子がグゥの音も出なくなるくらい\n稼いで稼いで稼ぎますわよ～っ！","0","1","20182","118011","10","11","0","1201820012","0"
"","","","","20182","0","","91","","1201820013",""
"1","travel_topdrama_r_2000_eieio_in","","travel_topdrama_r_2000_eieio_loop","20182","118011","0","3","","1201820014","0.2"
"","","","","20182","0","","91","","1201820015",""
"","","","","20182","","","112","","1201820016",""
"","","","","20182","0","","91","","1201820017",""
"-68","106111","travel_topdrama_r_2000_idle_smile","42","20191","1","101","1","1","1201910001","0.8"
"-68","107011","travel_topdrama_r_2000_idle_doya_sad","-42","20191","1","102","1","0","1201910002","0.8"
