aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"106731","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_05","6214","0.2","","1","6214032"
"106731","2","","-200","-330","0.01","6214","","","","6214033"
"106611","3","0.2","wac_birthday_idle_doya","1","","6214","","","","6214034"
"106611","2","","180","-320","0.01","6214","","","","6214035"
"106511","3","0.2","wac_birthday_idle_normal","1","","6214","","","","6214036"
"106511","2","","320","-340","0.01","6214","","","","6214037"
"0","93","","","","","6214","","","","6214038"
"800","32","","1","","","6214","","","","6214039"
"0.7","93","","","","","6214","","","","6214040"
"702","32","","1","","","6214","","","","6214041"
"0.5","93","","","","","6214","","","","6214042"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","6214","","","","6214043"
"701","32","","0","","","6214","","","","6214044"
"0.4","93","","","","","6214","","","","6214045"
"se_common","23","","se_sys_login_birthday_cracker","0","","6214","","","","6214046"
"700","32","","1","","","6214","","","","6214047"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","6214","","","","6214048"
"106611","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","6214","0.2","","1","6214049"
"0.1","93","","","","","6214","","","","6214050"
"106511","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","6214","0.2","","1","6214051"
"2","93","","","","","6214","","","","6214052"
"1","131","","","","","6214","","","","6214053"
"vo_wac_06214","21","","vo_wac_06214_000","0","0","6214","","","","6214054"
"106731","11","0","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","10","1","6214","0","0.5","1","6214055"
"0","91","","","","","6214","","","","6214056"
"106731","3","0.2","wac_birthday_idle_wish","1","","6214","","","","6214057"
"106611","3","0.2","wac_birthday_talk_anger","1","","6214","","","","6214058"
"vo_wac_06214","21","","vo_wac_06214_001","0","0","6214","","","","6214059"
"106611","11","0","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","10","1","6214","0","0.5","1","6214060"
"0","91","","","","","6214","","","","6214061"
"106611","3","0.2","wac_birthday_idle_normal","1","","6214","","","","6214062"
"106731","3","0.2","wac_birthday_talk_wish","1","","6214","","","","6214063"
"vo_wac_06214","21","","vo_wac_06214_002","0","0","6214","","","","6214064"
"106731","11","0","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","10","1","6214","0","0.5","1","6214065"
"0","91","","","","","6214","","","","6214066"
"106731","3","0.2","wac_birthday_talk_smile","1","","6214","","","","6214067"
"vo_wac_06214","21","","vo_wac_06214_003","0","0","6214","","","","6214068"
"106731","11","0","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","10","1","6214","0","0.5","1","6214069"
"0","91","","","","","6214","","","","6214070"
"0","22","","","","","6214","","","","6214071"
"bgm_M321","25","","bgm_M321_2C","","","8014","","","","8014001"
"1","1","2","104411","250","-1000","8014","0","wac_birthday_idle_normal","-70","8014002"
"1","1","2","103111","256","170","8014","1","wac_birthday_shinobu_idle_wish","-260","8014003"
"1","1","2","100711","259","270","8014","1","wac_birthday_idle_smile","-310","8014004"
"1","1","2","102211","257","400","8014","1","wac_birthday_idle_normal","-270","8014005"
"1","1","2","100611","258","500","8014","1","wac_birthday_idle_smile","-310","8014006"
"104411","13","","300","","","8014","","","","8014007"
"103111","13","","300","","","8014","","","","8014008"
"600","31","1","600","0","0","8014","","","1","8014009"
"602","31","0","602","0","0","8014","","","1","8014010"
"603","31","0","603","0","0","8014","","","1","8014011"
"604","31","1","604","30","60","8014","","","1","8014012"
"610","31","1","610","0","0","8014","","","1","8014013"
"700","31","0","700","0","0","8014","","","1","8014014"
"701","31","0","701","0","0","8014","","","1","8014015"
"702","31","0","702","0","0","8014","","","1","8014016"
"800","31","0","800","0","0","8014","","","1","8014017"
"906","31","1","906","30","60","8014","","","1","8014018"
"1","93","","","","","8014","","","","8014019"
"100711","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","8014","0.2","","1","8014020"
"103111","3","0.2","wac_birthday_shinobu_reaction_04","0","wac_birthday_shinobu_reaction_01","8014","0.2","","1","8014021"
"0.1","93","","","","","8014","","","","8014022"
"102211","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","8014","0.2","","1","8014023"
"100611","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","8014","0.2","","1","8014024"
"0.3","93","","","","","8014","","","","8014025"
"104411","3","0.2","wac_birthday_run_01","1","","8014","","","","8014026"
"104411","2","","0","-70","3","8014","","","","8014027"
"2.5","93","","","","","8014","","","","8014028"
"602","32","","1","","","8014","","","","8014029"
"0.6","93","","","","","8014","","","","8014030"
"600","32","","0","","","8014","","","","8014031"
"610","32","","0","","","8014","","","","8014032"
"604","32","","0","","","8014","","","","8014033"
"701","32","","1","","","8014","","","","8014034"
"906","33","","0","0","0.01","8014","","","","8014035"
"104411","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_02","8014","0.2","","1","8014036"
"104411","2","","-200","-330","0.01","8014","","","","8014037"
"103111","3","0.2","wac_birthday_shinobu_idle_wish","1","","8014","","","","8014038"
"103111","2","","150","-320","0.01","8014","","","","8014039"
"100711","3","0.2","wac_birthday_idle_smile","1","","8014","","","","8014040"
"100711","2","","265","-360","0.01","8014","","","","8014041"
"102211","3","0.2","wac_birthday_idle_normal","1","","8014","","","","8014042"
"102211","2","","400","-320","0.01","8014","","","","8014043"
"100611","3","0.2","wac_birthday_idle_smile","1","","8014","","","","8014044"
"100611","2","","500","-340","0.01","8014","","","","8014045"
"0","93","","","","","8014","","","","8014046"
"800","32","","1","","","8014","","","","8014047"
"0.7","93","","","","","8014","","","","8014048"
"702","32","","1","","","8014","","","","8014049"
"0.5","93","","","","","8014","","","","8014050"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","8014","","","","8014051"
"701","32","","0","","","8014","","","","8014052"
"0.4","93","","","","","8014","","","","8014053"
"se_common","23","","se_sys_login_birthday_cracker","0","","8014","","","","8014054"
"700","32","","1","","","8014","","","","8014055"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","8014","","","","8014056"
"103111","3","0.2","wac_birthday_shinobu_clap_to_wish","0","wac_birthday_shinobu_idle_wish","8014","0.2","","1","8014057"
"102211","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","8014","0.2","","1","8014058"
"0.1","93","","","","","8014","","","","8014059"
"100711","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","8014","0.2","","1","8014060"
"0.1","93","","","","","8014","","","","8014061"
"100611","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","8014","0.2","","1","8014062"
"2","93","","","","","8014","","","","8014063"
"1","131","","","","","8014","","","","8014064"
"vo_wac_08014","21","","vo_wac_08014_000","0","0","8014","","","","8014065"
"104411","11","0","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","10","1","8014","0","0.5","1","8014066"
"0","91","","","","","8014","","","","8014067"
"104411","3","0.2","wac_birthday_idle_normal","1","","8014","","","","8014068"
"103111","3","0.2","wac_birthday_shinobu_talk_wish","1","","8014","","","","8014069"
"vo_wac_08014","21","","vo_wac_08014_002","0","0","8014","","","","8014070"
"103111","11","0","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","10","1","8014","0","0.5","1","8014071"
"0","91","","","","","8014","","","","8014072"
"103111","3","0.2","wac_birthday_shinobu_idle_wish","1","","8014","","","","8014073"
"104411","3","0.2","wac_birthday_talk_doya","1","","8014","","","","8014074"
"vo_wac_08014","21","","vo_wac_08014_003","0","0","8014","","","","8014075"
"104411","11","0","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","10","1","8014","0","0.5","1","8014076"
"0","91","","","","","8014","","","","8014077"
"104411","3","0.2","wac_birthday_talk_smile","1","","8014","","","","8014078"
"vo_wac_08014","21","","vo_wac_08014_004","0","0","8014","","","","8014079"
"104411","11","0","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","10","1","8014","0","0.5","1","8014080"
"0","91","","","","","8014","","","","8014081"
"0","22","","","","","8014","","","","8014082"
"bgm_M321","25","","bgm_M321_2C","","","8514","","","","8514001"
"1","1","2","102311","250","-1000","8514","0","wac_birthday_idle_normal","-70","8514002"
"1","1","2","102111","256","200","8514","1","wac_birthday_idle_wish","-270","8514003"
"1","1","2","102811","258","310","8514","1","wac_birthday_idle_normal","-310","8514004"
"1","1","2","102511","257","445","8514","1","wac_birthday_idle_smile","-290","8514005"
"102311","13","","300","","","8514","","","","8514006"
"102111","13","","300","","","8514","","","","8514007"
"600","31","1","600","0","0","8514","","","1","8514008"
"602","31","0","602","0","0","8514","","","1","8514009"
"603","31","0","603","0","0","8514","","","1","8514010"
"604","31","1","604","30","60","8514","","","1","8514011"
"610","31","1","610","0","0","8514","","","1","8514012"
"700","31","0","700","0","0","8514","","","1","8514013"
"701","31","0","701","0","0","8514","","","1","8514014"
"702","31","0","702","0","0","8514","","","1","8514015"
"800","31","0","800","0","0","8514","","","1","8514016"
"907","31","1","907","30","60","8514","","","1","8514017"
"1","93","","","","","8514","","","","8514018"
"102111","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","8514","0.2","","1","8514019"
"0.1","93","","","","","8514","","","","8514020"
"102811","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","8514","0.2","","1","8514021"
"102511","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","8514","0.2","","1","8514022"
"0.3","93","","","","","8514","","","","8514023"
"102311","3","0.2","wac_birthday_run_01","1","","8514","","","","8514024"
"102311","2","","0","-70","3","8514","","","","8514025"
"2.5","93","","","","","8514","","","","8514026"
"602","32","","1","","","8514","","","","8514027"
"0.6","93","","","","","8514","","","","8514028"
"600","32","","0","","","8514","","","","8514029"
"610","32","","0","","","8514","","","","8514030"
"604","32","","0","","","8514","","","","8514031"
"701","32","","1","","","8514","","","","8514032"
"907","33","","0","0","0.01","8514","","","","8514033"
"102311","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_02","8514","0.2","","1","8514034"
"102311","2","","-200","-330","0.01","8514","","","","8514035"
"102111","3","0.2","wac_birthday_idle_wish","1","","8514","","","","8514036"
"102111","2","","180","-320","0.01","8514","","","","8514037"
"102811","3","0.2","wac_birthday_idle_normal","1","","8514","","","","8514038"
"102811","2","","290","-360","0.01","8514","","","","8514039"
"102511","3","0.2","wac_birthday_idle_smile","1","","8514","","","","8514040"
"102511","2","","425","-340","0.01","8514","","","","8514041"
"0","93","","","","","8514","","","","8514042"
"800","32","","1","","","8514","","","","8514043"
"0.7","93","","","","","8514","","","","8514044"
"702","32","","1","","","8514","","","","8514045"
"0.5","93","","","","","8514","","","","8514046"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","8514","","","","8514047"
"701","32","","0","","","8514","","","","8514048"
"0.4","93","","","","","8514","","","","8514049"
"se_common","23","","se_sys_login_birthday_cracker","0","","8514","","","","8514050"
"700","32","","1","","","8514","","","","8514051"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","8514","","","","8514052"
"102111","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","8514","0.2","","1","8514053"
"0.1","93","","","","","8514","","","","8514054"
"102811","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","8514","0.2","","1","8514055"
"0.1","93","","","","","8514","","","","8514056"
"102511","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","8514","0.2","","1","8514057"
"2","93","","","","","8514","","","","8514058"
"1","131","","","","","8514","","","","8514059"
"vo_wac_08514","21","","vo_wac_08514_000","0","0","8514","","","","8514060"
"102311","11","0","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","10","1","8514","0","0.5","1","8514061"
"0","91","","","","","8514","","","","8514062"
"102311","3","0.2","wac_birthday_idle_smile","1","","8514","","","","8514063"
"102111","3","0.2","wac_birthday_talk_smile","1","","8514","","","","8514064"
"vo_wac_08514","21","","vo_wac_08514_001","0","0","8514","","","","8514065"
"102111","11","0","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","10","1","8514","0","0.5","1","8514066"
"0","91","","","","","8514","","","","8514067"
"102111","3","0.2","wac_birthday_idle_smile","1","","8514","","","","8514068"
"102311","3","0.2","wac_birthday_talk_wish","1","","8514","","","","8514069"
"vo_wac_08514","21","","vo_wac_08514_002","0","0","8514","","","","8514070"
"102311","11","0","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","10","1","8514","0","0.5","1","8514071"
"0","91","","","","","8514","","","","8514072"
"102311","3","0.2","wac_birthday_talk_smile","1","","8514","","","","8514073"
"vo_wac_08514","21","","vo_wac_08514_003","0","0","8514","","","","8514074"
"102311","11","0","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","10","1","8514","0","0.5","1","8514075"
"0","91","","","","","8514","","","","8514076"
"0","22","","","","","8514","","","","8514077"
"bgm_M321","25","","bgm_M321_2C","","","8614","","","","8614001"
"1","1","2","105911","250","-1000","8614","0","wac_birthday_idle_normal","-70","8614002"
