16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01
"1229","0","格闘技での勝敗判定の一つ。相手をダウンさせたまま、既定の時間が過ぎたとき","これ、何と言う？","12494","12450","5","5","5","5","ノクアウト","ノックアウト","12454","1","12463","2","12488","5","1","ノックアウト"
"1230","0","格闘技で、ただのノックアウトとは異なった特殊な判定である「TKO」。この「T」は何の略？","これ、何と言う？","12486","12491","5","5","5","5","テクニカル","","12459","2","12463","2","12523","5","1","テクニカル"
"1231","0","ボクシングの階級で「ライト」などのつくものを省いて考えた場合、「ミドル級とライト級の間」は何？","これ、何と言う？","12454","12523","5","5","5","5","ウェルター","","12479","3","12455","2","12540","5","1","ウェルター級"
"1232","0","狩猟のために生まれた武器。「くの字型」をしており、投げた後Uターンして手元に戻ってくる","これ、何と言う？","12502","12513","5","5","5","5","ブーメラン","","12521","1","12540","2","12531","5","1","ブーメラン"
"1233","0","「死霊使い」とも呼ばれる、ファンタジーでもおなじみの存在。死者を蘇らせ操る術を持つ","これ、何と言う？","12493","12525","5","5","5","5","ネクロマン","","12510","2","12463","2","12531","5","1","ネクロマンサー"
"1234","0","かつての剣闘士（グラディエーター）が用いた、幅広の剣","これ、何と言う？","12464","12487","5","5","5","5","グラディウ","","12451","2","12521","2","12454","5","1","グラディウス"
"1235","0","「コロシアム」「コロセウム」とも表記される、非常によく知られた円形闘技場","これ、何と言う？","12467","12483","5","5","5","5","コロッセオ","","12475","1","12525","2","12458","5","1","コロッセオ"
"1236","0","球技スポーツで、そちらに目線を向けることなくパスをして、相手を出し抜くテクニックのこと","これ、何と言う？","12494","12523","5","5","5","5","ノールック","","12483","2","12540","2","12463","5","1","ノールックパス"
"1237","0","護身用や警官が持つ装備として知られた、手持ちサイズの武器。高圧の電撃で相手を無力化する","これ、何と言う？","12473","12531","5","5","5","5","スタンガン","","12460","1","12479","2","12531","5","1","スタンガン"
"1238","0","西遊記の「孫悟空」が武器に使った、自由自在に拡大・縮小できる棒","これ、何と言う？","12395","12356","4","4","4","4","にょいぼう","","12412","1","12423","2","12358","4","1","にょいぼう"
"1239","0","「死神」が持つと言われる大きな鎌のこと","これ、何と言う？","12487","12469","5","5","5","5","デスサイズ","","12452","3","12473","2","12474","5","1","デスサイズ"
"1240","1240","『ホマレ』が持つ能力で、発動中は遠く離れたものも見ることができる","これ、何と言う？","12426","12358","4","4","4","4","りゅうがん","","12364","2","12421","1","12435","4","1","りゅうがん"
"1241","0","スポーツにおいて、薬物などの禁止された手段を用いて、不当に能力を高めること","これ、何と言う？","12489","12500","5","5","5","5","ドーピング","","12531","1","12540","2","12464","5","1","ドーピング"
"1242","0","野球の投球における球種の一つ。文字通り、スルリと滑るような変化をすることから","これ、何と言う？","12473","12452","5","5","5","5","スライダー","","12480","1","12521","2","12540","5","1","スライダー"
"1243","0","野球の投球における球種の一つ。球が1回転する間に、縫い目が合計で2回通過することから","これ、何と言う？","12484","12471","5","5","5","5","ツーシーム","","12540","3","12540","2","12512","5","1","ツーシーム"
"1244","0","広義にはスポーツ全般の審判員を指すが、一般には特に野球の審判員を指すことが多い","これ、何と言う？","12450","12497","5","5","5","5","アンパイア","","12452","2","12531","2","12450","5","1","アンパイア"
"1245","0","野球の試合の、開催形式の分類。時間帯によって、2つに分かれる","これ、何と言う？","12487","12466","5","5","5","5","デイゲーム","","12540","2","12452","2","12512","5","1","ナイター⇔デイゲーム"
"1246","0","サッカーで「アディショナルタイム」と呼ばれるルールの、かつての呼び方","これ、何と言う？","12525","12479","5","5","5","5","ロスタイム","","12452","1","12473","2","12512","5","1","ロスタイム"
"1247","0","サッカーで、サイドから中央のゴール付近の味方へ大きなパスを出すこと","これ、何と言う？","12475","12479","5","5","5","5","センタリン","","12522","2","12531","2","12531","5","1","センタリング"
"1248","0","サッカーで、間違って自陣側のゴールにボールを入れてしまい、相手に得点が入ること","これ、何と言う？","12458","12531","5","5","5","5","オウンゴル","オウンゴール","12468","1","12454","2","12523","5","1","オウンゴール"
"1249","0","多くのスポーツで、相手の意表を突くためにわざと行う「ふり動作」のこと。「フェイク」とも","これ、何と言う？","12501","12452","5","5","5","5","フェイント","","12531","1","12455","2","12488","5","1","フェイント"
"1250","0","力士の間で、お礼を言うときに広く使われるあいさつ。昨今は相撲以外の一般層にも浸透している","これ、何と言う？","12372","12388","4","4","4","4","ごっつぁん","","12353","3","12387","2","12435","4","1","ごっつぁんです"
"1251","0","オリンピックで、トーチに灯した火をランナーが次々と受け継いで、会場までリレーをする催し","これ、何と言う？","32854","12522","5","6","5","6","聖火リレー","","12524","1","28779","2","12540","5","1","聖火リレー"
"1252","0","野球の野手が、大きく頭から飛び込んで打球をキャッチするプレー。成功すると非常に盛り上がる","これ、何と言う？","12480","12499","5","5","5","5","ダイビング","","12531","2","12452","2","12464","5","1","ダイビングキャッチ"
"1253","0","野球の捕手が、判定の際どいボールを、自分がうまく動くことで審判にストライクと判定させる技術","これ、何と言う？","12501","12511","5","5","5","5","フレミング","フレーミング","12531","3","12524","2","12464","5","1","フレーミング"
"1255","1255","『ペコリーヌ』のユニオンバースト","これ、何と言う？","12473","12521","5","5","5","5","ストライク","","12452","1","12488","1","12463","5","1","プリンセスストライク"
"1256","0","プリコネRのバトルで、「物理攻撃で与えられるダメージ」に大きくかかわるステータス","これ、何と言う？","29289","25915","6","6","6","6","物理攻撃力","","25731","1","29702","1","21147","6","1","物理攻撃力"
"1257","0","プリコネRのバトルで、「魔法攻撃で与えられるダメージ」に大きくかかわるステータス","これ、何と言う？","39764","25915","6","6","6","6","魔法攻撃力","","25731","1","27861","1","21147","6","1","魔法攻撃力"
"1258","0","プリコネRのバトルで、「物理攻撃で受けるダメージ」に大きくかかわるステータス","これ、何と言う？","29289","38450","6","6","6","6","物理防御力","","24481","1","29702","1","21147","6","1","物理防御力"
"1259","0","プリコネRのバトルで、「魔法攻撃で受けるダメージ」に大きくかかわるステータス","これ、何と言う？","39764","38450","6","6","6","6","魔法防御力","","24481","1","27861","1","21147","6","1","魔法防御力"
"1260","0","プリコネRのバトルに関わる強化方法で、「才能開花」をするために必要なアイテム","これ、何と言う？","12513","12522","5","5","5","5","メモリピス","メモリーピース","12500","1","12514","1","12473","5","1","メモリーピース"
"1261","1261","『ミミ』のユニオンバースト","これ、何と言う？","12473","12483","5","5","5","5","スラッシュ","","12471","3","12521","1","12517","5","1","うさぎさんスラッシュ"
"1262","1262","『マコト』のユニオンバースト","これ、何と言う？","12454","12501","5","5","5","5","ウルフェン","","12455","3","12523","1","12531","5","1","ウルフェンバイト"
"1263","5108","『シノブ』のユニオンバースト","これ、何と言う？","12501","12531","5","5","5","5","ファントム","","12488","3","12449","1","12512","5","1","ファントムテラー"
"1264","1264","『エリコ』のユニオンバースト","これ、何と言う？","12497","12483","5","5","5","5","パニッシュ","","12471","3","12491","1","12517","5","1","デッドリーパニッシュ"
"1265","2268","『カオリ』のユニオンバースト","これ、何と言う？","12490","12523","5","5","5","5","ナクルアロ","琉球犬ナックルアロー","12450","3","12463","1","12525","5","1","琉球犬ナックルアロー"
"1266","1266","『ルナ』のユニオンバースト","これ、何と言う？","12501","12531","5","5","5","5","ファントム","","12488","3","12449","1","12512","5","1","ファントムハウル"
"1267","1267","『モニカ（★6）』のユニオンバースト","これ、何と言う？","38647","25731","6","6","6","6","雷閃撃鎖斬","","37782","3","38275","1","26028","6","1","旋風雷閃撃鎖斬"
"2001","0","どんなにつらくても辛抱していれば、やがて報われること","このことわざ、何と言う？","12356","12398","4","4","4","4","いしのうえ","","12358","1","12375","2","12360","4","2","いしのうえにも三年"
"2002","0","童話「浦島太郎」で、竜宮城から帰った浦島太郎が開けた箱","これ、何と言う？","12383","12390","4","4","4","4","たまてばこ","","12400","1","12414","2","12371","4","2","たまてばこ"
"2003","0","いろはうたで「いろはにほへと」に続く5文字","これ、何と言う？","12385","12396","4","4","4","4","ちりぬるを","","12427","1","12426","2","12434","4","2","ちりぬるを"
"2004","0","いろはうたで「わかよたれそ」に続く5文字","これ、何と言う？","12388","12394","4","4","4","4","つねならむ","","12425","2","12397","2","12416","4","2","つねならむ"
"2005","0","いろはうたで「うゐのおくやま」に続く5文字","これ、何と言う？","12369","12371","4","4","4","4","けふこえて","","12360","3","12405","2","12390","4","2","けふこえて"
"2006","0","有名な俳句「○○○○○　蛙飛び込む　水の音」","空欄に入るのは？","12405","12356","4","4","4","4","ふるいけや","","12369","2","12427","2","12420","4","2","ふるいけや"
"2007","0","有名な俳句「夏草や　兵どもが　○○○○○」","空欄に入るのは？","12422","12398","4","4","4","4","ゆめのあと","","12354","2","12417","2","12392","4","2","ゆめのあと"
"2008","0","有名な俳句「秋深き　隣は何を　○○○○○」","空欄に入るのは？","12377","12402","4","4","4","4","するひとぞ","","12392","3","12427","2","12382","4","2","するひとぞ"
