db3d8e5178388d641fe1da7a93e50eb89605985c37c8ffc87d90a1ed6e2a2833,75c4f4a1d3df6c8166d3e288863a483435d36fdfd72d253c5778e61cda982384,6d08b8772f649bab5c3f90f40dabe85827135b66e34cb26224501d7f8e957338,96ba1188b290959dcca32e0ef91f32749f71dcc33cb1de8d0e9912ab2820be49,609ee2244b4663ac9fe0dd65a82161dc7d4528910a17b4645d6bfebc91deea2b,662b7d031ea6e3edef4385e1e3a7d5647a02e04e136a876bf18129ad12a5e6bc,9ffdbbc9ea18ee24e3f7b1190614d1e852e112b6b8e4809c7eee229d242c1661,5c168859a4f21100bed6c3d1c533ad55afe965d0a9f9da28f66f52d47a938ad8,b4e40b58d75fa0e7e735550c903bc2b4cf21c2aab5fda1034afed0158ef77835,440c1fe5d28ea054c03658e52ffaa0e35523f59cdb4cdb1fa9417ad7509353b4,348c30ac42de3318f64d7debcf70a17b08d5760b1e595a4a8dc5d4dbf4a5a5ca
"","vo_wac_220224_001","21","0","","0","","vo_wac_220224","","1012","1012011"
"0","……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！","11","1","1","10","0","100711","0.5","1012","1012012"
"","","91","","","","","0","","1012","1012013"
"","vo_wac_220224_002","21","0","","0","","vo_wac_220224","","1012","1012014"
"0","さっさと本物のプリンを\nよこせなの～！！","11","1","1","10","0","100711","0.5","1012","1012015"
"","","91","","","","","0","","1012","1012016"
"","0","22","","","","","0","","1012","1012017"
"","wac_idle_smile","3","","","1","0.2","100711","","1013","1013001"
"","wac_no_items","3","","","1","0.2","111","","1013","1013002"
"","200","2","0","","-340","","100711","","1013","1013003"
"","200","2","0","","-340","","111","","1013","1013004"
"","0","32","","","","","1","","1013","1013005"
"","1","32","","","","","2","","1013","1013006"
"","0","32","","","","","11","","1013","1013007"
"","","91","","","","","0","","1013","1013008"
"0","105311","1","-108","-212.75","202","2","1","wac_default_11","1111","1111001"
"0","111","5","-108","-212.75","201","2","1","wac_default_11","1111","1111002"
"","1","31","0","1","0","1","1","","1111","1111003"
"","2","31","0","1","0","0","2","","1111","1111004"
"","11","31","0","1","0","0","11","","1111","1111005"
"","wac_paint_11","3","","","0","0.2","105311","","1111","1111006"
"","wac_paint_11","3","","","0","0.2","111","","1111","1111007"
"","0","93","","","","","0.3","","1111","1111008"
"","1","32","","","","","11","wac_default_11","1111","1111009"
"","se_10035700_roller","23","","0","0","0.2","se_10035700","","1111","1111010"
"","","131","","","","","1","","1111","1111011"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","105311","","1112","1112001"
"","wac_no_items","3","","","1","0.2","111","","1112","1112002"
"","200","2","0","","-340","","105311","","1112","1112003"
"","200","2","0","","-340","","111","","1112","1112004"
"","0","32","","","","","1","","1112","1112005"
"","1","32","","","","","2","","1112","1112006"
"","0","32","","","","","11","","1112","1112007"
"","vo_wac_220225_000","21","0","","0","","vo_wac_220225","","1112","1112008"
"0","よし、なかなかいい仕上がりだ！\n絵を描くのも悪くないな！\n時々子どものイタズラだと\n思われるのは心外だが……","11","1","1","10","0","105311","0.5","1112","1112009"
"","","91","","","","","0","","1112","1112010"
"","vo_wac_220225_001","21","0","","0","","vo_wac_220225","","1112","1112011"
"0","遠く離れたこの地に\n私の絵……足跡が残るのだ。\nこれは祖国に報告すべき\n偉大なる快挙ではないだろうか！","11","1","1","10","0","105311","0.5","1112","1112012"
"","","91","","","","","0","","1112","1112013"
"","0","22","","","","","0","","1112","1112014"
"","wac_idle_doya","3","","","1","0.2","105311","","1113","1113001"
"","wac_no_items","3","","","1","0.2","111","","1113","1113002"
"","200","2","0","","-340","","105311","","1113","1113003"
"","200","2","0","","-340","","111","","1113","1113004"
"","0","32","","","","","1","","1113","1113005"
"","1","32","","","","","2","","1113","1113006"
"","0","32","","","","","11","","1113","1113007"
"","","91","","","","","0","","1113","1113008"
"0","100811","1","-108","-175","202","2","1","wac_default_01","1211","1211001"
"0","111","5","-108","-175","201","2","1","wac_default_02","1211","1211002"
"","4","31","0","1","0","1","4","","1211","1211003"
"","2","31","0","1","0","0","2","","1211","1211004"
"","12","31","0","1","0","0","12","","1211","1211005"
"","wac_paint_01","3","","","0","0.2","100811","","1211","1211006"
"","wac_paint_02","3","","","0","0.2","111","","1211","1211007"
"","1","32","","","","","12","wac_default_11","1211","1211008"
"","se_10035700_brush","23","","0","0","0.2","se_10035700","","1211","1211009"
"","","131","","","","","1","","1211","1211010"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","100811","","1212","1212001"
"","wac_no_items","3","","","1","0.2","111","","1212","1212002"
"","200","2","0","","-340","","100811","","1212","1212003"
"","200","2","0","","-340","","111","","1212","1212004"
"","0","32","","","","","4","","1212","1212005"
"","1","32","","","","","2","","1212","1212006"
"","0","32","","","","","12","","1212","1212007"
"","vo_wac_220226_000","21","0","","0","","vo_wac_220226","","1212","1212008"
"0","ああ……美しい……\n美しい以外にこれを\n表現する言葉が見当たらないよ。","11","1","1","10","0","100811","0.5","1212","1212009"
"","","91","","","","","0","","1212","1212010"
"","vo_wac_220226_001","21","0","","0","","vo_wac_220226","","1212","1212011"
"0","未完の美なんて言葉もあるけど、\nそんなのボクには関係ないね。\n完全にして完璧な美。\nそれがボク！　ああ……美しい……","11","1","1","10","0","100811","0.5","1212","1212012"
"","","91","","","","","0","","1212","1212013"
"","0","22","","","","","0","","1212","1212014"
"","wac_idle_wish","3","","","1","0.2","100811","","1213","1213001"
"","wac_no_items","3","","","1","0.2","111","","1213","1213002"
"","200","2","0","","-340","","100811","","1213","1213003"
"","200","2","0","","-340","","111","","1213","1213004"
"","0","32","","","","","4","","1213","1213005"
"","1","32","","","","","2","","1213","1213006"
"","0","32","","","","","12","","1213","1213007"
"","","91","","","","","0","","1213","1213008"
"0","104511","1","-108","-175","202","2","1","wac_default_01","1311","1311001"
"0","111","5","-108","-175","201","2","1","wac_default_02","1311","1311002"
"","4","31","0","1","0","1","4","","1311","1311003"
"","2","31","0","1","0","0","2","","1311","1311004"
"","12","31","0","1","0","0","12","","1311","1311005"
"","wac_paint_01","3","","","0","0.2","104511","","1311","1311006"
"","wac_paint_02","3","","","0","0.2","111","","1311","1311007"
"","1","32","","","","","12","wac_default_11","1311","1311008"
"","se_10035700_brush","23","","0","0","0.2","se_10035700","","1311","1311009"
"","","131","","","","","1","","1311","1311010"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","104511","","1312","1312001"
"","wac_no_items","3","","","1","0.2","111","","1312","1312002"
"","200","2","0","","-340","","104511","","1312","1312003"
"","200","2","0","","-340","","111","","1312","1312004"
"","0","32","","","","","4","","1312","1312005"
"","1","32","","","","","2","","1312","1312006"
"","0","32","","","","","12","","1312","1312007"
"","vo_wac_220227_000","21","0","","0","","vo_wac_220227","","1312","1312008"
"0","ぐふふ……\nクウカのいろいろなものを\n込めて描いた絵が、\n見られてしまうのですね……","11","1","1","10","0","104511","0.5","1312","1312009"
"","","91","","","","","0","","1312","1312010"
"","vo_wac_220227_001","21","0","","0","","vo_wac_220227","","1312","1312011"
"0","繊細な筆づかい……\n荒々しいタッチ……\nクウカの手から生み出された絵が……！\nじゅるり～♪","11","1","1","10","0","104511","0.5","1312","1312012"
"","","91","","","","","0","","1312","1312013"
"","0","22","","","","","0","","1312","1312014"
"","wac_idle_smile","3","","","1","0.2","104511","","1313","1313001"
"","wac_no_items","3","","","1","0.2","111","","1313","1313002"
"","200","2","0","","-340","","104511","","1313","1313003"
"","200","2","0","","-340","","111","","1313","1313004"
"","0","32","","","","","4","","1313","1313005"
"","1","32","","","","","2","","1313","1313006"
"","0","32","","","","","12","","1313","1313007"
"","","91","","","","","0","","1313","1313008"
"0","103011","1","-108","-175","202","2","1","wac_default_11","1411","1411001"
"0","111","5","-108","-175","201","2","1","wac_default_12","1411","1411002"
"","4","31","0","1","0","1","4","","1411","1411003"
"","2","31","0","1","0","0","2","","1411","1411004"
"","12","31","0","1","0","0","12","","1411","1411005"
"","wac_paint_11","3","","","0","0.2","103011","","1411","1411006"
"","wac_paint_12","3","","","0","0.2","111","","1411","1411007"
"","0","93","","","","","0.3","","1411","1411008"
"","1","32","","","","","12","wac_default_11","1411","1411009"
"","se_10035700_roller","23","","0","0","0.2","se_10035700","","1411","1411010"
"","","131","","","","","1","","1411","1411011"
"","wac_talk_kyapi_in","3","wac_talk_kyapi_loop","1","0","0.2","103011","","1412","1412001"
"","wac_no_items","3","","","1","0.2","111","","1412","1412002"
"","200","2","0","","-340","","103011","","1412","1412003"
"","200","2","0","","-340","","111","","1412","1412004"
"","0","32","","","","","4","","1412","1412005"
"","1","32","","","","","2","","1412","1412006"
"","0","32","","","","","12","","1412","1412007"
"","vo_wac_220228_000","21","0","","0","","vo_wac_220228","","1412","1412008"
"0","シュバババッ！！\nやったデース！\nフフフ……コウボウフデヲエラバズな\nできデス！","11","1","1","10","0","103011","0.5","1412","1412009"
"","","91","","","","","0","","1412","1412010"
"","vo_wac_220228_001","21","0","","0","","vo_wac_220228","","1412","1412011"
"0","なんのこれしき、チューシンとして\nトーゼンデス！\nランドソルにショーグンの威光を\n知らしめまショウ！","11","1","1","10","0","103011","0.5","1412","1412012"
"","","91","","","","","0","","1412","1412013"
"","0","22","","","","","0","","1412","1412014"
"","wac_idle_kyapi","3","","","1","0.2","103011","","1413","1413001"
"","wac_no_items","3","","","1","0.2","111","","1413","1413002"
"","200","2","0","","-340","","103011","","1413","1413003"
"","200","2","0","","-340","","111","","1413","1413004"
"","0","32","","","","","4","","1413","1413005"
"","1","32","","","","","2","","1413","1413006"
"","0","32","","","","","12","","1413","1413007"
"","","91","","","","","0","","1413","1413008"
"0","102911","1","-108","-212.75","202","2","1","wac_default_11","1511","1511001"
"0","111","5","-108","-212.75","201","2","1","wac_default_11","1511","1511002"
"","1","31","0","1","0","1","1","","1511","1511003"
"","2","31","0","1","0","0","2","","1511","1511004"
"","11","31","0","1","0","0","11","","1511","1511005"
"","wac_paint_11","3","","0","0","0.2","102911","","1511","1511006"
"","wac_paint_11","3","","0","0","0.2","111","","1511","1511007"
"","0","93","","","","","0.3","","1511","1511008"
"","1","32","","","","","11","","1511","1511009"
"","se_10035700_roller","23","","","0","","se_10035700","","1511","1511010"
"","","131","","","","","1","","1511","1511011"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","102911","","1512","1512001"
"","wac_no_items","3","","","1","0.2","111","","1512","1512002"
"","200","2","0","","-340","","102911","","1512","1512003"
"","200","2","0","","-340","","111","","1512","1512004"
"","0","32","","","","","1","","1512","1512005"
"","1","32","","","","","2","","1512","1512006"
"","0","32","","","","","11","","1512","1512007"
"","vo_wac_220301_000","21","0","","0","","vo_wac_220301","","1512","1512008"
"0","あっ、しまった～！\nつい自分のサインを書いちゃった♪","11","1","1","10","0","102911","0.5","1512","1512009"
"","","91","","","","","0","","1512","1512010"
"","vo_wac_220301_001","21","0","","0","","vo_wac_220301","","1512","1512011"
"0","自分を見せるんじゃなくて\n自分の描いたものを見せる。\nこれも表現の形だよね！\nアイドル活動に生かせそう♪","11","1","1","10","0","102911","0.5","1512","1512012"
"","","91","","","","","0","","1512","1512013"
"","0","22","","","","","0","","1512","1512014"
"","wac_idle_smile","3","","","1","0.2","102911","","1513","1513001"
"","wac_no_items","3","","","1","0.2","111","","1513","1513002"
"","200","2","0","","-340","","102911","","1513","1513003"
"","200","2","0","","-340","","111","","1513","1513004"
"","0","32","","","","","1","","1513","1513005"
"","1","32","","","","","2","","1513","1513006"
"","0","32","","","","","11","","1513","1513007"
"","","91","","","","","0","","1513","1513008"
"0","104211","1","-108","-212.75","202","2","1","wac_default_01","1611","1611001"
"0","111","5","-108","-212.75","201","2","1","wac_default_02","1611","1611002"
"","1","31","0","1","0","1","1","","1611","1611003"
"","2","31","0","1","0","0","2","","1611","1611004"
"","11","31","0","1","0","0","11","","1611","1611005"
"","wac_paint_01","3","","0","0","0.2","104211","","1611","1611006"
"","wac_paint_02","3","","0","0","0.2","111","","1611","1611007"
"","0","93","","","","","0","","1611","1611008"
"","1","32","","","","","11","","1611","1611009"
"","se_10035700_brush","23","","","0","","se_10035700","","1611","1611010"
"","","131","","","","","1","","1611","1611011"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","104211","","1612","1612001"
"","wac_no_items","3","","","1","0.2","111","","1612","1612002"
"","200","2","0","","-340","","104211","","1612","1612003"
"","200","2","0","","-340","","111","","1612","1612004"
"","0","32","","","","","1","","1612","1612005"
"","1","32","","","","","2","","1612","1612006"
"","0","32","","","","","11","","1612","1612007"
"","vo_wac_220302_000","21","0","","0","","vo_wac_220302","","1612","1612008"
"0","あ……つい、癖でサインを\n描いてしまいました……\n……これ、ノゾミもやってそうですね。","11","1","1","10","0","104211","0.5","1612","1612009"
"","","91","","","","","0","","1612","1612010"
"","vo_wac_220302_001","21","0","","0","","vo_wac_220302","","1612","1612011"
"0","ふふ。色々な絵が重なり合って\nまるで音色みたいに響き合っている。\n……完成が楽しみですね。","11","1","1","10","0","104211","0.5","1612","1612012"
"","","91","","","","","0","","1612","1612013"
"","0","22","","","","","0","","1612","1612014"
"","wac_idle_wish","3","","","1","0.2","104211","","1613","1613001"
"","wac_no_items","3","","","1","0.2","111","","1613","1613002"
"","200","2","0","","-340","","104211","","1613","1613003"
"","200","2","0","","-340","","111","","1613","1613004"
"","0","32","","","","","1","","1613","1613005"
"","1","32","","","","","2","","1613","1613006"
"","0","32","","","","","11","","1613","1613007"
"","","91","","","","","0","","1613","1613008"
