fa69314f3eb88dae4f57db6cb0765f86790b8f61e8912fe6d7a179f81362657f,540028fd4c4f4601adb6c4900e0964c3ae1bb38e74f9e9ea63cf58f097f5c618,061af2913efa43e657aef6c0a2f62848060255ba6a8440d4d26d6a0375a8c0eb,b373bef911d4dcc3845b28ee4b181652acc79abe9ce4d7915f141e12bbfca673,d241a1d56c151af578d8ab3fa93d7dc0cf7595b5c23eda430e3a9617ce3f8086,92dc58d96ebbe2baf2dad9903ff441b0dc7584631f4e7c1c461a88cbd8f4670c,ff93ae0dbbf9b1c452aaf574c9dae0cf6f4a88b568a0b1d1f0a03629d742c2e2,3aa373320c34f5fd5d640fea08b3ef1b39748e599273dc662c8136ee62d8b638,c1041a2743e9dd4d2efe769265198dc6b7304de96f69d006fe7be1ead6920dc4,ba5128d426c3874d6ce7bbd131169b28e27fa966adade79905682a9d686debf1,7b7591cead7b996938934993c58b0a01ac2432f7a067ec9217da7fa3eb8377c4
"869","1","1","7","-125","","31","","1","-850","18690006"
"869","1","2","1","-250","","31","","1","-1100","18690007"
"869","","1750","110511","10","","2","","","-125","18690008"
"869","","1500","110011","10","","2","","","-250","18690009"
"869","","1750","1","10","","2","","","-125","18690010"
"869","","1500","2","10","","2","","","-250","18690011"
"869","","1750","1","10","","33","","","-125","18690012"
"869","","1500","2","10","","33","","","-250","18690013"
"870","","se_fpc_water_random","se_10053800","","","23","","","","18700001"
"870","1.75","110111","1","-1100","1","1","cmn_float","-180","22","18700002"
"870","1.75","117111","1","-1350","0","1","cmn_float","-125","12","18700003"
"870","1.75","127011","1","-1600","0","1","cmn_float","-180","22","18700004"
"870","1","2","6","-180","","31","","1","-1070","18700005"
"870","1","3","6","-125","","31","","1","-1350","18700006"
"870","1","4","6","-180","","31","","1","-1600","18700007"
"870","","1500","110111","13.5","","2","","","-180","18700008"
"870","","1250","117111","13.5","","2","","","-125","18700009"
"870","","1000","127011","13.5","","2","","","-180","18700010"
"870","","1530","2","13.5","","33","","","-180","18700011"
"870","","1250","3","13.5","","33","","","-125","18700012"
"870","","1000","4","13.5","","33","","","-180","18700013"
"870","","","2.7","","","93","","","","18700014"
"870","","vo_fpc_87001","vo_fpc","0","","21","","","","18700015"
"871","","se_fpc_water_random","se_10053800","","","23","","","","18710001"
"871","1.75","122511","1","-850","0","1","cmn_swm_breastStroke","-125","12","18710002"
"871","1.75","117411","1","-1100","0","1","cmn_swm_breastStroke","-250","32","18710003"
"871","1","1","2","-125","","31","","1","-850","18710004"
"871","1","2","2","-250","","31","","1","-1100","18710005"
"871","","1750","122511","10","","2","","","-125","18710006"
"871","","1500","117411","10","","2","","","-250","18710007"
"871","","1750","1","10","","33","","","-125","18710008"
"871","","1500","2","10","","33","","","-250","18710009"
"872","","se_fpc_water_random","se_10053800","","","23","","","","18720001"
"872","1.75","110311","1","-850","0","1","cmn_boat_relax_l","-180","23","18720002"
"872","1.75","126711","1","-1200","0","1","cmn_boat_relax","-180","23","18720003"
"872","1.75","1","2","-850","0","5","cmn_boat_idle_blue","-180","22","18720004"
"872","1.75","2","2","-1200","0","5","cmn_boat_idle_l","-180","22","18720005"
"872","1","1","116","-180","","31","","1","-850","18720006"
"872","1","2","116","-180","","31","","1","-1200","18720007"
"872","","1750","110311","13.5","","2","","","-180","18720008"
"872","","1400","126711","13.5","","2","","","-180","18720009"
"872","","1750","1","13.5","","2","","","-180","18720010"
"872","","1400","2","13.5","","2","","","-180","18720011"
"872","","1750","1","13.5","","33","","","-180","18720012"
"872","","1400","2","13.5","","33","","","-180","18720013"
"872","","","2.7","","","93","","","","18720014"
"872","","vo_fpc_87201","vo_fpc","0","","21","","","","18720015"
"873","","se_fpc_water_random","se_10053800","","","23","","","","18730001"
"873","1.75","110411","1","-850","0","1","cmn_swm_breastStroke","-125","12","18730002"
"873","1.75","115711","1","-1100","0","1","cmn_swm_breastStroke","-250","32","18730003"
"873","1","1","2","-125","","31","","1","-850","18730004"
"873","1","2","2","-250","","31","","1","-1100","18730005"
"873","","1750","110411","10","","2","","","-125","18730006"
"873","","1500","115711","10","","2","","","-250","18730007"
"873","","1750","1","10","","33","","","-125","18730008"
"873","","1500","2","10","","33","","","-250","18730009"
"874","","se_fpc_water_random","se_10053800","","","23","","","","18740001"
"874","1.75","110411","1","-1100","1","1","cmn_float","-180","22","18740002"
"874","1.75","122611","1","-1350","0","1","cmn_float","-125","12","18740003"
"874","1","2","6","-180","","31","","1","-1070","18740004"
"874","1","3","6","-125","","31","","1","-1350","18740005"
"874","","1500","110411","13.5","","2","","","-180","18740006"
"874","","1250","122611","13.5","","2","","","-125","18740007"
"874","","1530","2","13.5","","33","","","-180","18740008"
"874","","1250","3","13.5","","33","","","-125","18740009"
"874","","","2.6","","","93","","","","18740010"
"874","","vo_fpc_87401","vo_fpc","0","","21","","","","18740011"
"875","","se_fpc_water_random","se_10053800","","","23","","","","18750001"
"875","1.75","108011","1","-850","0","1","cmn_swm_diving","-125","12","18750002"
"875","1.75","129411","1","-1100","0","1","cmn_swm_diving","-180","22","18750003"
"875","1","1","9","-125","","31","","1","-850","18750004"
"875","1","2","9","-180","","31","","1","-1100","18750005"
"875","","1750","108011","13.5","","2","","","-125","18750006"
"875","","1500","129411","13.5","","2","","","-180","18750007"
"875","","1750","1","13.5","","33","","","-125","18750008"
"875","","1500","2","13.5","","33","","","-180","18750009"
"876","","se_fpc_water_random","se_10053800","","","23","","","","18760001"
"876","1.75","117111","1","-1100","1","1","cmn_float","-180","22","18760002"
"876","1.75","129311","1","-1350","0","1","cmn_float","-125","12","18760003"
"876","1","2","6","-180","","31","","1","-1070","18760004"
"876","1","3","6","-125","","31","","1","-1350","18760005"
"876","","1500","117111","13.5","","2","","","-180","18760006"
"876","","1250","129311","13.5","","2","","","-125","18760007"
"876","","1530","2","13.5","","33","","","-180","18760008"
"876","","1250","3","13.5","","33","","","-125","18760009"
"876","","","2.8","","","93","","","","18760010"
"876","","vo_fpc_87601","vo_fpc","0","","21","","","","18760011"
"877","","se_fpc_water_random","se_10053800","","","23","","","","18770001"
"877","1.75","117211","1","-850","0","1","cmn_crawl","-125","12","18770002"
"877","1.75","117311","1","-1100","0","1","cmn_crawl","-250","32","18770003"
"877","1.75","117411","1","-1350","0","1","cmn_crawl","-125","12","18770004"
"877","1.75","129511","1","-1600","0","1","cmn_swm_diving","-250","32","18770005"
"877","1","1","7","-125","","31","","1","-850","18770006"
"877","1","2","1","-250","","31","","1","-1100","18770007"
"877","1","3","7","-125","","31","","1","-1350","18770008"
"877","1","4","9","-250","","31","","1","-1600","18770009"
"877","","1750","117211","10","","2","","","-125","18770010"
"877","","1500","117311","10","","2","","","-250","18770011"
"877","","1250","117411","10","","2","","","-125","18770012"
"877","","1000","129511","10","","2","","","-250","18770013"
"877","","1750","1","10","","33","","","-125","18770014"
"877","","1500","2","10","","33","","","-250","18770015"
"877","","1250","3","10","","33","","","-125","18770016"
"877","","1000","4","10","","33","","","-250","18770017"
"878","","se_fpc_water_random","se_10053800","","","23","","","","18780001"
"878","1.75","110611","1","-850","0","1","cmn_swm_tread","-125","13","18780002"
"878","1.75","129511","1","-1100","0","1","cmn_swm_tread","-250","33","18780003"
"878","1.75","1","1","-850","0","5","cmn_swm_tread_pink","-125","12","18780004"
"878","1.75","2","1","-1100","0","5","cmn_swm_tread_blue","-250","32","18780005"
"878","1","1","13","-125","","31","","1","-850","18780006"
"878","1","2","3","-250","","31","","1","-1100","18780007"
"878","","1750","110611","13.5","","2","","","-125","18780008"
"878","","1500","129511","13.5","","2","","","-250","18780009"
"878","","1750","1","13.5","","2","","","-125","18780010"
"878","","1500","2","13.5","","2","","","-250","18780011"
"878","","1750","1","13.5","","33","","","-125","18780012"
"878","","1500","2","13.5","","33","","","-250","18780013"
"879","","se_fpc_water_random","se_10053800","","","23","","","","18790001"
"879","1.75","107611","1","-1100","1","1","cmn_float","-180","22","18790002"
"879","1.75","122611","1","-1350","0","1","cmn_float","-125","12","18790003"
"879","1","2","6","-180","","31","","1","-1070","18790004"
"879","1","3","6","-125","","31","","1","-1350","18790005"
"879","","1500","107611","13.5","","2","","","-180","18790006"
"879","","1250","122611","13.5","","2","","","-125","18790007"
"879","","1530","2","13.5","","33","","","-180","18790008"
"879","","1250","3","13.5","","33","","","-125","18790009"
"879","","","2.6","","","93","","","","18790010"
"879","","vo_fpc_87901","vo_fpc","0","","21","","","","18790011"
"880","","se_fpc_water_random","se_10053800","","","23","","","","18800001"
"880","1.75","110311","1","-1100","1","1","cmn_float","-180","22","18800002"
"880","1.75","129311","1","-1350","1","1","04_misogi_float_loop","-125","12","18800003"
"880","1","2","6","-180","","31","","1","-1070","18800004"
"880","1","3","6","-125","","31","","1","-1350","18800005"
"880","","1500","110311","13.5","","2","","","-180","18800006"
"880","","1250","129311","13.5","","2","","","-125","18800007"
"880","","1530","2","13.5","","33","","","-180","18800008"
"880","","1250","3","13.5","","33","","","-125","18800009"
"880","","","2.5","","","93","","","","18800010"
"880","","vo_fpc_88001","vo_fpc","0","","21","","","","18800011"
"881","","se_fpc_water_random","se_10053800","","","23","","","","18810001"
"881","1.75","113511","1","-1100","1","1","cmn_float","-180","22","18810002"
"881","1.75","129311","1","-1350","1","1","04_misogi_float_loop","-125","12","18810003"
"881","1","2","6","-180","","31","","1","-1070","18810004"
"881","1","3","6","-125","","31","","1","-1350","18810005"
"881","","1500","113511","13.5","","2","","","-180","18810006"
"881","","1250","129311","13.5","","2","","","-125","18810007"
"881","","1530","2","13.5","","33","","","-180","18810008"
"881","","1250","3","13.5","","33","","","-125","18810009"
"881","","","2.4","","","93","","","","18810010"
"881","","vo_fpc_88101","vo_fpc","0","","21","","","","18810011"
"882","","se_fpc_water_random","se_10053800","","","23","","","","18820001"
"882","1.75","108011","1","-850","0","1","cmn_boat_relax_l","-180","23","18820002"
"882","1.75","107911","1","-1200","0","1","cmn_boat_cat","-180","23","18820003"
"882","1.75","1","2","-850","0","5","cmn_boat_idle_blue","-180","22","18820004"
"882","1.75","2","2","-1200","0","5","cmn_boat_idle_l","-180","22","18820005"
"882","1","1","116","-180","","31","","1","-850","18820006"
"882","1","2","116","-180","","31","","1","-1200","18820007"
"882","","1750","108011","13.5","","2","","","-180","18820008"
"882","","1400","107911","13.5","","2","","","-180","18820009"
"882","","1750","1","13.5","","2","","","-180","18820010"
"882","","1400","2","13.5","","2","","","-180","18820011"
"882","","1750","1","13.5","","33","","","-180","18820012"
"882","","1400","2","13.5","","33","","","-180","18820013"
"882","","","1","","","93","","","","18820014"
"882","","vo_fpc_88201","vo_fpc","0","","21","","","","18820015"
"883","","se_fpc_water_random","se_10053800","","","23","","","","18830001"
"883","1.75","110411","1","-850","0","1","10_cmn_dogscratch","-125","12","18830002"
"883","1.75","110511","1","-1100","0","1","10_cmn_dogscratch","-250","32","18830003"
"883","1.75","115711","1","-1350","0","1","10_cmn_dogscratch","-125","12","18830004"
"883","1.75","122411","1","-1600","0","1","10_cmn_dogscratch","-250","32","18830005"
"883","1","1","117","-125","","31","","1","-850","18830006"
"883","1","2","117","-250","","31","","1","-1100","18830007"
"883","1","3","117","-125","","31","","1","-1350","18830008"
"883","1","4","117","-250","","31","","1","-1600","18830009"
"883","","1750","110411","10","","2","","","-125","18830010"
"883","","1500","110511","10","","2","","","-250","18830011"
"883","","1250","115711","10","","2","","","-125","18830012"
"883","","1000","122411","10","","2","","","-250","18830013"
"883","","1750","1","10","","33","","","-125","18830014"
"883","","1500","2","10","","33","","","-250","18830015"
"883","","1250","3","10","","33","","","-125","18830016"
"883","","1000","4","10","","33","","","-250","18830017"
"884","","se_fpc_water_random","se_10053800","","","23","","","","18840001"
"884","1.75","107511","1","-1100","1","1","cmn_float","-180","22","18840002"
"884","1.75","126611","1","-1350","0","1","cmn_float","-125","12","18840003"
"884","1","2","6","-180","","31","","1","-1070","18840004"
"884","1","3","6","-125","","31","","1","-1350","18840005"
"884","","1500","107511","13.5","","2","","","-180","18840006"
"884","","1250","126611","13.5","","2","","","-125","18840007"
"884","","1530","2","13.5","","33","","","-180","18840008"
"884","","1250","3","13.5","","33","","","-125","18840009"
"884","","","2.2","","","93","","","","18840010"
"884","","vo_fpc_88401","vo_fpc","0","","21","","","","18840011"
"885","","se_fpc_water_random","se_10053800","","","23","","","","18850001"
"885","1.75","107611","1","-1100","1","1","cmn_float","-180","22","18850002"
"885","1.75","107711","1","-1350","0","1","cmn_float","-125","12","18850003"
"885","1","2","6","-180","","31","","1","-1070","18850004"
"885","1","3","6","-125","","31","","1","-1350","18850005"
"885","","1500","107611","13.5","","2","","","-180","18850006"
"885","","1250","107711","13.5","","2","","","-125","18850007"
"885","","1530","2","13.5","","33","","","-180","18850008"
"885","","1250","3","13.5","","33","","","-125","18850009"
"885","","","2.6","","","93","","","","18850010"
"885","","vo_fpc_88501","vo_fpc","0","","21","","","","18850011"
"886","","se_fpc_water_random","se_10053800","","","23","","","","18860001"
"886","1.75","113111","1","-850","0","1","cmn_boat_relax_l","-180","23","18860002"
"886","1.75","122511","1","-1200","0","1","cmn_boat_relax","-180","23","18860003"
"886","1.75","1","2","-850","0","5","cmn_boat_idle_blue","-180","22","18860004"
"886","1.75","2","2","-1200","0","5","cmn_boat_idle_l","-180","22","18860005"
"886","1","1","116","-180","","31","","1","-850","18860006"
"886","1","2","116","-180","","31","","1","-1200","18860007"
"886","","1750","113111","13.5","","2","","","-180","18860008"
"886","","1400","122511","13.5","","2","","","-180","18860009"
"886","","1750","1","13.5","","2","","","-180","18860010"
"886","","1400","2","13.5","","2","","","-180","18860011"
"886","","1750","1","13.5","","33","","","-180","18860012"
"886","","1400","2","13.5","","33","","","-180","18860013"
"886","","","2.6","","","93","","","","18860014"
"886","","vo_fpc_88601","vo_fpc","0","","21","","","","18860015"
"887","","se_fpc_water_random","se_10053800","","","23","","","","18870001"
"887","1.75","107711","1","-1100","1","1","cmn_float","-180","22","18870002"
"887","1.75","122711","1","-1350","0","1","cmn_float","-125","12","18870003"
"887","1","2","6","-180","","31","","1","-1070","18870004"
"887","1","3","6","-125","","31","","1","-1350","18870005"
"887","","1500","107711","13.5","","2","","","-180","18870006"
"887","","1250","122711","13.5","","2","","","-125","18870007"
"887","","1530","2","13.5","","33","","","-180","18870008"
"887","","1250","3","13.5","","33","","","-125","18870009"
"887","","","2.5","","","93","","","","18870010"
"887","","vo_fpc_88701","vo_fpc","0","","21","","","","18870011"
"889","","se_fpc_water_random","se_10053800","","","23","","","","18890001"
"889","1.49","122811","1","750","1","1","09_misogi_run","-15","12","18890002"
"889","","-750","122811","5.65","0","2","","","-15","18890003"
"889","","","0.5","","","93","","","","18890004"
"889","","vo_fpc_88901","vo_fpc","0","","21","","","","18890005"
"890","","se_fpc_water_random","se_10053800","","","23","","","","18900001"
"890","1.49","107911","1","750","1","1","09_misogi_run","-15","12","18900002"
"890","","-750","107911","5.65","0","2","","","-15","18900003"
"890","","","0.6","","","93","","","","18900004"
"890","","vo_fpc_89001","vo_fpc","0","","21","","","","18900005"
"891","","se_fpc_water_random","se_10053800","","","23","","","","18910001"
"891","1.75","122411","1","1000","1","1","04_misogi_flutterKick_loop","-180","22","18910002"
"891","1","12","12","-180","","31","","1","1000","18910003"
