bbf2457484e3684ce84e28f4e13fa27b165ea0bd51c271e69d760c6c223b12d5,a9db49723b3addfcf34b362ed0f82c7a59936769ca5e70ee2ef88eec83319cf3,a6921b55d144a217609d4011f658f6599ef2a6b5df5ed1fc68d4af1b6721de61,cd94ebb2d056b022f83bcb22b24d58a869c31c4db39c7351ea59ecdcf22c5cdf,07b38b6dc94ece5d390daa744b01c539bb1bf313669c1584bb30e462e3445ffb,c41832c646754e50ff75a54b7ea2713f2beb82aaa809d59e157e31475c2df761,c93a73447d9c14e343cade27dc5459eb6d2177f351143e33539e34c43341a400,6d532e651052adeb4252ef9ef2773adbd38a153d71b748446408f85258231c02,29c2bcd7dd3b4e91f8032589f914d46f84a82e352924a7174121759364d43b4f,e83d5551d46e0e89dfdb349761990dd1b8d20a980f589bfd6820c8d1bbeea4fc,34ce6a7202cf1fe41839c344bb2ca3093c4acf945427d60bab110b92684a1e8b
"701","32","6214","","1","","","","","","6214030"
"905","33","6214","0","0","0.01","","","","","6214031"
"106731","3","6214","0","wac_birthday_blowout_01","wac_birthday_wish_05","1","","0.2","0.2","6214032"
"106731","2","6214","-330","-200","0.01","","","","","6214033"
"106611","3","6214","1","wac_birthday_idle_doya","","","","0.2","","6214034"
"106611","2","6214","-320","180","0.01","","","","","6214035"
"106511","3","6214","1","wac_birthday_idle_normal","","","","0.2","","6214036"
"106511","2","6214","-340","320","0.01","","","","","6214037"
"0","93","6214","","","","","","","","6214038"
"800","32","6214","","1","","","","","","6214039"
"0.7","93","6214","","","","","","","","6214040"
"702","32","6214","","1","","","","","","6214041"
"0.5","93","6214","","","","","","","","6214042"
"se_common","23","6214","0","se_sys_login_birthday_blow_candle","","","","","","6214043"
"701","32","6214","","0","","","","","","6214044"
"0.4","93","6214","","","","","","","","6214045"
"se_common","23","6214","0","se_sys_login_birthday_cracker","","","","","","6214046"
"700","32","6214","","1","","","","","","6214047"
"se_common","23","6214","0","se_sys_login_birthday_calendar_applause","","","","","","6214048"
"106611","3","6214","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","6214049"
"0.1","93","6214","","","","","","","","6214050"
"106511","3","6214","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","6214051"
"2","93","6214","","","","","","","","6214052"
"1","131","6214","","","","","","","","6214053"
"vo_wac_06214","21","6214","0","vo_wac_06214_000","0","","","","","6214054"
"106731","11","6214","10","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","1","1","0.5","0","0","6214055"
"0","91","6214","","","","","","","","6214056"
"106731","3","6214","1","wac_birthday_idle_wish","","","","0.2","","6214057"
"106611","3","6214","1","wac_birthday_talk_anger","","","","0.2","","6214058"
"vo_wac_06214","21","6214","0","vo_wac_06214_001","0","","","","","6214059"
"106611","11","6214","10","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","1","1","0.5","0","0","6214060"
"0","91","6214","","","","","","","","6214061"
"106611","3","6214","1","wac_birthday_idle_normal","","","","0.2","","6214062"
"106731","3","6214","1","wac_birthday_talk_wish","","","","0.2","","6214063"
"vo_wac_06214","21","6214","0","vo_wac_06214_002","0","","","","","6214064"
"106731","11","6214","10","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","1","1","0.5","0","0","6214065"
"0","91","6214","","","","","","","","6214066"
"106731","3","6214","1","wac_birthday_talk_smile","","","","0.2","","6214067"
"vo_wac_06214","21","6214","0","vo_wac_06214_003","0","","","","","6214068"
"106731","11","6214","10","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","1","1","0.5","0","0","6214069"
"0","91","6214","","","","","","","","6214070"
"0","22","6214","","","","","","","","6214071"
"bgm_M321","25","8014","","bgm_M321_2C","","","","","","8014001"
"1","1","8014","250","104411","-1000","-70","wac_birthday_idle_normal","2","0","8014002"
"1","1","8014","256","103111","170","-260","wac_birthday_shinobu_idle_wish","2","1","8014003"
"1","1","8014","259","100711","270","-310","wac_birthday_idle_smile","2","1","8014004"
"1","1","8014","257","102211","400","-270","wac_birthday_idle_normal","2","1","8014005"
"1","1","8014","258","100611","500","-310","wac_birthday_idle_smile","2","1","8014006"
"104411","13","8014","","300","","","","","","8014007"
"103111","13","8014","","300","","","","","","8014008"
"600","31","8014","0","600","0","1","","1","","8014009"
"602","31","8014","0","602","0","1","","0","","8014010"
"603","31","8014","0","603","0","1","","0","","8014011"
"604","31","8014","30","604","60","1","","1","","8014012"
"610","31","8014","0","610","0","1","","1","","8014013"
"700","31","8014","0","700","0","1","","0","","8014014"
"701","31","8014","0","701","0","1","","0","","8014015"
"702","31","8014","0","702","0","1","","0","","8014016"
"800","31","8014","0","800","0","1","","0","","8014017"
"906","31","8014","30","906","60","1","","1","","8014018"
"1","93","8014","","","","","","","","8014019"
"100711","3","8014","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","8014020"
"103111","3","8014","0","wac_birthday_shinobu_reaction_04","wac_birthday_shinobu_reaction_01","1","","0.2","0.2","8014021"
"0.1","93","8014","","","","","","","","8014022"
"102211","3","8014","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","8014023"
"100611","3","8014","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","8014024"
"0.3","93","8014","","","","","","","","8014025"
"104411","3","8014","1","wac_birthday_run_01","","","","0.2","","8014026"
"104411","2","8014","-70","0","3","","","","","8014027"
"2.5","93","8014","","","","","","","","8014028"
"602","32","8014","","1","","","","","","8014029"
"0.6","93","8014","","","","","","","","8014030"
"600","32","8014","","0","","","","","","8014031"
"610","32","8014","","0","","","","","","8014032"
"604","32","8014","","0","","","","","","8014033"
"701","32","8014","","1","","","","","","8014034"
"906","33","8014","0","0","0.01","","","","","8014035"
"104411","3","8014","0","wac_birthday_blowout_01","wac_birthday_wish_02","1","","0.2","0.2","8014036"
"104411","2","8014","-330","-200","0.01","","","","","8014037"
"103111","3","8014","1","wac_birthday_shinobu_idle_wish","","","","0.2","","8014038"
"103111","2","8014","-320","150","0.01","","","","","8014039"
"100711","3","8014","1","wac_birthday_idle_smile","","","","0.2","","8014040"
"100711","2","8014","-360","265","0.01","","","","","8014041"
"102211","3","8014","1","wac_birthday_idle_normal","","","","0.2","","8014042"
"102211","2","8014","-320","400","0.01","","","","","8014043"
"100611","3","8014","1","wac_birthday_idle_smile","","","","0.2","","8014044"
"100611","2","8014","-340","500","0.01","","","","","8014045"
"0","93","8014","","","","","","","","8014046"
"800","32","8014","","1","","","","","","8014047"
"0.7","93","8014","","","","","","","","8014048"
"702","32","8014","","1","","","","","","8014049"
"0.5","93","8014","","","","","","","","8014050"
"se_common","23","8014","0","se_sys_login_birthday_blow_candle","","","","","","8014051"
"701","32","8014","","0","","","","","","8014052"
"0.4","93","8014","","","","","","","","8014053"
"se_common","23","8014","0","se_sys_login_birthday_cracker","","","","","","8014054"
"700","32","8014","","1","","","","","","8014055"
"se_common","23","8014","0","se_sys_login_birthday_calendar_applause","","","","","","8014056"
"103111","3","8014","0","wac_birthday_shinobu_clap_to_wish","wac_birthday_shinobu_idle_wish","1","","0.2","0.2","8014057"
"102211","3","8014","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","8014058"
"0.1","93","8014","","","","","","","","8014059"
"100711","3","8014","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","8014060"
"0.1","93","8014","","","","","","","","8014061"
"100611","3","8014","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","8014062"
"2","93","8014","","","","","","","","8014063"
"1","131","8014","","","","","","","","8014064"
"vo_wac_08014","21","8014","0","vo_wac_08014_000","0","","","","","8014065"
"104411","11","8014","10","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","1","1","0.5","0","0","8014066"
"0","91","8014","","","","","","","","8014067"
"104411","3","8014","1","wac_birthday_idle_normal","","","","0.2","","8014068"
"103111","3","8014","1","wac_birthday_shinobu_talk_wish","","","","0.2","","8014069"
"vo_wac_08014","21","8014","0","vo_wac_08014_002","0","","","","","8014070"
"103111","11","8014","10","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","1","1","0.5","0","0","8014071"
"0","91","8014","","","","","","","","8014072"
"103111","3","8014","1","wac_birthday_shinobu_idle_wish","","","","0.2","","8014073"
"104411","3","8014","1","wac_birthday_talk_doya","","","","0.2","","8014074"
"vo_wac_08014","21","8014","0","vo_wac_08014_003","0","","","","","8014075"
"104411","11","8014","10","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","1","1","0.5","0","0","8014076"
"0","91","8014","","","","","","","","8014077"
"104411","3","8014","1","wac_birthday_talk_smile","","","","0.2","","8014078"
"vo_wac_08014","21","8014","0","vo_wac_08014_004","0","","","","","8014079"
"104411","11","8014","10","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","1","1","0.5","0","0","8014080"
"0","91","8014","","","","","","","","8014081"
"0","22","8014","","","","","","","","8014082"
"bgm_M321","25","8514","","bgm_M321_2C","","","","","","8514001"
"1","1","8514","250","102311","-1000","-70","wac_birthday_idle_normal","2","0","8514002"
"1","1","8514","256","102111","200","-270","wac_birthday_idle_wish","2","1","8514003"
"1","1","8514","258","102811","310","-310","wac_birthday_idle_normal","2","1","8514004"
"1","1","8514","257","102511","445","-290","wac_birthday_idle_smile","2","1","8514005"
"102311","13","8514","","300","","","","","","8514006"
"102111","13","8514","","300","","","","","","8514007"
"600","31","8514","0","600","0","1","","1","","8514008"
"602","31","8514","0","602","0","1","","0","","8514009"
"603","31","8514","0","603","0","1","","0","","8514010"
"604","31","8514","30","604","60","1","","1","","8514011"
"610","31","8514","0","610","0","1","","1","","8514012"
"700","31","8514","0","700","0","1","","0","","8514013"
"701","31","8514","0","701","0","1","","0","","8514014"
"702","31","8514","0","702","0","1","","0","","8514015"
"800","31","8514","0","800","0","1","","0","","8514016"
"907","31","8514","30","907","60","1","","1","","8514017"
"1","93","8514","","","","","","","","8514018"
"102111","3","8514","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","8514019"
"0.1","93","8514","","","","","","","","8514020"
"102811","3","8514","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","8514021"
"102511","3","8514","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","8514022"
"0.3","93","8514","","","","","","","","8514023"
"102311","3","8514","1","wac_birthday_run_01","","","","0.2","","8514024"
"102311","2","8514","-70","0","3","","","","","8514025"
"2.5","93","8514","","","","","","","","8514026"
"602","32","8514","","1","","","","","","8514027"
"0.6","93","8514","","","","","","","","8514028"
"600","32","8514","","0","","","","","","8514029"
"610","32","8514","","0","","","","","","8514030"
"604","32","8514","","0","","","","","","8514031"
"701","32","8514","","1","","","","","","8514032"
"907","33","8514","0","0","0.01","","","","","8514033"
"102311","3","8514","0","wac_birthday_blowout_01","wac_birthday_wish_02","1","","0.2","0.2","8514034"
"102311","2","8514","-330","-200","0.01","","","","","8514035"
"102111","3","8514","1","wac_birthday_idle_wish","","","","0.2","","8514036"
"102111","2","8514","-320","180","0.01","","","","","8514037"
"102811","3","8514","1","wac_birthday_idle_normal","","","","0.2","","8514038"
"102811","2","8514","-360","290","0.01","","","","","8514039"
"102511","3","8514","1","wac_birthday_idle_smile","","","","0.2","","8514040"
"102511","2","8514","-340","425","0.01","","","","","8514041"
"0","93","8514","","","","","","","","8514042"
"800","32","8514","","1","","","","","","8514043"
"0.7","93","8514","","","","","","","","8514044"
"702","32","8514","","1","","","","","","8514045"
"0.5","93","8514","","","","","","","","8514046"
"se_common","23","8514","0","se_sys_login_birthday_blow_candle","","","","","","8514047"
"701","32","8514","","0","","","","","","8514048"
"0.4","93","8514","","","","","","","","8514049"
"se_common","23","8514","0","se_sys_login_birthday_cracker","","","","","","8514050"
"700","32","8514","","1","","","","","","8514051"
"se_common","23","8514","0","se_sys_login_birthday_calendar_applause","","","","","","8514052"
"102111","3","8514","0","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","","0.2","0.2","8514053"
"0.1","93","8514","","","","","","","","8514054"
"102811","3","8514","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","8514055"
"0.1","93","8514","","","","","","","","8514056"
"102511","3","8514","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","8514057"
"2","93","8514","","","","","","","","8514058"
"1","131","8514","","","","","","","","8514059"
"vo_wac_08514","21","8514","0","vo_wac_08514_000","0","","","","","8514060"
"102311","11","8514","10","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","1","1","0.5","0","0","8514061"
"0","91","8514","","","","","","","","8514062"
"102311","3","8514","1","wac_birthday_idle_smile","","","","0.2","","8514063"
"102111","3","8514","1","wac_birthday_talk_smile","","","","0.2","","8514064"
"vo_wac_08514","21","8514","0","vo_wac_08514_001","0","","","","","8514065"
"102111","11","8514","10","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","1","1","0.5","0","0","8514066"
"0","91","8514","","","","","","","","8514067"
"102111","3","8514","1","wac_birthday_idle_smile","","","","0.2","","8514068"
"102311","3","8514","1","wac_birthday_talk_wish","","","","0.2","","8514069"
"vo_wac_08514","21","8514","0","vo_wac_08514_002","0","","","","","8514070"
"102311","11","8514","10","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","1","1","0.5","0","0","8514071"
"0","91","8514","","","","","","","","8514072"
"102311","3","8514","1","wac_birthday_talk_smile","","","","0.2","","8514073"
"vo_wac_08514","21","8514","0","vo_wac_08514_003","0","","","","","8514074"
"102311","11","8514","10","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","1","1","0.5","0","0","8514075"
"0","91","8514","","","","","","","","8514076"
"0","22","8514","","","","","","","","8514077"
"bgm_M321","25","8614","","bgm_M321_2C","","","","","","8614001"
"1","1","8614","250","105911","-1000","-70","wac_birthday_idle_normal","2","0","8614002"
