c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"10145","52","151","199","100801","0","354","24","1640","0","0","0","10345","570","0","0","22","17","590"
"11145","52","151","199","100801","0","382","25","1640","0","0","0","11732","607","0","0","22","17","625"
"11685","52","151","199","100801","0","399","26","1640","0","0","0","13434","641","0","0","22","17","648"
"12255","52","151","199","100801","0","413","27","1640","0","0","0","15298","665","0","0","22","17","665"
"12855","52","151","199","100801","0","428","28","1640","0","0","0","17287","689","0","0","22","17","681"
"13455","52","151","199","100801","0","446","29","1640","0","0","0","19415","714","0","0","22","17","699"
"14055","52","151","199","100801","0","466","30","1640","0","0","0","21668","740","0","0","22","17","719"
"14655","52","151","199","100801","0","486","31","1640","0","0","0","24030","766","0","0","22","17","739"
"15255","52","151","199","100801","0","506","32","1640","0","0","0","26501","792","0","0","22","17","759"
"15855","52","151","199","100801","0","527","33","1640","0","0","0","29107","817","0","0","22","17","780"
"16455","52","151","199","100801","0","549","34","1640","0","0","0","31867","841","0","0","22","17","802"
"17055","52","151","199","100801","0","571","35","1640","0","0","0","34757","865","0","0","22","17","824"
"17655","52","151","199","100801","0","594","36","1640","0","0","0","37748","889","0","0","22","17","847"
"18255","52","151","199","100801","0","618","37","1640","0","0","0","40838","913","0","0","22","17","871"
"18855","52","151","199","100801","0","642","38","1640","0","0","0","44036","937","0","0","22","17","895"
"55","0","0","0","100901","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","100901","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","100901","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"360","0","10","25","100901","0","2","5","100","0","0","0","405","0","0","0","0","0","27"
"710","0","10","75","100901","0","4","6","100","0","0","0","634","0","0","0","0","0","40"
"1305","0","15","110","100901","0","8","7","100","0","0","0","894","0","0","0","0","0","54"
"1470","0","45","145","100901","0","10","8","100","0","0","0","1255","0","0","1","0","4","64"
"1880","0","45","180","100901","0","15","9","100","0","0","0","1633","16","0","2","0","9","73"
"2230","0","45","180","100901","0","21","10","520","0","0","0","2032","34","0","4","0","14","91"
"2570","0","45","196","100901","0","30","11","620","0","0","0","2474","71","0","5","5","14","101"
"2670","0","45","232","100901","0","33","12","720","0","0","0","2998","124","0","6","11","14","106"
"2810","0","45","252","100901","0","38","13","720","0","0","0","3531","186","0","6","17","16","113"
"2950","0","45","282","100901","0","42","14","840","0","0","0","4111","262","0","6","17","18","120"
"2980","0","45","292","100901","0","50","15","960","0","0","0","4716","332","0","6","17","22","129"
"3010","0","45","322","100901","0","55","16","960","0","0","0","5389","407","0","6","17","22","137"
"3010","0","45","352","100901","0","59","17","960","0","0","0","6117","479","0","6","17","22","146"
"3010","0","45","382","100901","0","65","18","960","0","0","0","6901","568","0","6","17","22","155"
"3010","0","45","382","100901","0","70","19","960","0","0","0","7789","701","0","6","17","22","162"
"3010","0","45","382","100901","0","80","20","960","0","0","0","8710","858","0","6","17","22","176"
"3010","0","45","382","100901","0","86","21","1060","0","0","0","9729","1060","0","6","17","22","184"
"3010","0","45","382","100901","0","91","22","1160","0","0","0","10926","1278","0","6","17","22","191"
"3010","0","45","382","100901","0","97","23","1160","0","0","0","12249","1462","0","6","17","22","207"
"3010","0","45","382","100901","0","103","24","1160","0","0","0","13724","1605","0","6","17","22","224"
"3010","0","45","382","100901","0","109","25","1160","0","0","0","15434","1714","0","6","17","22","232"
"3470","0","45","382","100901","0","115","26","1160","0","0","0","17274","1786","0","6","17","22","241"
"3470","0","45","382","100901","0","121","27","1160","0","0","0","19309","1831","0","6","17","22","249"
"3470","0","45","382","100901","0","132","28","1160","0","0","0","21399","1857","0","6","17","22","262"
"3930","0","45","382","100901","0","136","29","1160","0","0","0","23721","1890","0","6","17","22","266"
"3930","0","45","382","100901","0","140","30","1160","0","0","0","26242","1924","0","6","17","22","270"
"4390","0","45","382","100901","0","144","31","1160","0","0","0","28821","1958","0","6","17","22","274"
"4390","0","45","382","100901","0","148","32","1160","0","0","0","31563","1992","0","6","17","22","278"
"4890","0","45","382","100901","0","152","33","1160","0","0","0","34396","2025","0","6","17","22","282"
"5390","0","45","382","100901","0","156","34","1160","0","0","0","37378","2057","0","6","17","22","286"
"5390","0","45","382","100901","0","160","35","1160","0","0","0","40565","2089","0","6","17","22","290"
"5390","0","45","382","100901","0","164","36","1160","0","0","0","43864","2121","0","6","17","22","294"
"5890","0","45","382","100901","0","169","37","1160","0","0","0","47208","2153","0","6","17","22","299"
"6390","0","45","382","100901","0","174","38","1160","0","0","0","50656","2185","0","6","17","22","304"
"55","0","0","0","101001","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","101001","0","2","3","150","0","0","0","78","0","0","0","0","0","7"
"325","0","10","5","101001","0","5","4","200","0","0","0","169","0","0","0","0","0","16"
"625","0","10","15","101001","0","7","5","200","0","0","0","322","0","0","0","0","0","32"
"1155","0","25","15","101001","0","15","6","200","0","0","0","495","0","0","0","0","0","51"
"1515","26","30","50","101001","0","22","7","200","0","0","0","724","0","0","0","0","0","69"
"1845","52","60","50","101001","0","33","8","200","0","0","0","988","0","0","0","0","4","90"
"2380","52","95","50","101001","0","44","9","200","0","0","0","1252","0","0","0","5","9","117"
"2920","52","100","85","101001","0","56","10","300","0","0","0","1551","16","0","0","10","14","139"
"3540","52","124","85","101001","0","67","11","840","0","0","0","1842","24","0","0","10","14","171"
"3900","52","130","111","101001","0","84","12","1060","0","0","0","2179","41","0","0","14","17","196"
"4060","52","132","133","101001","0","110","13","1180","0","0","0","2519","57","0","0","19","17","226"
"4320","52","136","145","101001","0","138","14","1300","0","0","0","2859","67","0","0","21","17","263"
"4520","52","145","145","101001","0","165","15","1520","0","0","0","3255","81","0","0","21","17","297"
"4750","52","151","145","101001","0","195","16","1520","0","0","0","3701","97","0","0","21","17","328"
"4880","52","152","160","101001","0","223","17","1520","3","0","0","4152","117","0","0","21","17","367"
"5225","52","152","185","101001","0","259","18","1520","3","0","0","4600","132","0","0","21","17","413"
"5870","52","152","185","101001","0","300","19","1615","3","0","0","5071","157","0","0","21","17","465"
"6455","52","152","185","101001","0","342","20","1615","3","0","0","5660","193","0","0","21","17","512"
"7040","52","152","185","101001","0","391","21","1615","3","0","0","6236","228","0","0","21","17","574"
"8245","52","152","185","101001","0","443","22","1715","3","0","0","6900","264","0","0","21","17","636"
"9705","52","152","185","101001","0","502","23","1715","3","0","0","7660","294","0","0","21","17","702"
"11230","52","152","185","101001","0","563","24","1715","3","0","0","8501","294","0","0","21","17","777"
"12525","52","152","185","101001","0","617","25","1715","3","0","0","9607","319","0","0","21","17","838"
"13520","52","152","185","101001","0","660","26","1715","3","0","0","11004","346","0","0","21","17","887"
"14635","52","152","185","101001","0","701","27","1715","3","0","0","12544","363","0","0","21","17","931"
"15855","52","152","185","101001","0","744","28","1715","3","0","0","14190","380","0","0","21","17","975"
"17230","52","152","185","101001","0","792","29","1715","3","0","0","15938","397","0","0","21","17","1023"
"18685","52","152","185","101001","0","843","30","1715","3","0","0","17793","415","0","0","21","17","1074"
"20220","52","152","185","101001","0","895","31","1715","3","0","0","19738","433","0","0","21","17","1126"
"21830","52","152","185","101001","0","948","32","1715","3","0","0","21773","451","0","0","21","17","1179"
"23610","52","152","185","101001","0","1002","33","1715","3","0","0","23924","469","0","0","21","17","1233"
"25630","52","152","185","101001","0","1058","34","1715","3","0","0","26191","486","0","0","21","17","1289"
"27820","52","152","185","101001","0","1114","35","1715","3","0","0","28569","503","0","0","21","17","1345"
"30180","52","152","185","101001","0","1171","36","1715","3","0","0","31029","520","0","0","21","17","1402"
"32615","52","152","185","101001","0","1230","37","1715","3","0","0","33570","537","0","0","21","17","1461"
"35215","52","152","185","101001","0","1289","38","1715","3","0","0","36200","554","0","0","21","17","1520"
"50","17","0","0","101101","0","2","2","50","0","0","0","0","0","0","0","0","0","3"
"140","80","0","10","101101","0","3","3","105","0","0","0","0","0","0","0","0","0","5"
"260","198","5","45","101101","0","5","4","245","0","0","0","0","0","0","0","0","0","7"
"530","353","10","70","101101","0","9","5","405","3","0","0","0","0","0","0","0","0","13"
"1000","566","10","85","101101","0","16","6","915","3","0","0","0","0","0","0","0","0","21"
"1320","838","10","85","101101","0","20","7","1520","7","0","0","0","0","0","0","0","0","33"
"1750","1137","10","85","101101","0","31","8","1965","7","0","0","0","0","0","0","0","4","50"
"2165","1451","10","85","101101","0","46","9","2085","14","0","25","0","0","0","0","0","13","65"
"2585","1787","35","85","101101","0","54","10","2145","19","0","70","0","0","5","0","0","18","82"
"2985","2216","45","85","101101","0","61","11","2455","19","0","111","0","0","10","0","0","20","98"
"3355","2636","55","85","101101","0","65","12","2455","24","0","144","0","0","30","2","0","22","110"
"3505","3162","55","110","101101","0","71","13","2455","24","0","193","0","0","43","4","0","24","123"
"3505","3781","55","135","101101","0","78","14","2455","24","0","262","0","0","46","6","0","24","132"
"3505","4448","55","135","101101","0","88","15","2455","24","0","341","0","0","49","6","0","24","139"
"3505","5126","55","135","101101","0","103","16","2455","24","0","398","0","0","57","6","0","24","146"
"3555","5846","55","135","101101","0","116","17","2455","24","0","478","0","0","60","6","0","24","155"
"3605","6596","55","135","101101","0","128","18","2455","24","0","587","0","0","60","6","0","24","174"
"3700","7442","55","135","101101","0","137","19","2455","24","0","697","0","0","60","6","0","24","198"
"3895","8317","55","135","101101","0","155","20","2455","24","0","786","0","0","60","6","0","24","231"
"4085","9346","55","135","101101","0","166","21","2455","24","0","889","0","0","60","6","0","24","259"
"4175","10529","55","135","101101","0","182","22","2455","24","0","1004","0","0","60","6","0","24","289"
"4265","11863","55","135","101101","0","200","23","2455","24","0","1099","0","0","60","6","0","24","316"
"4355","13327","55","135","101101","0","212","24","2455","24","0","1196","0","0","60","6","0","24","346"
"4355","15030","55","135","101101","0","220","25","2455","24","0","1270","0","0","60","6","0","24","368"
"4675","16889","55","135","101101","0","226","26","2455","24","0","1320","0","0","60","6","0","24","386"
"4995","18903","55","135","101101","0","231","27","2455","24","0","1354","0","0","60","6","0","24","398"
"4995","21100","55","135","101101","0","237","28","2455","24","0","1382","0","0","60","6","0","24","406"
"5315","23425","55","135","101101","0","244","29","2455","24","0","1413","0","0","60","6","0","24","413"
"5315","25924","55","135","101101","0","252","30","2455","24","0","1445","0","0","60","6","0","24","421"
"5635","28497","55","135","101101","0","260","31","2455","24","0","1477","0","0","60","6","0","24","429"
"5635","31207","55","135","101101","0","269","32","2455","24","0","1509","0","0","60","6","0","24","438"
"6005","34022","55","135","101101","0","278","33","2455","24","0","1540","0","0","60","6","0","24","447"
"6005","37028","55","135","101101","0","287","34","2455","24","0","1570","0","0","60","6","0","24","456"
"6375","40140","55","135","101101","0","296","35","2455","24","0","1600","0","0","60","6","0","24","465"
"6375","43396","55","135","101101","0","306","36","2455","24","0","1630","0","0","60","6","0","24","475"
"6795","46716","55","135","101101","0","316","37","2455","24","0","1660","0","0","60","6","0","24","485"
"7215","50146","55","135","101101","0","326","38","2455","24","0","1690","0","0","60","6","0","24","495"
"55","0","0","0","101201","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","101201","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","101201","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","101201","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","101201","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","101201","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","45","120","101201","0","10","8","100","0","0","0","1255","0","0","1","0","4","66"
"2135","0","45","155","101201","0","19","9","100","0","0","0","1569","16","0","2","0","9","81"
"2575","0","45","175","101201","0","25","10","520","0","0","0","1921","39","0","3","0","14","103"
"2835","0","45","191","101201","0","28","11","740","0","0","0","2374","84","0","4","5","14","113"
"2975","0","45","227","101201","0","31","12","740","0","0","0","2840","139","0","4","13","14","123"
"3215","0","45","247","101201","0","39","13","740","0","0","0","3321","199","0","4","16","16","135"
"3355","0","45","269","101201","0","49","14","860","0","0","0","3813","263","0","4","16","18","152"
"3445","0","49","279","101201","0","63","15","980","0","0","0","4324","319","0","4","16","20","170"
"3475","0","49","299","101201","0","76","16","980","0","0","0","4892","378","0","4","16","22","187"
"3475","0","49","329","101201","0","85","17","980","0","0","0","5520","453","0","4","16","22","204"
"3475","0","49","339","101201","0","95","18","980","0","0","0","6202","557","0","4","16","22","222"
"3475","0","49","339","101201","0","106","19","980","0","0","0","6978","686","0","4","16","22","238"
"3475","0","49","339","101201","0","121","20","980","0","0","0","7796","824","0","4","16","22","259"
"3475","0","49","339","101201","0","131","21","1080","0","0","0","8735","1005","0","4","16","22","270"
"3475","0","49","339","101201","0","142","22","1180","0","0","0","9818","1197","0","4","16","22","285"
"3475","0","49","339","101201","0","153","23","1180","0","0","0","11079","1346","0","4","16","22","308"
"3475","0","49","339","101201","0","165","24","1180","0","0","0","12471","1462","0","4","16","22","333"
"3475","0","49","339","101201","0","177","25","1180","0","0","0","14086","1554","0","4","16","22","350"
"3935","0","49","339","101201","0","189","26","1180","0","0","0","15843","1598","0","4","16","22","367"
"4395","0","49","339","101201","0","201","27","1180","0","0","0","17728","1624","0","4","16","22","384"
