adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8
"9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","92408320","ＨＰ吸収ダウン","185"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92408330","水属性ボーナス特大アップ","186"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92408330","物理防御力（ダウン不可）アップ","187"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92408330","魔法防御力（ダウン不可）アップ","188"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92408330","ＴＰダウンカット","189"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92408330","ダメージ減衰","190"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92408330","ＴＰ上昇上限付与","191"
"9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","92408330","ＨＰ吸収ダウン","192"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92408340","水属性ボーナス特大アップ","193"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92408340","物理防御力（ダウン不可）アップ","194"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92408340","魔法防御力（ダウン不可）アップ","195"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92408340","ＴＰダウンカット","196"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92408340","ダメージ減衰","197"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92408340","ＴＰ上昇上限付与","198"
"9","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","92408340","ＨＰ吸収ダウン","199"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92409010","闇属性ボーナス特大アップ","200"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92409010","物理防御力（ダウン不可）アップ","201"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92409010","魔法防御力（ダウン不可）アップ","202"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92409010","ＴＰ上昇上限付与","203"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92409010","ＨＰ吸収ダウン","204"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92409020","闇属性ボーナス特大アップ","205"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92409020","物理防御力（ダウン不可）アップ","206"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92409020","魔法防御力（ダウン不可）アップ","207"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92409020","ＴＰ上昇上限付与","208"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92409020","ＨＰ吸収ダウン","209"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92409030","闇属性ボーナス特大アップ","210"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92409030","物理防御力（ダウン不可）アップ","211"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92409030","魔法防御力（ダウン不可）アップ","212"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92409030","ＴＰ上昇上限付与","213"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92409030","ＨＰ吸収ダウン","214"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92409110","闇属性ボーナス特大アップ","215"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92409110","物理防御力（ダウン不可）アップ","216"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92409110","魔法防御力（ダウン不可）アップ","217"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92409110","ＴＰダウンカット","218"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92409110","ダメージ減衰","219"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92409110","ＴＰ上昇上限付与","220"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92409110","ＨＰ吸収ダウン","221"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92409120","闇属性ボーナス特大アップ","222"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92409120","物理防御力（ダウン不可）アップ","223"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92409120","魔法防御力（ダウン不可）アップ","224"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92409120","ＴＰダウンカット","225"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92409120","ダメージ減衰","226"
