e0386b05761a2b3407ea7cbb53b8c20e930a2b86921647db15b65fb021bfae36,c08a22190b17184c569c6e23b6c67db3410565e61c5a40a55ba2ab0b76349291,71114efc0886203c870d9a9d80128cd70977fdde096fb9402b6f42358c0832e6,9a9cd80d1b5f1c83b87fce442505d698d3df78fc79a832eb6f0190329f78963e,152269f117ccd67782e7f0f148f87fe82fc749f2879d5b43e8f5dbc59db49772,30f5846dc0c4041306982b3de5c828931743123b1eddcc0c2dbd4d2f35590bdb,339bead5d990ff9b9ee6d300e8d49c4ebe886e4e3c2fb0cae35baa1caa53e928,e0281db678d2328c8b826f5a2bd1dd69a7b189f3b879caace0c41943bac4671c,cc193e9d18339094cbd21a3f3eed198ab9197363740057f33f2833cae2c89aeb,fd2ddd5e9472e99c7adcd72c417b0c75e15995a1142fdffce60a21c2cf200f3d,aab9d7bde800f891d156babd2feef3b3b0e1fb0b8895fcb48437fc4ecee866a8
"","1012","vo_wac_220224_001","0","1012011","","","21","","0","vo_wac_220224"
"0","1012","……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！","10","1012012","0.5","1","11","0","1","100711"
"","1012","","","1012013","","","91","","","0"
"","1012","vo_wac_220224_002","0","1012014","","","21","","0","vo_wac_220224"
"0","1012","さっさと本物のプリンを\nよこせなの～！！","10","1012015","0.5","1","11","0","1","100711"
"","1012","","","1012016","","","91","","","0"
"","1012","0","","1012017","","","22","","","0"
"","1013","wac_idle_smile","1","1013001","","","3","0.2","","100711"
"","1013","wac_no_items","1","1013002","","","3","0.2","","111"
"","1013","200","-340","1013003","","","2","","0","100711"
"","1013","200","-340","1013004","","","2","","0","111"
"","1013","0","","1013005","","","32","","","1"
"","1013","1","","1013006","","","32","","","2"
"","1013","0","","1013007","","","32","","","11"
"","1013","","","1013008","","","91","","","0"
"0","1111","105311","202","1111001","wac_default_11","-212.75","1","2","-108","1"
"0","1111","111","201","1111002","wac_default_11","-212.75","5","2","-108","1"
"","1111","1","0","1111003","","1","31","1","0","1"
"","1111","2","0","1111004","","1","31","0","0","2"
"","1111","11","0","1111005","","1","31","0","0","11"
"","1111","wac_paint_11","0","1111006","","","3","0.2","","105311"
"","1111","wac_paint_11","0","1111007","","","3","0.2","","111"
"","1111","0","","1111008","","","93","","","0.3"
"","1111","1","","1111009","wac_default_11","","32","","","11"
"","1111","se_10035700_roller","0","1111010","","0","23","0.2","","se_10035700"
"","1111","","","1111011","","","131","","","1"
"","1112","wac_talk_doya_in","0","1112001","","1","3","0.2","wac_talk_doya_loop","105311"
"","1112","wac_no_items","1","1112002","","","3","0.2","","111"
"","1112","200","-340","1112003","","","2","","0","105311"
"","1112","200","-340","1112004","","","2","","0","111"
"","1112","0","","1112005","","","32","","","1"
"","1112","1","","1112006","","","32","","","2"
"","1112","0","","1112007","","","32","","","11"
"","1112","vo_wac_220225_000","0","1112008","","","21","","0","vo_wac_220225"
"0","1112","よし、なかなかいい仕上がりだ！\n絵を描くのも悪くないな！\n時々子どものイタズラだと\n思われるのは心外だが……","10","1112009","0.5","1","11","0","1","105311"
"","1112","","","1112010","","","91","","","0"
"","1112","vo_wac_220225_001","0","1112011","","","21","","0","vo_wac_220225"
"0","1112","遠く離れたこの地に\n私の絵……足跡が残るのだ。\nこれは祖国に報告すべき\n偉大なる快挙ではないだろうか！","10","1112012","0.5","1","11","0","1","105311"
"","1112","","","1112013","","","91","","","0"
"","1112","0","","1112014","","","22","","","0"
"","1113","wac_idle_doya","1","1113001","","","3","0.2","","105311"
"","1113","wac_no_items","1","1113002","","","3","0.2","","111"
"","1113","200","-340","1113003","","","2","","0","105311"
"","1113","200","-340","1113004","","","2","","0","111"
"","1113","0","","1113005","","","32","","","1"
"","1113","1","","1113006","","","32","","","2"
"","1113","0","","1113007","","","32","","","11"
"","1113","","","1113008","","","91","","","0"
"0","1211","100811","202","1211001","wac_default_01","-175","1","2","-108","1"
"0","1211","111","201","1211002","wac_default_02","-175","5","2","-108","1"
"","1211","4","0","1211003","","1","31","1","0","4"
"","1211","2","0","1211004","","1","31","0","0","2"
"","1211","12","0","1211005","","1","31","0","0","12"
"","1211","wac_paint_01","0","1211006","","","3","0.2","","100811"
"","1211","wac_paint_02","0","1211007","","","3","0.2","","111"
"","1211","1","","1211008","wac_default_11","","32","","","12"
"","1211","se_10035700_brush","0","1211009","","0","23","0.2","","se_10035700"
"","1211","","","1211010","","","131","","","1"
"","1212","wac_talk_wish_in","0","1212001","","1","3","0.2","wac_talk_wish_loop","100811"
"","1212","wac_no_items","1","1212002","","","3","0.2","","111"
"","1212","200","-340","1212003","","","2","","0","100811"
"","1212","200","-340","1212004","","","2","","0","111"
"","1212","0","","1212005","","","32","","","4"
"","1212","1","","1212006","","","32","","","2"
"","1212","0","","1212007","","","32","","","12"
"","1212","vo_wac_220226_000","0","1212008","","","21","","0","vo_wac_220226"
"0","1212","ああ……美しい……\n美しい以外にこれを\n表現する言葉が見当たらないよ。","10","1212009","0.5","1","11","0","1","100811"
"","1212","","","1212010","","","91","","","0"
"","1212","vo_wac_220226_001","0","1212011","","","21","","0","vo_wac_220226"
"0","1212","未完の美なんて言葉もあるけど、\nそんなのボクには関係ないね。\n完全にして完璧な美。\nそれがボク！　ああ……美しい……","10","1212012","0.5","1","11","0","1","100811"
"","1212","","","1212013","","","91","","","0"
"","1212","0","","1212014","","","22","","","0"
"","1213","wac_idle_wish","1","1213001","","","3","0.2","","100811"
"","1213","wac_no_items","1","1213002","","","3","0.2","","111"
"","1213","200","-340","1213003","","","2","","0","100811"
"","1213","200","-340","1213004","","","2","","0","111"
"","1213","0","","1213005","","","32","","","4"
"","1213","1","","1213006","","","32","","","2"
"","1213","0","","1213007","","","32","","","12"
"","1213","","","1213008","","","91","","","0"
"0","1311","104511","202","1311001","wac_default_01","-175","1","2","-108","1"
"0","1311","111","201","1311002","wac_default_02","-175","5","2","-108","1"
"","1311","4","0","1311003","","1","31","1","0","4"
"","1311","2","0","1311004","","1","31","0","0","2"
"","1311","12","0","1311005","","1","31","0","0","12"
"","1311","wac_paint_01","0","1311006","","","3","0.2","","104511"
"","1311","wac_paint_02","0","1311007","","","3","0.2","","111"
"","1311","1","","1311008","wac_default_11","","32","","","12"
"","1311","se_10035700_brush","0","1311009","","0","23","0.2","","se_10035700"
"","1311","","","1311010","","","131","","","1"
"","1312","wac_talk_smile_in","0","1312001","","1","3","0.2","wac_talk_smile_loop","104511"
"","1312","wac_no_items","1","1312002","","","3","0.2","","111"
"","1312","200","-340","1312003","","","2","","0","104511"
"","1312","200","-340","1312004","","","2","","0","111"
"","1312","0","","1312005","","","32","","","4"
"","1312","1","","1312006","","","32","","","2"
"","1312","0","","1312007","","","32","","","12"
"","1312","vo_wac_220227_000","0","1312008","","","21","","0","vo_wac_220227"
"0","1312","ぐふふ……\nクウカのいろいろなものを\n込めて描いた絵が、\n見られてしまうのですね……","10","1312009","0.5","1","11","0","1","104511"
"","1312","","","1312010","","","91","","","0"
"","1312","vo_wac_220227_001","0","1312011","","","21","","0","vo_wac_220227"
"0","1312","繊細な筆づかい……\n荒々しいタッチ……\nクウカの手から生み出された絵が……！\nじゅるり～♪","10","1312012","0.5","1","11","0","1","104511"
"","1312","","","1312013","","","91","","","0"
"","1312","0","","1312014","","","22","","","0"
"","1313","wac_idle_smile","1","1313001","","","3","0.2","","104511"
"","1313","wac_no_items","1","1313002","","","3","0.2","","111"
"","1313","200","-340","1313003","","","2","","0","104511"
"","1313","200","-340","1313004","","","2","","0","111"
"","1313","0","","1313005","","","32","","","4"
"","1313","1","","1313006","","","32","","","2"
"","1313","0","","1313007","","","32","","","12"
"","1313","","","1313008","","","91","","","0"
"0","1411","103011","202","1411001","wac_default_11","-175","1","2","-108","1"
"0","1411","111","201","1411002","wac_default_12","-175","5","2","-108","1"
"","1411","4","0","1411003","","1","31","1","0","4"
"","1411","2","0","1411004","","1","31","0","0","2"
"","1411","12","0","1411005","","1","31","0","0","12"
"","1411","wac_paint_11","0","1411006","","","3","0.2","","103011"
"","1411","wac_paint_12","0","1411007","","","3","0.2","","111"
"","1411","0","","1411008","","","93","","","0.3"
"","1411","1","","1411009","wac_default_11","","32","","","12"
"","1411","se_10035700_roller","0","1411010","","0","23","0.2","","se_10035700"
"","1411","","","1411011","","","131","","","1"
"","1412","wac_talk_kyapi_in","0","1412001","","1","3","0.2","wac_talk_kyapi_loop","103011"
"","1412","wac_no_items","1","1412002","","","3","0.2","","111"
"","1412","200","-340","1412003","","","2","","0","103011"
"","1412","200","-340","1412004","","","2","","0","111"
"","1412","0","","1412005","","","32","","","4"
"","1412","1","","1412006","","","32","","","2"
"","1412","0","","1412007","","","32","","","12"
"","1412","vo_wac_220228_000","0","1412008","","","21","","0","vo_wac_220228"
"0","1412","シュバババッ！！\nやったデース！\nフフフ……コウボウフデヲエラバズな\nできデス！","10","1412009","0.5","1","11","0","1","103011"
"","1412","","","1412010","","","91","","","0"
"","1412","vo_wac_220228_001","0","1412011","","","21","","0","vo_wac_220228"
"0","1412","なんのこれしき、チューシンとして\nトーゼンデス！\nランドソルにショーグンの威光を\n知らしめまショウ！","10","1412012","0.5","1","11","0","1","103011"
"","1412","","","1412013","","","91","","","0"
"","1412","0","","1412014","","","22","","","0"
"","1413","wac_idle_kyapi","1","1413001","","","3","0.2","","103011"
"","1413","wac_no_items","1","1413002","","","3","0.2","","111"
"","1413","200","-340","1413003","","","2","","0","103011"
"","1413","200","-340","1413004","","","2","","0","111"
"","1413","0","","1413005","","","32","","","4"
"","1413","1","","1413006","","","32","","","2"
"","1413","0","","1413007","","","32","","","12"
"","1413","","","1413008","","","91","","","0"
"0","1511","102911","202","1511001","wac_default_11","-212.75","1","2","-108","1"
"0","1511","111","201","1511002","wac_default_11","-212.75","5","2","-108","1"
"","1511","1","0","1511003","","1","31","1","0","1"
"","1511","2","0","1511004","","1","31","0","0","2"
"","1511","11","0","1511005","","1","31","0","0","11"
"","1511","wac_paint_11","0","1511006","","0","3","0.2","","102911"
"","1511","wac_paint_11","0","1511007","","0","3","0.2","","111"
"","1511","0","","1511008","","","93","","","0.3"
"","1511","1","","1511009","","","32","","","11"
"","1511","se_10035700_roller","0","1511010","","","23","","","se_10035700"
"","1511","","","1511011","","","131","","","1"
"","1512","wac_talk_smile_in","0","1512001","","1","3","0.2","wac_talk_smile_loop","102911"
"","1512","wac_no_items","1","1512002","","","3","0.2","","111"
"","1512","200","-340","1512003","","","2","","0","102911"
"","1512","200","-340","1512004","","","2","","0","111"
"","1512","0","","1512005","","","32","","","1"
"","1512","1","","1512006","","","32","","","2"
"","1512","0","","1512007","","","32","","","11"
"","1512","vo_wac_220301_000","0","1512008","","","21","","0","vo_wac_220301"
"0","1512","あっ、しまった～！\nつい自分のサインを書いちゃった♪","10","1512009","0.5","1","11","0","1","102911"
"","1512","","","1512010","","","91","","","0"
"","1512","vo_wac_220301_001","0","1512011","","","21","","0","vo_wac_220301"
"0","1512","自分を見せるんじゃなくて\n自分の描いたものを見せる。\nこれも表現の形だよね！\nアイドル活動に生かせそう♪","10","1512012","0.5","1","11","0","1","102911"
"","1512","","","1512013","","","91","","","0"
"","1512","0","","1512014","","","22","","","0"
"","1513","wac_idle_smile","1","1513001","","","3","0.2","","102911"
"","1513","wac_no_items","1","1513002","","","3","0.2","","111"
"","1513","200","-340","1513003","","","2","","0","102911"
"","1513","200","-340","1513004","","","2","","0","111"
"","1513","0","","1513005","","","32","","","1"
"","1513","1","","1513006","","","32","","","2"
"","1513","0","","1513007","","","32","","","11"
"","1513","","","1513008","","","91","","","0"
"0","1611","104211","202","1611001","wac_default_01","-212.75","1","2","-108","1"
"0","1611","111","201","1611002","wac_default_02","-212.75","5","2","-108","1"
"","1611","1","0","1611003","","1","31","1","0","1"
"","1611","2","0","1611004","","1","31","0","0","2"
"","1611","11","0","1611005","","1","31","0","0","11"
"","1611","wac_paint_01","0","1611006","","0","3","0.2","","104211"
"","1611","wac_paint_02","0","1611007","","0","3","0.2","","111"
"","1611","0","","1611008","","","93","","","0"
"","1611","1","","1611009","","","32","","","11"
"","1611","se_10035700_brush","0","1611010","","","23","","","se_10035700"
"","1611","","","1611011","","","131","","","1"
"","1612","wac_talk_wish_in","0","1612001","","1","3","0.2","wac_talk_wish_loop","104211"
"","1612","wac_no_items","1","1612002","","","3","0.2","","111"
"","1612","200","-340","1612003","","","2","","0","104211"
"","1612","200","-340","1612004","","","2","","0","111"
"","1612","0","","1612005","","","32","","","1"
"","1612","1","","1612006","","","32","","","2"
"","1612","0","","1612007","","","32","","","11"
"","1612","vo_wac_220302_000","0","1612008","","","21","","0","vo_wac_220302"
"0","1612","あ……つい、癖でサインを\n描いてしまいました……\n……これ、ノゾミもやってそうですね。","10","1612009","0.5","1","11","0","1","104211"
"","1612","","","1612010","","","91","","","0"
"","1612","vo_wac_220302_001","0","1612011","","","21","","0","vo_wac_220302"
"0","1612","ふふ。色々な絵が重なり合って\nまるで音色みたいに響き合っている。\n……完成が楽しみですね。","10","1612012","0.5","1","11","0","1","104211"
"","1612","","","1612013","","","91","","","0"
"","1612","0","","1612014","","","22","","","0"
"","1613","wac_idle_wish","1","1613001","","","3","0.2","","104211"
"","1613","wac_no_items","1","1613002","","","3","0.2","","111"
"","1613","200","-340","1613003","","","2","","0","104211"
"","1613","200","-340","1613004","","","2","","0","111"
"","1613","0","","1613005","","","32","","","1"
"","1613","1","","1613006","","","32","","","2"
"","1613","0","","1613007","","","32","","","11"
"","1613","","","1613008","","","91","","","0"
