86ece292d2d0f620dfeff38b97dbe371fa6f194c1dc9cadca323ca41a9a53c04,a630e132c61e3fd5d1c80693f158ddfb8bd240ca43bb13788bcfb7e585a755a2,9772ef805cf92dcfb417afb4ee63b9af320c192fe6ea4d80d2107815a912eb03,bb7f3536fbc827b3da06fa3d97d5d0f5bf58851588138f458835b61888fd3343,ae04335d3a4732c85835a823c7e6a24ab62319ca969e89ff8096cf32e53c7a76,6b9397211f1fc973741eb634e4cc30d25e350287201a859a2eb32b36939e787b,2b2993ef73dfb5668d10678b4a9cf7822d0b348b316923867082051648b4bc16,ee75cf91125dbc0f1ef8f4684b25848e59f9a010a55141ba526a5d4eb580d357,48f177966e689178bca2951545efdf65e4e5b8fddc819aa176ed74d1381219fd,cb58a2d71fd78fa702495d8d5d0a7776a661d26db32d8832a96d77d752b84a7e,1cb70445aeddc34de00b14c25073b277309dca62d678e18a47932982093cf669
"93","","1009803","1009803030","","","0.5","","","",""
"12","0.5","1009803","1009803031","0","","100411","","0","","10"
"3","0","1009803","1009803032","0.2","lsv_idle_normal","100411","","0","1","lsv_smile2"
"12","0.5","1009803","1009803033","0","","103611","","0","","10"
"3","0","1009803","1009803034","0.2","lsv_idle_normal","103611","","0","1","lsv_smile2"
"12","0.5","1009803","1009803035","0","","102011","","0","","10"
"3","0","1009803","1009803036","0.2","lsv_idle_normal","102011","","0","1","lsv_smile2"
"93","","1009803","1009803037","","","2","","","",""
"4","","1009803","1009803038","","","103611","","","","0"
"3","1","1009803","1009803039","","","103611","","0.2","","lsv_walk"
"2","-235","1009803","1009803040","","0.5","103611","","","0","200"
"93","","1009803","1009803041","","","0.5","","","",""
"3","1","1009803","1009803042","","","103611","","0.2","","lsv_idle_normal"
"93","","1009803","1009803043","","","0","","","",""
"4","","1009803","1009803044","","","103611","","","","1"
"93","","1009803","1009803045","","","0.6","","","",""
"3","1","1009803","1009803046","","","102011","","0.2","","lsv_talk_memory_dere2"
"21","0","1009803","1009803047","","0","vo_lsv","","","","vo_lsv_0321"
"11","10","1009803","1009803048","0","1","102011","0","0","1","クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪"
"91","","1009803","1009803049","","","0","","","",""
"3","1","1009803","1009803050","","","102011","","0.2","","lsv_idle_memory"
"3","1","1009803","1009803051","","","100411","","0.2","","lsv_talk_normal"
"21","0","1009803","1009803052","","0","vo_lsv","","","","vo_lsv_0322"
"11","10","1009803","1009803053","0","1","100411","0","0","1","普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？"
"91","","1009803","1009803054","","","0","","","",""
"3","1","1009803","1009803055","","","100411","","0.2","","lsv_idle_normal_joyR"
"3","1","1009803","1009803056","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009803","1009803057","","","103611","","0.2","","lsv_talk_sad"
"21","0","1009803","1009803058","","0","vo_lsv","","","","vo_lsv_0323"
"11","10","1009803","1009803059","0","1","103611","0","0","1","深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。"
"91","","1009803","1009803060","","","0","","","",""
"3","1","1009803","1009803061","","","103611","","0.2","","lsv_idle_sad"
"3","1","1009803","1009803062","","","100411","","0.2","","lsv_talk_cool_normal2_loop"
"21","0","1009803","1009803063","","0","vo_lsv","","","","vo_lsv_0324"
"11","10","1009803","1009803064","0","1","100411","0","0","1","まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！"
"91","","1009803","1009803065","","","0","","","",""
"3","1","1009803","1009803066","","","100411","","0.2","","lsv_idle_cool"
"3","1","1009803","1009803067","","","103611","","0.2","","lsv_talk_joy3_dere"
"21","0","1009803","1009803068","","0","vo_lsv","","","","vo_lsv_0325"
"11","10","1009803","1009803069","0","1","103611","0","0","1","…うん、そうだね。\nまたみんなで行ってみよっ。"
"91","","1009803","1009803070","","","0","","","",""
"3","1","1009803","1009803071","","","103611","","0.2","","lsv_idle_normal"
"3","1","1009803","1009803072","","","102011","","0.2","","lsv_look_talk_normal"
"21","0","1009803","1009803073","","0","vo_lsv","","","","vo_lsv_0326"
"11","10","1009803","1009803074","0","1","102011","0","0","1","あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？"
"91","","1009803","1009803075","","","0","","","",""
"3","0","1009803","1009803076","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009803","1009803077","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009803","1009803078","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"93","","1009803","1009803079","","","0.1","","","","0"
"2","-220","1009803","1009803080","0.2","0.33","100411","","","2","-420"
"2","-235","1009803","1009803081","0.2","0.33","103611","","","2","452"
"2","-250","1009803","1009803082","0.2","0.33","102011","","","2","-545"
"22","1","1009803","1009803083","","","0","","0.2","","0"
"103","0","1009803","1009803084","","","漫画。","","","","1009803087"
"103","0","1009803","1009803085","","","絵本。","","","","1009803111"
"103","0","1009803","1009803086","","","小説。","","","","1009803135"
"3","0","1009803","1009803087","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009803","1009803088","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009803","1009803089","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009803","1009803090","","","0.1","","","","0"
"2","-220","1009803","1009803091","0.2","0.33","100411","","","2","-100"
"2","-235","1009803","1009803092","0.2","0.33","103611","","","2","200"
"2","-250","1009803","1009803093","0.2","0.33","102011","","","2","-270"
"93","","1009803","1009803094","","","0.7","","","","0"
"3","0","1009803","1009803095","0.2","lsv_surprise3_kira_loop","100411","","0","1","lsv_surprise3_kira"
"21","0","1009803","1009803096","","0","vo_lsv","","","","vo_lsv_0327"
"11","10","1009803","1009803097","0","1","100411","0","0","1","えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！"
"91","","1009803","1009803098","","","0","","","",""
"3","1","1009803","1009803099","","","100411","","0.2","","lsv_idle_joy_dere"
"3","0","1009803","1009803100","0.2","lsv_talk_guts2_joy2_loop","102011","","0","1","lsv_talk_guts2_joy2"
"21","0","1009803","1009803101","","0","vo_lsv","","","","vo_lsv_0328"
"11","10","1009803","1009803102","0","1","102011","0","0","1","ミミも読みた～い！"
"91","","1009803","1009803103","","","0","","","",""
"3","1","1009803","1009803104","","","102011","","0.2","","lsv_idle_guts2_joy2"
"3","1","1009803","1009803105","","","103611","","0.2","","lsv_talk_joy3_shy"
"21","0","1009803","1009803106","","0","vo_lsv","","","","vo_lsv_0329"
"11","10","1009803","1009803107","0","1","103611","0","0","1","もう、みんなして…\n……あの、私もいいですか？"
"91","","1009803","1009803108","","","0","","","",""
"3","1","1009803","1009803109","","","103611","","0.2","","lsv_idle_joy_shy"
"101","","1009803","1009803110","","","1009803161","","","",""
"3","0","1009803","1009803111","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009803","1009803112","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009803","1009803113","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009803","1009803114","","","0.1","","","","0"
"2","-220","1009803","1009803115","0.2","0.33","100411","","","2","-100"
"2","-235","1009803","1009803116","0.2","0.33","103611","","","2","200"
"2","-250","1009803","1009803117","0.2","0.33","102011","","","2","-270"
"93","","1009803","1009803118","","","0.7","","","","0"
"3","1","1009803","1009803119","","","102011","","0.2","","lsv_talk_joy3_blink"
"21","0","1009803","1009803120","","0","vo_lsv","","","","vo_lsv_0330"
"11","10","1009803","1009803121","0","1","102011","0","0","1","わぁっ、絵本？\nミミも読んだことある\nお話かな～？"
"91","","1009803","1009803122","","","0","","","",""
"3","1","1009803","1009803123","","","102011","","0.2","","lsv_idle_normal_joyR"
"3","0","1009803","1009803124","0.2","lsv_talk_doya_loop","103611","","0","1","lsv_talk_doya"
"21","0","1009803","1009803125","","0","vo_lsv","","","","vo_lsv_0331"
"11","10","1009803","1009803126","0","1","103611","0","0","1","絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。"
"91","","1009803","1009803127","","","0","","","",""
"3","1","1009803","1009803128","","","103611","","0.2","","lsv_idle_doya"
"3","0","1009803","1009803129","0.2","lsv_talk_guts2_loop","100411","","0","1","lsv_talk_guts2"
"21","0","1009803","1009803130","","0","vo_lsv","","","","vo_lsv_0332"
"11","10","1009803","1009803131","0","1","100411","0","0","1","せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！"
"91","","1009803","1009803132","","","0","","","",""
"3","1","1009803","1009803133","","","100411","","0.2","","lsv_idle_normal"
"101","","1009803","1009803134","","","1009803161","","","",""
"3","0","1009803","1009803135","0.2","lsv_idle_normal_worry","100411","","0","1","lsv_choice"
"3","0","1009803","1009803136","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009803","1009803137","0.2","lsv_idle_normal_joyR","102011","","0","1","lsv_choice"
"93","","1009803","1009803138","","","0.1","","","","0"
"2","-220","1009803","1009803139","0.2","0.33","100411","","","2","-100"
"2","-235","1009803","1009803140","0.2","0.33","103611","","","2","200"
"2","-250","1009803","1009803141","0.2","0.33","102011","","","2","-270"
"93","","1009803","1009803142","","","0.7","","","","0"
"3","0","1009803","1009803143","0.2","lsv_talk_doya_loop","103611","","0","1","lsv_talk_doya"
"21","0","1009803","1009803144","","0","vo_lsv","","","","vo_lsv_0333"
"11","10","1009803","1009803145","0","1","103611","0","0","1","せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。"
"91","","1009803","1009803146","","","0","","","",""
"3","1","1009803","1009803147","","","103611","","0.2","","lsv_idle_surprise"
"3","1","1009803","1009803148","","","102011","","0.2","","lsv_idle_surprise"
"3","1","1009803","1009803149","","","100411","","0.2","","lsv_talk_tsun_guru"
"21","0","1009803","1009803150","","0","vo_lsv","","","","vo_lsv_0334"
"11","10","1009803","1009803151","0","1","100411","0","0","1","小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。"
"91","","1009803","1009803152","","","0","","","",""
"3","0","1009803","1009803153","0.2","lsv_gaku_loop","100411","","0.2","1","lsv_gaku"
"3","1","1009803","1009803154","","","103611","","0.2","","lsv_idle_bitter_sad"
"3","1","1009803","1009803155","","","102011","","0.2","","lsv_talk_surprise2"
"21","0","1009803","1009803156","","0","vo_lsv","","","","vo_lsv_0335"
"11","10","1009803","1009803157","0","1","102011","0","0","1","ミ、ミソギちゃ～ん！\nしっかりして～！"
"91","","1009803","1009803158","","","0","","","",""
"3","1","1009803","1009803159","","","102011","","0.2","","lsv_idle_sad"
"101","","1009803","1009803160","","","1009803161","","","",""
"91","","1009803","1009803161","","","0","","","",""
"102","","1009803","1009803162","","","","","","",""
"22","","1009803","1009803163","","","0","","","","0.2"
"93","","1009803","1009803164","","","0.2","","","",""
"12","1","1009803","1009803165","0","0","103611","0","0","0","1"
"3","1","1009803","1009803166","","","103611","","0.2","","lsv_talk_tsun_shy"
"93","","1009803","1009803167","","","3","","","","0"
"3","1","1009803","1009803168","","","103611","","0.2","","lsv_idle_normal_bitter"
"12","1","1009803","1009803169","0","0","100411","0","0","0","4"
"3","0","1009803","1009803170","0.2","lsv_surprise3_surprise_loop","100411","","0","1","lsv_surprise3_surprise"
"93","","1009803","1009803171","","","3","","","","0"
"3","1","1009803","1009803172","","","100411","","0.2","","lsv_idle_sad_normal"
"12","1","1009803","1009803173","0","0","102011","0","0","0","10"
"3","1","1009803","1009803174","","","102011","","0.2","","lsv_talk_joy3_blink"
"93","","1009803","1009803175","","","3","","","","0"
"3","1","1009803","1009803176","","","102011","","0.2","","lsv_idle_joy"
"101","","1009803","1009803177","","","1009803165","","","",""
"6","1","1009803","1009803178","0","1","333","","1","0","1"
"4","","1009803","1009803179","","","100411","","","","1"
"3","1","1009803","1009803180","","","100411","","0.2","","lsv_run"
"2","-220","1009803","1009803181","","0.8","100411","","","0","-750"
"4","","1009803","1009803182","","","103611","","","","0"
"3","1","1009803","1009803183","","","103611","","0.2","","lsv_run"
"2","-235","1009803","1009803184","","0.8","103611","","","0","750"
"4","","1009803","1009803185","","","102011","","","","1"
"3","1","1009803","1009803186","","","102011","","0.2","","lsv_run"
"2","-250","1009803","1009803187","","0.8","102011","","","0","-850"
"93","","1009803","1009803188","","","0.6","","","",""
"6","1","1009803","1009803189","0","1","100411","","0.2","0","1"
"6","1","1009803","1009803190","0","1","103611","","0.2","0","1"
"6","1","1009803","1009803191","0","1","102011","","0.2","0","1"
"91","","1009803","1009803192","","","0","","","",""
"1","102","1009804","1009804001","0","-200","1","lsv_idle_normal","1.95","-495","102011"
"1","100","1009804","1009804002","1","100","1","lsv_idle_normal","1.95","-480","103611"
"1","101","1009804","1009804003","1","270","1","lsv_idle_normal","1.95","-510","100411"
"5","0","1009804","1009804004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009804","1009804005","0","1","333","","0","0","1"
"6","1","1009804","1009804006","0","1","102011","","0","0","1"
"6","1","1009804","1009804007","0","1","103611","","0","0","1"
"6","1","1009804","1009804008","0","1","100411","","0","0","1"
"93","","1009804","1009804009","","","1","","","","0"
"6","1","1009804","1009804010","0","1","333","","0.8","0.4","1"
"3","0","1009804","1009804011","0.2","lsv_idle_normal","102011","","0.2","1","lsv_jump2"
"3","0","1009804","1009804012","0.2","lsv_idle_normal","103611","","0.2","1","lsv_jump2"
"3","0","1009804","1009804013","0.2","lsv_idle_normal","100411","","0.2","1","lsv_jump2"
"93","","1009804","1009804014","","","0.3","","","",""
"2","-235","1009804","1009804015","","0.75","102011","","","0","-200"
"2","-220","1009804","1009804016","","0.75","103611","","","0","100"
"2","-250","1009804","1009804017","","0.75","100411","","","0","270"
"6","1","1009804","1009804018","0","1","102011","","0.4","1","1"
"6","1","1009804","1009804019","0","1","103611","","0.4","1","1"
"6","1","1009804","1009804020","0","1","100411","","0.4","1","1"
"12","0.2","1009804","1009804021","0","0","102011","","0","","6"
"12","0.2","1009804","1009804022","0","0","103611","","0","","6"
"12","0.2","1009804","1009804023","0","0","100411","","0","","6"
"93","","1009804","1009804024","","","1.2","","","","0"
"3","0","1009804","1009804025","0.2","lsv_talk_cool_normal2_loop","100411","","0","1","lsv_talk_cool_normal2"
"21","0","1009804","1009804026","","0","vo_lsv","","","","vo_lsv_0421"
"11","10","1009804","1009804027","0","1","100411","0","0","1","今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。"
"91","","1009804","1009804028","","","0","","","",""
"3","1","1009804","1009804029","","","100411","","0.2","","lsv_idle_cool"
"3","1","1009804","1009804030","","","102011","","0.2","","lsv_talk_wish_joy"
"21","0","1009804","1009804031","","0","vo_lsv","","","","vo_lsv_0422"
"11","10","1009804","1009804032","0","1","102011","0","0","1","ミソギちゃんの貯金箱、\nかっこよかったもんね～♪"
"91","","1009804","1009804033","","","0","","","",""
"3","1","1009804","1009804034","","","102011","","0.2","","lsv_idle_wish_joy"
"3","1","1009804","1009804035","","","103611","","0.2","","lsv_talk_thinking"
"21","0","1009804","1009804036","","0","vo_lsv","","","","vo_lsv_0423"
"11","10","1009804","1009804037","0","1","103611","0","0","1","私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…"
"91","","1009804","1009804038","","","0","","","",""
"3","1","1009804","1009804039","","","103611","","0.2","","lsv_idle_normal"
"3","0","1009804","1009804040","0.2","lsv_talk_arm_crossed_loop2","100411","","0","1","lsv_talk_arm_crossed2"
