a9e3511f62504dee5e17c095066ed735457d40e701c90c6a705cd2e1ee5117f9,dd8710878833c54ef52de32147f40a72fde9966ac6ebf3a9d3b976443042d67b,84954fa73d673914a832db024baaf4c94c949a99169b230c6e50edeee213732d,f4ebafbdc253259a6e7285e917532d5a461d15407e9ec737253236536359956d,feec7bf0f73f3b19487e8ab0ce44cce6fb90378fa4a34336bfc7fe3913abad23,3236534485f85938636da389f2a87ae38a2ebf9c5013c2bf506173826f3f228d,c2ad364bf9c27a74f7b6cc21f5c97f7e79a0993a1e69a39746de04d05adb7f58,75065995db9554c345fda251f9f878499380110758d2f651c6a5b23068cf5e97,a8a996b0e964f5599285c0c72306e66daa8dabefbf575cd049c4a3f9e416baa9,48842b02976dd836ddf98e93753d9a5d6d539a972674762103951f4ae4da13eb,37638b0dd756bc1d5d890b4b63900e010916015ffca07f57e30ba80a96d73adb,962ae8bfcd96564f620cba79f3ed16d3fd2c5032eaff045f9a7816495c458cbc,fd0126a29005241c0aae8e2dbcd220c54ce9ff7874a5dc59d0d1eee6350a927a,30d984d59fc169ccd5c257d1d215c1ef7a044955cbeeb136602c18061d5c8715,8ee7c4ebf9aaae6d9f55589f9d963b6bf1931a7a5a89532ca6afcf97e4de5e10,f78718f014b3a523ea023fe646e00d8d2f8fb3b7848789a8e4e3bd8125e71d34,582d17c8a7ec24a5637cef64077b1ab755dcd0fa145f88de05b28727a6ccf1f7,fc70ef54208fd7ea72f6db1974a03c69dcc492c0c3bc3b48141e9bbbb264755f,4484362d6a887bd084f50c21a03dc88516b8702ca279d6f545bd2e12f8b2e7ae,df605c30697ff8e0197b3f49fa6f475677cb7de43cf7d9d8d0c8b875f5a64a07,bb79a33e1fd441b3d1927fdc835e072f381e8707b1b38b1076b9fe70ebd8b264,604282b05044024fc41e7153d5469cbf4b636ccc37c8f243771bf7457cfb983a,e4a8de6090573b0924c9ab489ce4f1c3986e4948fe25e20039f5080f03a53524,ea90afd4c38d9e99e6841bfeae993024a181489fa8a867fdb127da810f9f4aa6,b2cda13704c0eed5be12d1b7d950da09d5dc0308ff2730012bb7c3a8d942d138,82d3075e1d845e4e531050963db386307ef134026bccde34d60c2cdf3e910b75,202f66750065a0451cf00ecba6a73db8a33f65fa5a114c15d35af18074decb94,9138ad8ea3118244df58eea1125a6886992e28fed5aa6645ba53e1ec701276fb,56cc56c413f0e4c71d2a429b6337d9f392770d18ed7ceacba106e990cbbc95a6,b1cc78011b6cca0630af1cafed3c0aa7acb9e53618a2051c0be09e668830bad7,5d4c9ce9ebbcdc1d851b68fef195174c3d2690d0d0896c6717cee718259ea165,49af9147d4d3867ec63223b8a94e1558144cbae21124425bdab92d93bb72ab73,a1993a52f46a629a8bd32e4724bff428acf78f277238d0adc8a9578619cffe63,3d1e299a517e00e7390a819d90ebb842a58dd1125c1ac591d704874960b6e80c,16f37a3fcdcd2c24362fb5d875685a908801fbc9c3c78ecbb83c72544f1e22e3,d8ae98947db1a68739dd2539d4ddc5733690325154fcb3fc41428e3cad9c6eb7,7f95212fbe9f8159bf2f6b41ea3af4bbe911e67e15b89730f084e7d6f657f291,7af151b8c6686ad5fcc267cc1df11a08a73ea4f7d8f2b17cf1c905c3719d46d8,f0474ba6dec226de152ffc40d967032f806bd70acd2477391e569d5d3a9dea6a,eafa8a46e0afdedea8281dd4d18ca5166fb9a2aff2e21c2946b63436753646ef
"50","0","10","0","50","50","200000001","50","50","50","30","1","1","42","1531","0","50","52","50","50","0","10","50","50","0","0","50","0","0","200200","50","0","50","50","50","0","620020050","20657","50","1"
"51","0","10","0","51","51","200000001","51","51","51","30","1","1","42","1620","0","51","53","51","51","0","10","51","51","0","0","51","0","0","200200","51","0","51","51","51","0","620020051","22363","51","1"
"52","0","10","0","52","52","200000001","52","52","52","30","1","1","43","1710","0","52","54","52","52","0","10","52","52","0","0","52","0","0","200200","52","0","52","52","52","0","620020052","24069","52","1"
"53","0","10","0","53","53","200000001","53","53","53","30","1","1","43","1800","0","53","55","53","53","0","10","53","53","0","0","53","0","0","200200","53","0","53","53","53","0","620020053","25775","53","1"
"54","0","10","0","54","54","200000001","54","54","54","30","1","1","44","1890","0","54","56","54","54","0","10","54","54","0","0","54","0","0","200200","54","0","54","54","54","0","620020054","27481","54","1"
"55","0","10","0","55","55","200000001","55","55","55","30","1","1","44","1979","0","55","57","55","55","0","10","55","55","0","0","55","0","0","200200","55","0","55","55","55","0","620020055","29187","55","1"
"56","0","10","0","56","56","200000001","56","56","56","30","1","1","45","2069","0","56","58","56","56","0","10","56","56","0","0","56","0","0","200200","56","0","56","56","56","0","620020056","30893","56","1"
"57","0","10","0","57","57","200000001","57","57","57","30","1","1","45","2159","0","57","59","57","57","0","10","57","57","0","0","57","0","0","200200","57","0","57","57","57","0","620020057","32599","57","1"
"58","0","10","0","58","58","200000001","58","58","58","30","1","1","46","2248","0","58","60","58","58","0","10","58","58","0","0","58","0","0","200200","58","0","58","58","58","0","620020058","34305","58","1"
"59","0","10","0","59","59","200000001","59","59","59","30","1","1","46","2338","0","59","61","59","59","0","10","59","59","0","0","59","0","0","200200","59","0","59","59","59","0","620020059","36011","59","1"
"60","0","10","0","60","60","200000001","60","60","60","30","1","1","47","2428","0","60","62","60","60","0","10","60","60","0","0","60","0","0","200200","60","0","60","60","60","0","620020060","37717","60","1"
"61","0","10","0","61","61","200000001","61","61","61","30","1","1","47","2518","0","61","63","61","61","0","10","61","61","0","0","61","0","0","200200","61","0","61","61","61","0","620020061","39423","61","1"
"62","0","10","0","62","62","200000001","62","62","62","30","1","1","48","2561","0","62","64","62","62","0","10","62","62","0","0","62","0","0","200200","62","0","62","62","62","0","620020062","41129","62","1"
"63","0","10","0","63","63","200000001","63","63","63","30","1","1","49","2604","0","63","66","63","63","0","10","63","63","0","0","63","0","0","200200","63","0","63","63","63","0","620020063","42835","63","1"
"64","0","10","0","64","64","200000001","64","64","64","30","1","1","50","2647","0","64","68","64","64","0","10","64","64","0","0","64","0","0","200200","64","0","64","64","64","0","620020064","44541","64","1"
"65","0","10","0","65","65","200000001","65","65","65","30","1","1","51","2690","0","65","70","65","65","0","10","65","65","0","0","65","0","0","200200","65","0","65","65","65","0","620020065","46247","65","1"
"66","0","10","0","66","66","200000001","66","66","66","30","1","1","52","2735","0","66","72","66","66","0","10","66","66","0","0","66","0","0","200200","66","0","66","66","66","0","620020066","47953","66","1"
"67","0","10","0","67","67","200000001","67","67","67","30","1","1","53","2780","0","67","74","67","67","0","10","67","67","0","0","67","0","0","200200","67","0","67","67","67","0","620020067","49659","67","1"
"68","0","10","0","68","68","200000001","68","68","68","30","1","1","55","2825","0","68","76","68","68","0","10","68","68","0","0","68","0","0","200200","68","0","68","68","68","0","620020068","51365","68","1"
"69","0","10","0","69","69","200000001","69","69","69","30","1","1","57","2870","0","69","78","69","69","0","10","69","69","0","0","69","0","0","200200","69","0","69","69","69","0","620020069","53071","69","1"
"70","0","10","0","70","70","200000001","70","70","70","30","1","1","59","2915","0","70","80","70","70","0","10","70","70","0","0","70","0","0","200200","70","0","70","70","70","0","620020070","54777","70","1"
"71","0","10","0","71","71","200000001","71","71","71","30","1","1","61","2960","0","71","82","71","71","0","10","71","71","0","0","71","0","0","200200","71","0","71","71","71","0","620020071","56483","71","1"
"1","0","10","0","1","1","200000008","1","1","1","30","1","1","5","0","0","1","2","1","1","0","10","1","1","0","0","1","0","0","200300","1","15","1","1","1","0","620030001","382","1","1"
"2","0","10","0","2","2","200000008","2","2","2","30","1","1","8","0","0","2","4","2","2","0","10","2","2","0","0","2","0","0","200300","2","20","2","2","2","0","620030002","502","2","1"
"3","0","10","0","3","3","200000008","3","3","3","30","1","1","10","0","0","3","5","3","3","0","10","3","3","0","0","3","0","0","200300","3","26","3","3","3","0","620030003","623","3","1"
"4","0","10","0","4","4","200000008","4","4","4","30","1","1","16","0","0","4","7","4","4","0","10","4","4","0","0","4","0","0","200300","4","61","4","4","4","0","620030004","686","4","1"
"5","0","10","0","5","5","200000008","5","5","5","30","1","1","16","0","0","5","7","5","5","0","10","5","5","0","0","5","0","0","200300","5","61","5","5","5","0","620030005","686","5","1"
"6","0","10","0","6","6","200000008","6","6","6","30","1","1","16","0","0","6","8","6","6","0","10","6","6","0","0","6","0","0","200300","6","63","6","6","6","0","620030006","678","6","1"
"7","0","10","0","7","7","200000008","7","7","7","30","1","1","17","0","0","7","10","7","7","0","10","7","7","0","0","7","0","0","200300","7","89","7","7","7","0","620030007","835","7","1"
"8","0","10","0","8","8","200000008","8","8","8","30","1","1","20","0","0","8","11","8","8","0","10","8","8","0","0","8","0","0","200300","8","114","8","8","8","0","620030008","991","8","1"
"9","0","10","0","9","9","200000008","9","9","9","30","1","1","20","0","0","9","11","9","9","0","10","9","9","0","0","9","0","0","200300","9","117","9","9","9","0","620030009","1019","9","1"
"10","0","10","0","10","10","200000008","10","10","10","30","1","1","22","0","0","10","13","10","10","0","10","10","10","0","0","10","0","0","200300","10","120","10","10","10","0","620030010","1048","10","1"
"11","0","10","0","11","11","200000008","11","11","11","30","1","1","22","0","0","11","13","11","11","0","10","11","11","0","0","11","0","0","200300","11","123","11","11","11","0","620030011","1076","11","1"
"12","0","10","0","12","12","200000008","12","12","12","30","1","1","22","0","0","12","13","12","12","0","10","12","12","0","0","12","0","0","200300","12","126","12","12","12","0","620030012","1104","12","1"
"13","0","10","0","13","13","200000008","13","13","13","30","1","1","24","0","0","13","14","13","13","0","10","13","13","0","0","13","0","0","200300","13","133","13","13","13","0","620030013","1309","13","1"
"14","0","10","0","14","14","200000008","14","14","14","30","1","1","26","0","0","14","16","14","14","0","10","14","14","0","0","14","0","0","200300","14","138","14","14","14","0","620030014","1513","14","1"
"15","0","10","0","15","15","200000008","15","15","15","30","1","1","26","0","0","15","16","15","15","0","10","15","15","0","0","15","0","0","200300","15","145","15","15","15","0","620030015","1717","15","1"
"16","0","10","0","16","16","200000008","16","16","16","30","1","1","26","0","0","16","17","16","16","0","10","16","16","0","0","16","0","0","200300","16","151","16","16","16","0","620030016","1921","16","1"
"17","0","10","0","17","17","200000008","17","17","17","30","1","1","26","0","0","17","18","17","17","0","10","17","17","0","0","17","0","0","200300","17","175","17","17","17","0","620030017","2257","17","1"
"18","0","10","0","18","18","200000008","18","18","18","30","1","1","26","0","0","18","18","18","18","0","10","18","18","0","0","18","0","0","200300","18","198","18","18","18","0","620030018","2592","18","1"
"19","0","10","0","19","19","200000008","19","19","19","30","1","1","27","0","0","19","18","19","19","0","10","19","19","0","0","19","0","0","200300","19","200","19","19","19","0","620030019","2828","19","1"
"20","0","10","0","20","20","200000008","20","20","20","30","1","1","27","0","0","20","18","20","20","0","10","20","20","0","0","20","0","0","200300","20","203","20","20","20","0","620030020","2939","20","1"
"21","0","10","0","21","21","200000008","21","21","21","30","1","1","27","0","0","21","18","21","21","0","10","21","21","0","0","21","0","0","200300","21","206","21","21","21","0","620030021","3050","21","1"
"22","0","10","0","22","22","200000008","22","22","22","30","1","1","29","0","0","22","20","22","22","0","10","22","22","0","0","22","0","0","200300","22","226","22","22","22","0","620030022","3148","22","1"
"23","0","10","0","23","23","200000008","23","23","23","30","1","1","29","0","0","23","20","23","23","0","10","23","23","0","0","23","0","0","200300","23","226","23","23","23","0","620030023","3304","23","1"
"24","0","10","0","24","24","200000008","24","24","24","30","1","1","40","0","0","24","28","24","24","0","10","24","24","0","0","24","0","0","200300","24","321","24","24","24","0","620030024","3586","24","1"
"25","0","10","0","25","25","200000008","25","25","25","30","1","1","42","0","0","25","30","25","25","0","10","25","25","0","0","25","0","0","200300","25","333","25","25","25","0","620030025","3866","25","1"
"26","0","10","0","26","26","200000008","26","26","26","30","1","1","42","0","0","26","30","26","26","0","10","26","26","0","0","26","0","0","200300","26","371","26","26","26","0","620030026","3966","26","1"
"27","0","10","0","27","27","200000008","27","27","27","30","1","1","42","0","0","27","30","27","27","0","10","27","27","0","0","27","0","0","200300","27","374","27","27","27","0","620030027","4060","27","1"
"28","0","10","0","28","28","200000008","28","28","28","30","1","1","42","0","0","28","30","28","28","0","10","28","28","0","0","28","0","0","200300","28","376","28","28","28","0","620030028","4152","28","1"
"29","0","10","0","29","29","200000008","29","29","29","30","1","1","45","0","0","29","32","29","29","0","10","29","29","0","0","29","0","0","200300","29","438","29","29","29","0","620030029","5542","29","1"
"30","0","10","0","30","30","200000008","30","30","30","30","1","1","47","0","0","30","32","30","30","0","10","30","30","0","0","30","0","0","200300","30","480","30","30","30","0","620030030","5591","30","1"
"31","0","10","0","31","31","200000008","31","31","31","30","1","1","47","0","0","31","32","31","31","0","10","31","31","0","0","31","0","0","200300","31","481","31","31","31","0","620030031","5604","31","1"
"32","0","10","0","32","32","200000008","32","32","32","30","1","1","47","0","0","32","32","32","32","0","10","32","32","0","0","32","0","0","200300","32","481","32","32","32","0","620030032","5618","32","1"
"33","0","10","0","33","33","200000008","33","33","33","30","1","1","47","0","0","33","32","33","33","0","10","33","33","0","0","33","0","0","200300","33","482","33","33","33","0","620030033","5632","33","1"
"34","0","10","0","34","34","200000008","34","34","34","30","1","1","47","0","0","34","32","34","34","0","10","34","34","0","0","34","0","0","200300","34","539","34","34","34","0","620030034","6542","34","1"
"35","0","10","0","35","35","200000008","35","35","35","30","1","1","48","0","0","35","32","35","35","0","10","35","35","0","0","35","0","0","200300","35","543","35","35","35","0","620030035","6610","35","1"
"36","0","10","0","36","36","200000008","36","36","36","30","1","1","48","0","0","36","32","36","36","0","10","36","36","0","0","36","0","0","200300","36","561","36","36","36","0","620030036","7177","36","1"
"37","0","10","0","37","37","200000008","37","37","37","30","1","1","53","0","0","37","35","37","37","0","10","37","37","0","0","37","0","0","200300","37","606","37","37","37","0","620030037","7979","37","1"
"38","0","10","0","38","38","200000008","38","38","38","30","1","1","70","0","0","38","49","38","38","0","10","38","38","0","0","38","0","0","200300","38","651","38","38","38","0","620030038","8781","38","1"
"39","0","10","0","39","39","200000008","39","39","39","30","1","1","70","0","0","39","49","39","39","0","10","39","39","0","0","39","0","0","200300","39","736","39","39","39","0","620030039","9666","39","1"
"40","0","10","0","40","40","200000008","40","40","40","30","1","1","70","0","0","40","49","40","40","0","10","40","40","0","0","40","0","0","200300","40","821","40","40","40","0","620030040","10551","40","1"
"41","0","10","0","41","41","200000008","41","41","41","30","1","1","72","0","0","41","50","41","41","0","10","41","41","0","0","41","0","0","200300","41","935","41","41","41","0","620030041","13253","41","1"
"42","0","10","0","42","42","200000008","42","42","42","30","1","1","73","0","0","42","50","42","42","0","10","42","42","0","0","42","0","0","200300","42","1049","42","42","42","0","620030042","15956","42","1"
"43","0","10","0","43","43","200000008","43","43","43","30","1","1","75","0","0","43","52","43","43","0","10","43","43","0","0","43","0","0","200300","43","1066","43","43","43","0","620030043","16030","43","1"
"44","0","10","0","44","44","200000008","44","44","44","30","1","1","76","0","0","44","52","44","44","0","10","44","44","0","0","44","0","0","200300","44","1083","44","44","44","0","620030044","16104","44","1"
"45","0","10","0","45","45","200000008","45","45","45","30","1","1","78","0","0","45","53","45","45","0","10","45","45","0","0","45","0","0","200300","45","1100","45","45","45","0","620030045","16179","45","1"
"46","0","10","0","46","46","200000008","46","46","46","30","1","1","82","0","0","46","56","46","46","0","10","46","46","0","0","46","0","0","200300","46","1142","46","46","46","0","620030046","17054","46","1"
"47","0","10","0","47","47","200000008","47","47","47","30","1","1","85","0","0","47","59","47","47","0","10","47","47","0","0","47","0","0","200300","47","1182","47","47","47","0","620030047","17930","47","1"
"48","0","10","0","48","48","200000008","48","48","48","30","1","1","88","0","0","48","63","48","48","0","10","48","48","0","0","48","0","0","200300","48","1224","48","48","48","0","620030048","17930","48","1"
"49","0","10","0","49","49","200000008","49","49","49","30","1","1","88","0","0","49","63","49","49","0","10","49","49","0","0","49","0","0","200300","49","1224","49","49","49","0","620030049","17930","49","1"
"50","0","10","0","50","50","200000008","50","50","50","30","1","1","91","0","0","50","69","50","50","0","10","50","50","0","0","50","0","0","200300","50","1255","50","50","50","0","620030050","18080","50","1"
"51","0","10","0","51","51","200000008","51","51","51","30","1","1","94","0","0","51","75","51","51","0","10","51","51","0","0","51","0","0","200300","51","1285","51","51","51","0","620030051","18230","51","1"
"52","0","10","0","52","52","200000008","52","52","52","30","1","1","94","0","0","52","76","52","52","0","10","52","52","0","0","52","0","0","200300","52","1285","52","52","52","0","620030052","18230","52","1"
"53","0","10","0","53","53","200000008","53","53","53","30","1","1","95","0","0","53","77","53","53","0","10","53","53","0","0","53","0","0","200300","53","1345","53","53","53","0","620030053","18980","53","1"
"54","0","10","0","54","54","200000008","54","54","54","30","1","1","95","0","0","54","77","54","54","0","10","54","54","0","0","54","0","0","200300","54","1405","54","54","54","0","620030054","19730","54","1"
"55","0","10","0","55","55","200000008","55","55","55","30","1","1","95","0","0","55","77","55","55","0","10","55","55","0","0","55","0","0","200300","55","1445","55","55","55","0","620030055","20730","55","1"
"56","0","10","0","56","56","200000008","56","56","56","30","1","1","95","0","0","56","77","56","56","0","10","56","56","0","0","56","0","0","200300","56","1485","56","56","56","0","620030056","21730","56","1"
"57","0","10","0","57","57","200000008","57","57","57","30","1","1","96","0","0","57","79","57","57","0","10","57","57","0","0","57","0","0","200300","57","1625","57","57","57","0","620030057","22730","57","1"
"58","0","10","0","58","58","200000008","58","58","58","30","1","1","97","0","0","58","80","58","58","0","10","58","58","0","0","58","0","0","200300","58","1765","58","58","58","0","620030058","23730","58","1"
"59","0","10","0","59","59","200000008","59","59","59","30","1","1","98","0","0","59","82","59","59","0","10","59","59","0","0","59","0","0","200300","59","1945","59","59","59","0","620030059","24730","59","1"
"60","0","10","0","60","60","200000008","60","60","60","30","1","1","99","0","0","60","83","60","60","0","10","60","60","0","0","60","0","0","200300","60","2125","60","60","60","0","620030060","25730","60","1"
"61","0","10","0","61","61","200000008","61","61","61","30","1","1","100","0","0","61","85","61","61","0","10","61","61","0","0","61","0","0","200300","61","2305","61","61","61","0","620030061","26730","61","1"
"62","0","10","0","62","62","200000008","62","62","62","30","1","1","103","0","0","62","86","62","62","0","10","62","62","0","0","62","0","0","200300","62","2376","62","62","62","0","620030062","27299","62","1"
"63","0","10","0","63","63","200000008","63","63","63","30","1","1","106","0","0","63","86","63","63","0","10","63","63","0","0","63","0","0","200300","63","2447","63","63","63","0","620030063","27868","63","1"
"64","0","10","0","64","64","200000008","64","64","64","30","1","1","109","0","0","64","86","64","64","0","10","64","64","0","0","64","0","0","200300","64","2518","64","64","64","0","620030064","28437","64","1"
