561a63b55a85e1bf32bc38fa5407c4a485b0e66f0bbc2aac5bcb682d5cedf910,ba34a57b92ee2d2b8ee254dad3fe1508af5a87bb65d478c8808df06272825d4f,33ec32f4d743881ed3fc6973027602b4e8b92d3ec32979ebf92e7b72cc7344c7,d417154f8dcc4d084631ca19f12b7eec40dd509142050dbd8dd19d018ea227fd,bcf4ff2d72c00b30ad96d1492a611dceb71d0bae01855d9c99bc7bef89a37629,49b6b028bd300bf607b31552713cb598e4605438cfe0a56fcc7706483aa48318,d6d988cdf8e33aef1b5d51624eee7332519d119b0b658c938a761b165badbf37,cb31d55783139904b6e1590b87e784ba2c8d3b5f9bfd786bf8386af12a17c502,6584f5221bebd5349a1f894163af0753f996b1e4135b186c23566209f8cd65c4,931b9be1e1183295d04ca2091d3a9a07e2511cd1d5bae9645de529ba0529939b,d0d935590f2962bc672b8a900730e8edaa01f42fe0c6a54cec7a9d4972b11f73,babd37bd61ca21e45fa7cbbbd91cddd45003e1e264ec19127bca299d74938c40,2179b5a2e1949bc88a653577abb040c310069553fc87bf80cd79e5eaaf3f2f72,b1ccd1cd5ae49fbadf86a468994a5563de8dd2e982735b1873e36b6ae1a79e80,88f45e9175462ff91acb8a7d48449da930c3371ed56f82476e67bfd67a3f71fb
"スペシャルバトルのMODE2をクリアしよう","81039004","0","6011","2","0","9016","10039","1","601","2020/04/17 12:00:00","2020/04/26 14:59:59","10039106","0","81039004"
"スペシャルバトルのボスのHPを1000000まで減らそう","81039005","0","6011","0","1","9013","10039","2000000","601","2020/04/17 12:00:00","2020/04/26 14:59:59","10039111","0","81039005"
"スペシャルバトルのボスのHPを500000まで減らそう","81039006","0","6011","0","1","9013","10039","2500000","601","2020/04/17 12:00:00","2020/04/26 14:59:59","10039113","0","81039006"
"スペシャルバトルのボスを討伐しよう","81039007","0","6011","3","0","9016","10039","1","601","2020/04/17 12:00:00","2020/04/26 14:59:59","10039115","0","81039007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81039008","0","6011","5","0","9015","10039","1","601","2020/04/17 12:00:00","2020/04/26 14:59:59","10039118","0","81039008"
"リマ、マヒル、リン、シオリのシャドウを倒そう","81040001","0","6011","0","0","9001","10040","4","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040103","0","81040001"
"スペシャルバトルのボスのHPを8350000まで減らそう","81040002","0","6011","0","1","9013","10040","1650000","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040104","0","81040002"
"スペシャルバトルのボスのHPを6700000まで減らそう","81040003","0","6011","0","1","9013","10040","3300000","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040105","0","81040003"
"スペシャルバトルのMODE2をクリアしよう","81040004","0","6011","2","0","9016","10040","1","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040106","0","81040004"
"スペシャルバトルのボスのHPを3350000まで減らそう","81040005","0","6011","0","1","9013","10040","6650000","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040111","0","81040005"
"スペシャルバトルのボスのHPを1700000まで減らそう","81040006","0","6011","0","1","9013","10040","8300000","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040113","0","81040006"
"スペシャルバトルのボスを討伐しよう","81040007","0","6011","3","0","9016","10040","1","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040115","0","81040007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81040008","0","6011","5","0","9015","10040","1","601","2020/04/30 12:00:00","2020/05/18 14:59:59","10040118","0","81040008"
"モニカ、アユミ、ユキのシャドウを倒そう","81041001","0","6011","0","0","9001","10041","3","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041103","0","81041001"
"スペシャルバトルのボスのHPを1410000まで減らそう","81041002","0","6011","0","1","9013","10041","340000","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041104","0","81041002"
"スペシャルバトルのボスのHPを1070000まで減らそう","81041003","0","6011","0","1","9013","10041","680000","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041105","0","81041003"
"スペシャルバトルのMODE2をクリアしよう","81041004","0","6011","2","0","9016","10041","1","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041106","0","81041004"
"スペシャルバトルのボスのHPを490000まで減らそう","81041005","0","6011","0","1","9013","10041","1260000","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041111","0","81041005"
"スペシャルバトルのボスのHPを245000まで減らそう","81041006","0","6011","0","1","9013","10041","1505000","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041113","0","81041006"
"スペシャルバトルのボスを討伐しよう","81041007","0","6011","3","0","9016","10041","1","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041115","0","81041007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81041008","0","6011","5","0","9015","10041","1","601","2020/05/18 12:00:00","2020/05/27 14:59:59","10041118","0","81041008"
"スペシャルバトルのボスのHPを8060000まで減らそう","81042001","0","6011","0","1","9013","10042","1240000","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042103","0","81042001"
"スペシャルバトルのボスのHPを6820000まで減らそう","81042002","0","6011","0","1","9013","10042","2480000","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042104","0","81042002"
"スペシャルバトルのMODE1をクリアしよう","81042003","0","6011","1","0","9016","10042","1","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042105","0","81042003"
"リノ、アユミ、ヒヨリのシャドウを倒そう","81042004","0","6011","0","0","9001","10042","3","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042106","0","81042004"
"スペシャルバトルのボスのHPを3720000まで減らそう","81042005","0","6011","0","1","9013","10042","5580000","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042111","0","81042005"
"スペシャルバトルのボスのHPを1860000まで減らそう","81042006","0","6011","0","1","9013","10042","7440000","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042113","0","81042006"
"スペシャルバトルのボスを討伐しよう","81042007","0","6011","3","0","9016","10042","1","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042115","0","81042007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81042008","0","6011","5","0","9015","10042","1","601","2020/05/31 12:00:00","2020/06/18 14:59:59","10042118","0","81042008"
"雨神様のバリアを破ろう","81043001","0","6011","0","4","9014","10043","200","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043103","0","81043001"
"スペシャルバトルのボスのHPを2358500まで減らそう","81043002","0","6011","0","1","9013","10043","291500","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043104","0","81043002"
"スペシャルバトルのボスのHPを2067000まで減らそう","81043003","0","6011","0","1","9013","10043","583000","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043105","0","81043003"
"スペシャルバトルのMODE2をクリアしよう","81043004","0","6011","2","0","9016","10043","1","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043106","0","81043004"
"スペシャルバトルのボスのHPを1166000まで減らそう","81043005","0","6011","0","1","9013","10043","1484000","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043111","0","81043005"
"スペシャルバトルのボスのHPを583000まで減らそう","81043006","0","6011","0","1","9013","10043","2067000","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043113","0","81043006"
"スペシャルバトルのボスを討伐しよう","81043007","0","6011","3","0","9016","10043","1","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043115","0","81043007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","81043008","0","6011","5","0","9015","10043","1","601","2020/06/16 12:00:00","2020/06/25 14:59:59","10043118","0","81043008"
"スペシャルバトルのボスのHPを9000000まで減らそう","81044001","0","6011","0","1","9013","10044","1000000","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044103","0","81044001"
"スペシャルバトルのボスのHPを8000000まで減らそう","81044002","0","6011","0","1","9013","10044","2000000","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044104","0","81044002"
"スペシャルバトルのMODE1をクリアしよう","81044003","0","6011","1","0","9016","10044","1","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044105","0","81044003"
"スペシャルバトルのボスのHPを5650000まで減らそう","81044004","0","6011","0","1","9013","10044","4350000","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044106","0","81044004"
"スペシャルバトルのボスのHPを4300000まで減らそう","81044005","0","6011","0","1","9013","10044","5700000","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044107","0","81044005"
"スペシャルバトルのMODE2をクリアしよう","81044006","0","6011","2","0","9016","10044","1","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044108","0","81044006"
"スペシャルバトルのボスのHPを2000000まで減らそう","81044007","0","6011","0","1","9013","10044","8000000","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044109","0","81044007"
"スペシャルバトルのボスのHPを1000000まで減らそう","81044008","0","6011","0","1","9013","10044","9000000","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044110","0","81044008"
"スペシャルバトルのボスを討伐しよう","81044009","0","6011","3","0","9016","10044","1","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044111","0","81044009"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81044010","0","6011","5","0","9015","10044","1","601","2020/06/30 12:00:00","2020/07/18 14:59:59","10044112","0","81044010"
"スペシャルバトルのボスのHPを2214000まで減らそう","81045001","0","6011","0","1","9013","10045","486000","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045103","0","81045001"
"スペシャルバトルのMODE1をクリアしよう","81045002","0","6011","1","0","9016","10045","1","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045104","0","81045002"
"マジムンの分身体を15体倒そう","81045003","0","6011","0","0","9014","10045","15","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045105","0","81045003"
"スペシャルバトルのMODE2をクリアしよう","81045004","0","6011","2","0","9016","10045","1","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045106","0","81045004"
"スペシャルバトルのボスのHPを1188000まで減らそう","81045005","0","6011","0","1","9013","10045","1512000","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045111","0","81045005"
"スペシャルバトルのボスのHPを594000まで減らそう","81045006","0","6011","0","1","9013","10045","2106000","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045113","0","81045006"
"スペシャルバトルのボスを討伐しよう","81045007","0","6011","3","0","9016","10045","1","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045115","0","81045007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","81045008","0","6011","5","0","9015","10045","1","601","2020/07/16 12:00:00","2020/07/25 14:59:59","10045118","0","81045008"
"スペシャルバトルのボスのHPを9740000まで減らそう","81046001","0","6011","0","1","9013","10046","2960000","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046103","0","81046001"
"スペシャルバトルのボスのHPを6780000まで減らそう","81046002","0","6011","0","1","9013","10046","5920000","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046104","0","81046002"
"スペシャルバトルのボスのHPを3810000まで減らそう","81046003","0","6011","0","1","9013","10046","8890000","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046105","0","81046003"
"MODE2のお供のモンスターを全て倒そう","81046004","0","6011","2","0","9016","10046","1","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046106","0","81046004"
"スペシャルバトルのボスのHPを2540000まで減らそう","81046005","0","6011","0","1","9013","10046","10160000","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046111","0","81046005"
"スペシャルバトルのボスのHPを1270000まで減らそう","81046006","0","6011","0","1","9013","10046","11430000","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046113","0","81046006"
"スペシャルバトルのボスを討伐しよう","81046007","0","6011","3","0","9016","10046","1","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046115","0","81046007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81046008","0","6011","5","0","9015","10046","1","601","2020/07/31 12:00:00","2020/08/18 14:59:59","10046118","0","81046008"
"スペシャルバトルのボスのHPを2958000まで減らそう","81047001","0","6011","0","1","9013","10047","442000","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047103","0","81047001"
"スペシャルバトルのMODE1をクリアしよう","81047002","0","6011","1","0","9016","10047","1","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047104","0","81047002"
"スペシャルバトルのボスのHPを1972000まで減らそう","81047003","0","6011","0","1","9013","10047","1428000","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047105","0","81047003"
"スペシャルバトルのMODE2をクリアしよう","81047004","0","6011","2","0","9016","10047","1","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047111","0","81047005"
"スペシャルバトルのボスのHPを986000まで減らそう","81047005","0","6011","0","1","9013","10047","2414000","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047106","0","81047004"
"スペシャルバトルのボスのHPを442000まで減らそう","81047006","0","6011","0","1","9013","10047","2958000","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047113","0","81047006"
"スペシャルバトルのボスを討伐しよう","81047007","0","6011","3","0","9016","10047","1","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047115","0","81047007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81047008","0","6011","5","0","9015","10047","1","601","2020/08/16 12:00:00","2020/08/25 14:59:00","10047118","0","81047008"
"スペシャルバトルのボスのHPを11600000まで減らそう","81048001","0","6011","0","1","9013","10048","3200000","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048103","0","81048001"
"スペシャルバトルのボスのHPを8400000まで減らそう","81048002","0","6011","0","1","9013","10048","6400000","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048104","0","81048002"
"スペシャルバトルのMODE1をクリアしよう","81048003","0","6011","1","0","9016","10048","1","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048105","0","81048003"
"ヨリ、アカリのシャドウを倒そう","81048004","0","6011","0","0","9001","10048","2","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048106","0","81048004"
"スペシャルバトルのボスのHPを3460000まで減らそう","81048005","0","6011","0","1","9013","10048","11340000","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048111","0","81048005"
"スペシャルバトルのボスのHPを1740000まで減らそう","81048006","0","6011","0","1","9013","10048","13060000","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048113","0","81048006"
"スペシャルバトルのボスを討伐しよう","81048007","0","6011","3","0","9016","10048","1","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048115","0","81048007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81048008","0","6011","5","0","9015","10048","1","601","2020/08/31 12:00:00","2020/09/19 14:59:59","10048118","0","81048008"
