542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596
"0.2","1007402","0","1","NoItem_idle","mhp_item_EX0010_receive_out","3","0","12","1007402132",""
"","1007402","","","","0","93","","2","1007402133",""
"0.2","1007402","1","","","mhp_talk_worry","3","","100211","1007402134",""
"","1007402","0","","0","vo_mhp_4110","21","","vo_mhp_1007402","1007402135",""
"0","1007402","5","0","1","あ、ありがとうございます……\nでも、病気と何の関係が……","11","0","100211","1007402136","0.5"
"","1007402","","","","","91","","0","1007402137",""
"0.2","1007402","1","","","mhp_idle_sad","3","","100211","1007402138",""
"0.2","1007402","1","","","mhp_talk_normal","3","","117531","1007402139",""
"","1007402","0","","0","vo_mhp_4111","21","","vo_mhp_1007402","1007402140",""
"0","1007402","6","0","1","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。","11","0","117531","1007402141","0.5"
"","1007402","","","","","91","","0","1007402142",""
"","1007402","","","","0","22","","0","1007402143",""
"0.2","1007402","0","1","mhp_sit_idle","mhp_sit_in","3","0.2","117531","1007402144",""
"","1007402","","","","0","93","","1","1007402145",""
"","1007402","","","","","101","","1007402160","1007402146",""
"0.2","1007402","1","","","mhp_sit_idle","3","","117531","1007402147",""
"0.2","1007402","1","","","mhp_sit_talk_worry","3","","100211","1007402148",""
"","1007402","0","","0","vo_mhp_4112","21","","vo_mhp_1007402","1007402149",""
"0","1007402","5","0","1","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……","11","0","100211","1007402150","0.5"
"","1007402","","","","","91","","0","1007402151",""
"0.2","1007402","1","","","mhp_sit_idle_sad","3","","100211","1007402152",""
"0.2","1007402","1","","","mhp_sit_talk_thinking","3","","117531","1007402153",""
"","1007402","0","","0","vo_mhp_4113","21","","vo_mhp_1007402","1007402154",""
"0","1007402","6","0","1","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。","11","0","117531","1007402155","0.5"
"","1007402","","","","","91","","0","1007402156",""
"","1007402","","","","0","22","","0","1007402157",""
"0.2","1007402","1","","","mhp_sit_idle","3","","117531","1007402158",""
"0.2","1007402","0","","","mhp_sit_out","3","","100211","1007402159",""
"","1007402","","","","","91","","0","1007402160",""
"0.2","1007402","0","","","mhp_yui_pekori","3","","100211","1007402161",""
"","1007402","","","","","91","","0","1007402162",""
"0.2","1007402","1","","","mhp_yui_walk_sad","3","","100211","1007402163",""
"","1007402","","","","1","4","","100211","1007402164",""
"","1007402","-220","0","5","-1000","2","","100211","1007402165",""
"","1007402","","","","0","93","","4","1007402166",""
"0.2","1007402","1","","","mhp_sit_talk_worry","3","","117631","1007402167",""
"","1007402","0","","0","vo_mhp_4114","21","","vo_mhp_1007402","1007402168",""
"0","1007402","6","0","1","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。","11","0","117631","1007402169","0.5"
"","1007402","","","","","91","","0","1007402170",""
"0.2","1007402","1","","","mhp_sit_idle","3","","117631","1007402171",""
"0.2","1007402","1","","","mhp_sit_talk_joy1","3","","117531","1007402172",""
"","1007402","0","","0","vo_mhp_4115","21","","vo_mhp_1007402","1007402173",""
"","1007402","6","0","1","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。","11","0","117531","1007402174","0.5"
"","1007402","","","","","91","","0","1007402175",""
"0.2","1007402","1","","","mhp_sit_talk_thinking","3","","117531","1007402176",""
"","1007402","0","","0","vo_mhp_4116","21","","vo_mhp_1007402","1007402177",""
"","1007402","5","0","1","人の恋路って、本当に面白いわね♪","11","0","117531","1007402178","0.5"
"","1007402","","","","","91","","0","1007402179",""
"","1007402","","","","0.5","22","","0","1007402180",""
"","1007402","","","","","91","","0","1007402181",""
"1.7","1007403","100","-240","-1000","100211","1","0","1","1007403001","mhp_idle_normal"
"1.7","1007403","100","-220","185","117531","1","1","1","1007403002","mhp_sit_idle"
"1.7","1007403","100","-200","365","117631","1","1","1","1007403003","mhp_sit_idle"
"1","1007403","-240","0.85","-154","1","31","","1","1007403004",""
"0","1007403","0","1","0","113","31","","13","1007403005",""
"0","1007403","0","1","0","115","31","","15","1007403006",""
"0","1007403","0","1","0","130","31","","30","1007403007",""
"1.7","1007403","110","-220","-200","11","5","0","1","1007403008","NoItem"
"1.7","1007403","105","-220","-200","12","5","0","1","1007403009","NoItem"
"1.7","1007403","110","-220","185","21","5","1","1","1007403010","NoItem"
"1.7","1007403","105","-220","185","22","5","1","1","1007403011","NoItem"
"0","1007403","1","0","1","1","6","0","11","1007403012",""
"0","1007403","1","0","1","1","6","0","12","1007403013",""
"0","1007403","1","0","1","1","6","0","21","1007403014",""
"0","1007403","1","0","1","1","6","0","22","1007403015",""
"1.7","1007403","110","-220","-1000","31","5","0","1","1007403016","NoItem"
"","1007403","","","","","91","","0","1007403017",""
"0.2","1007403","1","","","mhp_sit_talk_normal","3","","117531","1007403018",""
"","1007403","0","","0","vo_mhp_4201","21","","vo_mhp_1007403","1007403019",""
"0","1007403","8","0","0","ユイちゃん、どうぞー","11","0","117531","1007403020","0.5"
"","1007403","","","","","91","","0","1007403021",""
"0.2","1007403","1","","","mhp_sit_idle","3","","117531","1007403022",""
"0.2","1007403","1","0","","mhp_yui_walk_sad3","3","","100211","1007403023",""
"","1007403","-220","0","4","-200","2","","100211","1007403024",""
"0.2","1007403","1","","","NoItem","3","","31","1007403025",""
"","1007403","-220","0","4","-200","2","","31","1007403026",""
"","1007403","","","","","91","","0","1007403027",""
"0.2","1007403","0","1","mhp_yui_sit_idle_sad3","mhp_yui_sit_in_sad2","3","0.2","100211","1007403028",""
"","1007403","","","","0","93","","1","1007403029",""
"0.2","1007403","1","","","mhp_yui_sit_talk_sad2","3","","100211","1007403030",""
"","1007403","0","","0","vo_mhp_4202","21","","vo_mhp_1007403","1007403031",""
"0","1007403","5","0","1","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……","11","0","100211","1007403032","0.5"
"","1007403","","","","","91","","0","1007403033",""
"0.2","1007403","1","","","mhp_yui_sit_idle_sad4","3","","100211","1007403034",""
"0.2","1007403","1","","","mhp_sit_talk_normal","3","","117531","1007403035",""
"","1007403","0","","0","vo_mhp_4203","21","","vo_mhp_1007403","1007403036",""
"0","1007403","6","0","1","ねえユイちゃん、症状が出るのって\nどんな時かしら？","11","0","117531","1007403037","0.5"
"","1007403","","","","","91","","0","1007403038",""
"0.2","1007403","1","","","mhp_sit_idle","3","","117531","1007403039",""
"0.2","1007403","1","","","mhp_yui_sit_talk_sad2","3","","100211","1007403040",""
"0","1007403","1","","","mhp_yui_sit_talk_sad2","3","","31","1007403041",""
"","1007403","0","","0","vo_mhp_4204","21","","vo_mhp_1007403","1007403042",""
"0","1007403","4","0","1","え、ええとそれは……\nあ、あああ！","11","0","100211","1007403043","1.5"
"","1007403","","","","1","93","","4","1007403044",""
"0.2","1007403","1","","","mhp_yui_hot","3","","100211","1007403045",""
"0.2","1007403","1","","","mhp_yui_hot","3","","31","1007403046",""
"","1007403","","","","","91","","1007403043","1007403047",""
"","1007403","","","","0","93","","1","1007403048",""
"0.2","1007403","1","","","mhp_sit_talk_normal","3","","117531","1007403049",""
"","1007403","0","","0","vo_mhp_4205","21","","vo_mhp_1007403","1007403050",""
"0","1007403","5","0","1","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？","11","0","117531","1007403051","0.5"
"","1007403","","","","","91","","0","1007403052",""
"0.2","1007403","1","","","mhp_sit_idle","3","","117531","1007403053",""
"0.2","1007403","1","","","mhp_yui_sit_talk_wish2","3","","100211","1007403054",""
"0.2","1007403","1","","","NoItem","3","","31","1007403055",""
"","1007403","0","","0","vo_mhp_4206","21","","vo_mhp_1007403","1007403056",""
"0","1007403","6","0","1","そ、それじゃあこれって……","11","0","100211","1007403057","0.5"
"","1007403","","","","","91","","0","1007403058",""
"0.2","1007403","1","","","mhp_yui_sit_idle_sad4","3","","100211","1007403059",""
"0.2","1007403","1","","","mhp_sit_talk_wish","3","","117531","1007403060",""
"","1007403","0","","0","vo_mhp_4207","21","","vo_mhp_1007403","1007403061",""
"0","1007403","6","0","1","多くの人が悩む難病、恋の病よ！","11","0","117531","1007403062","0.5"
"","1007403","","","","","91","","0","1007403063",""
"0.2","1007403","1","","","mhp_sit_idle","3","","117531","1007403064",""
"0.2","1007403","1","","","mhp_yui_sit_talk_surprise2","3","","100211","1007403065",""
"","1007403","0","","0","vo_mhp_4208","21","","vo_mhp_1007403","1007403066",""
"0","1007403","6","0","1","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！","11","0","100211","1007403067","0.5"
"","1007403","","","","","91","","0","1007403068",""
"0.2","1007403","1","","","mhp_yui_sit_idle_verysad","3","","100211","1007403069",""
"0.2","1007403","1","","","mhp_sit_talk_joy1","3","","117531","1007403070",""
"","1007403","0","","0","vo_mhp_4209","21","","vo_mhp_1007403","1007403071",""
"0","1007403","6","0","1","気にしなくていいわ\n恋に悩むのは若さの特権よ♪","11","0","117531","1007403072","0.5"
"","1007403","","","","","91","","0","1007403073",""
"0.2","1007403","1","","","mhp_sit_idle_joy1","3","","117531","1007403074",""
"0.2","1007403","1","","","mhp_yui_sit_talk_wish2","3","","100211","1007403075",""
"","1007403","0","","0","vo_mhp_4210","21","","vo_mhp_1007403","1007403076",""
"0","1007403","5","0","1","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？","11","0","100211","1007403077","0.5"
"","1007403","","","","","91","","0","1007403078",""
"0.2","1007403","1","","","mhp_yui_sit_idle_sad3","3","","100211","1007403079",""
"0.2","1007403","1","","","mhp_sit_talk_surprise2","3","","117531","1007403080",""
"","1007403","0","","0","vo_mhp_4211","21","","vo_mhp_1007403","1007403081",""
"0","1007403","8","0","1","……え？","11","0","117531","1007403082","0.5"
"","1007403","","","","","91","","0","1007403083",""
"0.2","1007403","1","","","mhp_sit_talk_surprise2","3","","117531","1007403084",""
"0.2","1007403","1","","","mhp_yui_sit_talk_worry2","3","","100211","1007403085",""
"","1007403","0","","0","vo_mhp_4212","21","","vo_mhp_1007403","1007403086",""
"0","1007403","6","0","1","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？","11","0","100211","1007403087","0.5"
"","1007403","","","","","91","","0","1007403088",""
"0.2","1007403","1","","","mhp_yui_sit_idle_sad3","3","","100211","1007403089",""
"0.2","1007403","1","","","mhp_sit_talk_bitter","3","","117531","1007403090",""
"","1007403","0","","0","vo_mhp_4213","21","","vo_mhp_1007403","1007403091",""
"0","1007403","6","0","1","そ、それほどでも……ない、わよ？","11","0","117531","1007403092","0.5"
"","1007403","","","","","91","","0","1007403093",""
"0.2","1007403","1","","","mhp_sit_idle_bitter","3","","117531","1007403094",""
"0.2","1007403","1","","","mhp_yui_sit_talk_kirakira","3","","100211","1007403095",""
"","1007403","0","","0","vo_mhp_4214","21","","vo_mhp_1007403","1007403096",""
"0","1007403","6","0","1","どうかわたしに、\n恋の診察をお願いします！","11","0","100211","1007403097","0.5"
"","1007403","","","","","91","","0","1007403098",""
"0.2","1007403","1","","","mhp_yui_sit_idle_kirakira","3","","100211","1007403099",""
"0.2","1007403","1","","","mhp_mitsuki_sit_shake","3","","117531","1007403100",""
"","1007403","0","","0","vo_mhp_4215","21","","vo_mhp_1007403","1007403101",""
"0","1007403","7","0","1","え、えええ……！","11","0","117531","1007403102","0.5"
"","1007403","","","","","91","","0","1007403103",""
"0.2","1007403","1","","","mhp_sit_idle_sad3","3","","117531","1007403104",""
"","1007403","","1","","1","32","","113","1007403105",""
"","1007403","-100","1","0","193","33","","113","1007403106",""
"","1007403","-100","1","0","193","33","","115","1007403107",""
"","1007403","","","","0","93","","0.8","1007403108",""
"","1007403","0","","0","vo_mhp_4216","21","","vo_mhp_1007403","1007403109",""
"","1007403","","","","10001","13","","117531","1007403110",""
"0","1007403","5","0","1","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）","11","0","117531","1007403111","0.5"
"","1007403","","","","","91","","0","1007403112",""
"","1007403","","","","0.5","22","","0","1007403113",""
"","1007403","","","","0","93","","0.2","1007403114",""
"","1007403","","1","","1","32","","115","1007403115",""
"","1007403","","","","0","93","","1","1007403116",""
"","1007403","","","","1","32","","130","1007403117",""
"","1007403","","","","0","93","","4","1007403118",""
"","1007403","","","","0","32","","130","1007403119",""
"1.7","1007404","100","-240","-1000","111011","1","0","1","1007404001","mhp_idle_normal"
"1.7","1007404","100","-220","185","117531","1","1","1","1007404002","mhp_sit_idle"
"1.7","1007404","100","-200","365","117631","1","1","1","1007404003","mhp_sit_idle"
"1","1007404","-240","0.85","-154","1","31","","1","1007404004",""
"1.7","1007404","110","-220","-200","11","5","0","1","1007404005","NoItem"
"1.7","1007404","105","-220","-200","12","5","0","1","1007404006","NoItem"
"1.7","1007404","110","-220","185","21","5","1","1","1007404007","NoItem"
"1.7","1007404","105","-220","185","22","5","1","1","1007404008","NoItem"
"0","1007404","1","0","1","1","6","0","11","1007404009",""
"0","1007404","1","0","1","1","6","0","12","1007404010",""
"0","1007404","1","0","1","1","6","0","21","1007404011",""
"0","1007404","1","0","1","1","6","0","22","1007404012",""
"","1007404","","","","","91","","0","1007404013",""
"0.2","1007404","1","","","mhp_sit_talk_normal","3","","117531","1007404014",""
"","1007404","0","","0","vo_mhp_1001","21","","vo_mhp_1007404","1007404015",""
"0","1007404","8","0","0","次の方どうぞー","11","0","117531","1007404016","0.5"
"","1007404","","","","","91","","0","1007404017",""
"0.2","1007404","1","","","mhp_sit_idle","3","","117531","1007404018",""
"0.2","1007404","1","","","mhp_walk","3","","111011","1007404019",""
"","1007404","-220","0","4","-200","2","","111011","1007404020",""
"","1007404","","","","","91","","0","1007404021",""
"0.2","1007404","0","1","mhp_sit_idle_2","mhp_sit_in_2","3","0.2","111011","1007404022",""
"","1007404","","","","0","93","","1","1007404023",""
"0.2","1007404","1","","","mhp_sit_talk_normal","3","","111011","1007404024",""
"","1007404","0","","0","vo_mhp_1002","21","","vo_mhp_1007404","1007404025",""
"0","1007404","4","0","1","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。","11","0","111011","1007404026","0.5"
"","1007404","","","","0","91","","0","1007404027",""
"0.2","1007404","1","","","mhp_sit_idle_2","3","","111011","1007404028",""
"0.2","1007404","1","","","mhp_sit_talk_surprise2","3","","117531","1007404029",""
"","1007404","0","","0","vo_mhp_1003","21","","vo_mhp_1007404","1007404030",""
"0","1007404","6","0","1","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……","11","0","117531","1007404031","0.5"
"","1007404","","","","1","93","","2","1007404032",""
"0.2","1007404","1","","","mhp_sit_talk_worry","3","","117531","1007404033",""
"","1007404","","","","0","91","","1007404031","1007404034",""
"0.2","1007404","1","","","mhp_sit_idle_sad","3","","117531","1007404035",""
"0.2","1007404","1","","","mhp_sit_talk_normal","3","","111011","1007404036",""
"","1007404","0","","0","vo_mhp_1004","21","","vo_mhp_1007404","1007404037",""
"0","1007404","5","0","1","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。","11","0","111011","1007404038","0.5"
