543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541
"103611","","","lsv_idle_normal","","1009803","1","3","1009803029","0.2",""
"0.5","","","","","1009803","","93","1009803030","",""
"100411","","","10","0","1009803","0.5","12","1009803031","0",""
"100411","1","lsv_idle_normal","lsv_smile2","0.2","1009803","0","3","1009803032","0",""
"103611","","","10","0","1009803","0.5","12","1009803033","0",""
"103611","1","lsv_idle_normal","lsv_smile2","0.2","1009803","0","3","1009803034","0",""
"102011","","","10","0","1009803","0.5","12","1009803035","0",""
"102011","1","lsv_idle_normal","lsv_smile2","0.2","1009803","0","3","1009803036","0",""
"2","","","","","1009803","","93","1009803037","",""
"103611","","","0","","1009803","","4","1009803038","",""
"103611","","","lsv_walk","","1009803","1","3","1009803039","0.2",""
"103611","0","0.5","200","","1009803","-235","2","1009803040","",""
"0.5","","","","","1009803","","93","1009803041","",""
"103611","","","lsv_idle_normal","","1009803","1","3","1009803042","0.2",""
"0","","","","","1009803","","93","1009803043","",""
"103611","","","1","","1009803","","4","1009803044","",""
"0.6","","","","","1009803","","93","1009803045","",""
"102011","","","lsv_talk_memory_dere2","","1009803","1","3","1009803046","0.2",""
"vo_lsv","","0","vo_lsv_0321","","1009803","0","21","1009803047","",""
"102011","1","1","クレープ、おいしかったね～\nミミ、食べすぎちゃったかも…\nえへへ♪","0","1009803","10","11","1009803048","0","0"
"0","","","","","1009803","","91","1009803049","",""
"102011","","","lsv_idle_memory","","1009803","1","3","1009803050","0.2",""
"100411","","","lsv_talk_normal","","1009803","1","3","1009803051","0.2",""
"vo_lsv","","0","vo_lsv_0322","","1009803","0","21","1009803052","",""
"100411","1","1","普通においしかったよね！\nほんと、普通に！\n…あ、いい意味でだよ？","0","1009803","10","11","1009803053","0","0"
"0","","","","","1009803","","91","1009803054","",""
"100411","","","lsv_idle_normal_joyR","","1009803","1","3","1009803055","0.2",""
"102011","","","lsv_idle_normal","","1009803","1","3","1009803056","0.2",""
"103611","","","lsv_talk_sad","","1009803","1","3","1009803057","0.2",""
"vo_lsv","","0","vo_lsv_0323","","1009803","0","21","1009803058","",""
"103611","1","1","深くは聞かないであげるよ…\nそれはそれとして、図書館では\n何もわからなかったね。","0","1009803","10","11","1009803059","0","0"
"0","","","","","1009803","","91","1009803060","",""
"103611","","","lsv_idle_sad","","1009803","1","3","1009803061","0.2",""
"100411","","","lsv_talk_cool_normal2_loop","","1009803","1","3","1009803062","0.2",""
"vo_lsv","","0","vo_lsv_0324","","1009803","0","21","1009803063","",""
"100411","1","1","まあ、あれだけの本があれば\nみゅ～ちゃんのことがわかる\n本も、いつか見つかるって！","0","1009803","10","11","1009803064","0","0"
"0","","","","","1009803","","91","1009803065","",""
"100411","","","lsv_idle_cool","","1009803","1","3","1009803066","0.2",""
"103611","","","lsv_talk_joy3_dere","","1009803","1","3","1009803067","0.2",""
"vo_lsv","","0","vo_lsv_0325","","1009803","0","21","1009803068","",""
"103611","1","1","…うん、そうだね。\nまたみんなで行ってみよっ。","0","1009803","10","11","1009803069","0","0"
"0","","","","","1009803","","91","1009803070","",""
"103611","","","lsv_idle_normal","","1009803","1","3","1009803071","0.2",""
"102011","","","lsv_look_talk_normal","","1009803","1","3","1009803072","0.2",""
"vo_lsv","","0","vo_lsv_0326","","1009803","0","21","1009803073","",""
"102011","1","1","あ、そういえば…\nおにいちゃん、図書館で本を\n借りてたよね？　どんな本？","0","1009803","10","11","1009803074","0","0"
"0","","","","","1009803","","91","1009803075","",""
"100411","1","lsv_look_idle_normal","lsv_choice","0.2","1009803","0","3","1009803076","0",""
"103611","1","lsv_look_idle_normal","lsv_choice","0.2","1009803","0","3","1009803077","0",""
"102011","1","lsv_look_idle_normal","lsv_choice","0.2","1009803","0","3","1009803078","0",""
"0.1","","","0","","1009803","","93","1009803079","",""
"100411","2","0.33","-420","0.2","1009803","-220","2","1009803080","",""
"103611","2","0.33","452","0.2","1009803","-235","2","1009803081","",""
"102011","2","0.33","-545","0.2","1009803","-250","2","1009803082","",""
"0","","","0","","1009803","1","22","1009803083","0.2",""
"漫画。","","","1009803087","","1009803","0","103","1009803084","",""
"絵本。","","","1009803111","","1009803","0","103","1009803085","",""
"小説。","","","1009803135","","1009803","0","103","1009803086","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009803","0","3","1009803087","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009803","0","3","1009803088","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009803","0","3","1009803089","0",""
"0.1","","","0","","1009803","","93","1009803090","",""
"100411","2","0.33","-100","0.2","1009803","-220","2","1009803091","",""
"103611","2","0.33","200","0.2","1009803","-235","2","1009803092","",""
"102011","2","0.33","-270","0.2","1009803","-250","2","1009803093","",""
"0.7","","","0","","1009803","","93","1009803094","",""
"100411","1","lsv_surprise3_kira_loop","lsv_surprise3_kira","0.2","1009803","0","3","1009803095","0",""
"vo_lsv","","0","vo_lsv_0327","","1009803","0","21","1009803096","",""
"100411","1","1","えっ、漫画あったの！？\nミソギも読みたーい！\nにいちゃん、一緒に読もっ！","0","1009803","10","11","1009803097","0","0"
"0","","","","","1009803","","91","1009803098","",""
"100411","","","lsv_idle_joy_dere","","1009803","1","3","1009803099","0.2",""
"102011","1","lsv_talk_guts2_joy2_loop","lsv_talk_guts2_joy2","0.2","1009803","0","3","1009803100","0",""
"vo_lsv","","0","vo_lsv_0328","","1009803","0","21","1009803101","",""
"102011","1","1","ミミも読みた～い！","0","1009803","10","11","1009803102","0","0"
"0","","","","","1009803","","91","1009803103","",""
"102011","","","lsv_idle_guts2_joy2","","1009803","1","3","1009803104","0.2",""
"103611","","","lsv_talk_joy3_shy","","1009803","1","3","1009803105","0.2",""
"vo_lsv","","0","vo_lsv_0329","","1009803","0","21","1009803106","",""
"103611","1","1","もう、みんなして…\n……あの、私もいいですか？","0","1009803","10","11","1009803107","0","0"
"0","","","","","1009803","","91","1009803108","",""
"103611","","","lsv_idle_joy_shy","","1009803","1","3","1009803109","0.2",""
"1009803161","","","","","1009803","","101","1009803110","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009803","0","3","1009803111","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009803","0","3","1009803112","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009803","0","3","1009803113","0",""
"0.1","","","0","","1009803","","93","1009803114","",""
"100411","2","0.33","-100","0.2","1009803","-220","2","1009803115","",""
"103611","2","0.33","200","0.2","1009803","-235","2","1009803116","",""
"102011","2","0.33","-270","0.2","1009803","-250","2","1009803117","",""
"0.7","","","0","","1009803","","93","1009803118","",""
"102011","","","lsv_talk_joy3_blink","","1009803","1","3","1009803119","0.2",""
"vo_lsv","","0","vo_lsv_0330","","1009803","0","21","1009803120","",""
"102011","1","1","わぁっ、絵本？\nミミも読んだことある\nお話かな～？","0","1009803","10","11","1009803121","0","0"
"0","","","","","1009803","","91","1009803122","",""
"102011","","","lsv_idle_normal_joyR","","1009803","1","3","1009803123","0.2",""
"103611","1","lsv_talk_doya_loop","lsv_talk_doya","0.2","1009803","0","3","1009803124","0",""
"vo_lsv","","0","vo_lsv_0331","","1009803","0","21","1009803125","",""
"103611","1","1","絵本には教訓になる\nお話が多いですからね。\nきっといいお勉強になります。","0","1009803","10","11","1009803126","0","0"
"0","","","","","1009803","","91","1009803127","",""
"103611","","","lsv_idle_doya","","1009803","1","3","1009803128","0.2",""
"100411","1","lsv_talk_guts2_loop","lsv_talk_guts2","0.2","1009803","0","3","1009803129","0",""
"vo_lsv","","0","vo_lsv_0332","","1009803","0","21","1009803130","",""
"100411","1","1","せっかくだし、みゅ～ちゃんに\n読み聞かせをしてあげようよ！\n誰が一番上手いか競争だー！","0","1009803","10","11","1009803131","0","0"
"0","","","","","1009803","","91","1009803132","",""
"100411","","","lsv_idle_normal","","1009803","1","3","1009803133","0.2",""
"1009803161","","","","","1009803","","101","1009803134","",""
"100411","1","lsv_idle_normal_worry","lsv_choice","0.2","1009803","0","3","1009803135","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009803","0","3","1009803136","0",""
"102011","1","lsv_idle_normal_joyR","lsv_choice","0.2","1009803","0","3","1009803137","0",""
"0.1","","","0","","1009803","","93","1009803138","",""
"100411","2","0.33","-100","0.2","1009803","-220","2","1009803139","",""
"103611","2","0.33","200","0.2","1009803","-235","2","1009803140","",""
"102011","2","0.33","-270","0.2","1009803","-250","2","1009803141","",""
"0.7","","","0","","1009803","","93","1009803142","",""
"103611","1","lsv_talk_doya_loop","lsv_talk_doya","0.2","1009803","0","3","1009803143","0",""
"vo_lsv","","0","vo_lsv_0333","","1009803","0","21","1009803144","",""
"103611","1","1","せっかくの図書館ですからね。\n自分の知識になる本を借りる\nのはとてもいいと思いますよ。","0","1009803","10","11","1009803145","0","0"
"0","","","","","1009803","","91","1009803146","",""
"103611","","","lsv_idle_surprise","","1009803","1","3","1009803147","0.2",""
"102011","","","lsv_idle_surprise","","1009803","1","3","1009803148","0.2",""
"100411","","","lsv_talk_tsun_guru","","1009803","1","3","1009803149","0.2",""
"vo_lsv","","0","vo_lsv_0334","","1009803","0","21","1009803150","",""
"100411","1","1","小説…\n文字、文字ばっかりの本…！\nううう…う～ん…がくっ。","0","1009803","10","11","1009803151","0","0"
"0","","","","","1009803","","91","1009803152","",""
"100411","1","lsv_gaku_loop","lsv_gaku","0.2","1009803","0","3","1009803153","0.2",""
"103611","","","lsv_idle_bitter_sad","","1009803","1","3","1009803154","0.2",""
"102011","","","lsv_talk_surprise2","","1009803","1","3","1009803155","0.2",""
"vo_lsv","","0","vo_lsv_0335","","1009803","0","21","1009803156","",""
"102011","1","1","ミ、ミソギちゃ～ん！\nしっかりして～！","0","1009803","10","11","1009803157","0","0"
"0","","","","","1009803","","91","1009803158","",""
"102011","","","lsv_idle_sad","","1009803","1","3","1009803159","0.2",""
"1009803161","","","","","1009803","","101","1009803160","",""
"0","","","","","1009803","","91","1009803161","",""
"","","","","","1009803","","102","1009803162","",""
"0","","","0.2","","1009803","","22","1009803163","",""
"0.2","","","","","1009803","","93","1009803164","",""
"103611","0","0","1","0","1009803","1","12","1009803165","0","0"
"103611","","","lsv_talk_tsun_shy","","1009803","1","3","1009803166","0.2",""
"3","","","0","","1009803","","93","1009803167","",""
"103611","","","lsv_idle_normal_bitter","","1009803","1","3","1009803168","0.2",""
"100411","0","0","4","0","1009803","1","12","1009803169","0","0"
"100411","1","lsv_surprise3_surprise_loop","lsv_surprise3_surprise","0.2","1009803","0","3","1009803170","0",""
"3","","","0","","1009803","","93","1009803171","",""
"100411","","","lsv_idle_sad_normal","","1009803","1","3","1009803172","0.2",""
"102011","0","0","10","0","1009803","1","12","1009803173","0","0"
"102011","","","lsv_talk_joy3_blink","","1009803","1","3","1009803174","0.2",""
"3","","","0","","1009803","","93","1009803175","",""
"102011","","","lsv_idle_joy","","1009803","1","3","1009803176","0.2",""
"1009803165","","","","","1009803","","101","1009803177","",""
"333","0","1","1","0","1009803","1","6","1009803178","1",""
"100411","","","1","","1009803","","4","1009803179","",""
"100411","","","lsv_run","","1009803","1","3","1009803180","0.2",""
"100411","0","0.8","-750","","1009803","-220","2","1009803181","",""
"103611","","","0","","1009803","","4","1009803182","",""
"103611","","","lsv_run","","1009803","1","3","1009803183","0.2",""
"103611","0","0.8","750","","1009803","-235","2","1009803184","",""
"102011","","","1","","1009803","","4","1009803185","",""
"102011","","","lsv_run","","1009803","1","3","1009803186","0.2",""
"102011","0","0.8","-850","","1009803","-250","2","1009803187","",""
"0.6","","","","","1009803","","93","1009803188","",""
"100411","0","1","1","0","1009803","1","6","1009803189","0.2",""
"103611","0","1","1","0","1009803","1","6","1009803190","0.2",""
"102011","0","1","1","0","1009803","1","6","1009803191","0.2",""
"0","","","","","1009803","","91","1009803192","",""
"1","-495","-200","102011","0","1009804","102","1","1009804001","1.95","lsv_idle_normal"
"1","-480","100","103611","1","1009804","100","1","1009804002","1.95","lsv_idle_normal"
"1","-510","270","100411","1","1009804","101","1","1009804003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009804","0","5","1009804004","1","lsv_white_loop"
"333","0","1","1","0","1009804","1","6","1009804005","0",""
"102011","0","1","1","0","1009804","1","6","1009804006","0",""
"103611","0","1","1","0","1009804","1","6","1009804007","0",""
"100411","0","1","1","0","1009804","1","6","1009804008","0",""
"1","","","0","","1009804","","93","1009804009","",""
"333","0.4","1","1","0","1009804","1","6","1009804010","0.8",""
"102011","1","lsv_idle_normal","lsv_jump2","0.2","1009804","0","3","1009804011","0.2",""
"103611","1","lsv_idle_normal","lsv_jump2","0.2","1009804","0","3","1009804012","0.2",""
"100411","1","lsv_idle_normal","lsv_jump2","0.2","1009804","0","3","1009804013","0.2",""
"0.3","","","","","1009804","","93","1009804014","",""
"102011","0","0.75","-200","","1009804","-235","2","1009804015","",""
"103611","0","0.75","100","","1009804","-220","2","1009804016","",""
"100411","0","0.75","270","","1009804","-250","2","1009804017","",""
"102011","1","1","1","0","1009804","1","6","1009804018","0.4",""
"103611","1","1","1","0","1009804","1","6","1009804019","0.4",""
"100411","1","1","1","0","1009804","1","6","1009804020","0.4",""
"102011","","0","6","0","1009804","0.2","12","1009804021","0",""
"103611","","0","6","0","1009804","0.2","12","1009804022","0",""
"100411","","0","6","0","1009804","0.2","12","1009804023","0",""
"1.2","","","0","","1009804","","93","1009804024","",""
"100411","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","0.2","1009804","0","3","1009804025","0",""
"vo_lsv","","0","vo_lsv_0421","","1009804","0","21","1009804026","",""
"100411","1","1","今日の宿題は楽しかったなー\n勉強もこういう感じのばっかり\nだったらよかったのにっ。","0","1009804","10","11","1009804027","0","0"
"0","","","","","1009804","","91","1009804028","",""
"100411","","","lsv_idle_cool","","1009804","1","3","1009804029","0.2",""
"102011","","","lsv_talk_wish_joy","","1009804","1","3","1009804030","0.2",""
"vo_lsv","","0","vo_lsv_0422","","1009804","0","21","1009804031","",""
"102011","1","1","ミソギちゃんの貯金箱、\nかっこよかったもんね～♪","0","1009804","10","11","1009804032","0","0"
"0","","","","","1009804","","91","1009804033","",""
"102011","","","lsv_idle_wish_joy","","1009804","1","3","1009804034","0.2",""
"103611","","","lsv_talk_thinking","","1009804","1","3","1009804035","0.2",""
"vo_lsv","","0","vo_lsv_0423","","1009804","0","21","1009804036","",""
"103611","1","1","私はちょっと悩んじゃったな…\n知識や知性を表現しようと\nしたんだけど…","0","1009804","10","11","1009804037","0","0"
"0","","","","","1009804","","91","1009804038","",""
"103611","","","lsv_idle_normal","","1009804","1","3","1009804039","0.2",""
"100411","1","lsv_talk_arm_crossed_loop2","lsv_talk_arm_crossed2","0.2","1009804","0","3","1009804040","0",""
