008e8ceedb9e3a718c67847df7cb6ba43fce42af7e531bfa63fabfbf9905883d,c71728ea6f475203009f7c859316252812c5079ca0083b2c371f075097f91742,08bf7d63075eab7a931a8d43ce587799fd3116ff87b1b81c5969f61d054359b7,08eef09ad2dc09aaaf0941a9c4d91b2cc079dabb82b71b8de8d80166928ae204,3a5f6af322747637cac99633371f415731a5e47ca48e101913db549b1d2cac37,37d076043316c5e0fe8099448b70ff2ab322f8185d4a77468f838ccfeb8d68ba,eb800081d31058f1606161f6d55957fc3b4c7387125d90837093b076078e3493,64aa37d72ff26e9012978bd4518aafdaf47319580529e043f5e8f31b47019567,9ecfea11a3970038fd05950d6e1bf7c9785dc128b407714ef13f5279e844be80,b1781607922d264989d31c11dc1b2e5fa0d2a745215eb61dd7b3516fd0b0c217,ba6c39bdd91484e96668339813d69c0b282d3257f60db2be378496789fa9fe6b
"0.2","6214032","6214","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_05","1","106731"
"","6214033","6214","-330","","2","-200","","0.01","","106731"
"","6214034","6214","1","","3","wac_birthday_idle_doya","0.2","","","106611"
"","6214035","6214","-320","","2","180","","0.01","","106611"
"","6214036","6214","1","","3","wac_birthday_idle_normal","0.2","","","106511"
"","6214037","6214","-340","","2","320","","0.01","","106511"
"","6214038","6214","","","93","","","","","0"
"","6214039","6214","","","32","1","","","","800"
"","6214040","6214","","","93","","","","","0.7"
"","6214041","6214","","","32","1","","","","702"
"","6214042","6214","","","93","","","","","0.5"
"","6214043","6214","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","6214044","6214","","","32","0","","","","701"
"","6214045","6214","","","93","","","","","0.4"
"","6214046","6214","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","6214047","6214","","","32","1","","","","700"
"","6214048","6214","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","6214049","6214","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","106611"
"","6214050","6214","","","93","","","","","0.1"
"0.2","6214051","6214","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","106511"
"","6214052","6214","","","93","","","","","2"
"","6214053","6214","","","131","","","","","1"
"","6214054","6214","0","","21","vo_wac_06214_000","","0","","vo_wac_06214"
"0","6214055","6214","10","0.5","11","これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","0","1","1","106731"
"","6214056","6214","","","91","","","","","0"
"","6214057","6214","1","","3","wac_birthday_idle_wish","0.2","","","106731"
"","6214058","6214","1","","3","wac_birthday_talk_anger","0.2","","","106611"
"","6214059","6214","0","","21","vo_wac_06214_001","","0","","vo_wac_06214"
"0","6214060","6214","10","0.5","11","そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","0","1","1","106611"
"","6214061","6214","","","91","","","","","0"
"","6214062","6214","1","","3","wac_birthday_idle_normal","0.2","","","106611"
"","6214063","6214","1","","3","wac_birthday_talk_wish","0.2","","","106731"
"","6214064","6214","0","","21","vo_wac_06214_002","","0","","vo_wac_06214"
"0","6214065","6214","10","0.5","11","ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","0","1","1","106731"
"","6214066","6214","","","91","","","","","0"
"","6214067","6214","1","","3","wac_birthday_talk_smile","0.2","","","106731"
"","6214068","6214","0","","21","vo_wac_06214_003","","0","","vo_wac_06214"
"0","6214069","6214","10","0.5","11","カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","0","1","1","106731"
"","6214070","6214","","","91","","","","","0"
"","6214071","6214","","","22","","","","","0"
"","8014001","8014","","","25","bgm_M321_2C","","","","bgm_M321"
"0","8014002","8014","250","wac_birthday_idle_normal","1","104411","2","-1000","-70","1"
"1","8014003","8014","256","wac_birthday_shinobu_idle_wish","1","103111","2","170","-260","1"
"1","8014004","8014","259","wac_birthday_idle_smile","1","100711","2","270","-310","1"
"1","8014005","8014","257","wac_birthday_idle_normal","1","102211","2","400","-270","1"
"1","8014006","8014","258","wac_birthday_idle_smile","1","100611","2","500","-310","1"
"","8014007","8014","","","13","300","","","","104411"
"","8014008","8014","","","13","300","","","","103111"
"","8014009","8014","0","","31","600","1","0","1","600"
"","8014010","8014","0","","31","602","0","0","1","602"
"","8014011","8014","0","","31","603","0","0","1","603"
"","8014012","8014","30","","31","604","1","60","1","604"
"","8014013","8014","0","","31","610","1","0","1","610"
"","8014014","8014","0","","31","700","0","0","1","700"
"","8014015","8014","0","","31","701","0","0","1","701"
"","8014016","8014","0","","31","702","0","0","1","702"
"","8014017","8014","0","","31","800","0","0","1","800"
"","8014018","8014","30","","31","906","1","60","1","906"
"","8014019","8014","","","93","","","","","1"
"0.2","8014020","8014","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","100711"
"0.2","8014021","8014","0","","3","wac_birthday_shinobu_reaction_04","0.2","wac_birthday_shinobu_reaction_01","1","103111"
"","8014022","8014","","","93","","","","","0.1"
"0.2","8014023","8014","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_04","1","102211"
"0.2","8014024","8014","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","100611"
"","8014025","8014","","","93","","","","","0.3"
"","8014026","8014","1","","3","wac_birthday_run_01","0.2","","","104411"
"","8014027","8014","-70","","2","0","","3","","104411"
"","8014028","8014","","","93","","","","","2.5"
"","8014029","8014","","","32","1","","","","602"
"","8014030","8014","","","93","","","","","0.6"
"","8014031","8014","","","32","0","","","","600"
"","8014032","8014","","","32","0","","","","610"
"","8014033","8014","","","32","0","","","","604"
"","8014034","8014","","","32","1","","","","701"
"","8014035","8014","0","","33","0","","0.01","","906"
"0.2","8014036","8014","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_02","1","104411"
"","8014037","8014","-330","","2","-200","","0.01","","104411"
"","8014038","8014","1","","3","wac_birthday_shinobu_idle_wish","0.2","","","103111"
"","8014039","8014","-320","","2","150","","0.01","","103111"
"","8014040","8014","1","","3","wac_birthday_idle_smile","0.2","","","100711"
"","8014041","8014","-360","","2","265","","0.01","","100711"
"","8014042","8014","1","","3","wac_birthday_idle_normal","0.2","","","102211"
"","8014043","8014","-320","","2","400","","0.01","","102211"
"","8014044","8014","1","","3","wac_birthday_idle_smile","0.2","","","100611"
"","8014045","8014","-340","","2","500","","0.01","","100611"
"","8014046","8014","","","93","","","","","0"
"","8014047","8014","","","32","1","","","","800"
"","8014048","8014","","","93","","","","","0.7"
"","8014049","8014","","","32","1","","","","702"
"","8014050","8014","","","93","","","","","0.5"
"","8014051","8014","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","8014052","8014","","","32","0","","","","701"
"","8014053","8014","","","93","","","","","0.4"
"","8014054","8014","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","8014055","8014","","","32","1","","","","700"
"","8014056","8014","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","8014057","8014","0","","3","wac_birthday_shinobu_clap_to_wish","0.2","wac_birthday_shinobu_idle_wish","1","103111"
"0.2","8014058","8014","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","102211"
"","8014059","8014","","","93","","","","","0.1"
"0.2","8014060","8014","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","100711"
"","8014061","8014","","","93","","","","","0.1"
"0.2","8014062","8014","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","100611"
"","8014063","8014","","","93","","","","","2"
"","8014064","8014","","","131","","","","","1"
"","8014065","8014","0","","21","vo_wac_08014_000","","0","","vo_wac_08014"
"0","8014066","8014","10","0.5","11","おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","0","1","1","104411"
"","8014067","8014","","","91","","","","","0"
"","8014068","8014","1","","3","wac_birthday_idle_normal","0.2","","","104411"
"","8014069","8014","1","","3","wac_birthday_shinobu_talk_wish","0.2","","","103111"
"","8014070","8014","0","","21","vo_wac_08014_002","","0","","vo_wac_08014"
"0","8014071","8014","10","0.5","11","従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","0","1","1","103111"
"","8014072","8014","","","91","","","","","0"
"","8014073","8014","1","","3","wac_birthday_shinobu_idle_wish","0.2","","","103111"
"","8014074","8014","1","","3","wac_birthday_talk_doya","0.2","","","104411"
"","8014075","8014","0","","21","vo_wac_08014_003","","0","","vo_wac_08014"
"0","8014076","8014","10","0.5","11","みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","0","1","1","104411"
"","8014077","8014","","","91","","","","","0"
"","8014078","8014","1","","3","wac_birthday_talk_smile","0.2","","","104411"
"","8014079","8014","0","","21","vo_wac_08014_004","","0","","vo_wac_08014"
"0","8014080","8014","10","0.5","11","ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","0","1","1","104411"
"","8014081","8014","","","91","","","","","0"
"","8014082","8014","","","22","","","","","0"
"","8514001","8514","","","25","bgm_M321_2C","","","","bgm_M321"
"0","8514002","8514","250","wac_birthday_idle_normal","1","102311","2","-1000","-70","1"
"1","8514003","8514","256","wac_birthday_idle_wish","1","102111","2","200","-270","1"
"1","8514004","8514","258","wac_birthday_idle_normal","1","102811","2","310","-310","1"
"1","8514005","8514","257","wac_birthday_idle_smile","1","102511","2","445","-290","1"
"","8514006","8514","","","13","300","","","","102311"
"","8514007","8514","","","13","300","","","","102111"
"","8514008","8514","0","","31","600","1","0","1","600"
"","8514009","8514","0","","31","602","0","0","1","602"
"","8514010","8514","0","","31","603","0","0","1","603"
"","8514011","8514","30","","31","604","1","60","1","604"
"","8514012","8514","0","","31","610","1","0","1","610"
"","8514013","8514","0","","31","700","0","0","1","700"
"","8514014","8514","0","","31","701","0","0","1","701"
"","8514015","8514","0","","31","702","0","0","1","702"
"","8514016","8514","0","","31","800","0","0","1","800"
"","8514017","8514","30","","31","907","1","60","1","907"
"","8514018","8514","","","93","","","","","1"
"0.2","8514019","8514","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","102111"
"","8514020","8514","","","93","","","","","0.1"
"0.2","8514021","8514","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_04","1","102811"
"0.2","8514022","8514","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","102511"
"","8514023","8514","","","93","","","","","0.3"
"","8514024","8514","1","","3","wac_birthday_run_01","0.2","","","102311"
"","8514025","8514","-70","","2","0","","3","","102311"
"","8514026","8514","","","93","","","","","2.5"
"","8514027","8514","","","32","1","","","","602"
"","8514028","8514","","","93","","","","","0.6"
"","8514029","8514","","","32","0","","","","600"
"","8514030","8514","","","32","0","","","","610"
"","8514031","8514","","","32","0","","","","604"
"","8514032","8514","","","32","1","","","","701"
"","8514033","8514","0","","33","0","","0.01","","907"
"0.2","8514034","8514","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_02","1","102311"
"","8514035","8514","-330","","2","-200","","0.01","","102311"
"","8514036","8514","1","","3","wac_birthday_idle_wish","0.2","","","102111"
"","8514037","8514","-320","","2","180","","0.01","","102111"
"","8514038","8514","1","","3","wac_birthday_idle_normal","0.2","","","102811"
"","8514039","8514","-360","","2","290","","0.01","","102811"
"","8514040","8514","1","","3","wac_birthday_idle_smile","0.2","","","102511"
"","8514041","8514","-340","","2","425","","0.01","","102511"
"","8514042","8514","","","93","","","","","0"
"","8514043","8514","","","32","1","","","","800"
"","8514044","8514","","","93","","","","","0.7"
"","8514045","8514","","","32","1","","","","702"
"","8514046","8514","","","93","","","","","0.5"
"","8514047","8514","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","8514048","8514","","","32","0","","","","701"
"","8514049","8514","","","93","","","","","0.4"
"","8514050","8514","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","8514051","8514","","","32","1","","","","700"
"","8514052","8514","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","8514053","8514","0","","3","wac_birthday_clap_to_wish","0.2","wac_birthday_idle_wish","1","102111"
"","8514054","8514","","","93","","","","","0.1"
"0.2","8514055","8514","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","102811"
"","8514056","8514","","","93","","","","","0.1"
"0.2","8514057","8514","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","102511"
"","8514058","8514","","","93","","","","","2"
"","8514059","8514","","","131","","","","","1"
"","8514060","8514","0","","21","vo_wac_08514_000","","0","","vo_wac_08514"
"0","8514061","8514","10","0.5","11","わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","0","1","1","102311"
"","8514062","8514","","","91","","","","","0"
"","8514063","8514","1","","3","wac_birthday_idle_smile","0.2","","","102311"
"","8514064","8514","1","","3","wac_birthday_talk_smile","0.2","","","102111"
"","8514065","8514","0","","21","vo_wac_08514_001","","0","","vo_wac_08514"
"0","8514066","8514","10","0.5","11","そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","0","1","1","102111"
"","8514067","8514","","","91","","","","","0"
"","8514068","8514","1","","3","wac_birthday_idle_smile","0.2","","","102111"
"","8514069","8514","1","","3","wac_birthday_talk_wish","0.2","","","102311"
"","8514070","8514","0","","21","vo_wac_08514_002","","0","","vo_wac_08514"
"0","8514071","8514","10","0.5","11","すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","0","1","1","102311"
"","8514072","8514","","","91","","","","","0"
"","8514073","8514","1","","3","wac_birthday_talk_smile","0.2","","","102311"
"","8514074","8514","0","","21","vo_wac_08514_003","","0","","vo_wac_08514"
"0","8514075","8514","10","0.5","11","本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","0","1","1","102311"
"","8514076","8514","","","91","","","","","0"
"","8514077","8514","","","22","","","","","0"
"","8614001","8614","","","25","bgm_M321_2C","","","","bgm_M321"
"0","8614002","8614","250","wac_birthday_idle_normal","1","105911","2","-1000","-70","1"
