709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224
"","","vo_wac_220224_001","vo_wac_220224","21","1012","","","0","0","1012011"
"1","0","……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！","100711","11","1012","0.5","0","1","10","1012012"
"","","","0","91","1012","","","","","1012013"
"","","vo_wac_220224_002","vo_wac_220224","21","1012","","","0","0","1012014"
"1","0","さっさと本物のプリンを\nよこせなの～！！","100711","11","1012","0.5","0","1","10","1012015"
"","","","0","91","1012","","","","","1012016"
"","","0","0","22","1012","","","","","1012017"
"","0.2","wac_idle_smile","100711","3","1013","","","","1","1013001"
"","0.2","wac_no_items","111","3","1013","","","","1","1013002"
"","","200","100711","2","1013","","","0","-340","1013003"
"","","200","111","2","1013","","","0","-340","1013004"
"","","0","1","32","1013","","","","","1013005"
"","","1","2","32","1013","","","","","1013006"
"","","0","11","32","1013","","","","","1013007"
"","","","0","91","1013","","","","","1013008"
"-212.75","2","105311","1","1","1111","wac_default_11","0","-108","202","1111001"
"-212.75","2","111","1","5","1111","wac_default_11","0","-108","201","1111002"
"1","1","1","1","31","1111","","","0","0","1111003"
"1","0","2","2","31","1111","","","0","0","1111004"
"1","0","11","11","31","1111","","","0","0","1111005"
"","0.2","wac_paint_11","105311","3","1111","","","","0","1111006"
"","0.2","wac_paint_11","111","3","1111","","","","0","1111007"
"","","0","0.3","93","1111","","","","","1111008"
"","","1","11","32","1111","wac_default_11","","","","1111009"
"0","0.2","se_10035700_roller","se_10035700","23","1111","","","","0","1111010"
"","","","1","131","1111","","","","","1111011"
"1","0.2","wac_talk_doya_in","105311","3","1112","","","wac_talk_doya_loop","0","1112001"
"","0.2","wac_no_items","111","3","1112","","","","1","1112002"
"","","200","105311","2","1112","","","0","-340","1112003"
"","","200","111","2","1112","","","0","-340","1112004"
"","","0","1","32","1112","","","","","1112005"
"","","1","2","32","1112","","","","","1112006"
"","","0","11","32","1112","","","","","1112007"
"","","vo_wac_220225_000","vo_wac_220225","21","1112","","","0","0","1112008"
"1","0","よし、なかなかいい仕上がりだ！\n絵を描くのも悪くないな！\n時々子どものイタズラだと\n思われるのは心外だが……","105311","11","1112","0.5","0","1","10","1112009"
"","","","0","91","1112","","","","","1112010"
"","","vo_wac_220225_001","vo_wac_220225","21","1112","","","0","0","1112011"
"1","0","遠く離れたこの地に\n私の絵……足跡が残るのだ。\nこれは祖国に報告すべき\n偉大なる快挙ではないだろうか！","105311","11","1112","0.5","0","1","10","1112012"
"","","","0","91","1112","","","","","1112013"
"","","0","0","22","1112","","","","","1112014"
"","0.2","wac_idle_doya","105311","3","1113","","","","1","1113001"
"","0.2","wac_no_items","111","3","1113","","","","1","1113002"
"","","200","105311","2","1113","","","0","-340","1113003"
"","","200","111","2","1113","","","0","-340","1113004"
"","","0","1","32","1113","","","","","1113005"
"","","1","2","32","1113","","","","","1113006"
"","","0","11","32","1113","","","","","1113007"
"","","","0","91","1113","","","","","1113008"
"-175","2","100811","1","1","1211","wac_default_01","0","-108","202","1211001"
"-175","2","111","1","5","1211","wac_default_02","0","-108","201","1211002"
"1","1","4","4","31","1211","","","0","0","1211003"
"1","0","2","2","31","1211","","","0","0","1211004"
"1","0","12","12","31","1211","","","0","0","1211005"
"","0.2","wac_paint_01","100811","3","1211","","","","0","1211006"
"","0.2","wac_paint_02","111","3","1211","","","","0","1211007"
"","","1","12","32","1211","wac_default_11","","","","1211008"
"0","0.2","se_10035700_brush","se_10035700","23","1211","","","","0","1211009"
"","","","1","131","1211","","","","","1211010"
"1","0.2","wac_talk_wish_in","100811","3","1212","","","wac_talk_wish_loop","0","1212001"
"","0.2","wac_no_items","111","3","1212","","","","1","1212002"
"","","200","100811","2","1212","","","0","-340","1212003"
"","","200","111","2","1212","","","0","-340","1212004"
"","","0","4","32","1212","","","","","1212005"
"","","1","2","32","1212","","","","","1212006"
"","","0","12","32","1212","","","","","1212007"
"","","vo_wac_220226_000","vo_wac_220226","21","1212","","","0","0","1212008"
"1","0","ああ……美しい……\n美しい以外にこれを\n表現する言葉が見当たらないよ。","100811","11","1212","0.5","0","1","10","1212009"
"","","","0","91","1212","","","","","1212010"
"","","vo_wac_220226_001","vo_wac_220226","21","1212","","","0","0","1212011"
"1","0","未完の美なんて言葉もあるけど、\nそんなのボクには関係ないね。\n完全にして完璧な美。\nそれがボク！　ああ……美しい……","100811","11","1212","0.5","0","1","10","1212012"
"","","","0","91","1212","","","","","1212013"
"","","0","0","22","1212","","","","","1212014"
"","0.2","wac_idle_wish","100811","3","1213","","","","1","1213001"
"","0.2","wac_no_items","111","3","1213","","","","1","1213002"
"","","200","100811","2","1213","","","0","-340","1213003"
"","","200","111","2","1213","","","0","-340","1213004"
"","","0","4","32","1213","","","","","1213005"
"","","1","2","32","1213","","","","","1213006"
"","","0","12","32","1213","","","","","1213007"
"","","","0","91","1213","","","","","1213008"
"-175","2","104511","1","1","1311","wac_default_01","0","-108","202","1311001"
"-175","2","111","1","5","1311","wac_default_02","0","-108","201","1311002"
"1","1","4","4","31","1311","","","0","0","1311003"
"1","0","2","2","31","1311","","","0","0","1311004"
"1","0","12","12","31","1311","","","0","0","1311005"
"","0.2","wac_paint_01","104511","3","1311","","","","0","1311006"
"","0.2","wac_paint_02","111","3","1311","","","","0","1311007"
"","","1","12","32","1311","wac_default_11","","","","1311008"
"0","0.2","se_10035700_brush","se_10035700","23","1311","","","","0","1311009"
"","","","1","131","1311","","","","","1311010"
"1","0.2","wac_talk_smile_in","104511","3","1312","","","wac_talk_smile_loop","0","1312001"
"","0.2","wac_no_items","111","3","1312","","","","1","1312002"
"","","200","104511","2","1312","","","0","-340","1312003"
"","","200","111","2","1312","","","0","-340","1312004"
"","","0","4","32","1312","","","","","1312005"
"","","1","2","32","1312","","","","","1312006"
"","","0","12","32","1312","","","","","1312007"
"","","vo_wac_220227_000","vo_wac_220227","21","1312","","","0","0","1312008"
"1","0","ぐふふ……\nクウカのいろいろなものを\n込めて描いた絵が、\n見られてしまうのですね……","104511","11","1312","0.5","0","1","10","1312009"
"","","","0","91","1312","","","","","1312010"
"","","vo_wac_220227_001","vo_wac_220227","21","1312","","","0","0","1312011"
"1","0","繊細な筆づかい……\n荒々しいタッチ……\nクウカの手から生み出された絵が……！\nじゅるり～♪","104511","11","1312","0.5","0","1","10","1312012"
"","","","0","91","1312","","","","","1312013"
"","","0","0","22","1312","","","","","1312014"
"","0.2","wac_idle_smile","104511","3","1313","","","","1","1313001"
"","0.2","wac_no_items","111","3","1313","","","","1","1313002"
"","","200","104511","2","1313","","","0","-340","1313003"
"","","200","111","2","1313","","","0","-340","1313004"
"","","0","4","32","1313","","","","","1313005"
"","","1","2","32","1313","","","","","1313006"
"","","0","12","32","1313","","","","","1313007"
"","","","0","91","1313","","","","","1313008"
"-175","2","103011","1","1","1411","wac_default_11","0","-108","202","1411001"
"-175","2","111","1","5","1411","wac_default_12","0","-108","201","1411002"
"1","1","4","4","31","1411","","","0","0","1411003"
"1","0","2","2","31","1411","","","0","0","1411004"
"1","0","12","12","31","1411","","","0","0","1411005"
"","0.2","wac_paint_11","103011","3","1411","","","","0","1411006"
"","0.2","wac_paint_12","111","3","1411","","","","0","1411007"
"","","0","0.3","93","1411","","","","","1411008"
"","","1","12","32","1411","wac_default_11","","","","1411009"
"0","0.2","se_10035700_roller","se_10035700","23","1411","","","","0","1411010"
"","","","1","131","1411","","","","","1411011"
"1","0.2","wac_talk_kyapi_in","103011","3","1412","","","wac_talk_kyapi_loop","0","1412001"
"","0.2","wac_no_items","111","3","1412","","","","1","1412002"
"","","200","103011","2","1412","","","0","-340","1412003"
"","","200","111","2","1412","","","0","-340","1412004"
"","","0","4","32","1412","","","","","1412005"
"","","1","2","32","1412","","","","","1412006"
"","","0","12","32","1412","","","","","1412007"
"","","vo_wac_220228_000","vo_wac_220228","21","1412","","","0","0","1412008"
"1","0","シュバババッ！！\nやったデース！\nフフフ……コウボウフデヲエラバズな\nできデス！","103011","11","1412","0.5","0","1","10","1412009"
"","","","0","91","1412","","","","","1412010"
"","","vo_wac_220228_001","vo_wac_220228","21","1412","","","0","0","1412011"
"1","0","なんのこれしき、チューシンとして\nトーゼンデス！\nランドソルにショーグンの威光を\n知らしめまショウ！","103011","11","1412","0.5","0","1","10","1412012"
"","","","0","91","1412","","","","","1412013"
"","","0","0","22","1412","","","","","1412014"
"","0.2","wac_idle_kyapi","103011","3","1413","","","","1","1413001"
"","0.2","wac_no_items","111","3","1413","","","","1","1413002"
"","","200","103011","2","1413","","","0","-340","1413003"
"","","200","111","2","1413","","","0","-340","1413004"
"","","0","4","32","1413","","","","","1413005"
"","","1","2","32","1413","","","","","1413006"
"","","0","12","32","1413","","","","","1413007"
"","","","0","91","1413","","","","","1413008"
"-212.75","2","102911","1","1","1511","wac_default_11","0","-108","202","1511001"
"-212.75","2","111","1","5","1511","wac_default_11","0","-108","201","1511002"
"1","1","1","1","31","1511","","","0","0","1511003"
"1","0","2","2","31","1511","","","0","0","1511004"
"1","0","11","11","31","1511","","","0","0","1511005"
"0","0.2","wac_paint_11","102911","3","1511","","","","0","1511006"
"0","0.2","wac_paint_11","111","3","1511","","","","0","1511007"
"","","0","0.3","93","1511","","","","","1511008"
"","","1","11","32","1511","","","","","1511009"
"","","se_10035700_roller","se_10035700","23","1511","","","","0","1511010"
"","","","1","131","1511","","","","","1511011"
"1","0.2","wac_talk_smile_in","102911","3","1512","","","wac_talk_smile_loop","0","1512001"
"","0.2","wac_no_items","111","3","1512","","","","1","1512002"
"","","200","102911","2","1512","","","0","-340","1512003"
"","","200","111","2","1512","","","0","-340","1512004"
"","","0","1","32","1512","","","","","1512005"
"","","1","2","32","1512","","","","","1512006"
"","","0","11","32","1512","","","","","1512007"
"","","vo_wac_220301_000","vo_wac_220301","21","1512","","","0","0","1512008"
"1","0","あっ、しまった～！\nつい自分のサインを書いちゃった♪","102911","11","1512","0.5","0","1","10","1512009"
"","","","0","91","1512","","","","","1512010"
"","","vo_wac_220301_001","vo_wac_220301","21","1512","","","0","0","1512011"
"1","0","自分を見せるんじゃなくて\n自分の描いたものを見せる。\nこれも表現の形だよね！\nアイドル活動に生かせそう♪","102911","11","1512","0.5","0","1","10","1512012"
"","","","0","91","1512","","","","","1512013"
"","","0","0","22","1512","","","","","1512014"
"","0.2","wac_idle_smile","102911","3","1513","","","","1","1513001"
"","0.2","wac_no_items","111","3","1513","","","","1","1513002"
"","","200","102911","2","1513","","","0","-340","1513003"
"","","200","111","2","1513","","","0","-340","1513004"
"","","0","1","32","1513","","","","","1513005"
"","","1","2","32","1513","","","","","1513006"
"","","0","11","32","1513","","","","","1513007"
"","","","0","91","1513","","","","","1513008"
"-212.75","2","104211","1","1","1611","wac_default_01","0","-108","202","1611001"
"-212.75","2","111","1","5","1611","wac_default_02","0","-108","201","1611002"
"1","1","1","1","31","1611","","","0","0","1611003"
"1","0","2","2","31","1611","","","0","0","1611004"
"1","0","11","11","31","1611","","","0","0","1611005"
"0","0.2","wac_paint_01","104211","3","1611","","","","0","1611006"
"0","0.2","wac_paint_02","111","3","1611","","","","0","1611007"
"","","0","0","93","1611","","","","","1611008"
"","","1","11","32","1611","","","","","1611009"
"","","se_10035700_brush","se_10035700","23","1611","","","","0","1611010"
"","","","1","131","1611","","","","","1611011"
"1","0.2","wac_talk_wish_in","104211","3","1612","","","wac_talk_wish_loop","0","1612001"
"","0.2","wac_no_items","111","3","1612","","","","1","1612002"
"","","200","104211","2","1612","","","0","-340","1612003"
"","","200","111","2","1612","","","0","-340","1612004"
"","","0","1","32","1612","","","","","1612005"
"","","1","2","32","1612","","","","","1612006"
"","","0","11","32","1612","","","","","1612007"
"","","vo_wac_220302_000","vo_wac_220302","21","1612","","","0","0","1612008"
"1","0","あ……つい、癖でサインを\n描いてしまいました……\n……これ、ノゾミもやってそうですね。","104211","11","1612","0.5","0","1","10","1612009"
"","","","0","91","1612","","","","","1612010"
"","","vo_wac_220302_001","vo_wac_220302","21","1612","","","0","0","1612011"
"1","0","ふふ。色々な絵が重なり合って\nまるで音色みたいに響き合っている。\n……完成が楽しみですね。","104211","11","1612","0.5","0","1","10","1612012"
"","","","0","91","1612","","","","","1612013"
"","","0","0","22","1612","","","","","1612014"
"","0.2","wac_idle_wish","104211","3","1613","","","","1","1613001"
"","0.2","wac_no_items","111","3","1613","","","","1","1613002"
"","","200","104211","2","1613","","","0","-340","1613003"
"","","200","111","2","1613","","","0","-340","1613004"
"","","0","1","32","1613","","","","","1613005"
"","","1","2","32","1613","","","","","1613006"
"","","0","11","32","1613","","","","","1613007"
"","","","0","91","1613","","","","","1613008"
