8c6d89d369cf5cc2ea68802d36652bfe1ac470a7a0695bb35e41ea3cdbb4f341,c963a1c385c10f3c9464b451f617b2769ac6c3e4f213208bf1574c1571bbddc0,22dda74551b722271d52f739e0b9ded8d6563dc4be269232bb371ad3ac2ebdc5,81e94225cff977229d1ec52ee67bcafbdc9170b5dbe0ac5e0b534a73cbd52e27,25b5d0c58051a58feb5facfe882d7d2d1ca8c0295074731e34970389595cc3e4,d62e10d1d3f0d3737c7be20bfc05b31206e1771a8f32443a985fe4e4418895ca,d0cf4a4b66d93e441c8708f2752119b3dc88123ab304805326b9cf320f32709c,74b7cb235d9ddca305bb1dfe404d7ea9fcad8d2239f8dcba2e488182cd6cae5b,34337f8905c95e695822cbb10efb3766822af1e117df77c2f61b9bce4425965b,9610f37803bfe9982842b90599233ba41bc87d23758f49d0aba38d420fc494ab,a7a8a2939ced53be797e4ef1418d32ec3e6d76120625df55c7d127f87bcd4ade
"0.2","1","","0","1007402","0","mhp_item_EX0010_receive_out","NoItem_idle","12","3","1007402132"
"","","","","1007402","","0","","2","93","1007402133"
"0.2","","","","1007402","1","mhp_talk_worry","","100211","3","1007402134"
"","","","","1007402","0","vo_mhp_4110","0","vo_mhp_1007402","21","1007402135"
"0","0","0.5","0","1007402","5","あ、ありがとうございます……\nでも、病気と何の関係が……","1","100211","11","1007402136"
"","","","","1007402","","","","0","91","1007402137"
"0.2","","","","1007402","1","mhp_idle_sad","","100211","3","1007402138"
"0.2","","","","1007402","1","mhp_talk_normal","","117531","3","1007402139"
"","","","","1007402","0","vo_mhp_4111","0","vo_mhp_1007402","21","1007402140"
"0","0","0.5","0","1007402","6","感情の高ぶりがあまりよくないのよ。\nだから甘いものによる幸せで感情を抑え\nしっかりコントロールするのが大事よ。","1","117531","11","1007402141"
"","","","","1007402","","","","0","91","1007402142"
"","","","","1007402","","0","","0","22","1007402143"
"0.2","1","","0.2","1007402","0","mhp_sit_in","mhp_sit_idle","117531","3","1007402144"
"","","","","1007402","","0","","1","93","1007402145"
"","","","","1007402","","","","1007402160","101","1007402146"
"0.2","","","","1007402","1","mhp_sit_idle","","117531","3","1007402147"
"0.2","","","","1007402","1","mhp_sit_talk_worry","","100211","3","1007402148"
"","","","","1007402","0","vo_mhp_4112","0","vo_mhp_1007402","21","1007402149"
"0","0","0.5","0","1007402","5","ひ、羊？　あの、別に睡眠不足という\nわけではないのですが……","1","100211","11","1007402150"
"","","","","1007402","","","","0","91","1007402151"
"0.2","","","","1007402","1","mhp_sit_idle_sad","","100211","3","1007402152"
"0.2","","","","1007402","1","mhp_sit_talk_thinking","","117531","3","1007402153"
"","","","","1007402","0","vo_mhp_4113","0","vo_mhp_1007402","21","1007402154"
"0","0","0.5","0","1007402","6","別に羊でも馬でも何でもいいのよ。\n自分なりの心を落ち着かせる方法を\n見つけなさい。","1","117531","11","1007402155"
"","","","","1007402","","","","0","91","1007402156"
"","","","","1007402","","0","","0","22","1007402157"
"0.2","","","","1007402","1","mhp_sit_idle","","117531","3","1007402158"
"0.2","","","","1007402","0","mhp_sit_out","","100211","3","1007402159"
"","","","","1007402","","","","0","91","1007402160"
"0.2","","","","1007402","0","mhp_yui_pekori","","100211","3","1007402161"
"","","","","1007402","","","","0","91","1007402162"
"0.2","","","","1007402","1","mhp_yui_walk_sad","","100211","3","1007402163"
"","","","","1007402","","1","","100211","4","1007402164"
"","0","","","1007402","-220","-1000","5","100211","2","1007402165"
"","","","","1007402","","0","","4","93","1007402166"
"0.2","","","","1007402","1","mhp_sit_talk_worry","","117631","3","1007402167"
"","","","","1007402","0","vo_mhp_4114","0","vo_mhp_1007402","21","1007402168"
"0","0","0.5","0","1007402","6","……先生、もしかして楽しんでない？\n言ってることもよく分かんないし。","1","117631","11","1007402169"
"","","","","1007402","","","","0","91","1007402170"
"0.2","","","","1007402","1","mhp_sit_idle","","117631","3","1007402171"
"0.2","","","","1007402","1","mhp_sit_talk_joy1","","117531","3","1007402172"
"","","","","1007402","0","vo_mhp_4115","0","vo_mhp_1007402","21","1007402173"
"","0","0.5","0","1007402","6","ふふ、うちのギルドの子たちじゃ\nああいう甘酸っぱいのは\n期待できないもの。","1","117531","11","1007402174"
"","","","","1007402","","","","0","91","1007402175"
"0.2","","","","1007402","1","mhp_sit_talk_thinking","","117531","3","1007402176"
"","","","","1007402","0","vo_mhp_4116","0","vo_mhp_1007402","21","1007402177"
"","0","0.5","0","1007402","5","人の恋路って、本当に面白いわね♪","1","117531","11","1007402178"
"","","","","1007402","","","","0","91","1007402179"
"","","","","1007402","","0.5","","0","22","1007402180"
"","","","","1007402","","","","0","91","1007402181"
"1.7","-240","mhp_idle_normal","0","1007403","100","100211","-1000","1","1","1007403001"
"1.7","-220","mhp_sit_idle","1","1007403","100","117531","185","1","1","1007403002"
"1.7","-200","mhp_sit_idle","1","1007403","100","117631","365","1","1","1007403003"
"1","0.85","","","1007403","-240","1","-154","1","31","1007403004"
"0","1","","","1007403","0","113","0","13","31","1007403005"
"0","1","","","1007403","0","115","0","15","31","1007403006"
"0","1","","","1007403","0","130","0","30","31","1007403007"
"1.7","-220","NoItem","0","1007403","110","11","-200","1","5","1007403008"
"1.7","-220","NoItem","0","1007403","105","12","-200","1","5","1007403009"
"1.7","-220","NoItem","1","1007403","110","21","185","1","5","1007403010"
"1.7","-220","NoItem","1","1007403","105","22","185","1","5","1007403011"
"0","0","","0","1007403","1","1","1","11","6","1007403012"
"0","0","","0","1007403","1","1","1","12","6","1007403013"
"0","0","","0","1007403","1","1","1","21","6","1007403014"
"0","0","","0","1007403","1","1","1","22","6","1007403015"
"1.7","-220","NoItem","0","1007403","110","31","-1000","1","5","1007403016"
"","","","","1007403","","","","0","91","1007403017"
"0.2","","","","1007403","1","mhp_sit_talk_normal","","117531","3","1007403018"
"","","","","1007403","0","vo_mhp_4201","0","vo_mhp_1007403","21","1007403019"
"0","0","0.5","0","1007403","8","ユイちゃん、どうぞー","0","117531","11","1007403020"
"","","","","1007403","","","","0","91","1007403021"
"0.2","","","","1007403","1","mhp_sit_idle","","117531","3","1007403022"
"0.2","0","","","1007403","1","mhp_yui_walk_sad3","","100211","3","1007403023"
"","0","","","1007403","-220","-200","4","100211","2","1007403024"
"0.2","","","","1007403","1","NoItem","","31","3","1007403025"
"","0","","","1007403","-220","-200","4","31","2","1007403026"
"","","","","1007403","","","","0","91","1007403027"
"0.2","1","","0.2","1007403","0","mhp_yui_sit_in_sad2","mhp_yui_sit_idle_sad3","100211","3","1007403028"
"","","","","1007403","","0","","1","93","1007403029"
"0.2","","","","1007403","1","mhp_yui_sit_talk_sad2","","100211","3","1007403030"
"","","","","1007403","0","vo_mhp_4202","0","vo_mhp_1007403","21","1007403031"
"0","0","0.5","0","1007403","5","はぁ……何度も診てもらっているのに\n相変わらず胸は苦しいし顔も火照って\nぼうっとしちゃうんです……","1","100211","11","1007403032"
"","","","","1007403","","","","0","91","1007403033"
"0.2","","","","1007403","1","mhp_yui_sit_idle_sad4","","100211","3","1007403034"
"0.2","","","","1007403","1","mhp_sit_talk_normal","","117531","3","1007403035"
"","","","","1007403","0","vo_mhp_4203","0","vo_mhp_1007403","21","1007403036"
"0","0","0.5","0","1007403","6","ねえユイちゃん、症状が出るのって\nどんな時かしら？","1","117531","11","1007403037"
"","","","","1007403","","","","0","91","1007403038"
"0.2","","","","1007403","1","mhp_sit_idle","","117531","3","1007403039"
"0.2","","","","1007403","1","mhp_yui_sit_talk_sad2","","100211","3","1007403040"
"0","","","","1007403","1","mhp_yui_sit_talk_sad2","","31","3","1007403041"
"","","","","1007403","0","vo_mhp_4204","0","vo_mhp_1007403","21","1007403042"
"0","0","1.5","0","1007403","4","え、ええとそれは……\nあ、あああ！","1","100211","11","1007403043"
"","","","","1007403","","1","","4","93","1007403044"
"0.2","","","","1007403","1","mhp_yui_hot","","100211","3","1007403045"
"0.2","","","","1007403","1","mhp_yui_hot","","31","3","1007403046"
"","","","","1007403","","","","1007403043","91","1007403047"
"","","","","1007403","","0","","1","93","1007403048"
"0.2","","","","1007403","1","mhp_sit_talk_normal","","117531","3","1007403049"
"","","","","1007403","0","vo_mhp_4205","0","vo_mhp_1007403","21","1007403050"
"0","0","0.5","0","1007403","5","当てましょうか？\nあなたが強く意識している誰かのことを\n考えている時、よね？","1","117531","11","1007403051"
"","","","","1007403","","","","0","91","1007403052"
"0.2","","","","1007403","1","mhp_sit_idle","","117531","3","1007403053"
"0.2","","","","1007403","1","mhp_yui_sit_talk_wish2","","100211","3","1007403054"
"0.2","","","","1007403","1","NoItem","","31","3","1007403055"
"","","","","1007403","0","vo_mhp_4206","0","vo_mhp_1007403","21","1007403056"
"0","0","0.5","0","1007403","6","そ、それじゃあこれって……","1","100211","11","1007403057"
"","","","","1007403","","","","0","91","1007403058"
"0.2","","","","1007403","1","mhp_yui_sit_idle_sad4","","100211","3","1007403059"
"0.2","","","","1007403","1","mhp_sit_talk_wish","","117531","3","1007403060"
"","","","","1007403","0","vo_mhp_4207","0","vo_mhp_1007403","21","1007403061"
"0","0","0.5","0","1007403","6","多くの人が悩む難病、恋の病よ！","1","117531","11","1007403062"
"","","","","1007403","","","","0","91","1007403063"
"0.2","","","","1007403","1","mhp_sit_idle","","117531","3","1007403064"
"0.2","","","","1007403","1","mhp_yui_sit_talk_surprise2","","100211","3","1007403065"
"","","","","1007403","0","vo_mhp_4208","0","vo_mhp_1007403","21","1007403066"
"0","0","0.5","0","1007403","6","わ、わたしってば、お医者さんに\nそんな恥ずかしいことを……！\nご、ごめんなさい！","1","100211","11","1007403067"
"","","","","1007403","","","","0","91","1007403068"
"0.2","","","","1007403","1","mhp_yui_sit_idle_verysad","","100211","3","1007403069"
"0.2","","","","1007403","1","mhp_sit_talk_joy1","","117531","3","1007403070"
"","","","","1007403","0","vo_mhp_4209","0","vo_mhp_1007403","21","1007403071"
"0","0","0.5","0","1007403","6","気にしなくていいわ\n恋に悩むのは若さの特権よ♪","1","117531","11","1007403072"
"","","","","1007403","","","","0","91","1007403073"
"0.2","","","","1007403","1","mhp_sit_idle_joy1","","117531","3","1007403074"
"0.2","","","","1007403","1","mhp_yui_sit_talk_wish2","","100211","3","1007403075"
"","","","","1007403","0","vo_mhp_4210","0","vo_mhp_1007403","21","1007403076"
"0","0","0.5","0","1007403","5","あ、あのミツキさん……いえ、\nミツキ先生！\nこういう時は\nどうすればいいんでしょうか？","1","100211","11","1007403077"
"","","","","1007403","","","","0","91","1007403078"
"0.2","","","","1007403","1","mhp_yui_sit_idle_sad3","","100211","3","1007403079"
"0.2","","","","1007403","1","mhp_sit_talk_surprise2","","117531","3","1007403080"
"","","","","1007403","0","vo_mhp_4211","0","vo_mhp_1007403","21","1007403081"
"0","0","0.5","0","1007403","8","……え？","1","117531","11","1007403082"
"","","","","1007403","","","","0","91","1007403083"
"0.2","","","","1007403","1","mhp_sit_talk_surprise2","","117531","3","1007403084"
"0.2","","","","1007403","1","mhp_yui_sit_talk_worry2","","100211","3","1007403085"
"","","","","1007403","0","vo_mhp_4212","0","vo_mhp_1007403","21","1007403086"
"0","0","0.5","0","1007403","6","ミツキ先生みたいな素敵な大人なら\n素敵な恋をたくさん経験していますよね？","1","100211","11","1007403087"
"","","","","1007403","","","","0","91","1007403088"
"0.2","","","","1007403","1","mhp_yui_sit_idle_sad3","","100211","3","1007403089"
"0.2","","","","1007403","1","mhp_sit_talk_bitter","","117531","3","1007403090"
"","","","","1007403","0","vo_mhp_4213","0","vo_mhp_1007403","21","1007403091"
"0","0","0.5","0","1007403","6","そ、それほどでも……ない、わよ？","1","117531","11","1007403092"
"","","","","1007403","","","","0","91","1007403093"
"0.2","","","","1007403","1","mhp_sit_idle_bitter","","117531","3","1007403094"
"0.2","","","","1007403","1","mhp_yui_sit_talk_kirakira","","100211","3","1007403095"
"","","","","1007403","0","vo_mhp_4214","0","vo_mhp_1007403","21","1007403096"
"0","0","0.5","0","1007403","6","どうかわたしに、\n恋の診察をお願いします！","1","100211","11","1007403097"
"","","","","1007403","","","","0","91","1007403098"
"0.2","","","","1007403","1","mhp_yui_sit_idle_kirakira","","100211","3","1007403099"
"0.2","","","","1007403","1","mhp_mitsuki_sit_shake","","117531","3","1007403100"
"","","","","1007403","0","vo_mhp_4215","0","vo_mhp_1007403","21","1007403101"
"0","0","0.5","0","1007403","7","え、えええ……！","1","117531","11","1007403102"
"","","","","1007403","","","","0","91","1007403103"
"0.2","","","","1007403","1","mhp_sit_idle_sad3","","117531","3","1007403104"
"","1","","","1007403","","1","","113","32","1007403105"
"","1","","","1007403","-100","193","0","113","33","1007403106"
"","1","","","1007403","-100","193","0","115","33","1007403107"
"","","","","1007403","","0","","0.8","93","1007403108"
"","","","","1007403","0","vo_mhp_4216","0","vo_mhp_1007403","21","1007403109"
"","","","","1007403","","10001","","117531","13","1007403110"
"0","0","0.5","0","1007403","5","（因果応報、ってヤツかしら\n人の恋路を面白がったりした罰ね\nそれにしてもどうしたものかしら……）","1","117531","11","1007403111"
"","","","","1007403","","","","0","91","1007403112"
"","","","","1007403","","0.5","","0","22","1007403113"
"","","","","1007403","","0","","0.2","93","1007403114"
"","1","","","1007403","","1","","115","32","1007403115"
"","","","","1007403","","0","","1","93","1007403116"
"","","","","1007403","","1","","130","32","1007403117"
"","","","","1007403","","0","","4","93","1007403118"
"","","","","1007403","","0","","130","32","1007403119"
"1.7","-240","mhp_idle_normal","0","1007404","100","111011","-1000","1","1","1007404001"
"1.7","-220","mhp_sit_idle","1","1007404","100","117531","185","1","1","1007404002"
"1.7","-200","mhp_sit_idle","1","1007404","100","117631","365","1","1","1007404003"
"1","0.85","","","1007404","-240","1","-154","1","31","1007404004"
"1.7","-220","NoItem","0","1007404","110","11","-200","1","5","1007404005"
"1.7","-220","NoItem","0","1007404","105","12","-200","1","5","1007404006"
"1.7","-220","NoItem","1","1007404","110","21","185","1","5","1007404007"
"1.7","-220","NoItem","1","1007404","105","22","185","1","5","1007404008"
"0","0","","0","1007404","1","1","1","11","6","1007404009"
"0","0","","0","1007404","1","1","1","12","6","1007404010"
"0","0","","0","1007404","1","1","1","21","6","1007404011"
"0","0","","0","1007404","1","1","1","22","6","1007404012"
"","","","","1007404","","","","0","91","1007404013"
"0.2","","","","1007404","1","mhp_sit_talk_normal","","117531","3","1007404014"
"","","","","1007404","0","vo_mhp_1001","0","vo_mhp_1007404","21","1007404015"
"0","0","0.5","0","1007404","8","次の方どうぞー","0","117531","11","1007404016"
"","","","","1007404","","","","0","91","1007404017"
"0.2","","","","1007404","1","mhp_sit_idle","","117531","3","1007404018"
"0.2","","","","1007404","1","mhp_walk","","111011","3","1007404019"
"","0","","","1007404","-220","-200","4","111011","2","1007404020"
"","","","","1007404","","","","0","91","1007404021"
"0.2","1","","0.2","1007404","0","mhp_sit_in_2","mhp_sit_idle_2","111011","3","1007404022"
"","","","","1007404","","0","","1","93","1007404023"
"0.2","","","","1007404","1","mhp_sit_talk_normal","","111011","3","1007404024"
"","","","","1007404","0","vo_mhp_1002","0","vo_mhp_1007404","21","1007404025"
"0","0","0.5","0","1007404","4","やあ、失礼する。\n数週間ぶりだが、息災かねミツキ師。","1","111011","11","1007404026"
"","","","","1007404","","0","","0","91","1007404027"
"0.2","","","","1007404","1","mhp_sit_idle_2","","111011","3","1007404028"
"0.2","","","","1007404","1","mhp_sit_talk_surprise2","","117531","3","1007404029"
"","","","","1007404","0","vo_mhp_1003","0","vo_mhp_1007404","21","1007404030"
"0","0","0.5","0","1007404","6","ユニちゃん！？\nどうしたの、\n引き籠もりのあなたが\nこんなランドソルから離れた町で……","1","117531","11","1007404031"
"","","","","1007404","","1","","2","93","1007404032"
"0.2","","","","1007404","1","mhp_sit_talk_worry","","117531","3","1007404033"
"","","","","1007404","","0","","1007404031","91","1007404034"
"0.2","","","","1007404","1","mhp_sit_idle_sad","","117531","3","1007404035"
"0.2","","","","1007404","1","mhp_sit_talk_normal","","111011","3","1007404036"
"","","","","1007404","0","vo_mhp_1004","0","vo_mhp_1007404","21","1007404037"
"0","0","0.5","0","1007404","5","もののついでの挨拶さ。\nフィールドワークに訪れた旅先で、\n隻眼の名医がいると聞いたものでな。\nミツキ師に違いないと察したよ。","1","111011","11","1007404038"
