230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa,53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90
"1012012","0.5","10","0","1","……う～、でもプリンのことを\n考えてたらおなかが空いてきたの。\nだからプリン描いて壁を食べてみたの。\n全然美味しくないの！","0","11","1012","100711","1"
"1012013","","","","","","","91","1012","0",""
"1012014","","0","","0","vo_wac_220224_002","","21","1012","vo_wac_220224",""
"1012015","0.5","10","0","1","さっさと本物のプリンを\nよこせなの～！！","0","11","1012","100711","1"
"1012016","","","","","","","91","1012","0",""
"1012017","","","","","0","","22","1012","0",""
"1013001","","1","","","wac_idle_smile","0.2","3","1013","100711",""
"1013002","","1","","","wac_no_items","0.2","3","1013","111",""
"1013003","","-340","","0","200","","2","1013","100711",""
"1013004","","-340","","0","200","","2","1013","111",""
"1013005","","","","","0","","32","1013","1",""
"1013006","","","","","1","","32","1013","2",""
"1013007","","","","","0","","32","1013","11",""
"1013008","","","","","","","91","1013","0",""
"1111001","wac_default_11","202","0","-108","105311","2","1","1111","1","-212.75"
"1111002","wac_default_11","201","0","-108","111","2","5","1111","1","-212.75"
"1111003","","0","","0","1","1","31","1111","1","1"
"1111004","","0","","0","2","0","31","1111","2","1"
"1111005","","0","","0","11","0","31","1111","11","1"
"1111006","","0","","","wac_paint_11","0.2","3","1111","105311",""
"1111007","","0","","","wac_paint_11","0.2","3","1111","111",""
"1111008","","","","","0","","93","1111","0.3",""
"1111009","wac_default_11","","","","1","","32","1111","11",""
"1111010","","0","","","se_10035700_roller","0.2","23","1111","se_10035700","0"
"1111011","","","","","","","131","1111","1",""
"1112001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","1112","105311","1"
"1112002","","1","","","wac_no_items","0.2","3","1112","111",""
"1112003","","-340","","0","200","","2","1112","105311",""
"1112004","","-340","","0","200","","2","1112","111",""
"1112005","","","","","0","","32","1112","1",""
"1112006","","","","","1","","32","1112","2",""
"1112007","","","","","0","","32","1112","11",""
"1112008","","0","","0","vo_wac_220225_000","","21","1112","vo_wac_220225",""
"1112009","0.5","10","0","1","よし、なかなかいい仕上がりだ！\n絵を描くのも悪くないな！\n時々子どものイタズラだと\n思われるのは心外だが……","0","11","1112","105311","1"
"1112010","","","","","","","91","1112","0",""
"1112011","","0","","0","vo_wac_220225_001","","21","1112","vo_wac_220225",""
"1112012","0.5","10","0","1","遠く離れたこの地に\n私の絵……足跡が残るのだ。\nこれは祖国に報告すべき\n偉大なる快挙ではないだろうか！","0","11","1112","105311","1"
"1112013","","","","","","","91","1112","0",""
"1112014","","","","","0","","22","1112","0",""
"1113001","","1","","","wac_idle_doya","0.2","3","1113","105311",""
"1113002","","1","","","wac_no_items","0.2","3","1113","111",""
"1113003","","-340","","0","200","","2","1113","105311",""
"1113004","","-340","","0","200","","2","1113","111",""
"1113005","","","","","0","","32","1113","1",""
"1113006","","","","","1","","32","1113","2",""
"1113007","","","","","0","","32","1113","11",""
"1113008","","","","","","","91","1113","0",""
"1211001","wac_default_01","202","0","-108","100811","2","1","1211","1","-175"
"1211002","wac_default_02","201","0","-108","111","2","5","1211","1","-175"
"1211003","","0","","0","4","1","31","1211","4","1"
"1211004","","0","","0","2","0","31","1211","2","1"
"1211005","","0","","0","12","0","31","1211","12","1"
"1211006","","0","","","wac_paint_01","0.2","3","1211","100811",""
"1211007","","0","","","wac_paint_02","0.2","3","1211","111",""
"1211008","wac_default_11","","","","1","","32","1211","12",""
"1211009","","0","","","se_10035700_brush","0.2","23","1211","se_10035700","0"
"1211010","","","","","","","131","1211","1",""
"1212001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","1212","100811","1"
"1212002","","1","","","wac_no_items","0.2","3","1212","111",""
"1212003","","-340","","0","200","","2","1212","100811",""
"1212004","","-340","","0","200","","2","1212","111",""
"1212005","","","","","0","","32","1212","4",""
"1212006","","","","","1","","32","1212","2",""
"1212007","","","","","0","","32","1212","12",""
"1212008","","0","","0","vo_wac_220226_000","","21","1212","vo_wac_220226",""
"1212009","0.5","10","0","1","ああ……美しい……\n美しい以外にこれを\n表現する言葉が見当たらないよ。","0","11","1212","100811","1"
"1212010","","","","","","","91","1212","0",""
"1212011","","0","","0","vo_wac_220226_001","","21","1212","vo_wac_220226",""
"1212012","0.5","10","0","1","未完の美なんて言葉もあるけど、\nそんなのボクには関係ないね。\n完全にして完璧な美。\nそれがボク！　ああ……美しい……","0","11","1212","100811","1"
"1212013","","","","","","","91","1212","0",""
"1212014","","","","","0","","22","1212","0",""
"1213001","","1","","","wac_idle_wish","0.2","3","1213","100811",""
"1213002","","1","","","wac_no_items","0.2","3","1213","111",""
"1213003","","-340","","0","200","","2","1213","100811",""
"1213004","","-340","","0","200","","2","1213","111",""
"1213005","","","","","0","","32","1213","4",""
"1213006","","","","","1","","32","1213","2",""
"1213007","","","","","0","","32","1213","12",""
"1213008","","","","","","","91","1213","0",""
"1311001","wac_default_01","202","0","-108","104511","2","1","1311","1","-175"
"1311002","wac_default_02","201","0","-108","111","2","5","1311","1","-175"
"1311003","","0","","0","4","1","31","1311","4","1"
"1311004","","0","","0","2","0","31","1311","2","1"
"1311005","","0","","0","12","0","31","1311","12","1"
"1311006","","0","","","wac_paint_01","0.2","3","1311","104511",""
"1311007","","0","","","wac_paint_02","0.2","3","1311","111",""
"1311008","wac_default_11","","","","1","","32","1311","12",""
"1311009","","0","","","se_10035700_brush","0.2","23","1311","se_10035700","0"
"1311010","","","","","","","131","1311","1",""
"1312001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","1312","104511","1"
"1312002","","1","","","wac_no_items","0.2","3","1312","111",""
"1312003","","-340","","0","200","","2","1312","104511",""
"1312004","","-340","","0","200","","2","1312","111",""
"1312005","","","","","0","","32","1312","4",""
"1312006","","","","","1","","32","1312","2",""
"1312007","","","","","0","","32","1312","12",""
"1312008","","0","","0","vo_wac_220227_000","","21","1312","vo_wac_220227",""
"1312009","0.5","10","0","1","ぐふふ……\nクウカのいろいろなものを\n込めて描いた絵が、\n見られてしまうのですね……","0","11","1312","104511","1"
"1312010","","","","","","","91","1312","0",""
"1312011","","0","","0","vo_wac_220227_001","","21","1312","vo_wac_220227",""
"1312012","0.5","10","0","1","繊細な筆づかい……\n荒々しいタッチ……\nクウカの手から生み出された絵が……！\nじゅるり～♪","0","11","1312","104511","1"
"1312013","","","","","","","91","1312","0",""
"1312014","","","","","0","","22","1312","0",""
"1313001","","1","","","wac_idle_smile","0.2","3","1313","104511",""
"1313002","","1","","","wac_no_items","0.2","3","1313","111",""
"1313003","","-340","","0","200","","2","1313","104511",""
"1313004","","-340","","0","200","","2","1313","111",""
"1313005","","","","","0","","32","1313","4",""
"1313006","","","","","1","","32","1313","2",""
"1313007","","","","","0","","32","1313","12",""
"1313008","","","","","","","91","1313","0",""
"1411001","wac_default_11","202","0","-108","103011","2","1","1411","1","-175"
"1411002","wac_default_12","201","0","-108","111","2","5","1411","1","-175"
"1411003","","0","","0","4","1","31","1411","4","1"
"1411004","","0","","0","2","0","31","1411","2","1"
"1411005","","0","","0","12","0","31","1411","12","1"
"1411006","","0","","","wac_paint_11","0.2","3","1411","103011",""
"1411007","","0","","","wac_paint_12","0.2","3","1411","111",""
"1411008","","","","","0","","93","1411","0.3",""
"1411009","wac_default_11","","","","1","","32","1411","12",""
"1411010","","0","","","se_10035700_roller","0.2","23","1411","se_10035700","0"
"1411011","","","","","","","131","1411","1",""
"1412001","","0","","wac_talk_kyapi_loop","wac_talk_kyapi_in","0.2","3","1412","103011","1"
"1412002","","1","","","wac_no_items","0.2","3","1412","111",""
"1412003","","-340","","0","200","","2","1412","103011",""
"1412004","","-340","","0","200","","2","1412","111",""
"1412005","","","","","0","","32","1412","4",""
"1412006","","","","","1","","32","1412","2",""
"1412007","","","","","0","","32","1412","12",""
"1412008","","0","","0","vo_wac_220228_000","","21","1412","vo_wac_220228",""
"1412009","0.5","10","0","1","シュバババッ！！\nやったデース！\nフフフ……コウボウフデヲエラバズな\nできデス！","0","11","1412","103011","1"
"1412010","","","","","","","91","1412","0",""
"1412011","","0","","0","vo_wac_220228_001","","21","1412","vo_wac_220228",""
"1412012","0.5","10","0","1","なんのこれしき、チューシンとして\nトーゼンデス！\nランドソルにショーグンの威光を\n知らしめまショウ！","0","11","1412","103011","1"
"1412013","","","","","","","91","1412","0",""
"1412014","","","","","0","","22","1412","0",""
"1413001","","1","","","wac_idle_kyapi","0.2","3","1413","103011",""
"1413002","","1","","","wac_no_items","0.2","3","1413","111",""
"1413003","","-340","","0","200","","2","1413","103011",""
"1413004","","-340","","0","200","","2","1413","111",""
"1413005","","","","","0","","32","1413","4",""
"1413006","","","","","1","","32","1413","2",""
"1413007","","","","","0","","32","1413","12",""
"1413008","","","","","","","91","1413","0",""
"1511001","wac_default_11","202","0","-108","102911","2","1","1511","1","-212.75"
"1511002","wac_default_11","201","0","-108","111","2","5","1511","1","-212.75"
"1511003","","0","","0","1","1","31","1511","1","1"
"1511004","","0","","0","2","0","31","1511","2","1"
"1511005","","0","","0","11","0","31","1511","11","1"
"1511006","","0","","","wac_paint_11","0.2","3","1511","102911","0"
"1511007","","0","","","wac_paint_11","0.2","3","1511","111","0"
"1511008","","","","","0","","93","1511","0.3",""
"1511009","","","","","1","","32","1511","11",""
"1511010","","0","","","se_10035700_roller","","23","1511","se_10035700",""
"1511011","","","","","","","131","1511","1",""
"1512001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","1512","102911","1"
"1512002","","1","","","wac_no_items","0.2","3","1512","111",""
"1512003","","-340","","0","200","","2","1512","102911",""
"1512004","","-340","","0","200","","2","1512","111",""
"1512005","","","","","0","","32","1512","1",""
"1512006","","","","","1","","32","1512","2",""
"1512007","","","","","0","","32","1512","11",""
"1512008","","0","","0","vo_wac_220301_000","","21","1512","vo_wac_220301",""
"1512009","0.5","10","0","1","あっ、しまった～！\nつい自分のサインを書いちゃった♪","0","11","1512","102911","1"
"1512010","","","","","","","91","1512","0",""
"1512011","","0","","0","vo_wac_220301_001","","21","1512","vo_wac_220301",""
"1512012","0.5","10","0","1","自分を見せるんじゃなくて\n自分の描いたものを見せる。\nこれも表現の形だよね！\nアイドル活動に生かせそう♪","0","11","1512","102911","1"
"1512013","","","","","","","91","1512","0",""
"1512014","","","","","0","","22","1512","0",""
"1513001","","1","","","wac_idle_smile","0.2","3","1513","102911",""
"1513002","","1","","","wac_no_items","0.2","3","1513","111",""
"1513003","","-340","","0","200","","2","1513","102911",""
"1513004","","-340","","0","200","","2","1513","111",""
"1513005","","","","","0","","32","1513","1",""
"1513006","","","","","1","","32","1513","2",""
"1513007","","","","","0","","32","1513","11",""
"1513008","","","","","","","91","1513","0",""
"1611001","wac_default_01","202","0","-108","104211","2","1","1611","1","-212.75"
"1611002","wac_default_02","201","0","-108","111","2","5","1611","1","-212.75"
"1611003","","0","","0","1","1","31","1611","1","1"
"1611004","","0","","0","2","0","31","1611","2","1"
"1611005","","0","","0","11","0","31","1611","11","1"
"1611006","","0","","","wac_paint_01","0.2","3","1611","104211","0"
"1611007","","0","","","wac_paint_02","0.2","3","1611","111","0"
"1611008","","","","","0","","93","1611","0",""
"1611009","","","","","1","","32","1611","11",""
"1611010","","0","","","se_10035700_brush","","23","1611","se_10035700",""
"1611011","","","","","","","131","1611","1",""
"1612001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","1612","104211","1"
"1612002","","1","","","wac_no_items","0.2","3","1612","111",""
"1612003","","-340","","0","200","","2","1612","104211",""
"1612004","","-340","","0","200","","2","1612","111",""
"1612005","","","","","0","","32","1612","1",""
"1612006","","","","","1","","32","1612","2",""
"1612007","","","","","0","","32","1612","11",""
"1612008","","0","","0","vo_wac_220302_000","","21","1612","vo_wac_220302",""
"1612009","0.5","10","0","1","あ……つい、癖でサインを\n描いてしまいました……\n……これ、ノゾミもやってそうですね。","0","11","1612","104211","1"
"1612010","","","","","","","91","1612","0",""
"1612011","","0","","0","vo_wac_220302_001","","21","1612","vo_wac_220302",""
"1612012","0.5","10","0","1","ふふ。色々な絵が重なり合って\nまるで音色みたいに響き合っている。\n……完成が楽しみですね。","0","11","1612","104211","1"
"1612013","","","","","","","91","1612","0",""
"1612014","","","","","0","","22","1612","0",""
"1613001","","1","","","wac_idle_wish","0.2","3","1613","104211",""
"1613002","","1","","","wac_no_items","0.2","3","1613","111",""
"1613003","","-340","","0","200","","2","1613","104211",""
"1613004","","-340","","0","200","","2","1613","111",""
"1613005","","","","","0","","32","1613","1",""
"1613006","","","","","1","","32","1613","2",""
"1613007","","","","","0","","32","1613","11",""
"1613008","","","","","","","91","1613","0",""
