298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e
"31011","8144112","0","0","9999","リノのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31011","1","リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31012","5032112","0","0","9999","ハツネのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31012","1","ハツネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31013","4040112","0","0","9999","ナナカのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31013","1","ナナカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31014","1022112","0","0","9999","カスミのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31014","1","カスミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31015","6120212","0","0","9999","ミサトのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31015","1","ミサトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31016","2222112","0","0","9999","スズナのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31016","1","スズナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31017","1004112","0","0","9999","カオリのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31017","1","カオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31018","104112","0","0","9999","イオのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31018","1","イオの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31020","6161112","0","0","9999","ミミのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31020","1","ミミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31021","1282112","0","0","9999","クルミのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31021","1","クルミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31022","7481112","0","0","9999","ヨリのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31022","1","ヨリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31023","70112","0","0","9999","アヤネのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31023","1","アヤネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31025","2222212","0","0","9999","スズメのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31025","1","スズメの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31026","8194112","0","0","9999","リンのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31026","1","リンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31027","381112","0","0","9999","エリコのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31027","1","エリコの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31028","2083112","0","0","9999","サレンのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31028","1","サレンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31029","4424112","0","0","9999","ノゾミのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31029","1","ノゾミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31030","4144112","0","0","9999","ニノンのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31030","1","ニノンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31031","2144112","0","0","9999","シノブのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31031","1","シノブの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31032","11112","0","0","9999","アキノのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31032","1","アキノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31033","6051112","0","0","9999","マヒルのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31033","1","マヒルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31034","7210112","0","0","9999","ユカリのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31034","1","ユカリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31036","1174112","0","0","9999","キョウカのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31036","1","キョウカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31037","3464112","0","0","9999","トモのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31037","1","トモの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31038","2104112","0","0","9999","シオリのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31038","1","シオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31040","4112","0","0","9999","アオイのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31040","1","アオイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31042","3110112","0","0","9999","チカのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31042","1","チカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31043","6014112","0","0","9999","マコトのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31043","1","マコトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31044","171112","0","0","9999","イリヤのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31044","1","イリヤの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31045","1202112","0","0","9999","クウカのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31045","1","クウカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31046","3060112","0","0","9999","タマキのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31046","1","タマキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31047","2172112","0","0","9999","ジュンのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31047","1","ジュンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31048","6152112","0","0","9999","ミフユのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31048","1","ミフユの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31049","2122112","0","0","9999","シズルのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31049","1","シズルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31050","6120112","0","0","9999","ミサキのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31050","1","ミサキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31051","6132112","0","0","9999","ミツキのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31051","1","ミツキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31052","8160112","0","0","9999","リマのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31052","1","リマの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31053","6441112","0","0","9999","モニカのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31053","1","モニカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31054","3262112","0","0","9999","ツムギのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31054","1","ツムギの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31055","72112","0","0","9999","アユミのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31055","1","アユミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31056","8210112","0","0","9999","ルカのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31056","1","ルカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31057","2101112","0","0","9999","ジータのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31057","1","ジータの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31058","5314112","0","0","9999","ペコリーヌのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31058","1","ペコリーヌの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31059","1432112","0","0","9999","コッコロのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31059","1","コッコロの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31060","1170112","0","0","9999","キャルのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31060","1","キャルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31061","6201112","0","0","9999","ムイミのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31061","1","ムイミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
"31063","81212","0","0","9999","アリサのメモリーピース","11","2030/08/01 14:59:59","2015/12/17 15:00:00","31063","1","アリサの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。"
