3db13960448feb4c0d0188f75d03582a61a5e83664c854ef61961d6691a4507f,57f7771cd8306667839955cf1ed074b8bc6ba63a0c1c6f833a9334046088d56b,7c2d7dc66daa82f35417f84c92477419741e22569a9c467c28cc700a09a8c1de,c3538cac1003067502e8b0be4079e04ff0eda88e0f70e779db468d3fd1b4fdab,5cbc2870e5ad9c1cc3bd1c46bab7b6d3462b2036d8bc5496c09cdd7f0faf08c5,6e8b8e5703d8ed8b22e0476b09da69d0feaca8be43cc9d8329fa60968b7dabc4,d1eda560b9b44f6c9769e333a30240361fb404ae5a8786b8e903a63f3ef7e7a0,2f48a755619ee2fed3e64a5bb592b202811fed421c70add6542c057c8279ee57,1e462be7ebf4b130cfbd0103d964fbeba9cb97a983e5dc7c2e91b137e50edab2,ff422b62f747ae2b3f049bc8676b4ce7de466daceb9e8ee8b4191719a5148be5,ccdf5328ef2a01ec00342d17364f0cf6d140314d5362747dd686c725f1258e3d
"18690006","-125","1","-850","7","869","31","","1","1",""
"18690007","-250","1","-1100","1","869","31","","2","1",""
"18690008","10","","-125","110511","869","2","","1750","",""
"18690009","10","","-250","110011","869","2","","1500","",""
"18690010","10","","-125","1","869","2","","1750","",""
"18690011","10","","-250","2","869","2","","1500","",""
"18690012","10","","-125","1","869","33","","1750","",""
"18690013","10","","-250","2","869","33","","1500","",""
"18700001","","","","se_10053800","870","23","","se_fpc_water_random","",""
"18700002","-1100","1.75","22","1","870","1","1","110111","-180","cmn_float"
"18700003","-1350","1.75","12","1","870","1","0","117111","-125","cmn_float"
"18700004","-1600","1.75","22","1","870","1","0","127011","-180","cmn_float"
"18700005","-180","1","-1070","6","870","31","","2","1",""
"18700006","-125","1","-1350","6","870","31","","3","1",""
"18700007","-180","1","-1600","6","870","31","","4","1",""
"18700008","13.5","","-180","110111","870","2","","1500","",""
"18700009","13.5","","-125","117111","870","2","","1250","",""
"18700010","13.5","","-180","127011","870","2","","1000","",""
"18700011","13.5","","-180","2","870","33","","1530","",""
"18700012","13.5","","-125","3","870","33","","1250","",""
"18700013","13.5","","-180","4","870","33","","1000","",""
"18700014","","","","2.7","870","93","","","",""
"18700015","0","","","vo_fpc","870","21","","vo_fpc_87001","",""
"18710001","","","","se_10053800","871","23","","se_fpc_water_random","",""
"18710002","-850","1.75","12","1","871","1","0","122511","-125","cmn_swm_breastStroke"
"18710003","-1100","1.75","32","1","871","1","0","117411","-250","cmn_swm_breastStroke"
"18710004","-125","1","-850","2","871","31","","1","1",""
"18710005","-250","1","-1100","2","871","31","","2","1",""
"18710006","10","","-125","122511","871","2","","1750","",""
"18710007","10","","-250","117411","871","2","","1500","",""
"18710008","10","","-125","1","871","33","","1750","",""
"18710009","10","","-250","2","871","33","","1500","",""
"18720001","","","","se_10053800","872","23","","se_fpc_water_random","",""
"18720002","-850","1.75","23","1","872","1","0","110311","-180","cmn_boat_relax_l"
"18720003","-1200","1.75","23","1","872","1","0","126711","-180","cmn_boat_relax"
"18720004","-850","1.75","22","2","872","5","0","1","-180","cmn_boat_idle_blue"
"18720005","-1200","1.75","22","2","872","5","0","2","-180","cmn_boat_idle_l"
"18720006","-180","1","-850","116","872","31","","1","1",""
"18720007","-180","1","-1200","116","872","31","","2","1",""
"18720008","13.5","","-180","110311","872","2","","1750","",""
"18720009","13.5","","-180","126711","872","2","","1400","",""
"18720010","13.5","","-180","1","872","2","","1750","",""
"18720011","13.5","","-180","2","872","2","","1400","",""
"18720012","13.5","","-180","1","872","33","","1750","",""
"18720013","13.5","","-180","2","872","33","","1400","",""
"18720014","","","","2.7","872","93","","","",""
"18720015","0","","","vo_fpc","872","21","","vo_fpc_87201","",""
"18730001","","","","se_10053800","873","23","","se_fpc_water_random","",""
"18730002","-850","1.75","12","1","873","1","0","110411","-125","cmn_swm_breastStroke"
"18730003","-1100","1.75","32","1","873","1","0","115711","-250","cmn_swm_breastStroke"
"18730004","-125","1","-850","2","873","31","","1","1",""
"18730005","-250","1","-1100","2","873","31","","2","1",""
"18730006","10","","-125","110411","873","2","","1750","",""
"18730007","10","","-250","115711","873","2","","1500","",""
"18730008","10","","-125","1","873","33","","1750","",""
"18730009","10","","-250","2","873","33","","1500","",""
"18740001","","","","se_10053800","874","23","","se_fpc_water_random","",""
"18740002","-1100","1.75","22","1","874","1","1","110411","-180","cmn_float"
"18740003","-1350","1.75","12","1","874","1","0","122611","-125","cmn_float"
"18740004","-180","1","-1070","6","874","31","","2","1",""
"18740005","-125","1","-1350","6","874","31","","3","1",""
"18740006","13.5","","-180","110411","874","2","","1500","",""
"18740007","13.5","","-125","122611","874","2","","1250","",""
"18740008","13.5","","-180","2","874","33","","1530","",""
"18740009","13.5","","-125","3","874","33","","1250","",""
"18740010","","","","2.6","874","93","","","",""
"18740011","0","","","vo_fpc","874","21","","vo_fpc_87401","",""
"18750001","","","","se_10053800","875","23","","se_fpc_water_random","",""
"18750002","-850","1.75","12","1","875","1","0","108011","-125","cmn_swm_diving"
"18750003","-1100","1.75","22","1","875","1","0","129411","-180","cmn_swm_diving"
"18750004","-125","1","-850","9","875","31","","1","1",""
"18750005","-180","1","-1100","9","875","31","","2","1",""
"18750006","13.5","","-125","108011","875","2","","1750","",""
"18750007","13.5","","-180","129411","875","2","","1500","",""
"18750008","13.5","","-125","1","875","33","","1750","",""
"18750009","13.5","","-180","2","875","33","","1500","",""
"18760001","","","","se_10053800","876","23","","se_fpc_water_random","",""
"18760002","-1100","1.75","22","1","876","1","1","117111","-180","cmn_float"
"18760003","-1350","1.75","12","1","876","1","0","129311","-125","cmn_float"
"18760004","-180","1","-1070","6","876","31","","2","1",""
"18760005","-125","1","-1350","6","876","31","","3","1",""
"18760006","13.5","","-180","117111","876","2","","1500","",""
"18760007","13.5","","-125","129311","876","2","","1250","",""
"18760008","13.5","","-180","2","876","33","","1530","",""
"18760009","13.5","","-125","3","876","33","","1250","",""
"18760010","","","","2.8","876","93","","","",""
"18760011","0","","","vo_fpc","876","21","","vo_fpc_87601","",""
"18770001","","","","se_10053800","877","23","","se_fpc_water_random","",""
"18770002","-850","1.75","12","1","877","1","0","117211","-125","cmn_crawl"
"18770003","-1100","1.75","32","1","877","1","0","117311","-250","cmn_crawl"
"18770004","-1350","1.75","12","1","877","1","0","117411","-125","cmn_crawl"
"18770005","-1600","1.75","32","1","877","1","0","129511","-250","cmn_swm_diving"
"18770006","-125","1","-850","7","877","31","","1","1",""
"18770007","-250","1","-1100","1","877","31","","2","1",""
"18770008","-125","1","-1350","7","877","31","","3","1",""
"18770009","-250","1","-1600","9","877","31","","4","1",""
"18770010","10","","-125","117211","877","2","","1750","",""
"18770011","10","","-250","117311","877","2","","1500","",""
"18770012","10","","-125","117411","877","2","","1250","",""
"18770013","10","","-250","129511","877","2","","1000","",""
"18770014","10","","-125","1","877","33","","1750","",""
"18770015","10","","-250","2","877","33","","1500","",""
"18770016","10","","-125","3","877","33","","1250","",""
"18770017","10","","-250","4","877","33","","1000","",""
"18780001","","","","se_10053800","878","23","","se_fpc_water_random","",""
"18780002","-850","1.75","13","1","878","1","0","110611","-125","cmn_swm_tread"
"18780003","-1100","1.75","33","1","878","1","0","129511","-250","cmn_swm_tread"
"18780004","-850","1.75","12","1","878","5","0","1","-125","cmn_swm_tread_pink"
"18780005","-1100","1.75","32","1","878","5","0","2","-250","cmn_swm_tread_blue"
"18780006","-125","1","-850","13","878","31","","1","1",""
"18780007","-250","1","-1100","3","878","31","","2","1",""
"18780008","13.5","","-125","110611","878","2","","1750","",""
"18780009","13.5","","-250","129511","878","2","","1500","",""
"18780010","13.5","","-125","1","878","2","","1750","",""
"18780011","13.5","","-250","2","878","2","","1500","",""
"18780012","13.5","","-125","1","878","33","","1750","",""
"18780013","13.5","","-250","2","878","33","","1500","",""
"18790001","","","","se_10053800","879","23","","se_fpc_water_random","",""
"18790002","-1100","1.75","22","1","879","1","1","107611","-180","cmn_float"
"18790003","-1350","1.75","12","1","879","1","0","122611","-125","cmn_float"
"18790004","-180","1","-1070","6","879","31","","2","1",""
"18790005","-125","1","-1350","6","879","31","","3","1",""
"18790006","13.5","","-180","107611","879","2","","1500","",""
"18790007","13.5","","-125","122611","879","2","","1250","",""
"18790008","13.5","","-180","2","879","33","","1530","",""
"18790009","13.5","","-125","3","879","33","","1250","",""
"18790010","","","","2.6","879","93","","","",""
"18790011","0","","","vo_fpc","879","21","","vo_fpc_87901","",""
"18800001","","","","se_10053800","880","23","","se_fpc_water_random","",""
"18800002","-1100","1.75","22","1","880","1","1","110311","-180","cmn_float"
"18800003","-1350","1.75","12","1","880","1","1","129311","-125","04_misogi_float_loop"
"18800004","-180","1","-1070","6","880","31","","2","1",""
"18800005","-125","1","-1350","6","880","31","","3","1",""
"18800006","13.5","","-180","110311","880","2","","1500","",""
"18800007","13.5","","-125","129311","880","2","","1250","",""
"18800008","13.5","","-180","2","880","33","","1530","",""
"18800009","13.5","","-125","3","880","33","","1250","",""
"18800010","","","","2.5","880","93","","","",""
"18800011","0","","","vo_fpc","880","21","","vo_fpc_88001","",""
"18810001","","","","se_10053800","881","23","","se_fpc_water_random","",""
"18810002","-1100","1.75","22","1","881","1","1","113511","-180","cmn_float"
"18810003","-1350","1.75","12","1","881","1","1","129311","-125","04_misogi_float_loop"
"18810004","-180","1","-1070","6","881","31","","2","1",""
"18810005","-125","1","-1350","6","881","31","","3","1",""
"18810006","13.5","","-180","113511","881","2","","1500","",""
"18810007","13.5","","-125","129311","881","2","","1250","",""
"18810008","13.5","","-180","2","881","33","","1530","",""
"18810009","13.5","","-125","3","881","33","","1250","",""
"18810010","","","","2.4","881","93","","","",""
"18810011","0","","","vo_fpc","881","21","","vo_fpc_88101","",""
"18820001","","","","se_10053800","882","23","","se_fpc_water_random","",""
"18820002","-850","1.75","23","1","882","1","0","108011","-180","cmn_boat_relax_l"
"18820003","-1200","1.75","23","1","882","1","0","107911","-180","cmn_boat_cat"
"18820004","-850","1.75","22","2","882","5","0","1","-180","cmn_boat_idle_blue"
"18820005","-1200","1.75","22","2","882","5","0","2","-180","cmn_boat_idle_l"
"18820006","-180","1","-850","116","882","31","","1","1",""
"18820007","-180","1","-1200","116","882","31","","2","1",""
"18820008","13.5","","-180","108011","882","2","","1750","",""
"18820009","13.5","","-180","107911","882","2","","1400","",""
"18820010","13.5","","-180","1","882","2","","1750","",""
"18820011","13.5","","-180","2","882","2","","1400","",""
"18820012","13.5","","-180","1","882","33","","1750","",""
"18820013","13.5","","-180","2","882","33","","1400","",""
"18820014","","","","1","882","93","","","",""
"18820015","0","","","vo_fpc","882","21","","vo_fpc_88201","",""
"18830001","","","","se_10053800","883","23","","se_fpc_water_random","",""
"18830002","-850","1.75","12","1","883","1","0","110411","-125","10_cmn_dogscratch"
"18830003","-1100","1.75","32","1","883","1","0","110511","-250","10_cmn_dogscratch"
"18830004","-1350","1.75","12","1","883","1","0","115711","-125","10_cmn_dogscratch"
"18830005","-1600","1.75","32","1","883","1","0","122411","-250","10_cmn_dogscratch"
"18830006","-125","1","-850","117","883","31","","1","1",""
"18830007","-250","1","-1100","117","883","31","","2","1",""
"18830008","-125","1","-1350","117","883","31","","3","1",""
"18830009","-250","1","-1600","117","883","31","","4","1",""
"18830010","10","","-125","110411","883","2","","1750","",""
"18830011","10","","-250","110511","883","2","","1500","",""
"18830012","10","","-125","115711","883","2","","1250","",""
"18830013","10","","-250","122411","883","2","","1000","",""
"18830014","10","","-125","1","883","33","","1750","",""
"18830015","10","","-250","2","883","33","","1500","",""
"18830016","10","","-125","3","883","33","","1250","",""
"18830017","10","","-250","4","883","33","","1000","",""
"18840001","","","","se_10053800","884","23","","se_fpc_water_random","",""
"18840002","-1100","1.75","22","1","884","1","1","107511","-180","cmn_float"
"18840003","-1350","1.75","12","1","884","1","0","126611","-125","cmn_float"
"18840004","-180","1","-1070","6","884","31","","2","1",""
"18840005","-125","1","-1350","6","884","31","","3","1",""
"18840006","13.5","","-180","107511","884","2","","1500","",""
"18840007","13.5","","-125","126611","884","2","","1250","",""
"18840008","13.5","","-180","2","884","33","","1530","",""
"18840009","13.5","","-125","3","884","33","","1250","",""
"18840010","","","","2.2","884","93","","","",""
"18840011","0","","","vo_fpc","884","21","","vo_fpc_88401","",""
"18850001","","","","se_10053800","885","23","","se_fpc_water_random","",""
"18850002","-1100","1.75","22","1","885","1","1","107611","-180","cmn_float"
"18850003","-1350","1.75","12","1","885","1","0","107711","-125","cmn_float"
"18850004","-180","1","-1070","6","885","31","","2","1",""
"18850005","-125","1","-1350","6","885","31","","3","1",""
"18850006","13.5","","-180","107611","885","2","","1500","",""
"18850007","13.5","","-125","107711","885","2","","1250","",""
"18850008","13.5","","-180","2","885","33","","1530","",""
"18850009","13.5","","-125","3","885","33","","1250","",""
"18850010","","","","2.6","885","93","","","",""
"18850011","0","","","vo_fpc","885","21","","vo_fpc_88501","",""
"18860001","","","","se_10053800","886","23","","se_fpc_water_random","",""
"18860002","-850","1.75","23","1","886","1","0","113111","-180","cmn_boat_relax_l"
"18860003","-1200","1.75","23","1","886","1","0","122511","-180","cmn_boat_relax"
"18860004","-850","1.75","22","2","886","5","0","1","-180","cmn_boat_idle_blue"
"18860005","-1200","1.75","22","2","886","5","0","2","-180","cmn_boat_idle_l"
"18860006","-180","1","-850","116","886","31","","1","1",""
"18860007","-180","1","-1200","116","886","31","","2","1",""
"18860008","13.5","","-180","113111","886","2","","1750","",""
"18860009","13.5","","-180","122511","886","2","","1400","",""
"18860010","13.5","","-180","1","886","2","","1750","",""
"18860011","13.5","","-180","2","886","2","","1400","",""
"18860012","13.5","","-180","1","886","33","","1750","",""
"18860013","13.5","","-180","2","886","33","","1400","",""
"18860014","","","","2.6","886","93","","","",""
"18860015","0","","","vo_fpc","886","21","","vo_fpc_88601","",""
"18870001","","","","se_10053800","887","23","","se_fpc_water_random","",""
"18870002","-1100","1.75","22","1","887","1","1","107711","-180","cmn_float"
"18870003","-1350","1.75","12","1","887","1","0","122711","-125","cmn_float"
"18870004","-180","1","-1070","6","887","31","","2","1",""
"18870005","-125","1","-1350","6","887","31","","3","1",""
"18870006","13.5","","-180","107711","887","2","","1500","",""
"18870007","13.5","","-125","122711","887","2","","1250","",""
"18870008","13.5","","-180","2","887","33","","1530","",""
"18870009","13.5","","-125","3","887","33","","1250","",""
"18870010","","","","2.5","887","93","","","",""
"18870011","0","","","vo_fpc","887","21","","vo_fpc_88701","",""
"18890001","","","","se_10053800","889","23","","se_fpc_water_random","",""
"18890002","750","1.49","12","1","889","1","1","122811","-15","09_misogi_run"
"18890003","5.65","","-15","122811","889","2","0","-750","",""
"18890004","","","","0.5","889","93","","","",""
"18890005","0","","","vo_fpc","889","21","","vo_fpc_88901","",""
"18900001","","","","se_10053800","890","23","","se_fpc_water_random","",""
"18900002","750","1.49","12","1","890","1","1","107911","-15","09_misogi_run"
"18900003","5.65","","-15","107911","890","2","0","-750","",""
"18900004","","","","0.6","890","93","","","",""
"18900005","0","","","vo_fpc","890","21","","vo_fpc_89001","",""
"18910001","","","","se_10053800","891","23","","se_fpc_water_random","",""
"18910002","1000","1.75","22","1","891","1","1","122411","-180","04_misogi_flutterKick_loop"
"18910003","-180","1","1000","12","891","31","","12","1",""
