9c6900480681e8fdf12fc630e4b52a16acb09b336d94fd3faa10675f66429b65,4a023c32c5c42ecf767c9876f448f2f150bb44201d8e6d5a14299b8390ba0e3f,4473e618ee3f2c98992e2c0717f32c24c51f26ca28e5553b41ea31818445b6be,35e7b60b754e423a8021cd5ad5cda5e1ae1a5fb1b4ce160ec2296132a81bcf60,efe3879c12f9e80a872c5b954eaabddfdd5c7c668a0f63e770592cad008ab3ef,729566e2023a65b8594729e2f380b0189ce8627cf511dd0349abab591b9655a5,89eb53db5b617f6cb54b0fabfb8307ae1dbe0eca559d5330182ecaf4de9ebdfc,eba73c6051ec557a75174ae9fec61bcd520f21204b8232bfb1da852377bd3c50,498cdd4ff8ac8a4585542048d95ed9f2e35209f770b0e71f96a6c189f3cbd41f,9dae0255c9354f3a0650285dbc1987fa6d3be174912d43009bb9e4f47ce7d3aa,f4dfda8ed8bcd1686869c9a3738a90922491b9166aecb44e8ba65f51646feaaf
"","0","23","se_obtent_10213_drama_cook_lyrael","1021305","","","","","se_10067600","1021305026"
"","0","3","raira_cook","1021305","0","","","0","1","1021305027"
"","0","3","raira_cook","1021305","0","","","0","2","1021305028"
"","0","3","raira_end","1021305","0","","","0","3","1021305029"
"","0","3","raira_cook","1021305","0","","","0","4","1021305030"
"","0","3","raira_white","1021305","0","","","0","5","1021305031"
"","0","3","raira_cook","1021305","0","","","0","6","1021305032"
"","0","3","raira_white","1021305","0","","","0","7","1021305033"
"","0","3","raira_cook","1021305","0","","","0","8","1021305034"
"","0","3","raira_cook_w","1021305","0","","","0","9","1021305035"
"","","93","0","1021305","","","","","3","1021305036"
"0","0","21","vo_obtent_1021305_01","1021305","","","","","vo_obtent_1021305","1021305037"
"","","93","0","1021305","","","","","2.366","1021305038"
"","","101","","1021305","","","","","1021305040","1021305039"
"","","24","0","1021305","","","","","se_obtent_10213_drama_cook_lyrael","1021305040"
"","","22","0","1021305","","","","","0","1021305041"
"1","1","6","1","1021305","0","","0","0","1","1021305042"
"1","1","6","1","1021305","0","","0","0","2","1021305043"
"1","1","6","1","1021305","0","","0","0","3","1021305044"
"1","1","6","1","1021305","0","","0","0","4","1021305045"
"1","1","6","1","1021305","0","","0","0","5","1021305046"
"1","1","6","1","1021305","0","","0","0","6","1021305047"
"1","1","6","1","1021305","0","","0","0","7","1021305048"
"1","1","6","1","1021305","0","","0","0","8","1021305049"
"1","1","6","1","1021305","0","","0","0","9","1021305050"
"","","37","eat","1021305","","","","","1","1021305051"
"","","32","0","1021305","","","","","2","1021305052"
"","","32","0","1021305","","","","","5","1021305053"
"","","32","1","1021305","","","","","10","1021305054"
"","","32","1","1021305","","","","","100","1021305055"
"","0","23","se_obtent_10213_drama_eat","1021305","","","","","se_10067600","1021305056"
"","","93","0","1021305","","","","","0","1021305057"
"0","0","21","vo_obtent_1021305_02","1021305","","","","","vo_obtent_1021305","1021305058"
"","","93","0","1021305","","","","","2.8","1021305059"
"0","0","21","vo_obtent_1021305_03","1021305","","","","","vo_obtent_1021305","1021305060"
"","","93","0","1021305","","","","","2.6","1021305061"
"","","26","","1021305","","","","","2","1021305062"
"0","0","21","vo_obtent_1021305_04","1021305","","","","","vo_obtent_1021305","1021305063"
"","","93","0","1021305","","","","","2.5","1021305064"
"","","101","","1021305","","","","","1021305066","1021305065"
"","","32","0","1021305","","","","","10","1021305066"
"","","32","0","1021305","","","","","100","1021305067"
"","","32","1","1021305","","","","","20","1021305068"
"","","32","1","1021305","","","","","200","1021305069"
"","","32","1","1021305","","","","","300","1021305070"
"","","24","0","1021305","","","","","se_obtent_10213_drama_eat","1021305071"
"","","22","0","1021305","","","","","0","1021305072"
"0","0","21","vo_obtent_1021305_05","1021305","","","","","vo_obtent_1021305","1021305073"
"","","25","bgm_MC319A","1021305","","","","","bgm_MC319A","1021305074"
"","0","23","se_obtent_10213_drama_break_1","1021305","","","","","se_10067600","1021305075"
"","","93","0","1021305","","","","","3.5","1021305076"
"","","101","","1021305","","","","","1021305078","1021305077"
"","","37","break_2","1021305","","","","","20","1021305078"
"","","37","break_2","1021305","","","","","200","1021305079"
"","","37","break_2","1021305","","","","","300","1021305080"
"","","24","0","1021305","","","","","se_obtent_10213_drama_break_1","1021305081"
"","","22","0","1021305","","","","","0","1021305082"
"0","0","21","vo_obtent_1021305_06","1021305","","","","","vo_obtent_1021305","1021305083"
"","0","23","se_obtent_10213_drama_break_2","1021305","","","","","se_10067600","1021305084"
"","","93","0","1021305","","","","","4","1021305085"
"","","101","","1021305","","","","","1021305087","1021305086"
"","","37","break_3","1021305","","","","","20","1021305087"
"","","37","break_3","1021305","","","","","200","1021305088"
"","","37","break_3","1021305","","","","","300","1021305089"
"","","24","0","1021305","","","","","se_obtent_10213_drama_break_2","1021305090"
"","","22","0","1021305","","","","","0","1021305091"
"0","0","21","vo_obtent_1021305_07","1021305","","","","","vo_obtent_1021305","1021305092"
"","0","23","se_obtent_10213_drama_break_3","1021305","","","","","se_10067600","1021305093"
"","","93","0","1021305","","","","","5","1021305094"
"","","101","","1021305","","","","","1021305096","1021305095"
"","","37","break_4","1021305","","","","","300","1021305096"
"","","32","1","1021305","","","","","21","1021305097"
"","","93","0","1021305","","","","","0.2","1021305098"
"","","141","","1021305","","","","","0","1021305099"
"","","93","0","1021305","","","","","0.1","1021305100"
"","","92","","1021305","","","","","","1021305101"
"","","101","","1021305","","","","","1021305103","1021305102"
"","","24","0","1021305","","","","","se_obtent_10213_drama_break_3","1021305103"
"","","22","0","1021305","","","","","0","1021305104"
"","","32","1","1021305","","","","","22","1021305105"
"","","93","0","1021305","","","","","0.4","1021305106"
"0","0","31","1","1021306","1","","1","","1","1021306001"
"0","0","31","2","1021306","1","","1","","2","1021306002"
"0","0","31","5","1021306","1","","1","","5","1021306003"
"0","0","31","10","1021306","0","","1","","10","1021306004"
"0","0","31","20","1021306","0","","1","","20","1021306005"
"0","0","31","21","1021306","0","","1","","21","1021306006"
"0","0","31","22","1021306","0","","1","","22","1021306007"
"0","0","31","100","1021306","0","","1","","106","1021306008"
"0","0","31","200","1021306","0","","1","","206","1021306009"
"0","0","31","300","1021306","0","","1","","306","1021306010"
"0","27","5","1","1021306","1","empty","-14","0","1","1021306011"
"0","28","5","2","1021306","1","empty","-14","0","2","1021306012"
"0","26","5","3","1021306","1","empty","-14","0","2","1021306013"
"0","25","5","4","1021306","1","empty","-14","0","11","1021306014"
"0","24","5","5","1021306","1","empty","-14","0","12","1021306015"
"-10","13","5","6","1021306","1","empty","-24","0","11","1021306016"
"-10","12","5","7","1021306","1","empty","-24","0","12","1021306017"
"0","29","5","8","1021306","1","empty","-14","0","0","1021306018"
"-5","10","5","9","1021306","1","empty","-19","0","0","1021306019"
"0.56","0.63","6","0.23","1021306","0","","1","0","6","1021306020"
"0.56","0.63","6","0.23","1021306","0","","1","0","7","1021306021"
"0.56","0.63","6","0.23","1021306","0","","1","0","9","1021306022"
"","","141","","1021306","","","","","1","1021306023"
"","","91","","1021306","","","","","0","1021306024"
"","","93","0","1021306","","","","","0.033","1021306025"
"","0","23","se_obtent_10213_drama_cook_lyrael","1021306","","","","","se_10067600","1021306026"
"","0","3","raira_cook","1021306","0","","","0","1","1021306027"
"","0","3","raira_cook","1021306","0","","","0","2","1021306028"
"","0","3","raira_end","1021306","0","","","0","3","1021306029"
"","0","3","raira_cook","1021306","0","","","0","4","1021306030"
"","0","3","raira_white","1021306","0","","","0","5","1021306031"
"","0","3","raira_cook","1021306","0","","","0","6","1021306032"
"","0","3","raira_white","1021306","0","","","0","7","1021306033"
"","0","3","raira_cook","1021306","0","","","0","8","1021306034"
"","0","3","raira_cook_w","1021306","0","","","0","9","1021306035"
"","","93","0","1021306","","","","","3","1021306036"
"0","0","21","vo_obtent_1021306_01","1021306","","","","","vo_obtent_1021306","1021306037"
"","","93","0","1021306","","","","","2.366","1021306038"
"","","101","","1021306","","","","","1021306040","1021306039"
"","","24","0","1021306","","","","","se_obtent_10213_drama_cook_lyrael","1021306040"
"","","22","0","1021306","","","","","0","1021306041"
"1","1","6","1","1021306","0","","0","0","1","1021306042"
"1","1","6","1","1021306","0","","0","0","2","1021306043"
"1","1","6","1","1021306","0","","0","0","3","1021306044"
"1","1","6","1","1021306","0","","0","0","4","1021306045"
"1","1","6","1","1021306","0","","0","0","5","1021306046"
"1","1","6","1","1021306","0","","0","0","6","1021306047"
"1","1","6","1","1021306","0","","0","0","7","1021306048"
"1","1","6","1","1021306","0","","0","0","8","1021306049"
"1","1","6","1","1021306","0","","0","0","9","1021306050"
"","","37","eat","1021306","","","","","1","1021306051"
"","","32","0","1021306","","","","","2","1021306052"
"","","32","0","1021306","","","","","5","1021306053"
"","","32","1","1021306","","","","","10","1021306054"
"","","32","1","1021306","","","","","100","1021306055"
"","0","23","se_obtent_10213_drama_eat","1021306","","","","","se_10067600","1021306056"
"","","93","0","1021306","","","","","0","1021306057"
"0","0","21","vo_obtent_1021306_02","1021306","","","","","vo_obtent_1021306","1021306058"
"","","93","0","1021306","","","","","2.8","1021306059"
"0","0","21","vo_obtent_1021306_03","1021306","","","","","vo_obtent_1021306","1021306060"
"","","93","0","1021306","","","","","2.6","1021306061"
"","","26","","1021306","","","","","2","1021306062"
"0","0","21","vo_obtent_1021306_04","1021306","","","","","vo_obtent_1021306","1021306063"
"","","93","0","1021306","","","","","2.5","1021306064"
"","","101","","1021306","","","","","1021306066","1021306065"
"","","32","0","1021306","","","","","10","1021306066"
"","","32","0","1021306","","","","","100","1021306067"
"","","32","1","1021306","","","","","20","1021306068"
"","","32","1","1021306","","","","","200","1021306069"
"","","32","1","1021306","","","","","300","1021306070"
"","","24","0","1021306","","","","","se_obtent_10213_drama_eat","1021306071"
"","","22","0","1021306","","","","","0","1021306072"
"0","0","21","vo_obtent_1021306_05","1021306","","","","","vo_obtent_1021306","1021306073"
"","","25","bgm_MC319A","1021306","","","","","bgm_MC319A","1021306074"
"","0","23","se_obtent_10213_drama_break_1","1021306","","","","","se_10067600","1021306075"
"","","93","0","1021306","","","","","3.5","1021306076"
"","","101","","1021306","","","","","1021306078","1021306077"
"","","37","break_2","1021306","","","","","20","1021306078"
"","","37","break_2","1021306","","","","","200","1021306079"
"","","37","break_2","1021306","","","","","300","1021306080"
"","","24","0","1021306","","","","","se_obtent_10213_drama_break_1","1021306081"
"","","22","0","1021306","","","","","0","1021306082"
"0","0","21","vo_obtent_1021306_06","1021306","","","","","vo_obtent_1021306","1021306083"
"","0","23","se_obtent_10213_drama_break_2","1021306","","","","","se_10067600","1021306084"
"","","93","0","1021306","","","","","4","1021306085"
"","","101","","1021306","","","","","1021306087","1021306086"
"","","37","break_3","1021306","","","","","20","1021306087"
"","","37","break_3","1021306","","","","","200","1021306088"
"","","37","break_3","1021306","","","","","300","1021306089"
"","","24","0","1021306","","","","","se_obtent_10213_drama_break_2","1021306090"
"","","22","0","1021306","","","","","0","1021306091"
"0","0","21","vo_obtent_1021306_07","1021306","","","","","vo_obtent_1021306","1021306092"
"","0","23","se_obtent_10213_drama_break_3","1021306","","","","","se_10067600","1021306093"
"","","93","0","1021306","","","","","5","1021306094"
"","","101","","1021306","","","","","1021306096","1021306095"
"","","37","break_4","1021306","","","","","300","1021306096"
"","","32","1","1021306","","","","","21","1021306097"
"","","93","0","1021306","","","","","0.2","1021306098"
"","","141","","1021306","","","","","0","1021306099"
"","","93","0","1021306","","","","","0.1","1021306100"
"","","92","","1021306","","","","","","1021306101"
"","","101","","1021306","","","","","1021306103","1021306102"
"","","24","0","1021306","","","","","se_obtent_10213_drama_break_3","1021306103"
"","","22","0","1021306","","","","","0","1021306104"
"","","32","1","1021306","","","","","22","1021306105"
"","","93","0","1021306","","","","","0.4","1021306106"
"0","0","31","1","1021307","1","","1","","1","1021307001"
"0","0","31","2","1021307","1","","1","","2","1021307002"
"0","0","31","5","1021307","1","","1","","5","1021307003"
"0","0","31","10","1021307","0","","1","","10","1021307004"
"0","0","31","20","1021307","0","","1","","20","1021307005"
"0","0","31","21","1021307","0","","1","","21","1021307006"
"0","0","31","22","1021307","0","","1","","22","1021307007"
"0","0","31","100","1021307","0","","1","","107","1021307008"
"0","0","31","200","1021307","0","","1","","207","1021307009"
"0","0","31","300","1021307","0","","1","","307","1021307010"
"0","27","5","1","1021307","1","empty","-14","0","1","1021307011"
"0","28","5","2","1021307","1","empty","-14","0","2","1021307012"
"0","26","5","3","1021307","1","empty","-14","0","2","1021307013"
"0","25","5","4","1021307","1","empty","-14","0","11","1021307014"
"0","24","5","5","1021307","1","empty","-14","0","12","1021307015"
"-10","13","5","6","1021307","1","empty","-24","0","11","1021307016"
"-10","12","5","7","1021307","1","empty","-24","0","12","1021307017"
"0","29","5","8","1021307","1","empty","-14","0","0","1021307018"
"-5","10","5","9","1021307","1","empty","-19","0","0","1021307019"
"0.56","0.63","6","0.23","1021307","0","","1","0","6","1021307020"
"0.56","0.63","6","0.23","1021307","0","","1","0","7","1021307021"
"0.56","0.63","6","0.23","1021307","0","","1","0","9","1021307022"
"","","141","","1021307","","","","","1","1021307023"
"","","91","","1021307","","","","","0","1021307024"
"","","93","0","1021307","","","","","0.033","1021307025"
"","0","23","se_obtent_10213_drama_cook_lyrael","1021307","","","","","se_10067600","1021307026"
"","0","3","raira_cook","1021307","0","","","0","1","1021307027"
"","0","3","raira_cook","1021307","0","","","0","2","1021307028"
"","0","3","raira_end","1021307","0","","","0","3","1021307029"
"","0","3","raira_cook","1021307","0","","","0","4","1021307030"
"","0","3","raira_white","1021307","0","","","0","5","1021307031"
"","0","3","raira_cook","1021307","0","","","0","6","1021307032"
"","0","3","raira_white","1021307","0","","","0","7","1021307033"
"","0","3","raira_cook","1021307","0","","","0","8","1021307034"
"","0","3","raira_cook_w","1021307","0","","","0","9","1021307035"
"","","93","0","1021307","","","","","3","1021307036"
"0","0","21","vo_obtent_1021307_01","1021307","","","","","vo_obtent_1021307","1021307037"
"","","93","0","1021307","","","","","2.366","1021307038"
"","","101","","1021307","","","","","1021307040","1021307039"
"","","24","0","1021307","","","","","se_obtent_10213_drama_cook_lyrael","1021307040"
"","","22","0","1021307","","","","","0","1021307041"
"1","1","6","1","1021307","0","","0","0","1","1021307042"
"1","1","6","1","1021307","0","","0","0","2","1021307043"
"1","1","6","1","1021307","0","","0","0","3","1021307044"
"1","1","6","1","1021307","0","","0","0","4","1021307045"
"1","1","6","1","1021307","0","","0","0","5","1021307046"
"1","1","6","1","1021307","0","","0","0","6","1021307047"
"1","1","6","1","1021307","0","","0","0","7","1021307048"
"1","1","6","1","1021307","0","","0","0","8","1021307049"
"1","1","6","1","1021307","0","","0","0","9","1021307050"
"","","37","eat","1021307","","","","","1","1021307051"
"","","32","0","1021307","","","","","2","1021307052"
"","","32","0","1021307","","","","","5","1021307053"
