f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9
"-125","18690008","","2","110511","","10","1750","","","869"
"-250","18690009","","2","110011","","10","1500","","","869"
"-125","18690010","","2","1","","10","1750","","","869"
"-250","18690011","","2","2","","10","1500","","","869"
"-125","18690012","","33","1","","10","1750","","","869"
"-250","18690013","","33","2","","10","1500","","","869"
"","18700001","","23","se_10053800","","","se_fpc_water_random","","","870"
"22","18700002","cmn_float","1","1","1","-1100","110111","-180","1.75","870"
"12","18700003","cmn_float","1","1","0","-1350","117111","-125","1.75","870"
"22","18700004","cmn_float","1","1","0","-1600","127011","-180","1.75","870"
"-1070","18700005","","31","6","","-180","2","1","1","870"
"-1350","18700006","","31","6","","-125","3","1","1","870"
"-1600","18700007","","31","6","","-180","4","1","1","870"
"-180","18700008","","2","110111","","13.5","1500","","","870"
"-125","18700009","","2","117111","","13.5","1250","","","870"
"-180","18700010","","2","127011","","13.5","1000","","","870"
"-180","18700011","","33","2","","13.5","1530","","","870"
"-125","18700012","","33","3","","13.5","1250","","","870"
"-180","18700013","","33","4","","13.5","1000","","","870"
"","18700014","","93","2.7","","","","","","870"
"","18700015","","21","vo_fpc","","0","vo_fpc_87001","","","870"
"","18710001","","23","se_10053800","","","se_fpc_water_random","","","871"
"12","18710002","cmn_swm_breastStroke","1","1","0","-850","122511","-125","1.75","871"
"32","18710003","cmn_swm_breastStroke","1","1","0","-1100","117411","-250","1.75","871"
"-850","18710004","","31","2","","-125","1","1","1","871"
"-1100","18710005","","31","2","","-250","2","1","1","871"
"-125","18710006","","2","122511","","10","1750","","","871"
"-250","18710007","","2","117411","","10","1500","","","871"
"-125","18710008","","33","1","","10","1750","","","871"
"-250","18710009","","33","2","","10","1500","","","871"
"","18720001","","23","se_10053800","","","se_fpc_water_random","","","872"
"23","18720002","cmn_boat_relax_l","1","1","0","-850","110311","-180","1.75","872"
"23","18720003","cmn_boat_relax","1","1","0","-1200","126711","-180","1.75","872"
"22","18720004","cmn_boat_idle_blue","5","2","0","-850","1","-180","1.75","872"
"22","18720005","cmn_boat_idle_l","5","2","0","-1200","2","-180","1.75","872"
"-850","18720006","","31","116","","-180","1","1","1","872"
"-1200","18720007","","31","116","","-180","2","1","1","872"
"-180","18720008","","2","110311","","13.5","1750","","","872"
"-180","18720009","","2","126711","","13.5","1400","","","872"
"-180","18720010","","2","1","","13.5","1750","","","872"
"-180","18720011","","2","2","","13.5","1400","","","872"
"-180","18720012","","33","1","","13.5","1750","","","872"
"-180","18720013","","33","2","","13.5","1400","","","872"
"","18720014","","93","2.7","","","","","","872"
"","18720015","","21","vo_fpc","","0","vo_fpc_87201","","","872"
"","18730001","","23","se_10053800","","","se_fpc_water_random","","","873"
"12","18730002","cmn_swm_breastStroke","1","1","0","-850","110411","-125","1.75","873"
"32","18730003","cmn_swm_breastStroke","1","1","0","-1100","115711","-250","1.75","873"
"-850","18730004","","31","2","","-125","1","1","1","873"
"-1100","18730005","","31","2","","-250","2","1","1","873"
"-125","18730006","","2","110411","","10","1750","","","873"
"-250","18730007","","2","115711","","10","1500","","","873"
"-125","18730008","","33","1","","10","1750","","","873"
"-250","18730009","","33","2","","10","1500","","","873"
"","18740001","","23","se_10053800","","","se_fpc_water_random","","","874"
"22","18740002","cmn_float","1","1","1","-1100","110411","-180","1.75","874"
"12","18740003","cmn_float","1","1","0","-1350","122611","-125","1.75","874"
"-1070","18740004","","31","6","","-180","2","1","1","874"
"-1350","18740005","","31","6","","-125","3","1","1","874"
"-180","18740006","","2","110411","","13.5","1500","","","874"
"-125","18740007","","2","122611","","13.5","1250","","","874"
"-180","18740008","","33","2","","13.5","1530","","","874"
"-125","18740009","","33","3","","13.5","1250","","","874"
"","18740010","","93","2.6","","","","","","874"
"","18740011","","21","vo_fpc","","0","vo_fpc_87401","","","874"
"","18750001","","23","se_10053800","","","se_fpc_water_random","","","875"
"12","18750002","cmn_swm_diving","1","1","0","-850","108011","-125","1.75","875"
"22","18750003","cmn_swm_diving","1","1","0","-1100","129411","-180","1.75","875"
"-850","18750004","","31","9","","-125","1","1","1","875"
"-1100","18750005","","31","9","","-180","2","1","1","875"
"-125","18750006","","2","108011","","13.5","1750","","","875"
"-180","18750007","","2","129411","","13.5","1500","","","875"
"-125","18750008","","33","1","","13.5","1750","","","875"
"-180","18750009","","33","2","","13.5","1500","","","875"
"","18760001","","23","se_10053800","","","se_fpc_water_random","","","876"
"22","18760002","cmn_float","1","1","1","-1100","117111","-180","1.75","876"
"12","18760003","cmn_float","1","1","0","-1350","129311","-125","1.75","876"
"-1070","18760004","","31","6","","-180","2","1","1","876"
"-1350","18760005","","31","6","","-125","3","1","1","876"
"-180","18760006","","2","117111","","13.5","1500","","","876"
"-125","18760007","","2","129311","","13.5","1250","","","876"
"-180","18760008","","33","2","","13.5","1530","","","876"
"-125","18760009","","33","3","","13.5","1250","","","876"
"","18760010","","93","2.8","","","","","","876"
"","18760011","","21","vo_fpc","","0","vo_fpc_87601","","","876"
"","18770001","","23","se_10053800","","","se_fpc_water_random","","","877"
"12","18770002","cmn_crawl","1","1","0","-850","117211","-125","1.75","877"
"32","18770003","cmn_crawl","1","1","0","-1100","117311","-250","1.75","877"
"12","18770004","cmn_crawl","1","1","0","-1350","117411","-125","1.75","877"
"32","18770005","cmn_swm_diving","1","1","0","-1600","129511","-250","1.75","877"
"-850","18770006","","31","7","","-125","1","1","1","877"
"-1100","18770007","","31","1","","-250","2","1","1","877"
"-1350","18770008","","31","7","","-125","3","1","1","877"
"-1600","18770009","","31","9","","-250","4","1","1","877"
"-125","18770010","","2","117211","","10","1750","","","877"
"-250","18770011","","2","117311","","10","1500","","","877"
"-125","18770012","","2","117411","","10","1250","","","877"
"-250","18770013","","2","129511","","10","1000","","","877"
"-125","18770014","","33","1","","10","1750","","","877"
"-250","18770015","","33","2","","10","1500","","","877"
"-125","18770016","","33","3","","10","1250","","","877"
"-250","18770017","","33","4","","10","1000","","","877"
"","18780001","","23","se_10053800","","","se_fpc_water_random","","","878"
"13","18780002","cmn_swm_tread","1","1","0","-850","110611","-125","1.75","878"
"33","18780003","cmn_swm_tread","1","1","0","-1100","129511","-250","1.75","878"
"12","18780004","cmn_swm_tread_pink","5","1","0","-850","1","-125","1.75","878"
"32","18780005","cmn_swm_tread_blue","5","1","0","-1100","2","-250","1.75","878"
"-850","18780006","","31","13","","-125","1","1","1","878"
"-1100","18780007","","31","3","","-250","2","1","1","878"
"-125","18780008","","2","110611","","13.5","1750","","","878"
"-250","18780009","","2","129511","","13.5","1500","","","878"
"-125","18780010","","2","1","","13.5","1750","","","878"
"-250","18780011","","2","2","","13.5","1500","","","878"
"-125","18780012","","33","1","","13.5","1750","","","878"
"-250","18780013","","33","2","","13.5","1500","","","878"
"","18790001","","23","se_10053800","","","se_fpc_water_random","","","879"
"22","18790002","cmn_float","1","1","1","-1100","107611","-180","1.75","879"
"12","18790003","cmn_float","1","1","0","-1350","122611","-125","1.75","879"
"-1070","18790004","","31","6","","-180","2","1","1","879"
"-1350","18790005","","31","6","","-125","3","1","1","879"
"-180","18790006","","2","107611","","13.5","1500","","","879"
"-125","18790007","","2","122611","","13.5","1250","","","879"
"-180","18790008","","33","2","","13.5","1530","","","879"
"-125","18790009","","33","3","","13.5","1250","","","879"
"","18790010","","93","2.6","","","","","","879"
"","18790011","","21","vo_fpc","","0","vo_fpc_87901","","","879"
"","18800001","","23","se_10053800","","","se_fpc_water_random","","","880"
"22","18800002","cmn_float","1","1","1","-1100","110311","-180","1.75","880"
"12","18800003","04_misogi_float_loop","1","1","1","-1350","129311","-125","1.75","880"
"-1070","18800004","","31","6","","-180","2","1","1","880"
"-1350","18800005","","31","6","","-125","3","1","1","880"
"-180","18800006","","2","110311","","13.5","1500","","","880"
"-125","18800007","","2","129311","","13.5","1250","","","880"
"-180","18800008","","33","2","","13.5","1530","","","880"
"-125","18800009","","33","3","","13.5","1250","","","880"
"","18800010","","93","2.5","","","","","","880"
"","18800011","","21","vo_fpc","","0","vo_fpc_88001","","","880"
"","18810001","","23","se_10053800","","","se_fpc_water_random","","","881"
"22","18810002","cmn_float","1","1","1","-1100","113511","-180","1.75","881"
"12","18810003","04_misogi_float_loop","1","1","1","-1350","129311","-125","1.75","881"
"-1070","18810004","","31","6","","-180","2","1","1","881"
"-1350","18810005","","31","6","","-125","3","1","1","881"
"-180","18810006","","2","113511","","13.5","1500","","","881"
"-125","18810007","","2","129311","","13.5","1250","","","881"
"-180","18810008","","33","2","","13.5","1530","","","881"
"-125","18810009","","33","3","","13.5","1250","","","881"
"","18810010","","93","2.4","","","","","","881"
"","18810011","","21","vo_fpc","","0","vo_fpc_88101","","","881"
"","18820001","","23","se_10053800","","","se_fpc_water_random","","","882"
"23","18820002","cmn_boat_relax_l","1","1","0","-850","108011","-180","1.75","882"
"23","18820003","cmn_boat_cat","1","1","0","-1200","107911","-180","1.75","882"
"22","18820004","cmn_boat_idle_blue","5","2","0","-850","1","-180","1.75","882"
"22","18820005","cmn_boat_idle_l","5","2","0","-1200","2","-180","1.75","882"
"-850","18820006","","31","116","","-180","1","1","1","882"
"-1200","18820007","","31","116","","-180","2","1","1","882"
"-180","18820008","","2","108011","","13.5","1750","","","882"
"-180","18820009","","2","107911","","13.5","1400","","","882"
"-180","18820010","","2","1","","13.5","1750","","","882"
"-180","18820011","","2","2","","13.5","1400","","","882"
"-180","18820012","","33","1","","13.5","1750","","","882"
"-180","18820013","","33","2","","13.5","1400","","","882"
"","18820014","","93","1","","","","","","882"
"","18820015","","21","vo_fpc","","0","vo_fpc_88201","","","882"
"","18830001","","23","se_10053800","","","se_fpc_water_random","","","883"
"12","18830002","10_cmn_dogscratch","1","1","0","-850","110411","-125","1.75","883"
"32","18830003","10_cmn_dogscratch","1","1","0","-1100","110511","-250","1.75","883"
"12","18830004","10_cmn_dogscratch","1","1","0","-1350","115711","-125","1.75","883"
"32","18830005","10_cmn_dogscratch","1","1","0","-1600","122411","-250","1.75","883"
"-850","18830006","","31","117","","-125","1","1","1","883"
"-1100","18830007","","31","117","","-250","2","1","1","883"
"-1350","18830008","","31","117","","-125","3","1","1","883"
"-1600","18830009","","31","117","","-250","4","1","1","883"
"-125","18830010","","2","110411","","10","1750","","","883"
"-250","18830011","","2","110511","","10","1500","","","883"
"-125","18830012","","2","115711","","10","1250","","","883"
"-250","18830013","","2","122411","","10","1000","","","883"
"-125","18830014","","33","1","","10","1750","","","883"
"-250","18830015","","33","2","","10","1500","","","883"
"-125","18830016","","33","3","","10","1250","","","883"
"-250","18830017","","33","4","","10","1000","","","883"
"","18840001","","23","se_10053800","","","se_fpc_water_random","","","884"
"22","18840002","cmn_float","1","1","1","-1100","107511","-180","1.75","884"
"12","18840003","cmn_float","1","1","0","-1350","126611","-125","1.75","884"
"-1070","18840004","","31","6","","-180","2","1","1","884"
"-1350","18840005","","31","6","","-125","3","1","1","884"
"-180","18840006","","2","107511","","13.5","1500","","","884"
"-125","18840007","","2","126611","","13.5","1250","","","884"
"-180","18840008","","33","2","","13.5","1530","","","884"
"-125","18840009","","33","3","","13.5","1250","","","884"
"","18840010","","93","2.2","","","","","","884"
"","18840011","","21","vo_fpc","","0","vo_fpc_88401","","","884"
"","18850001","","23","se_10053800","","","se_fpc_water_random","","","885"
"22","18850002","cmn_float","1","1","1","-1100","107611","-180","1.75","885"
"12","18850003","cmn_float","1","1","0","-1350","107711","-125","1.75","885"
"-1070","18850004","","31","6","","-180","2","1","1","885"
"-1350","18850005","","31","6","","-125","3","1","1","885"
"-180","18850006","","2","107611","","13.5","1500","","","885"
"-125","18850007","","2","107711","","13.5","1250","","","885"
"-180","18850008","","33","2","","13.5","1530","","","885"
"-125","18850009","","33","3","","13.5","1250","","","885"
"","18850010","","93","2.6","","","","","","885"
"","18850011","","21","vo_fpc","","0","vo_fpc_88501","","","885"
"","18860001","","23","se_10053800","","","se_fpc_water_random","","","886"
"23","18860002","cmn_boat_relax_l","1","1","0","-850","113111","-180","1.75","886"
"23","18860003","cmn_boat_relax","1","1","0","-1200","122511","-180","1.75","886"
"22","18860004","cmn_boat_idle_blue","5","2","0","-850","1","-180","1.75","886"
"22","18860005","cmn_boat_idle_l","5","2","0","-1200","2","-180","1.75","886"
"-850","18860006","","31","116","","-180","1","1","1","886"
"-1200","18860007","","31","116","","-180","2","1","1","886"
"-180","18860008","","2","113111","","13.5","1750","","","886"
"-180","18860009","","2","122511","","13.5","1400","","","886"
"-180","18860010","","2","1","","13.5","1750","","","886"
"-180","18860011","","2","2","","13.5","1400","","","886"
"-180","18860012","","33","1","","13.5","1750","","","886"
"-180","18860013","","33","2","","13.5","1400","","","886"
"","18860014","","93","2.6","","","","","","886"
"","18860015","","21","vo_fpc","","0","vo_fpc_88601","","","886"
"","18870001","","23","se_10053800","","","se_fpc_water_random","","","887"
"22","18870002","cmn_float","1","1","1","-1100","107711","-180","1.75","887"
"12","18870003","cmn_float","1","1","0","-1350","122711","-125","1.75","887"
"-1070","18870004","","31","6","","-180","2","1","1","887"
"-1350","18870005","","31","6","","-125","3","1","1","887"
"-180","18870006","","2","107711","","13.5","1500","","","887"
"-125","18870007","","2","122711","","13.5","1250","","","887"
"-180","18870008","","33","2","","13.5","1530","","","887"
"-125","18870009","","33","3","","13.5","1250","","","887"
"","18870010","","93","2.5","","","","","","887"
"","18870011","","21","vo_fpc","","0","vo_fpc_88701","","","887"
"","18890001","","23","se_10053800","","","se_fpc_water_random","","","889"
"12","18890002","09_misogi_run","1","1","1","750","122811","-15","1.49","889"
"-15","18890003","","2","122811","0","5.65","-750","","","889"
"","18890004","","93","0.5","","","","","","889"
"","18890005","","21","vo_fpc","","0","vo_fpc_88901","","","889"
"","18900001","","23","se_10053800","","","se_fpc_water_random","","","890"
"12","18900002","09_misogi_run","1","1","1","750","107911","-15","1.49","890"
"-15","18900003","","2","107911","0","5.65","-750","","","890"
"","18900004","","93","0.6","","","","","","890"
"","18900005","","21","vo_fpc","","0","vo_fpc_89001","","","890"
"","18910001","","23","se_10053800","","","se_fpc_water_random","","","891"
"22","18910002","04_misogi_flutterKick_loop","1","1","1","1000","122411","-180","1.75","891"
"1000","18910003","","31","12","","-180","12","1","1","891"
