8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4
"1","","","","6214030","32","701","","","","6214"
"0","","","","6214031","33","905","0.01","0","","6214"
"wac_birthday_blowout_01","0.2","","1","6214032","3","106731","wac_birthday_wish_05","0","0.2","6214"
"-200","","","","6214033","2","106731","0.01","-330","","6214"
"wac_birthday_idle_doya","","","","6214034","3","106611","","1","0.2","6214"
"180","","","","6214035","2","106611","0.01","-320","","6214"
"wac_birthday_idle_normal","","","","6214036","3","106511","","1","0.2","6214"
"320","","","","6214037","2","106511","0.01","-340","","6214"
"","","","","6214038","93","0","","","","6214"
"1","","","","6214039","32","800","","","","6214"
"","","","","6214040","93","0.7","","","","6214"
"1","","","","6214041","32","702","","","","6214"
"","","","","6214042","93","0.5","","","","6214"
"se_sys_login_birthday_blow_candle","","","","6214043","23","se_common","","0","","6214"
"0","","","","6214044","32","701","","","","6214"
"","","","","6214045","93","0.4","","","","6214"
"se_sys_login_birthday_cracker","","","","6214046","23","se_common","","0","","6214"
"1","","","","6214047","32","700","","","","6214"
"se_sys_login_birthday_calendar_applause","","","","6214048","23","se_common","","0","","6214"
"wac_birthday_clap","0.2","","1","6214049","3","106611","wac_birthday_idle_doya","0","0.2","6214"
"","","","","6214050","93","0.1","","","","6214"
"wac_birthday_clap","0.2","","1","6214051","3","106511","wac_birthday_idle_normal","0","0.2","6214"
"","","","","6214052","93","2","","","","6214"
"","","","","6214053","131","1","","","","6214"
"vo_wac_06214_000","","","","6214054","21","vo_wac_06214","0","0","","6214"
"これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","0","0.5","1","6214055","11","106731","1","10","0","6214"
"","","","","6214056","91","0","","","","6214"
"wac_birthday_idle_wish","","","","6214057","3","106731","","1","0.2","6214"
"wac_birthday_talk_anger","","","","6214058","3","106611","","1","0.2","6214"
"vo_wac_06214_001","","","","6214059","21","vo_wac_06214","0","0","","6214"
"そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","0","0.5","1","6214060","11","106611","1","10","0","6214"
"","","","","6214061","91","0","","","","6214"
"wac_birthday_idle_normal","","","","6214062","3","106611","","1","0.2","6214"
"wac_birthday_talk_wish","","","","6214063","3","106731","","1","0.2","6214"
"vo_wac_06214_002","","","","6214064","21","vo_wac_06214","0","0","","6214"
"ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","0","0.5","1","6214065","11","106731","1","10","0","6214"
"","","","","6214066","91","0","","","","6214"
"wac_birthday_talk_smile","","","","6214067","3","106731","","1","0.2","6214"
"vo_wac_06214_003","","","","6214068","21","vo_wac_06214","0","0","","6214"
"カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","0","0.5","1","6214069","11","106731","1","10","0","6214"
"","","","","6214070","91","0","","","","6214"
"","","","","6214071","22","0","","","","6214"
"bgm_M321_2C","","","","8014001","25","bgm_M321","","","","8014"
"104411","0","wac_birthday_idle_normal","-70","8014002","1","1","-1000","250","2","8014"
"103111","1","wac_birthday_shinobu_idle_wish","-260","8014003","1","1","170","256","2","8014"
"100711","1","wac_birthday_idle_smile","-310","8014004","1","1","270","259","2","8014"
"102211","1","wac_birthday_idle_normal","-270","8014005","1","1","400","257","2","8014"
"100611","1","wac_birthday_idle_smile","-310","8014006","1","1","500","258","2","8014"
"300","","","","8014007","13","104411","","","","8014"
"300","","","","8014008","13","103111","","","","8014"
"600","","","1","8014009","31","600","0","0","1","8014"
"602","","","1","8014010","31","602","0","0","0","8014"
"603","","","1","8014011","31","603","0","0","0","8014"
"604","","","1","8014012","31","604","60","30","1","8014"
"610","","","1","8014013","31","610","0","0","1","8014"
"700","","","1","8014014","31","700","0","0","0","8014"
"701","","","1","8014015","31","701","0","0","0","8014"
"702","","","1","8014016","31","702","0","0","0","8014"
"800","","","1","8014017","31","800","0","0","0","8014"
"906","","","1","8014018","31","906","60","30","1","8014"
"","","","","8014019","93","1","","","","8014"
"wac_birthday_reaction_05","0.2","","1","8014020","3","100711","wac_birthday_reaction_03","0","0.2","8014"
"wac_birthday_shinobu_reaction_04","0.2","","1","8014021","3","103111","wac_birthday_shinobu_reaction_01","0","0.2","8014"
"","","","","8014022","93","0.1","","","","8014"
"wac_birthday_reaction_01","0.2","","1","8014023","3","102211","wac_birthday_reaction_04","0","0.2","8014"
"wac_birthday_reaction_05","0.2","","1","8014024","3","100611","wac_birthday_reaction_03","0","0.2","8014"
"","","","","8014025","93","0.3","","","","8014"
"wac_birthday_run_01","","","","8014026","3","104411","","1","0.2","8014"
"0","","","","8014027","2","104411","3","-70","","8014"
"","","","","8014028","93","2.5","","","","8014"
"1","","","","8014029","32","602","","","","8014"
"","","","","8014030","93","0.6","","","","8014"
"0","","","","8014031","32","600","","","","8014"
"0","","","","8014032","32","610","","","","8014"
"0","","","","8014033","32","604","","","","8014"
"1","","","","8014034","32","701","","","","8014"
"0","","","","8014035","33","906","0.01","0","","8014"
"wac_birthday_blowout_01","0.2","","1","8014036","3","104411","wac_birthday_wish_02","0","0.2","8014"
"-200","","","","8014037","2","104411","0.01","-330","","8014"
"wac_birthday_shinobu_idle_wish","","","","8014038","3","103111","","1","0.2","8014"
"150","","","","8014039","2","103111","0.01","-320","","8014"
"wac_birthday_idle_smile","","","","8014040","3","100711","","1","0.2","8014"
"265","","","","8014041","2","100711","0.01","-360","","8014"
"wac_birthday_idle_normal","","","","8014042","3","102211","","1","0.2","8014"
"400","","","","8014043","2","102211","0.01","-320","","8014"
"wac_birthday_idle_smile","","","","8014044","3","100611","","1","0.2","8014"
"500","","","","8014045","2","100611","0.01","-340","","8014"
"","","","","8014046","93","0","","","","8014"
"1","","","","8014047","32","800","","","","8014"
"","","","","8014048","93","0.7","","","","8014"
"1","","","","8014049","32","702","","","","8014"
"","","","","8014050","93","0.5","","","","8014"
"se_sys_login_birthday_blow_candle","","","","8014051","23","se_common","","0","","8014"
"0","","","","8014052","32","701","","","","8014"
"","","","","8014053","93","0.4","","","","8014"
"se_sys_login_birthday_cracker","","","","8014054","23","se_common","","0","","8014"
"1","","","","8014055","32","700","","","","8014"
"se_sys_login_birthday_calendar_applause","","","","8014056","23","se_common","","0","","8014"
"wac_birthday_shinobu_clap_to_wish","0.2","","1","8014057","3","103111","wac_birthday_shinobu_idle_wish","0","0.2","8014"
"wac_birthday_clap","0.2","","1","8014058","3","102211","wac_birthday_idle_normal","0","0.2","8014"
"","","","","8014059","93","0.1","","","","8014"
"wac_birthday_clap","0.2","","1","8014060","3","100711","wac_birthday_idle_smile","0","0.2","8014"
"","","","","8014061","93","0.1","","","","8014"
"wac_birthday_clap","0.2","","1","8014062","3","100611","wac_birthday_idle_smile","0","0.2","8014"
"","","","","8014063","93","2","","","","8014"
"","","","","8014064","131","1","","","","8014"
"vo_wac_08014_000","","","","8014065","21","vo_wac_08014","0","0","","8014"
"おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","0","0.5","1","8014066","11","104411","1","10","0","8014"
"","","","","8014067","91","0","","","","8014"
"wac_birthday_idle_normal","","","","8014068","3","104411","","1","0.2","8014"
"wac_birthday_shinobu_talk_wish","","","","8014069","3","103111","","1","0.2","8014"
"vo_wac_08014_002","","","","8014070","21","vo_wac_08014","0","0","","8014"
"従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","0","0.5","1","8014071","11","103111","1","10","0","8014"
"","","","","8014072","91","0","","","","8014"
"wac_birthday_shinobu_idle_wish","","","","8014073","3","103111","","1","0.2","8014"
"wac_birthday_talk_doya","","","","8014074","3","104411","","1","0.2","8014"
"vo_wac_08014_003","","","","8014075","21","vo_wac_08014","0","0","","8014"
"みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","0","0.5","1","8014076","11","104411","1","10","0","8014"
"","","","","8014077","91","0","","","","8014"
"wac_birthday_talk_smile","","","","8014078","3","104411","","1","0.2","8014"
"vo_wac_08014_004","","","","8014079","21","vo_wac_08014","0","0","","8014"
"ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","0","0.5","1","8014080","11","104411","1","10","0","8014"
"","","","","8014081","91","0","","","","8014"
"","","","","8014082","22","0","","","","8014"
"bgm_M321_2C","","","","8514001","25","bgm_M321","","","","8514"
"102311","0","wac_birthday_idle_normal","-70","8514002","1","1","-1000","250","2","8514"
"102111","1","wac_birthday_idle_wish","-270","8514003","1","1","200","256","2","8514"
"102811","1","wac_birthday_idle_normal","-310","8514004","1","1","310","258","2","8514"
"102511","1","wac_birthday_idle_smile","-290","8514005","1","1","445","257","2","8514"
"300","","","","8514006","13","102311","","","","8514"
"300","","","","8514007","13","102111","","","","8514"
"600","","","1","8514008","31","600","0","0","1","8514"
"602","","","1","8514009","31","602","0","0","0","8514"
"603","","","1","8514010","31","603","0","0","0","8514"
"604","","","1","8514011","31","604","60","30","1","8514"
"610","","","1","8514012","31","610","0","0","1","8514"
"700","","","1","8514013","31","700","0","0","0","8514"
"701","","","1","8514014","31","701","0","0","0","8514"
"702","","","1","8514015","31","702","0","0","0","8514"
"800","","","1","8514016","31","800","0","0","0","8514"
"907","","","1","8514017","31","907","60","30","1","8514"
"","","","","8514018","93","1","","","","8514"
"wac_birthday_reaction_01","0.2","","1","8514019","3","102111","wac_birthday_reaction_03","0","0.2","8514"
"","","","","8514020","93","0.1","","","","8514"
"wac_birthday_reaction_01","0.2","","1","8514021","3","102811","wac_birthday_reaction_04","0","0.2","8514"
"wac_birthday_reaction_05","0.2","","1","8514022","3","102511","wac_birthday_reaction_03","0","0.2","8514"
"","","","","8514023","93","0.3","","","","8514"
"wac_birthday_run_01","","","","8514024","3","102311","","1","0.2","8514"
"0","","","","8514025","2","102311","3","-70","","8514"
"","","","","8514026","93","2.5","","","","8514"
"1","","","","8514027","32","602","","","","8514"
"","","","","8514028","93","0.6","","","","8514"
"0","","","","8514029","32","600","","","","8514"
"0","","","","8514030","32","610","","","","8514"
"0","","","","8514031","32","604","","","","8514"
"1","","","","8514032","32","701","","","","8514"
"0","","","","8514033","33","907","0.01","0","","8514"
"wac_birthday_blowout_01","0.2","","1","8514034","3","102311","wac_birthday_wish_02","0","0.2","8514"
"-200","","","","8514035","2","102311","0.01","-330","","8514"
"wac_birthday_idle_wish","","","","8514036","3","102111","","1","0.2","8514"
"180","","","","8514037","2","102111","0.01","-320","","8514"
"wac_birthday_idle_normal","","","","8514038","3","102811","","1","0.2","8514"
"290","","","","8514039","2","102811","0.01","-360","","8514"
"wac_birthday_idle_smile","","","","8514040","3","102511","","1","0.2","8514"
"425","","","","8514041","2","102511","0.01","-340","","8514"
"","","","","8514042","93","0","","","","8514"
"1","","","","8514043","32","800","","","","8514"
"","","","","8514044","93","0.7","","","","8514"
"1","","","","8514045","32","702","","","","8514"
"","","","","8514046","93","0.5","","","","8514"
"se_sys_login_birthday_blow_candle","","","","8514047","23","se_common","","0","","8514"
"0","","","","8514048","32","701","","","","8514"
"","","","","8514049","93","0.4","","","","8514"
"se_sys_login_birthday_cracker","","","","8514050","23","se_common","","0","","8514"
"1","","","","8514051","32","700","","","","8514"
"se_sys_login_birthday_calendar_applause","","","","8514052","23","se_common","","0","","8514"
"wac_birthday_clap_to_wish","0.2","","1","8514053","3","102111","wac_birthday_idle_wish","0","0.2","8514"
"","","","","8514054","93","0.1","","","","8514"
"wac_birthday_clap","0.2","","1","8514055","3","102811","wac_birthday_idle_normal","0","0.2","8514"
"","","","","8514056","93","0.1","","","","8514"
"wac_birthday_clap","0.2","","1","8514057","3","102511","wac_birthday_idle_smile","0","0.2","8514"
"","","","","8514058","93","2","","","","8514"
"","","","","8514059","131","1","","","","8514"
"vo_wac_08514_000","","","","8514060","21","vo_wac_08514","0","0","","8514"
"わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","0","0.5","1","8514061","11","102311","1","10","0","8514"
"","","","","8514062","91","0","","","","8514"
"wac_birthday_idle_smile","","","","8514063","3","102311","","1","0.2","8514"
"wac_birthday_talk_smile","","","","8514064","3","102111","","1","0.2","8514"
"vo_wac_08514_001","","","","8514065","21","vo_wac_08514","0","0","","8514"
"そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","0","0.5","1","8514066","11","102111","1","10","0","8514"
"","","","","8514067","91","0","","","","8514"
"wac_birthday_idle_smile","","","","8514068","3","102111","","1","0.2","8514"
"wac_birthday_talk_wish","","","","8514069","3","102311","","1","0.2","8514"
"vo_wac_08514_002","","","","8514070","21","vo_wac_08514","0","0","","8514"
"すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","0","0.5","1","8514071","11","102311","1","10","0","8514"
"","","","","8514072","91","0","","","","8514"
"wac_birthday_talk_smile","","","","8514073","3","102311","","1","0.2","8514"
"vo_wac_08514_003","","","","8514074","21","vo_wac_08514","0","0","","8514"
"本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","0","0.5","1","8514075","11","102311","1","10","0","8514"
"","","","","8514076","91","0","","","","8514"
"","","","","8514077","22","0","","","","8514"
"bgm_M321_2C","","","","8614001","25","bgm_M321","","","","8614"
"105911","0","wac_birthday_idle_normal","-70","8614002","1","1","-1000","250","2","8614"
