484e350b06b7b61db6b2b88c00d036774bd7744a1e7b81df8522c916350c0831,283e10338d86519f9521b38f252659fce02febdcedd26b7eff92fa3844e26532,4a97e33b0213b97ce6f219e5a36bdedf48d8318c381345e26025afe80bc5eea1,1e87237963fc2b49c77476ca62676438fc512458a97c005d9e74ae6caf501bcd,c6f1b728f3e8de746f3560c227515f72c497a218f580cfa857c0c6b4f0e59e92,3e5475b95efefb4f3d75c4275e9894d84e3dafa11cabf0d86c5b74d1f610794b,42f4928e72fc61c74f5ec56c56ac7109fc4f407e3ef1faac9be56a4ed5eac0af,f8cf7734732c85a23c5633f437c472073d41e78bc8f113b7dae1ca77fda5778f,5a8d9e1503e7589407334397ecdf60f2121b39c4362d17ebbd0f586217e1cce9,ba618bcdec8794aaffb0c7f7b8569478da90cfadc9c0408cb179c34312d54c08,3aefde05799987c7fa0a5be40df63e2057d1ed864c32eeb0631eaa6342092ea0,dd63ccdcb91195e64704e4b38d9d7a512796501a30c78cd8140c089273786d28,f1cc9bf24fbf4ea920f25952e6cdca7c1f5026eedb6e2526b1c45ed704eafc94,8f083b6b4edca7f4f1e31b5ca5adac7da40bf64cf467e7a6fc4eb9c32e50424f,1b8debf669ac0ef3b5a9d1c73cacb0a3185471742aae773acce750e2b0032409,cd9c35c77e11bb59671ea0512cf5cfff1d8c9198462c96c0393dbcdd594019c5,77c83ba0dc62098d7821914f7e0a2d0a8ae6eeab2523d4b239f84c35b31360e4,29ebc5d8778eded9db82a16578f46db7c40a189c4d75b0555c7de4cca54ef00e,85120ff60bdcd325c2e560e174b81408e335481e2590c19093f024824b6500a9,38a836b5a78905ab34f963439f32b64de1bb9aaa3dc1020e48b07baa901c57bf,3b900a56682e080b3855402a2b97176a61f9dafb24b4d83593028133d7aa4358,8bac3055090d58b2831a0bf77516c562b1c0cbde5ff67f9dfcfb3b1875f5415f,ef16951c9180632ef3626562de2cbdbb18c0f741a55cae65c6eefcf2ee4024d9,c52a1ba3fd6850f7bfa5616275aa48dc2fb04c9b63fe60f937aa7a1c7c4667b6,50ab20e11fd6f4bb1e4af7d6e9b02d21dc9d9917cd9247caf334f23197c7555f,fafdbd8c3e840757a2afc8504e27182a47d6dc55dfbc26e5558ea491817cbbd2,3c8a6f559dca3ff81ae03ab442720e39f1f2bfbaed9b1823cd50ad25f7053183,e22d6b5b709a5d74483abeaec5ac3aa976f2c08d063ea950fb1d96e170836da4,ad65839024c8d3095f779cae7daab01f6699008f52aeeb7f853f671fd68d4a1a,e4d63e367eb3b12038ef13808022d23e4ad841d876918e3d18c2236a48dda448,aeef5418b05b72eb1756bb40b9250bb4c8413f433bb04777115eb32071f660b4,0ff4e2ce9c7a924030314575025804b6966619d7afccc108bc36ed96e67a51ad,884596ff252a79bde0499953af510228b087d0b4a60beb78817c8f95bec1e552,c78cec1e939b6e32849b7fe662e092679f899474788616a4da8a0df00971feb6,3a67a83d001bc5296d5e0725bea22702f4d5322f7687d5d14566d49c6535f277,5e6a6f9bc0827e7335d387adf7ca96539c5dcf798a71e52b02f4a95215af2b42,27a85876258f98df1a4e947849ee718562f6fd51759bcce879d583d2987e8144,5fbfb980522ec44afbbc6cbf2c316c2598f77bd651c9843c63ed3c7aed3ede6e,5c6459f386907cd94814c273fe295c87d3e2275d049be3b8064f52ff5a6b93e2,07f4d902ceaed07e233b186741b9a3799ea19d778521bfe6f1df14b6368c6995
"50","50","0","50","50","0","1","0","50","0","50","50","0","50","0","50","0","50","1531","50","50","0","0","20657","200000001","50","50","42","1","10","50","200200","10","50","30","52","1","0","50","670020050"
"51","51","0","51","51","0","1","0","51","0","51","51","0","51","0","51","0","51","1670","51","51","0","0","22363","200000001","51","51","42","1","10","51","200200","10","51","30","53","1","0","51","670020051"
"52","52","0","52","52","0","1","0","52","0","52","52","0","52","0","52","0","52","1710","52","52","0","0","24069","200000001","52","52","43","1","10","52","200200","10","52","30","54","1","0","52","670020052"
"53","53","0","53","53","0","1","0","53","0","53","53","0","53","0","53","0","53","1800","53","53","0","0","25775","200000001","53","53","43","1","10","53","200200","10","53","30","55","1","0","53","670020053"
"54","54","0","54","54","0","1","0","54","0","54","54","0","54","0","54","0","54","1890","54","54","0","0","27481","200000001","54","54","44","1","10","54","200200","10","54","30","56","1","0","54","670020054"
"55","55","0","55","55","0","1","0","55","0","55","55","0","55","0","55","0","55","1979","55","55","0","0","29187","200000001","55","55","44","1","10","55","200200","10","55","30","57","1","0","55","670020055"
"56","56","0","56","56","0","1","0","56","0","56","56","0","56","0","56","0","56","2069","56","56","0","0","30893","200000001","56","56","45","1","10","56","200200","10","56","30","58","1","0","56","670020056"
"57","57","0","57","57","0","1","0","57","0","57","57","0","57","0","57","0","57","2159","57","57","0","0","32599","200000001","57","57","45","1","10","57","200200","10","57","30","59","1","0","57","670020057"
"58","58","0","58","58","0","1","0","58","0","58","58","0","58","0","58","0","58","2248","58","58","0","0","34305","200000001","58","58","46","1","10","58","200200","10","58","30","60","1","0","58","670020058"
"59","59","0","59","59","0","1","0","59","0","59","59","0","59","0","59","0","59","2338","59","59","0","0","36011","200000001","59","59","46","1","10","59","200200","10","59","30","61","1","0","59","670020059"
"60","60","0","60","60","0","1","0","60","0","60","60","0","60","0","60","0","60","2428","60","60","0","0","37717","200000001","60","60","47","1","10","60","200200","10","60","30","62","1","0","60","670020060"
"61","61","0","61","61","0","1","0","61","0","61","61","0","61","0","61","0","61","2518","61","61","0","0","39423","200000001","61","61","47","1","10","61","200200","10","61","30","63","1","0","61","670020061"
"62","62","0","62","62","0","1","0","62","0","62","62","0","62","0","62","0","62","2561","62","62","0","0","41129","200000001","62","62","48","1","10","62","200200","10","62","30","64","1","0","62","670020062"
"63","63","0","63","63","0","1","0","63","0","63","63","0","63","0","63","0","63","2604","63","63","0","0","42835","200000001","63","63","49","1","10","63","200200","10","63","30","66","1","0","63","670020063"
"64","64","0","64","64","0","1","0","64","0","64","64","0","64","0","64","0","64","2647","64","64","0","0","44541","200000001","64","64","50","1","10","64","200200","10","64","30","68","1","0","64","670020064"
"65","65","0","65","65","0","1","0","65","0","65","65","0","65","0","65","0","65","2690","65","65","0","0","46247","200000001","65","65","51","1","10","65","200200","10","65","30","70","1","0","65","670020065"
"66","66","0","66","66","0","1","0","66","0","66","66","0","66","0","66","0","66","2735","66","66","0","0","47953","200000001","66","66","52","1","10","66","200200","10","66","30","72","1","0","66","670020066"
"67","67","0","67","67","0","1","0","67","0","67","67","0","67","0","67","0","67","2780","67","67","0","0","49659","200000001","67","67","53","1","10","67","200200","10","67","30","74","1","0","67","670020067"
"68","68","0","68","68","0","1","0","68","0","68","68","0","68","0","68","0","68","2825","68","68","0","0","51365","200000001","68","68","55","1","10","68","200200","10","68","30","76","1","0","68","670020068"
"69","69","0","69","69","0","1","0","69","0","69","69","0","69","0","69","0","69","2870","69","69","0","0","53071","200000001","69","69","57","1","10","69","200200","10","69","30","78","1","0","69","670020069"
"70","70","0","70","70","0","1","0","70","0","70","70","0","70","0","70","0","70","2915","70","70","0","0","54777","200000001","70","70","59","1","10","70","200200","10","70","30","80","1","0","70","670020070"
"71","71","0","71","71","0","1","0","71","0","71","71","0","71","0","71","0","71","2960","71","71","0","0","56483","200000001","71","71","61","1","10","71","200200","10","71","30","82","1","0","71","670020071"
"1","1","0","1","1","0","1","0","1","15","1","1","0","1","0","1","0","1","0","1","1","0","0","382","200000008","1","1","5","1","10","1","200300","10","1","30","2","1","0","1","670030001"
"2","2","0","2","2","0","1","0","2","20","2","2","0","2","0","2","0","2","0","2","2","0","0","502","200000008","2","2","8","1","10","2","200300","10","2","30","4","1","0","2","670030002"
"3","3","0","3","3","0","1","0","3","26","3","3","0","3","0","3","0","3","0","3","3","0","0","623","200000008","3","3","10","1","10","3","200300","10","3","30","5","1","0","3","670030003"
"4","4","0","4","4","0","1","0","4","61","4","4","0","4","0","4","0","4","0","4","4","0","0","686","200000008","4","4","16","1","10","4","200300","10","4","30","7","1","0","4","670030004"
"5","5","0","5","5","0","1","0","5","61","5","5","0","5","0","5","0","5","0","5","5","0","0","686","200000008","5","5","16","1","10","5","200300","10","5","30","7","1","0","5","670030005"
"6","6","0","6","6","0","1","0","6","63","6","6","0","6","0","6","0","6","0","6","6","0","0","678","200000008","6","6","16","1","10","6","200300","10","6","30","8","1","0","6","670030006"
"7","7","0","7","7","0","1","0","7","89","7","7","0","7","0","7","0","7","0","7","7","0","0","835","200000008","7","7","17","1","10","7","200300","10","7","30","10","1","0","7","670030007"
"8","8","0","8","8","0","1","0","8","114","8","8","0","8","0","8","0","8","0","8","8","0","0","991","200000008","8","8","20","1","10","8","200300","10","8","30","11","1","0","8","670030008"
"9","9","0","9","9","0","1","0","9","117","9","9","0","9","0","9","0","9","0","9","9","0","0","1019","200000008","9","9","20","1","10","9","200300","10","9","30","11","1","0","9","670030009"
"10","10","0","10","10","0","1","0","10","120","10","10","0","10","0","10","0","10","0","10","10","0","0","1048","200000008","10","10","22","1","10","10","200300","10","10","30","13","1","0","10","670030010"
"11","11","0","11","11","0","1","0","11","123","11","11","0","11","0","11","0","11","0","11","11","0","0","1076","200000008","11","11","22","1","10","11","200300","10","11","30","13","1","0","11","670030011"
"12","12","0","12","12","0","1","0","12","126","12","12","0","12","0","12","0","12","0","12","12","0","0","1104","200000008","12","12","22","1","10","12","200300","10","12","30","13","1","0","12","670030012"
"13","13","0","13","13","0","1","0","13","133","13","13","0","13","0","13","0","13","0","13","13","0","0","1309","200000008","13","13","24","1","10","13","200300","10","13","30","14","1","0","13","670030013"
"14","14","0","14","14","0","1","0","14","138","14","14","0","14","0","14","0","14","0","14","14","0","0","1513","200000008","14","14","26","1","10","14","200300","10","14","30","16","1","0","14","670030014"
"15","15","0","15","15","0","1","0","15","145","15","15","0","15","0","15","0","15","0","15","15","0","0","1717","200000008","15","15","26","1","10","15","200300","10","15","30","16","1","0","15","670030015"
"16","16","0","16","16","0","1","0","16","151","16","16","0","16","0","16","0","16","0","16","16","0","0","1921","200000008","16","16","26","1","10","16","200300","10","16","30","17","1","0","16","670030016"
"17","17","0","17","17","0","1","0","17","175","17","17","0","17","0","17","0","17","0","17","17","0","0","2257","200000008","17","17","26","1","10","17","200300","10","17","30","18","1","0","17","670030017"
"18","18","0","18","18","0","1","0","18","198","18","18","0","18","0","18","0","18","0","18","18","0","0","2592","200000008","18","18","26","1","10","18","200300","10","18","30","18","1","0","18","670030018"
"19","19","0","19","19","0","1","0","19","200","19","19","0","19","0","19","0","19","0","19","19","0","0","2828","200000008","19","19","27","1","10","19","200300","10","19","30","18","1","0","19","670030019"
"20","20","0","20","20","0","1","0","20","203","20","20","0","20","0","20","0","20","0","20","20","0","0","2939","200000008","20","20","27","1","10","20","200300","10","20","30","18","1","0","20","670030020"
"21","21","0","21","21","0","1","0","21","206","21","21","0","21","0","21","0","21","0","21","21","0","0","3050","200000008","21","21","27","1","10","21","200300","10","21","30","18","1","0","21","670030021"
"22","22","0","22","22","0","1","0","22","226","22","22","0","22","0","22","0","22","0","22","22","0","0","3148","200000008","22","22","29","1","10","22","200300","10","22","30","20","1","0","22","670030022"
"23","23","0","23","23","0","1","0","23","226","23","23","0","23","0","23","0","23","0","23","23","0","0","3304","200000008","23","23","29","1","10","23","200300","10","23","30","20","1","0","23","670030023"
"24","24","0","24","24","0","1","0","24","321","24","24","0","24","0","24","0","24","0","24","24","0","0","3586","200000008","24","24","40","1","10","24","200300","10","24","30","28","1","0","24","670030024"
"25","25","0","25","25","0","1","0","25","333","25","25","0","25","0","25","0","25","0","25","25","0","0","3866","200000008","25","25","42","1","10","25","200300","10","25","30","30","1","0","25","670030025"
"26","26","0","26","26","0","1","0","26","371","26","26","0","26","0","26","0","26","0","26","26","0","0","3966","200000008","26","26","42","1","10","26","200300","10","26","30","30","1","0","26","670030026"
"27","27","0","27","27","0","1","0","27","374","27","27","0","27","0","27","0","27","0","27","27","0","0","4060","200000008","27","27","42","1","10","27","200300","10","27","30","30","1","0","27","670030027"
"28","28","0","28","28","0","1","0","28","376","28","28","0","28","0","28","0","28","0","28","28","0","0","4152","200000008","28","28","42","1","10","28","200300","10","28","30","30","1","0","28","670030028"
"29","29","0","29","29","0","1","0","29","438","29","29","0","29","0","29","0","29","0","29","29","0","0","5542","200000008","29","29","45","1","10","29","200300","10","29","30","32","1","0","29","670030029"
"30","30","0","30","30","0","1","0","30","480","30","30","0","30","0","30","0","30","0","30","30","0","0","5591","200000008","30","30","47","1","10","30","200300","10","30","30","32","1","0","30","670030030"
"31","31","0","31","31","0","1","0","31","481","31","31","0","31","0","31","0","31","0","31","31","0","0","5604","200000008","31","31","47","1","10","31","200300","10","31","30","32","1","0","31","670030031"
"32","32","0","32","32","0","1","0","32","481","32","32","0","32","0","32","0","32","0","32","32","0","0","5618","200000008","32","32","47","1","10","32","200300","10","32","30","32","1","0","32","670030032"
"33","33","0","33","33","0","1","0","33","482","33","33","0","33","0","33","0","33","0","33","33","0","0","5632","200000008","33","33","47","1","10","33","200300","10","33","30","32","1","0","33","670030033"
"34","34","0","34","34","0","1","0","34","539","34","34","0","34","0","34","0","34","0","34","34","0","0","6542","200000008","34","34","47","1","10","34","200300","10","34","30","32","1","0","34","670030034"
"35","35","0","35","35","0","1","0","35","543","35","35","0","35","0","35","0","35","0","35","35","0","0","6610","200000008","35","35","48","1","10","35","200300","10","35","30","32","1","0","35","670030035"
"36","36","0","36","36","0","1","0","36","561","36","36","0","36","0","36","0","36","0","36","36","0","0","7177","200000008","36","36","48","1","10","36","200300","10","36","30","32","1","0","36","670030036"
"37","37","0","37","37","0","1","0","37","606","37","37","0","37","0","37","0","37","0","37","37","0","0","7979","200000008","37","37","53","1","10","37","200300","10","37","30","35","1","0","37","670030037"
"38","38","0","38","38","0","1","0","38","651","38","38","0","38","0","38","0","38","0","38","38","0","0","8781","200000008","38","38","70","1","10","38","200300","10","38","30","49","1","0","38","670030038"
"39","39","0","39","39","0","1","0","39","736","39","39","0","39","0","39","0","39","0","39","39","0","0","9666","200000008","39","39","70","1","10","39","200300","10","39","30","49","1","0","39","670030039"
"40","40","0","40","40","0","1","0","40","821","40","40","0","40","0","40","0","40","0","40","40","0","0","10551","200000008","40","40","70","1","10","40","200300","10","40","30","49","1","0","40","670030040"
"41","41","0","41","41","0","1","0","41","935","41","41","0","41","0","41","0","41","0","41","41","0","0","13253","200000008","41","41","72","1","10","41","200300","10","41","30","50","1","0","41","670030041"
"42","42","0","42","42","0","1","0","42","1049","42","42","0","42","0","42","0","42","0","42","42","0","0","15956","200000008","42","42","73","1","10","42","200300","10","42","30","50","1","0","42","670030042"
"43","43","0","43","43","0","1","0","43","1066","43","43","0","43","0","43","0","43","0","43","43","0","0","16030","200000008","43","43","75","1","10","43","200300","10","43","30","52","1","0","43","670030043"
"44","44","0","44","44","0","1","0","44","1083","44","44","0","44","0","44","0","44","0","44","44","0","0","16104","200000008","44","44","76","1","10","44","200300","10","44","30","52","1","0","44","670030044"
"45","45","0","45","45","0","1","0","45","1100","45","45","0","45","0","45","0","45","0","45","45","0","0","16179","200000008","45","45","78","1","10","45","200300","10","45","30","53","1","0","45","670030045"
"46","46","0","46","46","0","1","0","46","1142","46","46","0","46","0","46","0","46","0","46","46","0","0","17054","200000008","46","46","82","1","10","46","200300","10","46","30","56","1","0","46","670030046"
"47","47","0","47","47","0","1","0","47","1182","47","47","0","47","0","47","0","47","0","47","47","0","0","17930","200000008","47","47","85","1","10","47","200300","10","47","30","59","1","0","47","670030047"
"48","48","0","48","48","0","1","0","48","1224","48","48","0","48","0","48","0","48","0","48","48","0","0","17930","200000008","48","48","88","1","10","48","200300","10","48","30","63","1","0","48","670030048"
"49","49","0","49","49","0","1","0","49","1224","49","49","0","49","0","49","0","49","0","49","49","0","0","17930","200000008","49","49","88","1","10","49","200300","10","49","30","63","1","0","49","670030049"
"50","50","0","50","50","0","1","0","50","1255","50","50","0","50","0","50","0","50","0","50","50","0","0","18080","200000008","50","50","91","1","10","50","200300","10","50","30","69","1","0","50","670030050"
"51","51","0","51","51","0","1","0","51","1285","51","51","0","51","0","51","0","51","0","51","51","0","0","18230","200000008","51","51","94","1","10","51","200300","10","51","30","75","1","0","51","670030051"
"52","52","0","52","52","0","1","0","52","1285","52","52","0","52","0","52","0","52","0","52","52","0","0","18230","200000008","52","52","94","1","10","52","200300","10","52","30","76","1","0","52","670030052"
"53","53","0","53","53","0","1","0","53","1345","53","53","0","53","0","53","0","53","0","53","53","0","0","18980","200000008","53","53","95","1","10","53","200300","10","53","30","77","1","0","53","670030053"
"54","54","0","54","54","0","1","0","54","1405","54","54","0","54","0","54","0","54","0","54","54","0","0","19730","200000008","54","54","95","1","10","54","200300","10","54","30","77","1","0","54","670030054"
"55","55","0","55","55","0","1","0","55","1445","55","55","0","55","0","55","0","55","0","55","55","0","0","20730","200000008","55","55","95","1","10","55","200300","10","55","30","77","1","0","55","670030055"
"56","56","0","56","56","0","1","0","56","1485","56","56","0","56","0","56","0","56","0","56","56","0","0","21730","200000008","56","56","95","1","10","56","200300","10","56","30","77","1","0","56","670030056"
"57","57","0","57","57","0","1","0","57","1625","57","57","0","57","0","57","0","57","0","57","57","0","0","22730","200000008","57","57","96","1","10","57","200300","10","57","30","79","1","0","57","670030057"
"58","58","0","58","58","0","1","0","58","1765","58","58","0","58","0","58","0","58","0","58","58","0","0","23730","200000008","58","58","97","1","10","58","200300","10","58","30","80","1","0","58","670030058"
"59","59","0","59","59","0","1","0","59","1945","59","59","0","59","0","59","0","59","0","59","59","0","0","24730","200000008","59","59","98","1","10","59","200300","10","59","30","82","1","0","59","670030059"
"60","60","0","60","60","0","1","0","60","2125","60","60","0","60","0","60","0","60","0","60","60","0","0","25730","200000008","60","60","99","1","10","60","200300","10","60","30","83","1","0","60","670030060"
"61","61","0","61","61","0","1","0","61","2305","61","61","0","61","0","61","0","61","0","61","61","0","0","26730","200000008","61","61","100","1","10","61","200300","10","61","30","85","1","0","61","670030061"
"62","62","0","62","62","0","1","0","62","2376","62","62","0","62","0","62","0","62","0","62","62","0","0","27299","200000008","62","62","103","1","10","62","200300","10","62","30","86","1","0","62","670030062"
"63","63","0","63","63","0","1","0","63","2447","63","63","0","63","0","63","0","63","0","63","63","0","0","27868","200000008","63","63","106","1","10","63","200300","10","63","30","86","1","0","63","670030063"
"64","64","0","64","64","0","1","0","64","2518","64","64","0","64","0","64","0","64","0","64","64","0","0","28437","200000008","64","64","109","1","10","64","200300","10","64","30","86","1","0","64","670030064"
