9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7
"0","0.01","0","","905","","","33","6214","6214031",""
"wac_birthday_blowout_01","wac_birthday_wish_05","0","","106731","0.2","0.2","3","6214","6214032","1"
"-200","0.01","-330","","106731","","","2","6214","6214033",""
"wac_birthday_idle_doya","","1","","106611","","0.2","3","6214","6214034",""
"180","0.01","-320","","106611","","","2","6214","6214035",""
"wac_birthday_idle_normal","","1","","106511","","0.2","3","6214","6214036",""
"320","0.01","-340","","106511","","","2","6214","6214037",""
"","","","","0","","","93","6214","6214038",""
"1","","","","800","","","32","6214","6214039",""
"","","","","0.7","","","93","6214","6214040",""
"1","","","","702","","","32","6214","6214041",""
"","","","","0.5","","","93","6214","6214042",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","6214","6214043",""
"0","","","","701","","","32","6214","6214044",""
"","","","","0.4","","","93","6214","6214045",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","6214","6214046",""
"1","","","","700","","","32","6214","6214047",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","6214","6214048",""
"wac_birthday_clap","wac_birthday_idle_doya","0","","106611","0.2","0.2","3","6214","6214049","1"
"","","","","0.1","","","93","6214","6214050",""
"wac_birthday_clap","wac_birthday_idle_normal","0","","106511","0.2","0.2","3","6214","6214051","1"
"","","","","2","","","93","6214","6214052",""
"","","","","1","","","131","6214","6214053",""
"vo_wac_06214_000","0","0","","vo_wac_06214","","","21","6214","6214054",""
"これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？","1","10","0.5","106731","0","0","11","6214","6214055","1"
"","","","","0","","","91","6214","6214056",""
"wac_birthday_idle_wish","","1","","106731","","0.2","3","6214","6214057",""
"wac_birthday_talk_anger","","1","","106611","","0.2","3","6214","6214058",""
"vo_wac_06214_001","0","0","","vo_wac_06214","","","21","6214","6214059",""
"そそそ、そんなことねーですよ！？\nやろうとしたけどカヤぴぃに\n止められた……とか\nそんなことは断じてねーですっ！","1","10","0.5","106611","0","0","11","6214","6214060","1"
"","","","","0","","","91","6214","6214061",""
"wac_birthday_idle_normal","","1","","106611","","0.2","3","6214","6214062",""
"wac_birthday_talk_wish","","1","","106731","","0.2","3","6214","6214063",""
"vo_wac_06214_002","0","0","","vo_wac_06214","","","21","6214","6214064",""
"ふふ、ごめんごめん、冗談だよ～\n……ふふ、ありがとうね。\nとってもうれしいな♪","1","10","0.5","106731","0","0","11","6214","6214065","1"
"","","","","0","","","91","6214","6214066",""
"wac_birthday_talk_smile","","1","","106731","","0.2","3","6214","6214067",""
"vo_wac_06214_003","0","0","","vo_wac_06214","","","21","6214","6214068",""
"カヤちゃんも君も、ありがとうね。\nんんー、今日はいい日だな～☆\n私からのお礼、楽しみに待っててね♪","1","10","0.5","106731","0","0","11","6214","6214069","1"
"","","","","0","","","91","6214","6214070",""
"","","","","0","","","22","6214","6214071",""
"bgm_M321_2C","","","","bgm_M321","","","25","8014","8014001",""
"104411","-1000","250","wac_birthday_idle_normal","1","0","2","1","8014","8014002","-70"
"103111","170","256","wac_birthday_shinobu_idle_wish","1","1","2","1","8014","8014003","-260"
"100711","270","259","wac_birthday_idle_smile","1","1","2","1","8014","8014004","-310"
"102211","400","257","wac_birthday_idle_normal","1","1","2","1","8014","8014005","-270"
"100611","500","258","wac_birthday_idle_smile","1","1","2","1","8014","8014006","-310"
"300","","","","104411","","","13","8014","8014007",""
"300","","","","103111","","","13","8014","8014008",""
"600","0","0","","600","","1","31","8014","8014009","1"
"602","0","0","","602","","0","31","8014","8014010","1"
"603","0","0","","603","","0","31","8014","8014011","1"
"604","60","30","","604","","1","31","8014","8014012","1"
"610","0","0","","610","","1","31","8014","8014013","1"
"700","0","0","","700","","0","31","8014","8014014","1"
"701","0","0","","701","","0","31","8014","8014015","1"
"702","0","0","","702","","0","31","8014","8014016","1"
"800","0","0","","800","","0","31","8014","8014017","1"
"906","60","30","","906","","1","31","8014","8014018","1"
"","","","","1","","","93","8014","8014019",""
"wac_birthday_reaction_05","wac_birthday_reaction_03","0","","100711","0.2","0.2","3","8014","8014020","1"
"wac_birthday_shinobu_reaction_04","wac_birthday_shinobu_reaction_01","0","","103111","0.2","0.2","3","8014","8014021","1"
"","","","","0.1","","","93","8014","8014022",""
"wac_birthday_reaction_01","wac_birthday_reaction_04","0","","102211","0.2","0.2","3","8014","8014023","1"
"wac_birthday_reaction_05","wac_birthday_reaction_03","0","","100611","0.2","0.2","3","8014","8014024","1"
"","","","","0.3","","","93","8014","8014025",""
"wac_birthday_run_01","","1","","104411","","0.2","3","8014","8014026",""
"0","3","-70","","104411","","","2","8014","8014027",""
"","","","","2.5","","","93","8014","8014028",""
"1","","","","602","","","32","8014","8014029",""
"","","","","0.6","","","93","8014","8014030",""
"0","","","","600","","","32","8014","8014031",""
"0","","","","610","","","32","8014","8014032",""
"0","","","","604","","","32","8014","8014033",""
"1","","","","701","","","32","8014","8014034",""
"0","0.01","0","","906","","","33","8014","8014035",""
"wac_birthday_blowout_01","wac_birthday_wish_02","0","","104411","0.2","0.2","3","8014","8014036","1"
"-200","0.01","-330","","104411","","","2","8014","8014037",""
"wac_birthday_shinobu_idle_wish","","1","","103111","","0.2","3","8014","8014038",""
"150","0.01","-320","","103111","","","2","8014","8014039",""
"wac_birthday_idle_smile","","1","","100711","","0.2","3","8014","8014040",""
"265","0.01","-360","","100711","","","2","8014","8014041",""
"wac_birthday_idle_normal","","1","","102211","","0.2","3","8014","8014042",""
"400","0.01","-320","","102211","","","2","8014","8014043",""
"wac_birthday_idle_smile","","1","","100611","","0.2","3","8014","8014044",""
"500","0.01","-340","","100611","","","2","8014","8014045",""
"","","","","0","","","93","8014","8014046",""
"1","","","","800","","","32","8014","8014047",""
"","","","","0.7","","","93","8014","8014048",""
"1","","","","702","","","32","8014","8014049",""
"","","","","0.5","","","93","8014","8014050",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","8014","8014051",""
"0","","","","701","","","32","8014","8014052",""
"","","","","0.4","","","93","8014","8014053",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","8014","8014054",""
"1","","","","700","","","32","8014","8014055",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","8014","8014056",""
"wac_birthday_shinobu_clap_to_wish","wac_birthday_shinobu_idle_wish","0","","103111","0.2","0.2","3","8014","8014057","1"
"wac_birthday_clap","wac_birthday_idle_normal","0","","102211","0.2","0.2","3","8014","8014058","1"
"","","","","0.1","","","93","8014","8014059",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","100711","0.2","0.2","3","8014","8014060","1"
"","","","","0.1","","","93","8014","8014061",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","100611","0.2","0.2","3","8014","8014062","1"
"","","","","2","","","93","8014","8014063",""
"","","","","1","","","131","8014","8014064",""
"vo_wac_08014_000","0","0","","vo_wac_08014","","","21","8014","8014065",""
"おお、わらわの誕生日祝いか！\nうむうむ！　お主らも夜を統べるものの\n従者としての振る舞いを理解してきた\nようじゃのう！","1","10","0.5","104411","0","0","11","8014","8014066","1"
"","","","","0","","","91","8014","8014067",""
"wac_birthday_idle_normal","","1","","104411","","0.2","3","8014","8014068",""
"wac_birthday_shinobu_talk_wish","","1","","103111","","0.2","3","8014","8014069",""
"vo_wac_08014_002","0","0","","vo_wac_08014","","","21","8014","8014070",""
"従者かどうかは\nちょっとわからないですけど、\nお祝いしたいと思ったので……\nお誕生日、おめでとうございます。","1","10","0.5","103111","0","0","11","8014","8014071","1"
"","","","","0","","","91","8014","8014072",""
"wac_birthday_shinobu_idle_wish","","1","","103111","","0.2","3","8014","8014073",""
"wac_birthday_talk_doya","","1","","104411","","0.2","3","8014","8014074",""
"vo_wac_08014_003","0","0","","vo_wac_08014","","","21","8014","8014075",""
"みなの粋な計らい、褒めてつかわすぞ。\nお主も駆けつけてくれたのじゃな。\n我が眷属としての忠勤、大儀である。","1","10","0.5","104411","0","0","11","8014","8014076","1"
"","","","","0","","","91","8014","8014077",""
"wac_birthday_talk_smile","","1","","104411","","0.2","3","8014","8014078",""
"vo_wac_08014_004","0","0","","vo_wac_08014","","","21","8014","8014079",""
"ふふ。長き時を生きてきたわらわが\n誕生日で心を動かされるとは……\n力を取り戻した暁には\nみなの気持ちにきちんと報いねばのう！","1","10","0.5","104411","0","0","11","8014","8014080","1"
"","","","","0","","","91","8014","8014081",""
"","","","","0","","","22","8014","8014082",""
"bgm_M321_2C","","","","bgm_M321","","","25","8514","8514001",""
"102311","-1000","250","wac_birthday_idle_normal","1","0","2","1","8514","8514002","-70"
"102111","200","256","wac_birthday_idle_wish","1","1","2","1","8514","8514003","-270"
"102811","310","258","wac_birthday_idle_normal","1","1","2","1","8514","8514004","-310"
"102511","445","257","wac_birthday_idle_smile","1","1","2","1","8514","8514005","-290"
"300","","","","102311","","","13","8514","8514006",""
"300","","","","102111","","","13","8514","8514007",""
"600","0","0","","600","","1","31","8514","8514008","1"
"602","0","0","","602","","0","31","8514","8514009","1"
"603","0","0","","603","","0","31","8514","8514010","1"
"604","60","30","","604","","1","31","8514","8514011","1"
"610","0","0","","610","","1","31","8514","8514012","1"
"700","0","0","","700","","0","31","8514","8514013","1"
"701","0","0","","701","","0","31","8514","8514014","1"
"702","0","0","","702","","0","31","8514","8514015","1"
"800","0","0","","800","","0","31","8514","8514016","1"
"907","60","30","","907","","1","31","8514","8514017","1"
"","","","","1","","","93","8514","8514018",""
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","102111","0.2","0.2","3","8514","8514019","1"
"","","","","0.1","","","93","8514","8514020",""
"wac_birthday_reaction_01","wac_birthday_reaction_04","0","","102811","0.2","0.2","3","8514","8514021","1"
"wac_birthday_reaction_05","wac_birthday_reaction_03","0","","102511","0.2","0.2","3","8514","8514022","1"
"","","","","0.3","","","93","8514","8514023",""
"wac_birthday_run_01","","1","","102311","","0.2","3","8514","8514024",""
"0","3","-70","","102311","","","2","8514","8514025",""
"","","","","2.5","","","93","8514","8514026",""
"1","","","","602","","","32","8514","8514027",""
"","","","","0.6","","","93","8514","8514028",""
"0","","","","600","","","32","8514","8514029",""
"0","","","","610","","","32","8514","8514030",""
"0","","","","604","","","32","8514","8514031",""
"1","","","","701","","","32","8514","8514032",""
"0","0.01","0","","907","","","33","8514","8514033",""
"wac_birthday_blowout_01","wac_birthday_wish_02","0","","102311","0.2","0.2","3","8514","8514034","1"
"-200","0.01","-330","","102311","","","2","8514","8514035",""
"wac_birthday_idle_wish","","1","","102111","","0.2","3","8514","8514036",""
"180","0.01","-320","","102111","","","2","8514","8514037",""
"wac_birthday_idle_normal","","1","","102811","","0.2","3","8514","8514038",""
"290","0.01","-360","","102811","","","2","8514","8514039",""
"wac_birthday_idle_smile","","1","","102511","","0.2","3","8514","8514040",""
"425","0.01","-340","","102511","","","2","8514","8514041",""
"","","","","0","","","93","8514","8514042",""
"1","","","","800","","","32","8514","8514043",""
"","","","","0.7","","","93","8514","8514044",""
"1","","","","702","","","32","8514","8514045",""
"","","","","0.5","","","93","8514","8514046",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","8514","8514047",""
"0","","","","701","","","32","8514","8514048",""
"","","","","0.4","","","93","8514","8514049",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","8514","8514050",""
"1","","","","700","","","32","8514","8514051",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","8514","8514052",""
"wac_birthday_clap_to_wish","wac_birthday_idle_wish","0","","102111","0.2","0.2","3","8514","8514053","1"
"","","","","0.1","","","93","8514","8514054",""
"wac_birthday_clap","wac_birthday_idle_normal","0","","102811","0.2","0.2","3","8514","8514055","1"
"","","","","0.1","","","93","8514","8514056",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","102511","0.2","0.2","3","8514","8514057","1"
"","","","","2","","","93","8514","8514058",""
"","","","","1","","","131","8514","8514059",""
"vo_wac_08514_000","0","0","","vo_wac_08514","","","21","8514","8514060",""
"わあ～！　ケーキだあ～♪\nすっごくおいしそうだね、ぷうきち！\nもしかして……私の誕生日ケーキ……？","1","10","0.5","102311","0","0","11","8514","8514061","1"
"","","","","0","","","91","8514","8514062",""
"wac_birthday_idle_smile","","1","","102311","","0.2","3","8514","8514063",""
"wac_birthday_talk_smile","","1","","102111","","0.2","3","8514","8514064",""
"vo_wac_08514_001","0","0","","vo_wac_08514","","","21","8514","8514065",""
"そうだよ♪　お誕生日、おめでとう♪\nお兄ちゃんに教わって作ったんだ。\nよろこんでもらえたらうれしいな……♪","1","10","0.5","102111","0","0","11","8514","8514066","1"
"","","","","0","","","91","8514","8514067",""
"wac_birthday_idle_smile","","1","","102111","","0.2","3","8514","8514068",""
"wac_birthday_talk_wish","","1","","102311","","0.2","3","8514","8514069",""
"vo_wac_08514_002","0","0","","vo_wac_08514","","","21","8514","8514070",""
"すっごくうれしいよ！\nクルミとみんなと、\nそれにおにいちゃんと……\n私の大切な人に囲まれて……","1","10","0.5","102311","0","0","11","8514","8514071","1"
"","","","","0","","","91","8514","8514072",""
"wac_birthday_talk_smile","","1","","102311","","0.2","3","8514","8514073",""
"vo_wac_08514_003","0","0","","vo_wac_08514","","","21","8514","8514074",""
"本当に、幸せだなあ……♪\nみんな、改めてこれからもよろしくね！","1","10","0.5","102311","0","0","11","8514","8514075","1"
"","","","","0","","","91","8514","8514076",""
"","","","","0","","","22","8514","8514077",""
"bgm_M321_2C","","","","bgm_M321","","","25","8614","8614001",""
"105911","-1000","250","wac_birthday_idle_normal","1","0","2","1","8614","8614002","-70"
