4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36
"105554","105284","14","105133","105135","105134","105553","101601"
"105555","105345","15","105134","105136","105135","105554","101601"
"105556","105286","16","105135","105137","105136","105555","101601"
"105557","105287","17","105136","106131","105137","105556","101601"
"106551","106341","18","105137","106132","106131","105557","101601"
"106552","106282","19","106131","106133","106132","106551","101601"
"106553","106283","20","106132","107131","106133","106552","101601"
"107551","107491","21","106133","107132","107131","106553","101601"
"107552","107492","22","107131","107133","107132","107551","101601"
"107553","107343","23","107132","108131","107133","107552","101601"
"108551","108431","24","107133","108132","108131","107553","101601"
"108552","108492","25","108131","108133","108132","108551","101601"
"108553","108343","26","108132","108134","108133","108552","101601"
"108554","108434","27","108133","109131","108134","108553","101601"
"109551","109341","28","108134","109132","109131","108554","101601"
"109552","109432","29","109131","109133","109132","109551","101601"
"109553","109493","30","109132","109134","109133","109552","101601"
"109554","109494","31","109133","10013032","109134","109553","101601"
"10055032","10034032","32","109134","10013033","10013032","109554","101601"
"10055033","10043033","33","10013032","10013034","10013033","10055032","101601"
"10055034","999999","34","10013033","999999","10013034","10055033","101601"
"101071","101281","1","101431","101101","101071","101551","101701"
"101551","102341","2","102431","102101","102071","101551","101701"
"102551","102342","3","102432","103071","102101","102551","101701"
"102552","103341","4","103431","103101","103071","102552","101701"
"103551","103342","5","103432","103072","103101","103551","101701"
"103342","103343","6","103432","104101","103072","103582","101701"
"103072","104341","7","103553","104102","104101","103552","101701"
"104551","104342","8","104101","104103","104102","103553","101701"
"104552","104343","9","104102","104104","104103","104551","101701"
"104554","104344","10","104103","105101","104104","104552","101701"
"105551","105341","11","104104","105102","105101","104553","101701"
"105552","105282","12","105101","105103","105102","105551","101701"
"105553","105343","13","105102","105104","105103","105552","101701"
"105554","105344","14","105103","105105","105104","105553","101701"
"105555","105285","15","105104","105106","105105","105554","101701"
"105556","105286","16","105105","105107","105106","105555","101701"
"105557","105287","17","105106","106101","105107","105556","101701"
"106551","106341","18","105107","106102","106101","105557","101701"
"106552","106282","19","106101","106103","106102","106551","101701"
"106553","106283","20","106102","107101","106103","106552","101701"
"107551","107341","21","106103","107102","107101","106553","101701"
"107552","107492","22","107101","107103","107102","107551","101701"
"107553","107493","23","107102","108101","107103","107552","101701"
"108551","108401","24","107103","108102","108101","107553","101701"
"108552","108342","25","108101","108103","108102","108551","101701"
"108553","108403","26","108102","108104","108103","108552","101701"
"108554","108434","27","108103","109101","108104","108553","101701"
"109551","109341","28","108104","109102","109101","108554","101701"
"109552","109432","29","109101","109103","109102","109551","101701"
"109553","109343","30","109102","109104","109103","109552","101701"
"109554","109434","31","109103","10010032","109104","109553","101701"
"10055032","10034032","32","109104","10010033","10010032","109554","101701"
"10055033","10043033","33","10010032","10010034","10010033","10055032","101701"
"10055034","999999","34","10010033","999999","10010034","10055033","101701"
"101611","101371","1","101521","101251","101251","101611","101801"
"101611","102371","2","102461","102222","102221","101611","101801"
"102611","102372","3","102521","103221","102222","102611","101801"
"102613","103521","4","103611","103252","103221","102613","101801"
"103611","103371","5","103522","103222","103252","103611","101801"
"103371","103372","6","103522","104221","103222","103613","101801"
"103583","104371","7","103614","104222","104521","103613","101801"
"104581","104372","8","104461","104223","104222","103583","101801"
"104612","104523","9","104522","104224","104223","104581","101801"
"104613","104373","10","104462","105221","104224","104582","101801"
"105611","105371","11","104463","105222","105221","104583","101801"
"105612","105372","12","105521","105223","105222","105581","101801"
"105613","105373","13","105522","105224","105223","105582","101801"
"105614","105523","14","105462","105225","105224","105583","101801"
"105615","105375","15","105523","105226","105225","105584","101801"
"105616","105524","16","105375","105227","105226","105585","101801"
"105617","105377","17","105524","106221","105227","105586","101801"
"106611","106371","18","105377","106222","106221","105587","101801"
"106612","106521","19","106371","106223","106222","106581","101801"
"106613","106462","20","106372","107221","106223","106582","101801"
"107611","107461","21","106462","107222","107221","106583","101801"
"107612","107462","22","107461","107223","107222","107581","101801"
"107613","107463","23","107462","108221","107223","107582","101801"
"108611","108521","24","107463","108222","108221","107583","101801"
"108612","108462","25","108521","108223","108222","108581","101801"
"108613","108523","26","108462","108224","108223","108582","101801"
"108614","108524","27","108523","109221","108224","108583","101801"
"109611","109461","28","108524","109222","109221","108584","101801"
"109612","109522","29","109461","109223","109222","109581","101801"
"109613","109463","30","109522","109224","109223","109582","101801"
"109614","109524","31","109463","10022032","109224","109583","101801"
"10061032","10046032","32","109524","10022033","10022032","109584","101801"
"10061033","10046033","33","10046032","10022034","10022033","10058032","101801"
"10061034","999999","34","10046033","999999","10022034","10058033","101801"
"101581","101281","1","101401","101011","101191","101551","102001"
"101281","102311","2","102493","102013","102011","101551","102001"
"102581","102312","3","102401","103011","102192","102551","102001"
"102432","103281","4","103431","103012","103011","102552","102001"
"103431","103282","5","103491","103013","103192","103551","102001"
"103401","103283","6","103491","104011","103013","103552","102001"
"103583","104281","7","103553","104012","104191","103552","102001"
"104551","104282","8","104491","104013","104192","103553","102001"
"104552","104402","9","104432","104014","104193","104551","102001"
"104553","104284","10","104402","105011","104194","104552","102001"
"105551","105401","11","104433","105012","105191","104554","102001"
"105552","105312","12","105401","105013","105192","105551","102001"
"105553","105491","13","105431","105014","105193","105552","102001"
"105554","105432","14","105491","105015","105194","105553","102001"
"105555","105345","15","105432","105016","105195","105554","102001"
"105556","105286","16","105345","105017","105196","105555","102001"
"105557","105287","17","105286","106011","105197","105556","102001"
"106551","106281","18","105287","106192","106191","105557","102001"
"106552","106282","19","106281","106013","106192","106551","102001"
"106553","106283","20","106282","107011","106193","106552","102001"
"107551","107491","21","106283","107012","107191","106553","102001"
"107552","107282","22","107491","107013","107192","107551","102001"
"107553","107283","23","107282","108011","107193","107552","102001"
"108551","108431","24","107283","108012","108191","107553","102001"
"108552","108312","25","108431","108013","108192","108551","102001"
"108553","108313","26","108312","108014","108193","108552","102001"
"108554","108314","27","108313","109011","108194","108553","102001"
"109551","109401","28","108314","109012","109191","108554","102001"
"109552","109282","29","109401","109013","109192","109551","102001"
"109553","109283","30","109282","109014","109193","109552","102001"
"109554","109284","31","109283","10001032","109194","109553","102001"
"10055032","10040032","32","109284","10001033","10019032","109554","102001"
"10055033","10040033","33","10040032","10001034","10019033","10055032","102001"
"10055034","999999","34","10040033","999999","10019034","10055033","102001"
"101551","101281","1","101191","101191","101431","101581","102101"
"101431","102311","2","102191","102192","102431","101581","102101"
"102191","102282","3","102192","103191","102401","102551","102101"
