c82df534912f94c8f10ca6a5d361b48aaf406827ffbefdc03c0e551192f4a12f,caca9aed9e478b5a588eb1e5a9228999309fc1d5b8ce6147e93f6d1921b7f6bd,cabc7928adc5b4fe18f744bd896a4e2b38cc41ffe8c8c677f0e9834686b86b77,66ed0cb2deb50380ac90bf124b59cc361b7d932a6b4bd2129233ce78e769012f,e573d1aa7e495322186561499c7639bac7b6df3cd490ff71bb379af160636f9d,0a62796f2e407313685e34b6b6c1c585a9cebba924e4b825651e653065adfe68,6fe271683d3e217dfd406d405a6b56d9ed670c9c5639677e37e0450f9736e723,23dab71f8aee0a264640cfb942496deb3fe4cffba14c129eb96610e35f033863,645b1f13dae2bfdf5f2236e2664b4a3406ed5a02b7d28e5e94d904d8c8230822,9ac3ee279726349587a9f8785ab069ea31c21ed7bfd71be7293bc126c571ea31,09e889979e5eddf7a715cd531be62e312c361c50bb679258675acef58eecbf5c,8a02aecf8a7d46fa311af211b2d53fb8962188b3933cb3208e7cd687165f865f,8499104003ff51583dd16f44a30c8bdfd9ea4ec979b9628b3e7225b980bd9924,ec2c9bd5ef5bcd713c29000350c040d9a24d4079b3e7fbf4b285715f3249b460,d084197aba71bb3e9087d3c348ab126b9925ffd732b08436c3b4ebe272f456e3,8452d43709c047da13d979ba7cec9c2a2a4e9eb73e49adb602a262a7d28e712e,c836ffd2a044d94e1c841ebbbed60c7807d36a4bcd8be4c411da87303dbc562a,332d290352156779c7c763016efb87672351c0429577f9506081003f7bf2c964,1546dd24393acb240274121433b618fffc401b9ba06f5f34d2e46db477056b4d,1b24af17b78ba10c9535dec478bfd5a8cfd85bcbe94c344c9f405eb2744a52f2
"1230","格闘技で、ただのノックアウトとは異なった特殊な判定である「TKO」。この「T」は何の略？","12459","5","5","5","1","テクニカル","12463","12491","これ、何と言う？","2","","2","12523","0","5","5","12486","テクニカル"
"1231","ボクシングの階級で「ライト」などのつくものを省いて考えた場合、「ミドル級とライト級の間」は何？","12479","5","5","5","1","ウェルター","12455","12523","これ、何と言う？","3","","2","12540","0","5","5","12454","ウェルター級"
"1232","狩猟のために生まれた武器。「くの字型」をしており、投げた後Uターンして手元に戻ってくる","12521","5","5","5","1","ブーメラン","12540","12513","これ、何と言う？","1","","2","12531","0","5","5","12502","ブーメラン"
"1233","「死霊使い」とも呼ばれる、ファンタジーでもおなじみの存在。死者を蘇らせ操る術を持つ","12510","5","5","5","1","ネクロマン","12463","12525","これ、何と言う？","2","","2","12531","0","5","5","12493","ネクロマンサー"
"1234","かつての剣闘士（グラディエーター）が用いた、幅広の剣","12451","5","5","5","1","グラディウ","12521","12487","これ、何と言う？","2","","2","12454","0","5","5","12464","グラディウス"
"1235","「コロシアム」「コロセウム」とも表記される、非常によく知られた円形闘技場","12475","5","5","5","1","コロッセオ","12525","12483","これ、何と言う？","1","","2","12458","0","5","5","12467","コロッセオ"
"1236","球技スポーツで、そちらに目線を向けることなくパスをして、相手を出し抜くテクニックのこと","12483","5","5","5","1","ノールック","12540","12523","これ、何と言う？","2","","2","12463","0","5","5","12494","ノールックパス"
"1237","護身用や警官が持つ装備として知られた、手持ちサイズの武器。高圧の電撃で相手を無力化する","12460","5","5","5","1","スタンガン","12479","12531","これ、何と言う？","1","","2","12531","0","5","5","12473","スタンガン"
"1238","西遊記の「孫悟空」が武器に使った、自由自在に拡大・縮小できる棒","12412","4","4","4","1","にょいぼう","12423","12356","これ、何と言う？","1","","2","12358","0","4","4","12395","にょいぼう"
"1239","「死神」が持つと言われる大きな鎌のこと","12452","5","5","5","1","デスサイズ","12473","12469","これ、何と言う？","3","","2","12474","0","5","5","12487","デスサイズ"
"1240","『ホマレ』が持つ能力で、発動中は遠く離れたものも見ることができる","12364","4","4","4","1","りゅうがん","12421","12358","これ、何と言う？","2","","1","12435","1240","4","4","12426","りゅうがん"
"1241","スポーツにおいて、薬物などの禁止された手段を用いて、不当に能力を高めること","12531","5","5","5","1","ドーピング","12540","12500","これ、何と言う？","1","","2","12464","0","5","5","12489","ドーピング"
"1242","野球の投球における球種の一つ。文字通り、スルリと滑るような変化をすることから","12480","5","5","5","1","スライダー","12521","12452","これ、何と言う？","1","","2","12540","0","5","5","12473","スライダー"
"1243","野球の投球における球種の一つ。球が1回転する間に、縫い目が合計で2回通過することから","12540","5","5","5","1","ツーシーム","12540","12471","これ、何と言う？","3","","2","12512","0","5","5","12484","ツーシーム"
"1244","広義にはスポーツ全般の審判員を指すが、一般には特に野球の審判員を指すことが多い","12452","5","5","5","1","アンパイア","12531","12497","これ、何と言う？","2","","2","12450","0","5","5","12450","アンパイア"
"1245","野球の試合の、開催形式の分類。時間帯によって、2つに分かれる","12540","5","5","5","1","デイゲーム","12452","12466","これ、何と言う？","2","","2","12512","0","5","5","12487","ナイター⇔デイゲーム"
"1246","サッカーで「アディショナルタイム」と呼ばれるルールの、かつての呼び方","12452","5","5","5","1","ロスタイム","12473","12479","これ、何と言う？","1","","2","12512","0","5","5","12525","ロスタイム"
"1247","サッカーで、サイドから中央のゴール付近の味方へ大きなパスを出すこと","12522","5","5","5","1","センタリン","12531","12479","これ、何と言う？","2","","2","12531","0","5","5","12475","センタリング"
"1248","サッカーで、間違って自陣側のゴールにボールを入れてしまい、相手に得点が入ること","12468","5","5","5","1","オウンゴル","12454","12531","これ、何と言う？","1","オウンゴール","2","12523","0","5","5","12458","オウンゴール"
"1249","多くのスポーツで、相手の意表を突くためにわざと行う「ふり動作」のこと。「フェイク」とも","12531","5","5","5","1","フェイント","12455","12452","これ、何と言う？","1","","2","12488","0","5","5","12501","フェイント"
"1250","力士の間で、お礼を言うときに広く使われるあいさつ。昨今は相撲以外の一般層にも浸透している","12353","4","4","4","1","ごっつぁん","12387","12388","これ、何と言う？","3","","2","12435","0","4","4","12372","ごっつぁんです"
"1251","オリンピックで、トーチに灯した火をランナーが次々と受け継いで、会場までリレーをする催し","12524","5","5","5","1","聖火リレー","28779","12522","これ、何と言う？","1","","2","12540","0","6","6","32854","聖火リレー"
"1252","野球の野手が、大きく頭から飛び込んで打球をキャッチするプレー。成功すると非常に盛り上がる","12531","5","5","5","1","ダイビング","12452","12499","これ、何と言う？","2","","2","12464","0","5","5","12480","ダイビングキャッチ"
"1253","野球の捕手が、判定の際どいボールを、自分がうまく動くことで審判にストライクと判定させる技術","12531","5","5","5","1","フレミング","12524","12511","これ、何と言う？","3","フレーミング","2","12464","0","5","5","12501","フレーミング"
"1255","『ペコリーヌ』のユニオンバースト","12452","5","5","5","1","ストライク","12488","12521","これ、何と言う？","1","","1","12463","1255","5","5","12473","プリンセスストライク"
"1256","プリコネRのバトルで、「物理攻撃で与えられるダメージ」に大きくかかわるステータス","25731","6","6","6","1","物理攻撃力","29702","25915","これ、何と言う？","1","","1","21147","0","6","6","29289","物理攻撃力"
"1257","プリコネRのバトルで、「魔法攻撃で与えられるダメージ」に大きくかかわるステータス","25731","6","6","6","1","魔法攻撃力","27861","25915","これ、何と言う？","1","","1","21147","0","6","6","39764","魔法攻撃力"
"1258","プリコネRのバトルで、「物理攻撃で受けるダメージ」に大きくかかわるステータス","24481","6","6","6","1","物理防御力","29702","38450","これ、何と言う？","1","","1","21147","0","6","6","29289","物理防御力"
"1259","プリコネRのバトルで、「魔法攻撃で受けるダメージ」に大きくかかわるステータス","24481","6","6","6","1","魔法防御力","27861","38450","これ、何と言う？","1","","1","21147","0","6","6","39764","魔法防御力"
"1260","プリコネRのバトルに関わる強化方法で、「才能開花」をするために必要なアイテム","12500","5","5","5","1","メモリピス","12514","12522","これ、何と言う？","1","メモリーピース","1","12473","0","5","5","12513","メモリーピース"
"1261","『ミミ』のユニオンバースト","12471","5","5","5","1","スラッシュ","12521","12483","これ、何と言う？","3","","1","12517","1261","5","5","12473","うさぎさんスラッシュ"
"1262","『マコト』のユニオンバースト","12455","5","5","5","1","ウルフェン","12523","12501","これ、何と言う？","3","","1","12531","1262","5","5","12454","ウルフェンバイト"
"1263","『シノブ』のユニオンバースト","12488","5","5","5","1","ファントム","12449","12531","これ、何と言う？","3","","1","12512","5108","5","5","12501","ファントムテラー"
"1264","『エリコ』のユニオンバースト","12471","5","5","5","1","パニッシュ","12491","12483","これ、何と言う？","3","","1","12517","1264","5","5","12497","デッドリーパニッシュ"
"1265","『カオリ』のユニオンバースト","12450","5","5","5","1","ナクルアロ","12463","12523","これ、何と言う？","3","琉球犬ナックルアロー","1","12525","2268","5","5","12490","琉球犬ナックルアロー"
"1266","『ルナ』のユニオンバースト","12488","5","5","5","1","ファントム","12449","12531","これ、何と言う？","3","","1","12512","1266","5","5","12501","ファントムハウル"
"1267","『モニカ（★6）』のユニオンバースト","37782","6","6","6","1","雷閃撃鎖斬","38275","25731","これ、何と言う？","3","","1","26028","1267","6","6","38647","旋風雷閃撃鎖斬"
"2001","どんなにつらくても辛抱していれば、やがて報われること","12358","4","4","4","2","いしのうえ","12375","12398","このことわざ、何と言う？","1","","2","12360","0","4","4","12356","いしのうえにも三年"
"2002","童話「浦島太郎」で、竜宮城から帰った浦島太郎が開けた箱","12400","4","4","4","2","たまてばこ","12414","12390","これ、何と言う？","1","","2","12371","0","4","4","12383","たまてばこ"
"2003","いろはうたで「いろはにほへと」に続く5文字","12427","4","4","4","2","ちりぬるを","12426","12396","これ、何と言う？","1","","2","12434","0","4","4","12385","ちりぬるを"
"2004","いろはうたで「わかよたれそ」に続く5文字","12425","4","4","4","2","つねならむ","12397","12394","これ、何と言う？","2","","2","12416","0","4","4","12388","つねならむ"
"2005","いろはうたで「うゐのおくやま」に続く5文字","12360","4","4","4","2","けふこえて","12405","12371","これ、何と言う？","3","","2","12390","0","4","4","12369","けふこえて"
"2006","有名な俳句「○○○○○　蛙飛び込む　水の音」","12369","4","4","4","2","ふるいけや","12427","12356","空欄に入るのは？","2","","2","12420","0","4","4","12405","ふるいけや"
"2007","有名な俳句「夏草や　兵どもが　○○○○○」","12354","4","4","4","2","ゆめのあと","12417","12398","空欄に入るのは？","2","","2","12392","0","4","4","12422","ゆめのあと"
"2008","有名な俳句「秋深き　隣は何を　○○○○○」","12392","4","4","4","2","するひとぞ","12427","12402","空欄に入るのは？","3","","2","12382","0","4","4","12377","するひとぞ"
