1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009803029","1009803","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009803030","1009803","93","0.5","","","","","","",""
"1009803031","1009803","12","100411","10","0.5","","","0","0",""
"1009803032","1009803","3","100411","lsv_smile2","0","lsv_idle_normal","1","0","0.2",""
"1009803033","1009803","12","103611","10","0.5","","","0","0",""
"1009803034","1009803","3","103611","lsv_smile2","0","lsv_idle_normal","1","0","0.2",""
"1009803035","1009803","12","102011","10","0.5","","","0","0",""
"1009803036","1009803","3","102011","lsv_smile2","0","lsv_idle_normal","1","0","0.2",""
"1009803037","1009803","93","2","","","","","","",""
"1009803038","1009803","4","103611","0","","","","","",""
"1009803039","1009803","3","103611","lsv_walk","1","","","0.2","",""
"1009803040","1009803","2","103611","200","-235","0.5","0","","",""
"1009803041","1009803","93","0.5","","","","","","",""
"1009803042","1009803","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009803043","1009803","93","0","","","","","","",""
"1009803044","1009803","4","103611","1","","","","","",""
"1009803045","1009803","93","0.6","","","","","","",""
"1009803046","1009803","3","102011","lsv_talk_memory_dere2","1","","","0.2","",""
"1009803047","1009803","21","vo_lsv","vo_lsv_0321","0","0","","","",""
"1009803048","1009803","11","102011","크레이프, 맛있었지~\n미미, 너무 많이 먹은 것 같아…\n에헤헤♪","10","1","1","0","0","0"
"1009803049","1009803","91","0","","","","","","",""
"1009803050","1009803","3","102011","lsv_idle_memory","1","","","0.2","",""
"1009803051","1009803","3","100411","lsv_talk_normal","1","","","0.2","",""
"1009803052","1009803","21","vo_lsv","vo_lsv_0322","0","0","","","",""
"1009803053","1009803","11","100411","평범하게 맛있었어!\n정말로, 평범하게!\n…아, 좋은 의미로 말한 거다?","10","1","1","0","0","0"
"1009803054","1009803","91","0","","","","","","",""
"1009803055","1009803","3","100411","lsv_idle_normal_joyR","1","","","0.2","",""
"1009803056","1009803","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009803057","1009803","3","103611","lsv_talk_sad","1","","","0.2","",""
"1009803058","1009803","21","vo_lsv","vo_lsv_0323","0","0","","","",""
"1009803059","1009803","11","103611","깊게 묻지는 않을게…\n그건 그렇고, 도서관에서는\n아무것도 알아내지 못했네.","10","1","1","0","0","0"
"1009803060","1009803","91","0","","","","","","",""
"1009803061","1009803","3","103611","lsv_idle_sad","1","","","0.2","",""
"1009803062","1009803","3","100411","lsv_talk_cool_normal2_loop","1","","","0.2","",""
"1009803063","1009803","21","vo_lsv","vo_lsv_0324","0","0","","","",""
"1009803064","1009803","11","100411","뭐, 그만큼 책이 있으면\n뮤뮤에 대해 알 수 있는\n책도 언젠가 찾을 수 있을 거야!","10","1","1","0","0","0"
"1009803065","1009803","91","0","","","","","","",""
"1009803066","1009803","3","100411","lsv_idle_cool","1","","","0.2","",""
"1009803067","1009803","3","103611","lsv_talk_joy3_dere","1","","","0.2","",""
"1009803068","1009803","21","vo_lsv","vo_lsv_0325","0","0","","","",""
"1009803069","1009803","11","103611","…응, 그러네.\n또 다 함께 가보자.","10","1","1","0","0","0"
"1009803070","1009803","91","0","","","","","","",""
"1009803071","1009803","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009803072","1009803","3","102011","lsv_look_talk_normal","1","","","0.2","",""
"1009803073","1009803","21","vo_lsv","vo_lsv_0326","0","0","","","",""
"1009803074","1009803","11","102011","아, 그러고 보니…\n오빠, 도서관에서 책을\n빌렸지? 어떤 책이야?","10","1","1","0","0","0"
"1009803075","1009803","91","0","","","","","","",""
"1009803076","1009803","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009803077","1009803","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009803078","1009803","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009803079","1009803","93","0.1","0","","","","","",""
"1009803080","1009803","2","100411","-420","-220","0.33","2","","0.2",""
"1009803081","1009803","2","103611","452","-235","0.33","2","","0.2",""
"1009803082","1009803","2","102011","-545","-250","0.33","2","","0.2",""
"1009803083","1009803","22","0","0","1","","","0.2","",""
"1009803084","1009803","103","만화책","1009803087","0","","","","",""
"1009803085","1009803","103","그림책","1009803111","0","","","","",""
"1009803086","1009803","103","소설","1009803135","0","","","","",""
"1009803087","1009803","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009803088","1009803","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009803089","1009803","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009803090","1009803","93","0.1","0","","","","","",""
"1009803091","1009803","2","100411","-100","-220","0.33","2","","0.2",""
"1009803092","1009803","2","103611","200","-235","0.33","2","","0.2",""
"1009803093","1009803","2","102011","-270","-250","0.33","2","","0.2",""
"1009803094","1009803","93","0.7","0","","","","","",""
"1009803095","1009803","3","100411","lsv_surprise3_kira","0","lsv_surprise3_kira_loop","1","0","0.2",""
"1009803096","1009803","21","vo_lsv","vo_lsv_0327","0","0","","","",""
"1009803097","1009803","11","100411","엇, 만화책 있었어!?\n미소기도 읽고 싶어~!\n오빠, 같이 읽자!","10","1","1","0","0","0"
"1009803098","1009803","91","0","","","","","","",""
"1009803099","1009803","3","100411","lsv_idle_joy_dere","1","","","0.2","",""
"1009803100","1009803","3","102011","lsv_talk_guts2_joy2","0","lsv_talk_guts2_joy2_loop","1","0","0.2",""
"1009803101","1009803","21","vo_lsv","vo_lsv_0328","0","0","","","",""
"1009803102","1009803","11","102011","미미도 읽고 싶어~!","10","1","1","0","0","0"
"1009803103","1009803","91","0","","","","","","",""
"1009803104","1009803","3","102011","lsv_idle_guts2_joy2","1","","","0.2","",""
"1009803105","1009803","3","103611","lsv_talk_joy3_shy","1","","","0.2","",""
"1009803106","1009803","21","vo_lsv","vo_lsv_0329","0","0","","","",""
"1009803107","1009803","11","103611","정말, 다들 하나같이…\n……저기, 저도 될까요?","10","1","1","0","0","0"
"1009803108","1009803","91","0","","","","","","",""
"1009803109","1009803","3","103611","lsv_idle_joy_shy","1","","","0.2","",""
"1009803110","1009803","101","1009803161","","","","","","",""
"1009803111","1009803","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009803112","1009803","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009803113","1009803","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009803114","1009803","93","0.1","0","","","","","",""
"1009803115","1009803","2","100411","-100","-220","0.33","2","","0.2",""
"1009803116","1009803","2","103611","200","-235","0.33","2","","0.2",""
"1009803117","1009803","2","102011","-270","-250","0.33","2","","0.2",""
"1009803118","1009803","93","0.7","0","","","","","",""
"1009803119","1009803","3","102011","lsv_talk_joy3_blink","1","","","0.2","",""
"1009803120","1009803","21","vo_lsv","vo_lsv_0330","0","0","","","",""
"1009803121","1009803","11","102011","와앗, 그림책?\n미미도 읽은 적 있는\n이야기일까~?","10","1","1","0","0","0"
"1009803122","1009803","91","0","","","","","","",""
"1009803123","1009803","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009803124","1009803","3","103611","lsv_talk_doya","0","lsv_talk_doya_loop","1","0","0.2",""
"1009803125","1009803","21","vo_lsv","vo_lsv_0331","0","0","","","",""
"1009803126","1009803","11","103611","그림책에는 교훈이 되는\n이야기가 많으니까요.\n분명 좋은 공부가 될 거예요.","10","1","1","0","0","0"
"1009803127","1009803","91","0","","","","","","",""
"1009803128","1009803","3","103611","lsv_idle_doya","1","","","0.2","",""
"1009803129","1009803","3","100411","lsv_talk_guts2","0","lsv_talk_guts2_loop","1","0","0.2",""
"1009803130","1009803","21","vo_lsv","vo_lsv_0332","0","0","","","",""
"1009803131","1009803","11","100411","모처럼이니, 뮤뮤에게\n읽어서 들려주자!\n누가 가장 잘하는지 경쟁이다~!","10","1","1","0","0","0"
"1009803132","1009803","91","0","","","","","","",""
"1009803133","1009803","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009803134","1009803","101","1009803161","","","","","","",""
"1009803135","1009803","3","100411","lsv_choice","0","lsv_idle_normal_worry","1","0","0.2",""
"1009803136","1009803","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009803137","1009803","3","102011","lsv_choice","0","lsv_idle_normal_joyR","1","0","0.2",""
"1009803138","1009803","93","0.1","0","","","","","",""
"1009803139","1009803","2","100411","-100","-220","0.33","2","","0.2",""
"1009803140","1009803","2","103611","200","-235","0.33","2","","0.2",""
"1009803141","1009803","2","102011","-270","-250","0.33","2","","0.2",""
"1009803142","1009803","93","0.7","0","","","","","",""
"1009803143","1009803","3","103611","lsv_talk_doya","0","lsv_talk_doya_loop","1","0","0.2",""
"1009803144","1009803","21","vo_lsv","vo_lsv_0333","0","0","","","",""
"1009803145","1009803","11","103611","모처럼의 도서관이니까요.\n자신의 지식이 되는 책을 빌리는\n건 매우 좋다고 생각해요.","10","1","1","0","0","0"
"1009803146","1009803","91","0","","","","","","",""
"1009803147","1009803","3","103611","lsv_idle_surprise","1","","","0.2","",""
"1009803148","1009803","3","102011","lsv_idle_surprise","1","","","0.2","",""
"1009803149","1009803","3","100411","lsv_talk_tsun_guru","1","","","0.2","",""
"1009803150","1009803","21","vo_lsv","vo_lsv_0334","0","0","","","",""
"1009803151","1009803","11","100411","소설…\n글자, 글자투성이인 책…!\n우으으… 으~음… 털썩.","10","1","1","0","0","0"
"1009803152","1009803","91","0","","","","","","",""
"1009803153","1009803","3","100411","lsv_gaku","0","lsv_gaku_loop","1","0.2","0.2",""
"1009803154","1009803","3","103611","lsv_idle_bitter_sad","1","","","0.2","",""
"1009803155","1009803","3","102011","lsv_talk_surprise2","1","","","0.2","",""
"1009803156","1009803","21","vo_lsv","vo_lsv_0335","0","0","","","",""
"1009803157","1009803","11","102011","미, 미소기~!\n정신 차려~!","10","1","1","0","0","0"
"1009803158","1009803","91","0","","","","","","",""
"1009803159","1009803","3","102011","lsv_idle_sad","1","","","0.2","",""
"1009803160","1009803","101","1009803161","","","","","","",""
"1009803161","1009803","91","0","","","","","","",""
"1009803162","1009803","102","","","","","","","",""
"1009803163","1009803","22","0","0.2","","","","","",""
"1009803164","1009803","93","0.2","","","","","","",""
"1009803165","1009803","12","103611","1","1","0","0","0","0","0"
"1009803166","1009803","3","103611","lsv_talk_tsun_shy","1","","","0.2","",""
"1009803167","1009803","93","3","0","","","","","",""
"1009803168","1009803","3","103611","lsv_idle_normal_bitter","1","","","0.2","",""
"1009803169","1009803","12","100411","4","1","0","0","0","0","0"
"1009803170","1009803","3","100411","lsv_surprise3_surprise","0","lsv_surprise3_surprise_loop","1","0","0.2",""
"1009803171","1009803","93","3","0","","","","","",""
"1009803172","1009803","3","100411","lsv_idle_sad_normal","1","","","0.2","",""
"1009803173","1009803","12","102011","10","1","0","0","0","0","0"
"1009803174","1009803","3","102011","lsv_talk_joy3_blink","1","","","0.2","",""
"1009803175","1009803","93","3","0","","","","","",""
"1009803176","1009803","3","102011","lsv_idle_joy","1","","","0.2","",""
"1009803177","1009803","101","1009803165","","","","","","",""
"1009803178","1009803","6","333","1","1","1","0","1","0",""
"1009803179","1009803","4","100411","1","","","","","",""
"1009803180","1009803","3","100411","lsv_run","1","","","0.2","",""
"1009803181","1009803","2","100411","-750","-220","0.8","0","","",""
"1009803182","1009803","4","103611","0","","","","","",""
"1009803183","1009803","3","103611","lsv_run","1","","","0.2","",""
"1009803184","1009803","2","103611","750","-235","0.8","0","","",""
"1009803185","1009803","4","102011","1","","","","","",""
"1009803186","1009803","3","102011","lsv_run","1","","","0.2","",""
"1009803187","1009803","2","102011","-850","-250","0.8","0","","",""
"1009803188","1009803","93","0.6","","","","","","",""
"1009803189","1009803","6","100411","1","1","1","0","0.2","0",""
"1009803190","1009803","6","103611","1","1","1","0","0.2","0",""
"1009803191","1009803","6","102011","1","1","1","0","0.2","0",""
"1009803192","1009803","91","0","","","","","","",""
"1009804001","1009804","1","1","102011","102","-200","-495","1.95","0","lsv_idle_normal"
"1009804002","1009804","1","1","103611","100","100","-480","1.95","1","lsv_idle_normal"
"1009804003","1009804","1","1","100411","101","270","-510","1.95","1","lsv_idle_normal"
"1009804004","1009804","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009804005","1009804","6","333","1","1","1","0","0","0",""
"1009804006","1009804","6","102011","1","1","1","0","0","0",""
"1009804007","1009804","6","103611","1","1","1","0","0","0",""
"1009804008","1009804","6","100411","1","1","1","0","0","0",""
"1009804009","1009804","93","1","0","","","","","",""
"1009804010","1009804","6","333","1","1","1","0.4","0.8","0",""
"1009804011","1009804","3","102011","lsv_jump2","0","lsv_idle_normal","1","0.2","0.2",""
"1009804012","1009804","3","103611","lsv_jump2","0","lsv_idle_normal","1","0.2","0.2",""
"1009804013","1009804","3","100411","lsv_jump2","0","lsv_idle_normal","1","0.2","0.2",""
"1009804014","1009804","93","0.3","","","","","","",""
"1009804015","1009804","2","102011","-200","-235","0.75","0","","",""
"1009804016","1009804","2","103611","100","-220","0.75","0","","",""
"1009804017","1009804","2","100411","270","-250","0.75","0","","",""
"1009804018","1009804","6","102011","1","1","1","1","0.4","0",""
"1009804019","1009804","6","103611","1","1","1","1","0.4","0",""
"1009804020","1009804","6","100411","1","1","1","1","0.4","0",""
"1009804021","1009804","12","102011","6","0.2","0","","0","0",""
"1009804022","1009804","12","103611","6","0.2","0","","0","0",""
"1009804023","1009804","12","100411","6","0.2","0","","0","0",""
"1009804024","1009804","93","1.2","0","","","","","",""
"1009804025","1009804","3","100411","lsv_talk_cool_normal2","0","lsv_talk_cool_normal2_loop","1","0","0.2",""
"1009804026","1009804","21","vo_lsv","vo_lsv_0421","0","0","","","",""
"1009804027","1009804","11","100411","오늘 숙제는 즐거웠다~\n공부도 이런 느낌인 것들만 있으면\n좋았을 텐데.","10","1","1","0","0","0"
"1009804028","1009804","91","0","","","","","","",""
"1009804029","1009804","3","100411","lsv_idle_cool","1","","","0.2","",""
"1009804030","1009804","3","102011","lsv_talk_wish_joy","1","","","0.2","",""
"1009804031","1009804","21","vo_lsv","vo_lsv_0422","0","0","","","",""
"1009804032","1009804","11","102011","미소기의 저금통,\n멋있었지~♪","10","1","1","0","0","0"
"1009804033","1009804","91","0","","","","","","",""
"1009804034","1009804","3","102011","lsv_idle_wish_joy","1","","","0.2","",""
"1009804035","1009804","3","103611","lsv_talk_thinking","1","","","0.2","",""
"1009804036","1009804","21","vo_lsv","vo_lsv_0423","0","0","","","",""
"1009804037","1009804","11","103611","나는 조금 고민했어…\n지식과 지성을 표현하려고\n했는데…","10","1","1","0","0","0"
"1009804038","1009804","91","0","","","","","","",""
"1009804039","1009804","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009804040","1009804","3","100411","lsv_talk_arm_crossed2","0","lsv_talk_arm_crossed_loop2","1","0","0.2",""
"1009804041","1009804","21","vo_lsv","vo_lsv_0424","0","0","","","",""
"1009804042","1009804","11","100411","그러면 공작이 아니라\n예술인데?\n쿄우카는 정말 성실하네~","10","1","1","0","0","0"
"1009804043","1009804","91","0","","","","","","",""
"1009804044","1009804","3","100411","lsv_idle_arm_crossed","1","","","0.2","",""
"1009804045","1009804","3","102011","lsv_look_talk_sad","1","","","0.2","",""
"1009804046","1009804","21","vo_lsv","vo_lsv_0425","0","0","","","",""
"1009804047","1009804","11","102011","그러고 보니, 오빠는\n돕기만 했으니까,\n아무것도 못 만들었지?","10","1","1","0","0","0"
"1009804048","1009804","91","0","","","","","","",""
"1009804049","1009804","3","102011","lsv_look_idle_sad","1","","","0.2","",""
"1009804050","1009804","3","103611","lsv_look_idle_normal","1","","","0.2","",""
"1009804051","1009804","3","100411","lsv_talk_joy3_blink","1","","","0.2","",""
