d6b5352a2780d85233a5077f80b0d680d2d2f1a357efe1dc7482fe9783e009a1,e11c46da2b701622247a88c464406d7dea16f7c33f10ed7777453750fcf28d08,11bd2a2ab3c86d949d08365355a18e2e5879192abc3d8e3b4710b2777b2bea35,4025c6bb490dd1972d5c02f1e7519ea85f707674221157b392f9801488eaa2fc,5195ac15af4c70320212cb54b7d96222e6fb143cbaecc475d8bca57d91de6bc6,d94b8f7686ff5f35e811b7de6b790fefc57642433ffd3f960d57679d95f94d19,b9f2eea27e3403851e047b3daf79ee3f521e7fad24c03cc26bc10174e7c13675,154c6dbd7e66fbe66b63a96d678a3385eed44d31d5bfeaa7ad967e3c21162ec9,27105fcf273436f4bee6f809e77dc23888d443420eb2317f10c1c1a3d562c310,fc50548bc2fcced55431069f851cf87a22e8c62efa1e68777eed4c1ebf726c88,53bc1c5c3541ee1ac30eab03ac05286648f2ca9c6cafd7b339206f61b19b3b82,5d8699d1342354ab61dd52fea0e733f7606f42ea63dcb22b5b30613288a29d64,71091ddf88bef34fc99e4fa317b5aef3b993dfe34688b3635897efbec1ccb339,7a1e41d5fbe0334160af24e520e7e6f278e165a48c884a705def6d5a91e6c0d1,1517032ba970914635d89e4f535e58722fc2f6e4a703ff1e2f80522368b314fe,4c3598ea10d494264f8b368b111ac7fe7d91e13385910a16a387111c2ebde72a,a576a34791314538d9d04f314157c7274df05c8840907b7a19c482d5726e3b5c,3ecf447580deafaef78e6dc29fc805c840e4ea61c6531b4f0ca311ae32ae799b,e3475f4ec3ca440809dd85af45b884e35a86e093cd7c40861a33d669c838a591,971bfeaacd4324b1d2bb838f4bde803549159e70c84265a01a778eccb652e7c5,0f11095a1814692af194ad1df3c688cf32e5b3375c93b4883da0f3587120e583,4591b38ac58ee152ad0a6476c809d01bd68d952c202cc50aedcd9a2d691475be,2da93eedb2681092cfb47ed47eb4d2445cdcbe22ec7c27811a5e40bb13f8de8d,a7bc120aa3113d90d971247b8eddc5ab7a74943478df345644ebe1926092d237
"191201","페텔기우스","페텔기우스","191201","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"191301","카즈마사","카즈마사","191301","0","1","1","6","6","450","850","1","2.22","191301","0","191301","0","0","0","【물리】모두가 사랑하는 어촌의 허당 어부.\n유니온 버스트는 강력한 스턴 효과를 가지지만, 자신의 HP가 50% 이하가 되면 엉덩방아를 찧는다.\n\n · 통상 공격과 유니온 버스트를 구사해서 싸운다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"191401","콧코로","콧코로","191401","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"191501","주인공","주인공","191501","0","0","0","0","0","150","1600","0","0","100101","0","100101","0","0","0","얼마 남지 않은 시간 안에 숙제를 끝내려고 하는 루센트 학원의 학생. 즐거운 여름방학의 추억을 지키기 위해 산더미 같은 숙제와 마주한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"191601","주인공","주인공","191601","0","0","0","0","0","150","1600","0","0","100101","0","100101","0","0","0","얼마 남지 않은 시간 안에 숙제를 끝내려고 하는 루센트 학원의 학생. 즐거운 여름방학의 추억을 지키기 위해 산더미 같은 숙제와 마주한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"191701","주인공","주인공","191701","0","0","0","0","0","150","1600","0","0","100101","0","100101","0","0","0","얼마 남지 않은 시간 안에 숙제를 끝내려고 하는 루센트 학원의 학생. 즐거운 여름방학의 추억을 지키기 위해 산더미 같은 숙제와 마주한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"403101","해골","해골","403101","0","0","1","0","1","450","300","1","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"403102","해골","해골","403102","0","0","1","0","1","450","300","1","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"403103","해골","해골","403103","0","0","1","0","1","450","300","1","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"404201","실프","실프","404201","0","0","1","0","1","450","1000","2","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"404205","실프","실프","404205","0","0","1","0","1","450","1000","2","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"407001","네네카","네네카","407001","0","1","3","0","0","450","460","2","2","106001","0","106001","0","1","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"407701","쁘띠 골렘","쁘띠 골렘","407701","0","0","1","0","1","450","95","1","3","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"408401","실프","실프","408401","0","0","1","0","1","450","700","2","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"408402","실프","실프","408402","0","0","1","0","1","450","750","2","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"408403","실프","실프","408403","0","0","1","0","1","450","800","2","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"418101","네프라이트 와이번","네프라이트 와이번","418101","0","1","3","0","0","450","589","2","1.75","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"425801","리리(폴른)","리리","425801","0","0","3","0","3","450","364","1","2.09","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"425802","리리(폴른)","리리","425802","0","0","3","0","3","450","414","1","2.09","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"426201","권속","이리야","426201","0","0","3","0","1","450","700","2","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"426202","권속","이리야","426202","0","0","3","0","1","450","750","2","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"427101","해골 아버지","해골 아버지","427101","0","0","1","0","1","450","180","1","2","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900001","주인공","주인공","900001","0","0","1","0","5","600","475","1","50","100101","0","100101","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900002","주인공","주인공","900002","0","0","1","0","5","600","600","1","3","100101","0","100101","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900003","주인공","주인공","900003","0","0","1","0","5","600","650","1","3","100101","0","100101","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900102","히요리","히요리","900102","0","0","1","0","1","600","675","1","50","100199","0","100199","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900103","히요리","히요리","900103","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900201","유이","유이","100201","0","0","1","7","7","600","800","2","0","100201","0","100201","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900202","유이","유이","900202","0","0","1","0","7","600","1075","2","50","100299","0","100299","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900302","레이","레이","900302","0","0","1","0","4","600","875","1","50","100399","0","100399","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"900401","미소기","미소기","900401","0","0","1","1","1","450","580","1","2.17","100401","0","100401","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"901001","마호","마호","901001","0","0","3","7","7","450","650","2","2.27","101001","0","101001","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"901201","하츠네","하츠네","901201","0","0","1","7","7","600","755","2","50","101201","0","101201","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"901701","카오리","카오리","901701","0","0","2","1","1","450","300","1","2.17","101701","0","101701","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"902501","스즈메","스즈메","102501","0","0","1","7","7","600","450","2","2.25","102501","0","102501","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"902601","린","린","902601","0","0","1","6","6","450","630","1","2.315","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"903601","쿄우카","쿄우카","903601","0","0","3","7","7","450","890","2","50","103601","0","103601","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"903801","시오리","시오리","903801","0","0","1","8","8","450","710","1","50","103801","0","103801","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"904401","이리야","이리야","904401","0","0","3","3","3","450","900","2","1.425","104401","0","104401","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"905012","미사키(여름)","미사키","105012","0","0","1","7","7","450","760","2","2.07","105001","0","105001","0","15","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"905801","페코린느","페코린느","105801","0","0","1","0","5","600","200","1","2.5","105801","0","105801","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"905901","콧코로","콧코로","105901","0","0","1","6","6","600","400","1","2","105901","0","105901","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"905902","콧코로","콧코로","105901","0","0","1","6","6","600","800","1","2","105901","0","105901","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"906601","이노리","이노리","906601","0","0","1","3","13","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"907501","페코린느","페코린느","907501","0","0","1","0","5","600","200","1","2.5","105801","0","105801","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"907601","콧코로(여름)","콧코로","107601","0","1","1","6","6","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"907701","스즈메","스즈메","907701","0","0","1","7","7","600","450","2","2.25","102501","0","102501","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"907801","캬루","캬루","907801","0","0","1","7","7","450","750","2","2.07","0","0","0","0","1","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"907901","타마키","타마키","907901","0","0","1","2","2","600","250","1","2.25","104601","0","104601","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"908701","히요리(새해)","히요리","908701","0","0","1","1","1","600","0","1","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"927201","캬루","캬루","127201","0","0","1","7","7","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
