3dbf40f03b6ff2f1c8d9c39a89e6294e956a8d676a490029af30dbd9dd04236b,2710d234cc987095a3ebe5f03b6f1e97f15e250bc8ea7f14531e4e04c4f77e95,e9b0c157c3d862b74bba6c56d8f619d4d6b81ae872f33be9b88362f39ae81421,49c8227d47b570d30c3cdf42248e25a8e32c047da54e0e34b5a2a1133a479cc8,2d6942ce614ff4083d1fd7b411ded838105de61b179754f98421769f95e143b3,b0aa9836d92856e203662ebbbbeb80467055501fe7d57f5e7e0fe3fd47b4db03,c624f8f9ebee422137e0e5759f9cb72e50ce85822b957674d286df8d240ceaf2,81f604810a45520059b868ff08663b7199d04f089dcf72cd08b1311245b669bd,56477a760dd63fa5c66abdd6ab997d5e59c0c272ad28c7e86975f05126ccebb3,836f6c5d3b740f43fc2d788102e1273f0abea5a21f63234a33dc022ac2b728bd,7bad2245517dab1c69b4e3b0f88e65898cd3a3d12c089c8fb7c40dcb22884dd4
"1007501029","1007501","31","4","4","0","0","1","1","",""
"1007501030","1007501","93","1","","","","","","",""
"1007501031","1007501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1007501032","1007501","3","100711","blb_idle_miyako","1","","0","0.3","",""
"1007501033","1007501","93","1.05","","","","","","",""
"1007501034","1007501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1007501035","1007501","31","6","6","0","0","1","1","",""
"1007501036","1007501","3","100711","blb_joy_miyako","0","blb_wish_miyako","1","0","",""
"1007501037","1007501","93","2","","","","","","",""
"1007501038","1007501","21","vo_adv_1007501","vo_adv_1007501_000","0","0","","","",""
"1007501039","1007501","13","100711","870","","","","","",""
"1007501040","1007501","11","100711","흐흐~응, 미야코의 생일을\n기억하고 있었다니, 너치고는\n제법 눈치가 있는 거야~","6","1","1","0","0",""
"1007501041","1007501","91","0","","","","","","",""
"1007501042","1007501","21","vo_adv_1007501","vo_adv_1007501_001","0","0","","","",""
"1007501043","1007501","11","100711","아니, 그런 건 아무래도 좋은 거야!\n이거, 이 커~다란 푸딩인 거야!","6","1","1","0","0",""
"1007501044","1007501","91","0","","","","","","",""
"1007501045","1007501","21","vo_adv_1007501","vo_adv_1007501_002","0","0","","","",""
"1007501046","1007501","11","100711","미야코는 푸딩에 관해서는 프로니까\n이렇게나 커다란 푸딩을 만드는 게\n얼마나 힘든 일인지 잘 아는 거야~","6","1","1","0","0",""
"1007501047","1007501","91","0","","","","","","",""
"1007501048","1007501","21","vo_adv_1007501","vo_adv_1007501_003","0","0","","","",""
"1007501049","1007501","11","100711","……할 수 없는 거야, 상으로 너한테도\n푸딩을 나눠주는 거야~","6","1","1","0","0",""
"1007501050","1007501","91","0","","","","","","",""
"1007501051","1007501","21","vo_adv_1007501","vo_adv_1007501_004","0","0","","","",""
"1007501052","1007501","11","100711","너는 앞으로도 푸딩을\n가져오지 않으면 안 되는 거야~\n그러니까 이건 미야코의 배려인 거야.\n미야코의 그릇이 크다는 사실에 감사하는 거야~","5","1","1","0","0",""
"1007501053","1007501","91","0","","","","","","",""
"1007501054","1007501","31","9","9","0","0","1","1","",""
"1007501055","1007501","131","0","","","","","","",""
"1007501056","1007501","22","0","1","0","0","","","",""
"1007501057","1007501","111","","","","","","","",""
"1007501058","1007501","91","0","","","","","","",""
"1008501001","1008501","1","1","100811","850","400","-220","1.5","1","cmn_talk_def_N"
"1008501002","1008501","31","8","8","0","0","1","1","",""
"1008501003","1008501","31","7","7","0","0","1","1","",""
"1008501004","1008501","31","56","56","0","0","1","1","",""
"1008501005","1008501","31","3","3","0","0","1","1","",""
"1008501006","1008501","31","2","2","0","0","1","1","",""
"1008501007","1008501","31","1","1","0","0","1","1","",""
"1008501008","1008501","31","12","12","0","0","1","0","",""
"1008501009","1008501","3","100811","blb_run_01","1","","","0.3","",""
"1008501010","1008501","2","100811","90","-220","1.3","0","","",""
"1008501011","1008501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1008501012","1008501","121","0","0","1.25","1.25","0","0","",""
"1008501013","1008501","32","12","1","0","0","1","1","",""
"1008501014","1008501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1008501015","1008501","93","1.3","","","","","","",""
"1008501016","1008501","3","100811","blb_stop","0","blb_idle","0","0.05","0.3",""
"1008501017","1008501","2","100811","80","-220","0.25","0","","",""
"1008501018","1008501","93","1.4","","","","","","",""
"1008501019","1008501","121","0","0","1.4","1.4","1","3","",""
"1008501020","1008501","131","1","","","","","","",""
"1008501021","1008501","3","100811","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1008501022","1008501","93","0.7","","","","","","",""
"1008501023","1008501","32","12","0","0","0","1","1","",""
"1008501024","1008501","31","13","13","0","0","1","1","",""
"1008501025","1008501","93","0.2","","","","","","",""
"1008501026","1008501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1008501027","1008501","93","1.2","","","","","","",""
"1008501028","1008501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1008501029","1008501","31","4","4","0","0","1","1","",""
"1008501030","1008501","93","1","","","","","","",""
"1008501031","1008501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1008501032","1008501","3","100811","blb_idle_02","1","","0","0.3","",""
"1008501033","1008501","93","1.05","","","","","","",""
"1008501034","1008501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1008501035","1008501","31","6","6","0","0","1","1","",""
"1008501036","1008501","3","100811","blb_joy_05","0","blb_wish_05","1","0","",""
"1008501037","1008501","93","2","","","","","","",""
"1008501038","1008501","21","vo_adv_1008501","vo_adv_1008501_000","0","0","","","",""
"1008501039","1008501","13","100811","870","","","","","",""
"1008501040","1008501","11","100811","호오, 좋잖아!\n귀여운 나에게 딱 맞는\n멋진 케이크네.","5","1","1","0","0",""
"1008501041","1008501","91","0","","","","","","",""
"1008501042","1008501","21","vo_adv_1008501","vo_adv_1008501_001","0","0","","","",""
"1008501043","1008501","11","100811","네가 만든 거야? 이걸?\n내 아름다움에 맞춰\n만들다니, 고생했겠는데?","6","1","1","0","0",""
"1008501044","1008501","91","0","","","","","","",""
"1008501045","1008501","21","vo_adv_1008501","vo_adv_1008501_002","0","0","","","",""
"1008501046","1008501","11","100811","내 아름다움을 위해\n이렇게까지 해주다니……\n이거 제대로 답례를\n해줘야겠는걸.","6","1","1","0","0",""
"1008501047","1008501","91","0","","","","","","",""
"1008501048","1008501","21","vo_adv_1008501","vo_adv_1008501_003","0","0","","","",""
"1008501049","1008501","11","100811","그럼, 이 케이크를 먹는\n귀여운 나를 지긋이 쳐다봐도 좋아!\n기쁘지? 기쁜 거지?\n……고마워. 나도 기뻐.","5","1","1","0","0",""
"1008501050","1008501","91","0","","","","","","",""
"1008501051","1008501","31","9","9","0","0","1","1","",""
"1008501052","1008501","131","0","","","","","","",""
"1008501053","1008501","22","0","1","0","0","","","",""
"1008501054","1008501","111","","","","","","","",""
"1008501055","1008501","91","0","","","","","","",""
"1009501001","1009501","1","1","100911","850","400","-220","1.5","1","cmn_talk_def_N"
"1009501002","1009501","31","8","8","0","0","1","1","",""
"1009501003","1009501","31","7","7","0","0","1","1","",""
"1009501004","1009501","31","33","33","0","0","1","1","",""
"1009501005","1009501","31","3","3","0","0","1","1","",""
"1009501006","1009501","31","2","2","0","0","1","1","",""
"1009501007","1009501","31","1","1","0","0","1","1","",""
"1009501008","1009501","31","12","12","0","0","1","0","",""
"1009501009","1009501","3","100911","blb_run_01","1","","","0.3","",""
"1009501010","1009501","2","100911","90","-220","1.3","0","","",""
"1009501011","1009501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1009501012","1009501","121","0","0","1.25","1.25","0","0","",""
"1009501013","1009501","32","12","1","0","0","1","1","",""
"1009501014","1009501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1009501015","1009501","93","1.3","","","","","","",""
"1009501016","1009501","3","100911","blb_stop","0","blb_idle","0","0.05","0.3",""
"1009501017","1009501","2","100911","80","-220","0.25","0","","",""
"1009501018","1009501","93","1.4","","","","","","",""
"1009501019","1009501","121","0","0","1.4","1.4","1","3","",""
"1009501020","1009501","131","1","","","","","","",""
"1009501021","1009501","3","100911","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1009501022","1009501","93","0.7","","","","","","",""
"1009501023","1009501","32","12","0","0","0","1","1","",""
"1009501024","1009501","31","13","13","0","0","1","1","",""
"1009501025","1009501","93","0.2","","","","","","",""
"1009501026","1009501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1009501027","1009501","93","1.2","","","","","","",""
"1009501028","1009501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1009501029","1009501","31","4","4","0","0","1","1","",""
"1009501030","1009501","93","1","","","","","","",""
"1009501031","1009501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1009501032","1009501","3","100911","blb_idle_02","1","","0","0.3","",""
"1009501033","1009501","93","1.05","","","","","","",""
"1009501034","1009501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1009501035","1009501","31","6","6","0","0","1","1","",""
"1009501036","1009501","3","100911","blb_joy_04","0","blb_wish_04","1","0","",""
"1009501037","1009501","93","2","","","","","","",""
"1009501038","1009501","21","vo_adv_1009501","vo_adv_1009501_000","0","0","","","",""
"1009501039","1009501","13","100911","870","","","","","",""
"1009501040","1009501","11","100911","내가 탄생한 날을 기억하고 있을 줄은……\n역시 전생부터 함께해 온 맹우로군!\n감사를 전하지, 시구르드여!","5","1","1","0","0",""
"1009501041","1009501","91","0","","","","","","",""
"1009501042","1009501","21","vo_adv_1009501","vo_adv_1009501_001","0","0","","","",""
"1009501043","1009501","11","100911","이토록 훌륭한 케이크까지……\n정말 빈틈이 없군.\n역시 시구르드야!","6","1","1","0","0",""
"1009501044","1009501","91","0","","","","","","",""
"1009501045","1009501","21","vo_adv_1009501","vo_adv_1009501_002","0","0","","","",""
"1009501046","1009501","11","100911","하지만 이렇게나 크다니……\n나 혼자의 몸으로 태도를 휘두를 수 있을지……\n시구르드여, 도와주지 않겠나?\n그래! 고맙다!","5","1","1","0","0",""
"1009501047","1009501","91","0","","","","","","",""
"1009501048","1009501","21","vo_adv_1009501","vo_adv_1009501_003","0","0","","","",""
"1009501049","1009501","11","100911","훗훗후, 이 질풍의 명희와\n섬광의 시구르드가 힘을 합치면\n어떤 적이라도 상대가 안 되지!\n그럼, 마음껏 먹어보지 않겠나!","5","1","1","0","0",""
"1009501050","1009501","91","0","","","","","","",""
"1009501051","1009501","31","9","9","0","0","1","1","",""
"1009501052","1009501","131","0","","","","","","",""
"1009501053","1009501","22","0","1","0","0","","","",""
"1009501054","1009501","111","","","","","","","",""
"1009501055","1009501","91","0","","","","","","",""
"1010501001","1010501","1","1","101011","850","400","-220","1.5","1","cmn_talk_def_N"
"1010501002","1010501","31","8","8","0","0","1","1","",""
"1010501003","1010501","31","7","7","0","0","1","1","",""
"1010501004","1010501","31","53","53","0","0","1","1","",""
"1010501005","1010501","31","3","3","0","0","1","1","",""
"1010501006","1010501","31","2","2","0","0","1","1","",""
"1010501007","1010501","31","1","1","0","0","1","1","",""
"1010501008","1010501","31","12","12","0","0","1","0","",""
"1010501009","1010501","3","101011","blb_run_01","1","","","0.3","",""
"1010501010","1010501","2","101011","90","-220","1.3","0","","",""
"1010501011","1010501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1010501012","1010501","121","0","0","1.25","1.25","0","0","",""
"1010501013","1010501","32","12","1","0","0","1","1","",""
"1010501014","1010501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1010501015","1010501","93","1.3","","","","","","",""
"1010501016","1010501","3","101011","blb_stop","0","blb_idle","0","0.05","0.3",""
"1010501017","1010501","2","101011","80","-220","0.25","0","","",""
"1010501018","1010501","93","1.4","","","","","","",""
"1010501019","1010501","121","0","0","1.4","1.4","1","3","",""
"1010501020","1010501","131","1","","","","","","",""
"1010501021","1010501","3","101011","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1010501022","1010501","93","0.7","","","","","","",""
"1010501023","1010501","32","12","0","0","0","1","1","",""
"1010501024","1010501","31","13","13","0","0","1","1","",""
"1010501025","1010501","93","0.2","","","","","","",""
"1010501026","1010501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1010501027","1010501","93","1.2","","","","","","",""
"1010501028","1010501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1010501029","1010501","31","4","4","0","0","1","1","",""
"1010501030","1010501","93","1","","","","","","",""
"1010501031","1010501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1010501032","1010501","3","101011","blb_idle_02","1","","0","0.3","",""
"1010501033","1010501","93","1.05","","","","","","",""
"1010501034","1010501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1010501035","1010501","31","6","6","0","0","1","1","",""
"1010501036","1010501","3","101011","blb_joy_05_maho","0","blb_wish_05_maho","1","0","",""
"1010501037","1010501","93","2","","","","","","",""
"1010501038","1010501","21","vo_adv_1010501","vo_adv_1010501_000","0","0","","","",""
"1010501039","1010501","13","101011","870","","","","","",""
"1010501040","1010501","11","101011","미라클 마법, 빙그르르 뿅~♪\n그야말로 마법 같은 연출이었사와요!\n서프라이즈 생일 축하라니\n정말 기쁘옵니다!","4","1","1","0","0",""
"1010501041","1010501","91","0","","","","","","",""
"1010501042","1010501","21","vo_adv_1010501","vo_adv_1010501_001","0","0","","","",""
"1010501043","1010501","11","101011","케이크도 소녀가 좋아하는 걸로 가득하고,\n우후후! 소녀, 사랑받고 있군요.","4","1","1","0","0",""
"1010501044","1010501","91","0","","","","","","",""
"1010501045","1010501","21","vo_adv_1010501","vo_adv_1010501_002","0","0","","","",""
"1010501046","1010501","11","101011","왕자님.\n꿈같은 시간을 만들어주셔서 감사하옵니다.","4","1","1","0","0",""
"1010501047","1010501","91","0","","","","","","",""
"1010501048","1010501","21","vo_adv_1010501","vo_adv_1010501_003","0","0","","","",""
"1010501049","1010501","11","101011","하지만 왕자님이 주신 이 꿈을\n조금 더 꾸고 싶사옵니다.\n그러니……","3","1","1","0","0",""
"1010501050","1010501","91","0","","","","","","",""
"1010501051","1010501","21","vo_adv_1010501","vo_adv_1010501_004","0","0","","","",""
"1010501052","1010501","11","101011","지금부터 마호마호 왕국의\n공주와 왕자의 특별한 시간이어요.\n왕자님. 소녀의 손을\n잡아주시겠사옵니까♪","4","1","1","0","0",""
"1010501053","1010501","91","0","","","","","","",""
"1010501054","1010501","31","9","9","0","0","1","1","",""
"1010501055","1010501","131","0","","","","","","",""
"1010501056","1010501","22","0","1","0","0","","","",""
"1010501057","1010501","111","","","","","","","",""
"1010501058","1010501","91","0","","","","","","",""
"1011501001","1011501","1","1","101111","850","400","-220","1.5","1","cmn_talk_def_N"
"1011501002","1011501","31","8","8","0","0","1","1","",""
"1011501003","1011501","31","7","7","0","0","1","1","",""
"1011501004","1011501","31","46","46","0","0","1","1","",""
"1011501005","1011501","31","3","3","0","0","1","1","",""
"1011501006","1011501","31","2","2","0","0","1","1","",""
"1011501007","1011501","31","1","1","0","0","1","1","",""
"1011501008","1011501","31","12","12","0","0","1","0","",""
"1011501009","1011501","3","101111","blb_run_01","1","","","0.3","",""
"1011501010","1011501","2","101111","90","-220","1.3","0","","",""
"1011501011","1011501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
