ae824303450318d66f3529ceb9e66f85de23abdb37a425b9aeb79c0332299a43,30a431fea16e4c6af08511155872fd046028d5255927f5b4ddc8220c175af594,6938c601f0eed1d18d6d641e88fc78f24ea4b6f4d42a1dfc3322e91ec9d4d2fb,13e4663a3d2f5d6823033faa0018ab6159976dab682354b2943e2202e43a24bf,216d1defec1085004326956dacf71840755a2b2cd2b1fd7b07cef6d6cd4764c0
"672","84001019","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"673","84001019","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"674","84001019","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"675","84001019","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"676","84001020","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"677","84001020","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"678","84001020","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"679","84001020","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"680","84001020","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"681","84001020","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"682","84001020","boss_tp_down_cut","TP 감소 컷","전투 시작 시 모든 몬스터의  TP 감소\n100％ 컷 상태가 된다."
"683","84001020","energy_recover","TP 회복","전투 시작 시 모든 몬스터의 TP를 (특대) 회복한다."
"684","84001021","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"685","84001021","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"686","84001021","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"687","84001021","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"688","84001021","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"689","84001021","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"690","84001022","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"691","84001022","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"692","84001022","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"693","84001022","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"694","84001022","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"695","84001022","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"696","84001023","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"697","84001023","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"698","84001023","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"699","84001023","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"700","84001023","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"701","84001023","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"702","84001024","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"703","84001024","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"704","84001024","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"705","84001024","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"706","84001024","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"707","84001024","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"708","84001025","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"709","84001025","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"710","84001025","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"711","84001025","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"712","84001025","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"713","84001025","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"714","84001026","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"715","84001026","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"716","84001026","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"717","84001026","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"718","84001026","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"719","84001026","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"720","84001027","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"721","84001027","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"722","84001027","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"723","84001027","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"724","84001027","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"725","84001027","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"726","84001028","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"727","84001028","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"728","84001028","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"729","84001028","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"730","84001028","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"731","84001028","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"732","84001029","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"733","84001029","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"734","84001029","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"735","84001029","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"736","84001029","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"737","84001029","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"738","84001030","15","빛 속성 보너스(특대) 증가","빛 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 빛 속성 이외의 속성 보너스는 무효화된다."
"739","84001030","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"740","84001030","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"741","84001030","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"742","84001030","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"743","84001030","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"744","84001030","boss_tp_down_cut","TP 감소 컷","전투 시작 시 모든 몬스터의  TP 감소\n100％ 컷 상태가 된다."
"745","84001030","boss_haste","행동 속도 증가","전투 시작 시 모든 몬스터의 행동 속도가 (특대) 증가한다."
"746","85001001","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"747","85001001","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"748","85001001","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"749","85001001","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"750","85001001","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"751","85001001","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"752","85001002","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"753","85001002","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"754","85001002","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"755","85001002","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"756","85001002","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"757","85001002","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"758","85001003","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"759","85001003","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"760","85001003","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"761","85001003","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"762","85001003","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"763","85001003","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"764","85001004","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"765","85001004","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"766","85001004","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"767","85001004","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"768","85001004","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"769","85001004","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"770","85001005","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"771","85001005","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"772","85001005","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"773","85001005","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"774","85001005","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"775","85001005","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"776","85001006","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"777","85001006","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"778","85001006","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"779","85001006","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"780","85001006","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"781","85001006","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"782","85001007","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"783","85001007","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"784","85001007","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"785","85001007","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"786","85001007","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"787","85001007","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"788","85001008","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"789","85001008","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"790","85001008","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"791","85001008","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"792","85001008","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"793","85001008","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"794","85001009","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"795","85001009","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"796","85001009","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"797","85001009","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"798","85001009","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"799","85001009","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"800","85001010","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"801","85001010","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"802","85001010","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"803","85001010","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"804","85001010","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"805","85001010","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"806","85001010","boss_tp_down_cut","TP 감소 컷","전투 시작 시 모든 몬스터의  TP 감소\n100％ 컷 상태가 된다."
"807","85001010","2","HP 회복량 감소","전투 시작 시 모든 캐릭터의 HP 회복량이 (특대) 감소한다."
"808","85001011","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"809","85001011","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"810","85001011","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"811","85001011","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"812","85001011","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"813","85001011","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"814","85001012","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"815","85001012","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"816","85001012","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"817","85001012","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"818","85001012","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"819","85001012","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"820","85001013","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"821","85001013","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"822","85001013","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"823","85001013","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"824","85001013","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"825","85001013","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"826","85001014","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"827","85001014","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"828","85001014","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"829","85001014","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"830","85001014","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"831","85001014","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"832","85001015","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"833","85001015","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
"834","85001015","17","TP 상승 최대치 부여","전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150로 한다."
"835","85001015","boss_def_lower_limit","물리 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
"836","85001015","boss_magic_def_lower_limit","마법 방어력(감소 불가) 증가","전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
"837","85001015","9","HP 흡수 감소","전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
"838","85001016","16","어둠 속성 보너스 (특대) 증가","어둠 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 어둠 속성 이외의 속성 보너스는 무효화된다."
"839","85001016","11","심역 몬스터","모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
